set_type,set_type_count,inst,count,proportion
valid,5298,OverdrivenGuitar,53,0.010003775009437523
valid,5298,Pad1(newage),61,0.011513778784446961
valid,5298,Pad2(warm),72,0.013590033975084938
valid,5298,Pad3(polysynth),57,0.010758776896942242
valid,5298,Pad4(choir),73,0.013778784446961116
valid,5298,Pad5(bowed),71,0.013401283503208758
valid,5298,Pad6(metallic),64,0.0120800302000755
valid,5298,Pad7(halo),62,0.011702529256323141
valid,5298,Pad8(sweep),56,0.010570026425066062
valid,5298,PanFlute,53,0.010003775009437523
valid,5298,PercussiveOrgan,67,0.012646281615704039
valid,5298,Piccolo,54,0.010192525481313703
valid,5298,PizzicatoStrings,53,0.010003775009437523
valid,5298,Recorder,54,0.010192525481313703
valid,5298,ReedOrgan,63,0.01189127972819932
valid,5298,RockOrgan,64,0.0120800302000755
valid,5298,Shamisen,58,0.010947527368818422
valid,5298,Shanai,59,0.0111362778406946
valid,5298,Sitar,54,0.010192525481313703
valid,5298,SlapBass1,64,0.0120800302000755
valid,5298,SlapBass2,71,0.013401283503208758
valid,5298,SopranoSax,52,0.009815024537561343
valid,5298,StringEnsemble1,57,0.010758776896942242
valid,5298,StringEnsemble2,53,0.010003775009437523
valid,5298,SynthBass1,59,0.0111362778406946
valid,5298,SynthBass2,64,0.0120800302000755
valid,5298,SynthBrass1,52,0.009815024537561343
valid,5298,SynthBrass2,55,0.010381275953189883
valid,5298,SynthStrings1,53,0.010003775009437523
valid,5298,SynthStrings2,59,0.0111362778406946
valid,5298,SynthVoice,57,0.010758776896942242
valid,5298,TenorSax,60,0.011325028312570781
valid,5298,TremoloStrings,63,0.01189127972819932
valid,5298,Trombone,60,0.011325028312570781
valid,5298,Trumpet,58,0.010947527368818422
valid,5298,Tuba,46,0.008682521706304265
valid,5298,Vibraphone,60,0.011325028312570781
valid,5298,Viola,56,0.010570026425066062
valid,5298,Violin,52,0.009815024537561343
valid,5298,VoiceOohs,61,0.011513778784446961
valid,5298,Xylophone,46,0.008682521706304265
