fold,fold_count,inst,count,proportion
1,994,Pad8(sweep),10,0.01006036217303823
1,994,PanFlute,13,0.013078470824949699
1,994,PercussiveOrgan,10,0.01006036217303823
1,994,Piccolo,10,0.01006036217303823
1,994,PizzicatoStrings,14,0.014084507042253523
1,994,Recorder,10,0.01006036217303823
1,994,ReedOrgan,14,0.014084507042253523
1,994,RockOrgan,10,0.01006036217303823
1,994,Shamisen,15,0.015090543259557346
1,994,Shanai,7,0.007042253521126762
1,994,Sitar,14,0.014084507042253523
1,994,SlapBass1,11,0.011066398390342054
1,994,SlapBass2,11,0.011066398390342054
1,994,SopranoSax,7,0.007042253521126762
1,994,StringEnsemble1,13,0.013078470824949699
1,994,StringEnsemble2,18,0.018108651911468814
1,994,SynthBass1,11,0.011066398390342054
1,994,SynthBass2,7,0.007042253521126762
1,994,SynthBrass1,10,0.01006036217303823
1,994,SynthBrass2,8,0.008048289738430584
1,994,SynthStrings1,15,0.015090543259557346
1,994,SynthStrings2,15,0.015090543259557346
1,994,SynthVoice,8,0.008048289738430584
1,994,TenorSax,12,0.012072434607645876
1,994,TremoloStrings,7,0.007042253521126762
1,994,Trombone,10,0.01006036217303823
1,994,Trumpet,13,0.013078470824949699
1,994,Tuba,6,0.006036217303822938
1,994,Vibraphone,12,0.012072434607645876
1,994,Viola,14,0.014084507042253523
1,994,Violin,4,0.004024144869215292
1,994,VoiceOohs,7,0.007042253521126762
1,994,Xylophone,10,0.01006036217303823
2,994,AcousticBass,15,0.015090543259557346
2,994,AcousticGrandPiano,12,0.012072434607645876
2,994,AcousticGuitar(nylon),10,0.01006036217303823
2,994,AcousticGuitar(steel),12,0.012072434607645876
2,994,AltoSax,13,0.013078470824949699
2,994,Bagpipe,9,0.009054325955734407
2,994,Banjo,11,0.011066398390342054
2,994,BaritoneSax,11,0.011066398390342054
2,994,Bassoon,9,0.009054325955734407
2,994,BlownBottle,8,0.008048289738430584
2,994,BrassSection,10,0.01006036217303823
2,994,BrightAcousticPiano,14,0.014084507042253523
2,994,Cello,8,0.008048289738430584
2,994,ChoirAahs,9,0.009054325955734407
2,994,ChurchOrgan,11,0.011066398390342054
2,994,Clarinet,7,0.007042253521126762
2,994,Clavinet,7,0.007042253521126762
2,994,Contrabass,9,0.009054325955734407
2,994,DistortionGuitar,14,0.014084507042253523
2,994,DrawbarOrgan,9,0.009054325955734407
2,994,Dulcimer,3,0.003018108651911469
2,994,ElectricBass(finger),9,0.009054325955734407
2,994,ElectricBass(pick),11,0.011066398390342054
2,994,ElectricGrandPiano,9,0.009054325955734407
2,994,ElectricGuitar(clean),12,0.012072434607645876
2,994,ElectricGuitar(jazz),9,0.009054325955734407
2,994,ElectricGuitar(muted),5,0.005030181086519115
2,994,ElectricPiano1,13,0.013078470824949699
2,994,ElectricPiano2,16,0.01609657947686117
2,994,EnglishHorn,5,0.005030181086519115
2,994,Fiddle,13,0.013078470824949699
2,994,Flute,12,0.012072434607645876
2,994,FrenchHorn,11,0.011066398390342054
2,994,FretlessBass,15,0.015090543259557346
2,994,Harpsichord,12,0.012072434607645876
2,994,Honky-tonkPiano,3,0.003018108651911469
2,994,Kalimba,13,0.013078470824949699
2,994,Koto,12,0.012072434607645876
2,994,Lead1(square),14,0.014084507042253523
2,994,Lead2(sawtooth),10,0.01006036217303823
2,994,Lead3(calliope),10,0.01006036217303823
2,994,Lead4(chiff),12,0.012072434607645876
2,994,Lead5(charang),15,0.015090543259557346
2,994,Lead6(voice),11,0.011066398390342054
2,994,Lead8(bass+lead),12,0.012072434607645876
2,994,Marimba,17,0.01710261569416499
2,994,MusicBox,12,0.012072434607645876
2,994,MutedTrumpet,15,0.015090543259557346
2,994,Oboe,7,0.007042253521126762
2,994,Ocarina,14,0.014084507042253523
2,994,OrchestralHarp,9,0.009054325955734407
2,994,OverdrivenGuitar,9,0.009054325955734407
2,994,Pad1(newage),5,0.005030181086519115
2,994,Pad2(warm),12,0.012072434607645876
2,994,Pad3(polysynth),6,0.006036217303822938
2,994,Pad4(choir),5,0.005030181086519115
2,994,Pad5(bowed),13,0.013078470824949699
2,994,Pad6(metallic),12,0.012072434607645876
2,994,Pad7(halo),9,0.009054325955734407
2,994,Pad8(sweep),8,0.008048289738430584
2,994,PanFlute,21,0.021126760563380285
2,994,PercussiveOrgan,15,0.015090543259557346
2,994,Piccolo,4,0.004024144869215292
2,994,PizzicatoStrings,13,0.013078470824949699
2,994,Recorder,13,0.013078470824949699
2,994,ReedOrgan,13,0.013078470824949699
2,994,RockOrgan,7,0.007042253521126762
2,994,Shamisen,11,0.011066398390342054
2,994,Shanai,9,0.009054325955734407
2,994,Sitar,11,0.011066398390342054
2,994,SlapBass1,9,0.009054325955734407
2,994,SlapBass2,15,0.015090543259557346
2,994,SopranoSax,8,0.008048289738430584
2,994,StringEnsemble1,14,0.014084507042253523
2,994,StringEnsemble2,3,0.003018108651911469
2,994,SynthBass1,10,0.01006036217303823
2,994,SynthBass2,7,0.007042253521126762
2,994,SynthBrass1,17,0.01710261569416499
2,994,SynthBrass2,13,0.013078470824949699
2,994,SynthStrings1,9,0.009054325955734407
2,994,SynthStrings2,9,0.009054325955734407
2,994,SynthVoice,12,0.012072434607645876
2,994,TenorSax,10,0.01006036217303823
2,994,TremoloStrings,16,0.01609657947686117
2,994,Trombone,15,0.015090543259557346
2,994,Trumpet,12,0.012072434607645876
2,994,Tuba,7,0.007042253521126762
2,994,Vibraphone,11,0.011066398390342054
2,994,Viola,15,0.015090543259557346
2,994,Violin,12,0.012072434607645876
2,994,VoiceOohs,10,0.01006036217303823
2,994,Xylophone,15,0.015090543259557346
3,994,AcousticBass,10,0.01006036217303823
3,994,AcousticGrandPiano,9,0.009054325955734407
3,994,AcousticGuitar(nylon),11,0.011066398390342054
3,994,AcousticGuitar(steel),7,0.007042253521126762
3,994,AltoSax,7,0.007042253521126762
3,994,Bagpipe,11,0.011066398390342054
3,994,Banjo,14,0.014084507042253523
3,994,BaritoneSax,12,0.012072434607645876
3,994,Bassoon,10,0.01006036217303823
3,994,BlownBottle,10,0.01006036217303823
3,994,BrassSection,11,0.011066398390342054
3,994,BrightAcousticPiano,7,0.007042253521126762
3,994,Cello,12,0.012072434607645876
3,994,ChoirAahs,10,0.01006036217303823
3,994,ChurchOrgan,11,0.011066398390342054
3,994,Clarinet,7,0.007042253521126762
3,994,Clavinet,6,0.006036217303822938
3,994,Contrabass,11,0.011066398390342054
3,994,DistortionGuitar,13,0.013078470824949699
3,994,DrawbarOrgan,11,0.011066398390342054
3,994,Dulcimer,11,0.011066398390342054
3,994,ElectricBass(finger),12,0.012072434607645876
3,994,ElectricBass(pick),6,0.006036217303822938
3,994,ElectricGrandPiano,13,0.013078470824949699
3,994,ElectricGuitar(clean),11,0.011066398390342054
3,994,ElectricGuitar(jazz),7,0.007042253521126762
3,994,ElectricGuitar(muted),12,0.012072434607645876
3,994,ElectricPiano1,11,0.011066398390342054
3,994,ElectricPiano2,7,0.007042253521126762
3,994,EnglishHorn,12,0.012072434607645876
3,994,Fiddle,13,0.013078470824949699
3,994,Flute,18,0.018108651911468814
3,994,FrenchHorn,10,0.01006036217303823
3,994,FretlessBass,9,0.009054325955734407
3,994,Harpsichord,4,0.004024144869215292
3,994,Honky-tonkPiano,12,0.012072434607645876
3,994,Kalimba,10,0.01006036217303823
3,994,Koto,12,0.012072434607645876
3,994,Lead1(square),12,0.012072434607645876
3,994,Lead2(sawtooth),7,0.007042253521126762
3,994,Lead3(calliope),11,0.011066398390342054
3,994,Lead4(chiff),13,0.013078470824949699
3,994,Lead5(charang),6,0.006036217303822938
3,994,Lead6(voice),13,0.013078470824949699
3,994,Lead8(bass+lead),11,0.011066398390342054
3,994,Marimba,12,0.012072434607645876
3,994,MusicBox,4,0.004024144869215292
3,994,MutedTrumpet,15,0.015090543259557346
3,994,Oboe,10,0.01006036217303823
3,994,Ocarina,21,0.021126760563380285
3,994,OrchestralHarp,11,0.011066398390342054
3,994,OverdrivenGuitar,12,0.012072434607645876
3,994,Pad1(newage),14,0.014084507042253523
3,994,Pad2(warm),13,0.013078470824949699
3,994,Pad3(polysynth),11,0.011066398390342054
3,994,Pad4(choir),14,0.014084507042253523
3,994,Pad5(bowed),12,0.012072434607645876
3,994,Pad6(metallic),7,0.007042253521126762
3,994,Pad7(halo),11,0.011066398390342054
3,994,Pad8(sweep),12,0.012072434607645876
3,994,PanFlute,4,0.004024144869215292
3,994,PercussiveOrgan,12,0.012072434607645876
3,994,Piccolo,7,0.007042253521126762
3,994,PizzicatoStrings,14,0.014084507042253523
3,994,Recorder,16,0.01609657947686117
3,994,ReedOrgan,15,0.015090543259557346
3,994,RockOrgan,10,0.01006036217303823
3,994,Shamisen,9,0.009054325955734407
3,994,Shanai,10,0.01006036217303823
3,994,Sitar,11,0.011066398390342054
3,994,SlapBass1,7,0.007042253521126762
3,994,SlapBass2,13,0.013078470824949699
3,994,SopranoSax,17,0.01710261569416499
3,994,StringEnsemble1,12,0.012072434607645876
3,994,StringEnsemble2,13,0.013078470824949699
3,994,SynthBass1,14,0.014084507042253523
3,994,SynthBass2,11,0.011066398390342054
3,994,SynthBrass1,12,0.012072434607645876
3,994,SynthBrass2,12,0.012072434607645876
3,994,SynthStrings1,5,0.005030181086519115
3,994,SynthStrings2,10,0.01006036217303823
3,994,SynthVoice,12,0.012072434607645876
3,994,TenorSax,10,0.01006036217303823
3,994,TremoloStrings,14,0.014084507042253523
3,994,Trombone,11,0.011066398390342054
3,994,Trumpet,16,0.01609657947686117
3,994,Tuba,11,0.011066398390342054
3,994,Vibraphone,11,0.011066398390342054
3,994,Viola,10,0.01006036217303823
3,994,Violin,11,0.011066398390342054
3,994,VoiceOohs,4,0.004024144869215292
3,994,Xylophone,8,0.008048289738430584
4,994,AcousticBass,8,0.008048289738430584
4,994,AcousticGrandPiano,6,0.006036217303822938
4,994,AcousticGuitar(nylon),10,0.01006036217303823
4,994,AcousticGuitar(steel),7,0.007042253521126762
4,994,AltoSax,5,0.005030181086519115
4,994,Bagpipe,11,0.011066398390342054
4,994,Banjo,21,0.021126760563380285
4,994,BaritoneSax,12,0.012072434607645876
4,994,Bassoon,11,0.011066398390342054
4,994,BlownBottle,19,0.019114688128772636
4,994,BrassSection,11,0.011066398390342054
4,994,BrightAcousticPiano,12,0.012072434607645876
4,994,Cello,12,0.012072434607645876
4,994,ChoirAahs,10,0.01006036217303823
4,994,ChurchOrgan,11,0.011066398390342054
4,994,Clarinet,11,0.011066398390342054
4,994,Clavinet,8,0.008048289738430584
4,994,Contrabass,13,0.013078470824949699
4,994,DistortionGuitar,7,0.007042253521126762
4,994,DrawbarOrgan,13,0.013078470824949699
4,994,Dulcimer,7,0.007042253521126762
4,994,ElectricBass(finger),11,0.011066398390342054
4,994,ElectricBass(pick),14,0.014084507042253523
4,994,ElectricGrandPiano,4,0.004024144869215292
4,994,ElectricGuitar(clean),11,0.011066398390342054
4,994,ElectricGuitar(jazz),8,0.008048289738430584
4,994,ElectricGuitar(muted),15,0.015090543259557346
4,994,ElectricPiano1,18,0.018108651911468814
4,994,ElectricPiano2,16,0.01609657947686117
4,994,EnglishHorn,14,0.014084507042253523
4,994,Fiddle,12,0.012072434607645876
4,994,Flute,9,0.009054325955734407
4,994,FrenchHorn,14,0.014084507042253523
4,994,FretlessBass,12,0.012072434607645876
4,994,Harpsichord,12,0.012072434607645876
4,994,Honky-tonkPiano,9,0.009054325955734407
4,994,Kalimba,16,0.01609657947686117
4,994,Koto,9,0.009054325955734407
4,994,Lead1(square),11,0.011066398390342054
4,994,Lead2(sawtooth),10,0.01006036217303823
4,994,Lead3(calliope),13,0.013078470824949699
4,994,Lead4(chiff),8,0.008048289738430584
4,994,Lead5(charang),11,0.011066398390342054
4,994,Lead6(voice),12,0.012072434607645876
4,994,Lead8(bass+lead),11,0.011066398390342054
4,994,Marimba,14,0.014084507042253523
4,994,MusicBox,10,0.01006036217303823
4,994,MutedTrumpet,8,0.008048289738430584
4,994,Oboe,14,0.014084507042253523
4,994,Ocarina,7,0.007042253521126762
4,994,OrchestralHarp,8,0.008048289738430584
4,994,OverdrivenGuitar,17,0.01710261569416499
4,994,Pad1(newage),10,0.01006036217303823
4,994,Pad2(warm),9,0.009054325955734407
4,994,Pad3(polysynth),13,0.013078470824949699
4,994,Pad4(choir),5,0.005030181086519115
4,994,Pad5(bowed),9,0.009054325955734407
4,994,Pad6(metallic),11,0.011066398390342054
4,994,Pad7(halo),10,0.01006036217303823
4,994,Pad8(sweep),10,0.01006036217303823
4,994,PanFlute,13,0.013078470824949699
4,994,PercussiveOrgan,9,0.009054325955734407
4,994,Piccolo,7,0.007042253521126762
4,994,PizzicatoStrings,11,0.011066398390342054
4,994,Recorder,12,0.012072434607645876
4,994,ReedOrgan,10,0.01006036217303823
4,994,RockOrgan,7,0.007042253521126762
4,994,Shamisen,3,0.003018108651911469
4,994,Shanai,9,0.009054325955734407
4,994,Sitar,7,0.007042253521126762
4,994,SlapBass1,17,0.01710261569416499
4,994,SlapBass2,10,0.01006036217303823
4,994,SopranoSax,7,0.007042253521126762
4,994,StringEnsemble1,11,0.011066398390342054
4,994,StringEnsemble2,14,0.014084507042253523
4,994,SynthBass1,13,0.013078470824949699
4,994,SynthBass2,10,0.01006036217303823
4,994,SynthBrass1,10,0.01006036217303823
4,994,SynthBrass2,8,0.008048289738430584
4,994,SynthStrings1,14,0.014084507042253523
4,994,SynthStrings2,7,0.007042253521126762
4,994,SynthVoice,10,0.01006036217303823
4,994,TenorSax,8,0.008048289738430584
4,994,TremoloStrings,13,0.013078470824949699
4,994,Trombone,10,0.01006036217303823
4,994,Trumpet,13,0.013078470824949699
4,994,Tuba,8,0.008048289738430584
4,994,Vibraphone,11,0.011066398390342054
4,994,Viola,16,0.01609657947686117
4,994,Violin,13,0.013078470824949699
4,994,VoiceOohs,15,0.015090543259557346
4,994,Xylophone,8,0.008048289738430584
5,994,AcousticBass,7,0.007042253521126762
5,994,AcousticGrandPiano,12,0.012072434607645876
5,994,AcousticGuitar(nylon),19,0.019114688128772636
5,994,AcousticGuitar(steel),9,0.009054325955734407
5,994,AltoSax,6,0.006036217303822938
5,994,Bagpipe,11,0.011066398390342054
5,994,Banjo,10,0.01006036217303823
5,994,BaritoneSax,11,0.011066398390342054
5,994,Bassoon,12,0.012072434607645876
5,994,BlownBottle,15,0.015090543259557346
5,994,BrassSection,8,0.008048289738430584
5,994,BrightAcousticPiano,12,0.012072434607645876
5,994,Cello,9,0.009054325955734407
5,994,ChoirAahs,11,0.011066398390342054
5,994,ChurchOrgan,9,0.009054325955734407
5,994,Clarinet,14,0.014084507042253523
5,994,Clavinet,11,0.011066398390342054
5,994,Contrabass,19,0.019114688128772636
5,994,DistortionGuitar,14,0.014084507042253523
5,994,DrawbarOrgan,6,0.006036217303822938
5,994,Dulcimer,10,0.01006036217303823
5,994,ElectricBass(finger),5,0.005030181086519115
5,994,ElectricBass(pick),8,0.008048289738430584
5,994,ElectricGrandPiano,7,0.007042253521126762
5,994,ElectricGuitar(clean),8,0.008048289738430584
5,994,ElectricGuitar(jazz),14,0.014084507042253523
5,994,ElectricGuitar(muted),6,0.006036217303822938
5,994,ElectricPiano1,8,0.008048289738430584
5,994,ElectricPiano2,7,0.007042253521126762
5,994,EnglishHorn,11,0.011066398390342054
5,994,Fiddle,7,0.007042253521126762
5,994,Flute,13,0.013078470824949699
5,994,FrenchHorn,12,0.012072434607645876
5,994,FretlessBass,11,0.011066398390342054
5,994,Harpsichord,11,0.011066398390342054
5,994,Honky-tonkPiano,8,0.008048289738430584
5,994,Kalimba,8,0.008048289738430584
5,994,Koto,12,0.012072434607645876
5,994,Lead1(square),17,0.01710261569416499
5,994,Lead2(sawtooth),10,0.01006036217303823
5,994,Lead3(calliope),15,0.015090543259557346
5,994,Lead4(chiff),9,0.009054325955734407
5,994,Lead5(charang),11,0.011066398390342054
5,994,Lead6(voice),15,0.015090543259557346
5,994,Lead8(bass+lead),11,0.011066398390342054
5,994,Marimba,8,0.008048289738430584
5,994,MusicBox,16,0.01609657947686117
5,994,MutedTrumpet,15,0.015090543259557346
5,994,Oboe,8,0.008048289738430584
5,994,Ocarina,11,0.011066398390342054
5,994,OrchestralHarp,13,0.013078470824949699
5,994,OverdrivenGuitar,7,0.007042253521126762
5,994,Pad1(newage),13,0.013078470824949699
5,994,Pad2(warm),11,0.011066398390342054
5,994,Pad3(polysynth),12,0.012072434607645876
5,994,Pad4(choir),8,0.008048289738430584
5,994,Pad5(bowed),3,0.003018108651911469
5,994,Pad6(metallic),6,0.006036217303822938
5,994,Pad7(halo),10,0.01006036217303823
5,994,Pad8(sweep),10,0.01006036217303823
5,994,PanFlute,10,0.01006036217303823
5,994,PercussiveOrgan,15,0.015090543259557346
5,994,Piccolo,15,0.015090543259557346
5,994,PizzicatoStrings,13,0.013078470824949699
5,994,Recorder,10,0.01006036217303823
5,994,ReedOrgan,9,0.009054325955734407
5,994,RockOrgan,11,0.011066398390342054
5,994,Shamisen,17,0.01710261569416499
5,994,Shanai,11,0.011066398390342054
5,994,Sitar,8,0.008048289738430584
5,994,SlapBass1,12,0.012072434607645876
5,994,SlapBass2,10,0.01006036217303823
5,994,SopranoSax,17,0.01710261569416499
5,994,StringEnsemble1,8,0.008048289738430584
5,994,StringEnsemble2,8,0.008048289738430584
5,994,SynthBass1,10,0.01006036217303823
5,994,SynthBass2,11,0.011066398390342054
5,994,SynthBrass1,11,0.011066398390342054
5,994,SynthBrass2,10,0.01006036217303823
5,994,SynthStrings1,11,0.011066398390342054
5,994,SynthStrings2,14,0.014084507042253523
5,994,SynthVoice,15,0.015090543259557346
5,994,TenorSax,5,0.005030181086519115
5,994,TremoloStrings,16,0.01609657947686117
5,994,Trombone,14,0.014084507042253523
5,994,Trumpet,11,0.011066398390342054
5,994,Tuba,15,0.015090543259557346
5,994,Vibraphone,9,0.009054325955734407
5,994,Viola,10,0.01006036217303823
5,994,Violin,10,0.01006036217303823
5,994,VoiceOohs,11,0.011066398390342054
5,994,Xylophone,7,0.007042253521126762
6,994,AcousticBass,16,0.01609657947686117
6,994,AcousticGrandPiano,9,0.009054325955734407
6,994,AcousticGuitar(nylon),9,0.009054325955734407
6,994,AcousticGuitar(steel),16,0.01609657947686117
6,994,AltoSax,7,0.007042253521126762
6,994,Bagpipe,10,0.01006036217303823
6,994,Banjo,16,0.01609657947686117
6,994,BaritoneSax,10,0.01006036217303823
6,994,Bassoon,11,0.011066398390342054
6,994,BlownBottle,8,0.008048289738430584
6,994,BrassSection,6,0.006036217303822938
6,994,BrightAcousticPiano,10,0.01006036217303823
6,994,Cello,10,0.01006036217303823
6,994,ChoirAahs,12,0.012072434607645876
6,994,ChurchOrgan,12,0.012072434607645876
6,994,Clarinet,16,0.01609657947686117
6,994,Clavinet,8,0.008048289738430584
6,994,Contrabass,11,0.011066398390342054
6,994,DistortionGuitar,13,0.013078470824949699
6,994,DrawbarOrgan,15,0.015090543259557346
6,994,Dulcimer,7,0.007042253521126762
6,994,ElectricBass(finger),10,0.01006036217303823
6,994,ElectricBass(pick),6,0.006036217303822938
6,994,ElectricGrandPiano,12,0.012072434607645876
6,994,ElectricGuitar(clean),9,0.009054325955734407
6,994,ElectricGuitar(jazz),19,0.019114688128772636
6,994,ElectricGuitar(muted),7,0.007042253521126762
6,994,ElectricPiano1,12,0.012072434607645876
6,994,ElectricPiano2,12,0.012072434607645876
6,994,EnglishHorn,11,0.011066398390342054
6,994,Fiddle,9,0.009054325955734407
6,994,Flute,12,0.012072434607645876
6,994,FrenchHorn,9,0.009054325955734407
6,994,FretlessBass,9,0.009054325955734407
6,994,Harpsichord,12,0.012072434607645876
6,994,Honky-tonkPiano,17,0.01710261569416499
6,994,Kalimba,10,0.01006036217303823
6,994,Koto,8,0.008048289738430584
6,994,Lead1(square),9,0.009054325955734407
6,994,Lead2(sawtooth),9,0.009054325955734407
6,994,Lead3(calliope),18,0.018108651911468814
6,994,Lead4(chiff),7,0.007042253521126762
6,994,Lead5(charang),13,0.013078470824949699
6,994,Lead6(voice),12,0.012072434607645876
6,994,Lead8(bass+lead),17,0.01710261569416499
6,994,Marimba,12,0.012072434607645876
6,994,MusicBox,10,0.01006036217303823
6,994,MutedTrumpet,9,0.009054325955734407
6,994,Oboe,9,0.009054325955734407
6,994,Ocarina,11,0.011066398390342054
6,994,OrchestralHarp,13,0.013078470824949699
6,994,OverdrivenGuitar,13,0.013078470824949699
6,994,Pad1(newage),6,0.006036217303822938
6,994,Pad2(warm),13,0.013078470824949699
6,994,Pad3(polysynth),7,0.007042253521126762
6,994,Pad4(choir),13,0.013078470824949699
6,994,Pad5(bowed),12,0.012072434607645876
6,994,Pad6(metallic),20,0.02012072434607646
6,994,Pad7(halo),10,0.01006036217303823
6,994,Pad8(sweep),12,0.012072434607645876
6,994,PanFlute,12,0.012072434607645876
6,994,PercussiveOrgan,6,0.006036217303822938
6,994,Piccolo,11,0.011066398390342054
6,994,PizzicatoStrings,10,0.01006036217303823
6,994,Recorder,9,0.009054325955734407
6,994,ReedOrgan,10,0.01006036217303823
6,994,RockOrgan,12,0.012072434607645876
6,994,Shamisen,15,0.015090543259557346
6,994,Shanai,5,0.005030181086519115
6,994,Sitar,5,0.005030181086519115
6,994,SlapBass1,16,0.01609657947686117
6,994,SlapBass2,16,0.01609657947686117
6,994,SopranoSax,7,0.007042253521126762
6,994,StringEnsemble1,8,0.008048289738430584
6,994,StringEnsemble2,11,0.011066398390342054
6,994,SynthBass1,7,0.007042253521126762
6,994,SynthBass2,14,0.014084507042253523
6,994,SynthBrass1,5,0.005030181086519115
6,994,SynthBrass2,8,0.008048289738430584
6,994,SynthStrings1,11,0.011066398390342054
6,994,SynthStrings2,9,0.009054325955734407
6,994,SynthVoice,10,0.01006036217303823
6,994,TenorSax,8,0.008048289738430584
6,994,TremoloStrings,7,0.007042253521126762
6,994,Trombone,12,0.012072434607645876
6,994,Trumpet,11,0.011066398390342054
6,994,Tuba,5,0.005030181086519115
6,994,Vibraphone,14,0.014084507042253523
6,994,Viola,13,0.013078470824949699
6,994,Violin,12,0.012072434607645876
6,994,VoiceOohs,8,0.008048289738430584
6,994,Xylophone,16,0.01609657947686117
7,994,AcousticBass,7,0.007042253521126762
7,994,AcousticGrandPiano,7,0.007042253521126762
7,994,AcousticGuitar(nylon),8,0.008048289738430584
7,994,AcousticGuitar(steel),11,0.011066398390342054
7,994,AltoSax,18,0.018108651911468814
7,994,Bagpipe,16,0.01609657947686117
7,994,Banjo,9,0.009054325955734407
7,994,BaritoneSax,10,0.01006036217303823
7,994,Bassoon,11,0.011066398390342054
7,994,BlownBottle,10,0.01006036217303823
7,994,BrassSection,11,0.011066398390342054
7,994,BrightAcousticPiano,13,0.013078470824949699
7,994,Cello,11,0.011066398390342054
7,994,ChoirAahs,16,0.01609657947686117
7,994,ChurchOrgan,12,0.012072434607645876
7,994,Clarinet,10,0.01006036217303823
7,994,Clavinet,5,0.005030181086519115
7,994,Contrabass,7,0.007042253521126762
7,994,DistortionGuitar,5,0.005030181086519115
7,994,DrawbarOrgan,9,0.009054325955734407
7,994,Dulcimer,11,0.011066398390342054
7,994,ElectricBass(finger),5,0.005030181086519115
7,994,ElectricBass(pick),15,0.015090543259557346
7,994,ElectricGrandPiano,13,0.013078470824949699
7,994,ElectricGuitar(clean),16,0.01609657947686117
7,994,ElectricGuitar(jazz),7,0.007042253521126762
7,994,ElectricGuitar(muted),11,0.011066398390342054
7,994,ElectricPiano1,12,0.012072434607645876
7,994,ElectricPiano2,10,0.01006036217303823
7,994,EnglishHorn,8,0.008048289738430584
7,994,Fiddle,14,0.014084507042253523
7,994,Flute,14,0.014084507042253523
7,994,FrenchHorn,12,0.012072434607645876
7,994,FretlessBass,11,0.011066398390342054
7,994,Harpsichord,10,0.01006036217303823
7,994,Honky-tonkPiano,14,0.014084507042253523
7,994,Kalimba,13,0.013078470824949699
7,994,Koto,6,0.006036217303822938
7,994,Lead1(square),8,0.008048289738430584
7,994,Lead2(sawtooth),17,0.01710261569416499
7,994,Lead3(calliope),12,0.012072434607645876
7,994,Lead4(chiff),14,0.014084507042253523
7,994,Lead5(charang),15,0.015090543259557346
7,994,Lead6(voice),15,0.015090543259557346
7,994,Lead8(bass+lead),10,0.01006036217303823
7,994,Marimba,11,0.011066398390342054
7,994,MusicBox,12,0.012072434607645876
7,994,MutedTrumpet,11,0.011066398390342054
7,994,Oboe,14,0.014084507042253523
7,994,Ocarina,7,0.007042253521126762
7,994,OrchestralHarp,9,0.009054325955734407
7,994,OverdrivenGuitar,14,0.014084507042253523
7,994,Pad1(newage),11,0.011066398390342054
7,994,Pad2(warm),7,0.007042253521126762
7,994,Pad3(polysynth),15,0.015090543259557346
7,994,Pad4(choir),13,0.013078470824949699
7,994,Pad5(bowed),11,0.011066398390342054
7,994,Pad6(metallic),8,0.008048289738430584
7,994,Pad7(halo),14,0.014084507042253523
7,994,Pad8(sweep),12,0.012072434607645876
