fold,fold_count,poly,count,proportion
3,1530,5a6,45,0.029411764705882353
3,1530,5a7,45,0.029411764705882353
3,1530,5a8,45,0.029411764705882353
3,1530,5a9,45,0.029411764705882353
3,1530,6a11,45,0.029411764705882353
3,1530,6a7,45,0.029411764705882353
3,1530,7a10,45,0.029411764705882353
3,1530,7a11,45,0.029411764705882353
3,1530,7a12,45,0.029411764705882353
3,1530,7a8,45,0.029411764705882353
3,1530,7a9,45,0.029411764705882353
3,1530,8a11,45,0.029411764705882353
3,1530,8a9,45,0.029411764705882353
3,1530,9a10,45,0.029411764705882353
3,1530,9a11,45,0.029411764705882353
4,1530,10a11,45,0.029411764705882353
4,1530,11a12,45,0.029411764705882353
4,1530,2a11,45,0.029411764705882353
4,1530,2a3,45,0.029411764705882353
4,1530,2a5,45,0.029411764705882353
4,1530,2a7,45,0.029411764705882353
4,1530,2a9,45,0.029411764705882353
4,1530,3a10,45,0.029411764705882353
4,1530,3a11,45,0.029411764705882353
4,1530,3a4,45,0.029411764705882353
4,1530,3a5,45,0.029411764705882353
4,1530,3a7,45,0.029411764705882353
4,1530,3a8,45,0.029411764705882353
4,1530,4a11,45,0.029411764705882353
4,1530,4a5,45,0.029411764705882353
4,1530,4a7,45,0.029411764705882353
4,1530,4a9,45,0.029411764705882353
4,1530,5a11,45,0.029411764705882353
4,1530,5a12,45,0.029411764705882353
4,1530,5a6,45,0.029411764705882353
4,1530,5a7,45,0.029411764705882353
4,1530,5a8,45,0.029411764705882353
4,1530,5a9,45,0.029411764705882353
4,1530,6a11,45,0.029411764705882353
4,1530,6a7,45,0.029411764705882353
4,1530,7a10,45,0.029411764705882353
4,1530,7a11,45,0.029411764705882353
4,1530,7a12,45,0.029411764705882353
4,1530,7a8,45,0.029411764705882353
4,1530,7a9,45,0.029411764705882353
4,1530,8a11,45,0.029411764705882353
4,1530,8a9,45,0.029411764705882353
4,1530,9a10,45,0.029411764705882353
4,1530,9a11,45,0.029411764705882353
5,1530,10a11,45,0.029411764705882353
5,1530,11a12,45,0.029411764705882353
5,1530,2a11,45,0.029411764705882353
5,1530,2a3,45,0.029411764705882353
5,1530,2a5,45,0.029411764705882353
5,1530,2a7,45,0.029411764705882353
5,1530,2a9,45,0.029411764705882353
5,1530,3a10,45,0.029411764705882353
5,1530,3a11,45,0.029411764705882353
5,1530,3a4,45,0.029411764705882353
5,1530,3a5,45,0.029411764705882353
5,1530,3a7,45,0.029411764705882353
5,1530,3a8,45,0.029411764705882353
5,1530,4a11,45,0.029411764705882353
5,1530,4a5,45,0.029411764705882353
5,1530,4a7,45,0.029411764705882353
5,1530,4a9,45,0.029411764705882353
5,1530,5a11,45,0.029411764705882353
5,1530,5a12,45,0.029411764705882353
5,1530,5a6,45,0.029411764705882353
5,1530,5a7,45,0.029411764705882353
5,1530,5a8,45,0.029411764705882353
5,1530,5a9,45,0.029411764705882353
5,1530,6a11,45,0.029411764705882353
5,1530,6a7,45,0.029411764705882353
5,1530,7a10,45,0.029411764705882353
5,1530,7a11,45,0.029411764705882353
5,1530,7a12,45,0.029411764705882353
5,1530,7a8,45,0.029411764705882353
5,1530,7a9,45,0.029411764705882353
5,1530,8a11,45,0.029411764705882353
5,1530,8a9,45,0.029411764705882353
5,1530,9a10,45,0.029411764705882353
5,1530,9a11,45,0.029411764705882353
6,1530,10a11,45,0.029411764705882353
6,1530,11a12,45,0.029411764705882353
6,1530,2a11,45,0.029411764705882353
6,1530,2a3,45,0.029411764705882353
6,1530,2a5,45,0.029411764705882353
6,1530,2a7,45,0.029411764705882353
6,1530,2a9,45,0.029411764705882353
6,1530,3a10,45,0.029411764705882353
6,1530,3a11,45,0.029411764705882353
6,1530,3a4,45,0.029411764705882353
6,1530,3a5,45,0.029411764705882353
6,1530,3a7,45,0.029411764705882353
6,1530,3a8,45,0.029411764705882353
6,1530,4a11,45,0.029411764705882353
6,1530,4a5,45,0.029411764705882353
6,1530,4a7,45,0.029411764705882353
6,1530,4a9,45,0.029411764705882353
6,1530,5a11,45,0.029411764705882353
6,1530,5a12,45,0.029411764705882353
6,1530,5a6,45,0.029411764705882353
6,1530,5a7,45,0.029411764705882353
6,1530,5a8,45,0.029411764705882353
6,1530,5a9,45,0.029411764705882353
6,1530,6a11,45,0.029411764705882353
6,1530,6a7,45,0.029411764705882353
6,1530,7a10,45,0.029411764705882353
6,1530,7a11,45,0.029411764705882353
6,1530,7a12,45,0.029411764705882353
6,1530,7a8,45,0.029411764705882353
6,1530,7a9,45,0.029411764705882353
6,1530,8a11,45,0.029411764705882353
6,1530,8a9,45,0.029411764705882353
6,1530,9a10,45,0.029411764705882353
6,1530,9a11,45,0.029411764705882353
7,1530,10a11,45,0.029411764705882353
7,1530,11a12,45,0.029411764705882353
7,1530,2a11,45,0.029411764705882353
7,1530,2a3,45,0.029411764705882353
7,1530,2a5,45,0.029411764705882353
7,1530,2a7,45,0.029411764705882353
7,1530,2a9,45,0.029411764705882353
7,1530,3a10,45,0.029411764705882353
7,1530,3a11,45,0.029411764705882353
7,1530,3a4,45,0.029411764705882353
7,1530,3a5,45,0.029411764705882353
7,1530,3a7,45,0.029411764705882353
7,1530,3a8,45,0.029411764705882353
7,1530,4a11,45,0.029411764705882353
7,1530,4a5,45,0.029411764705882353
7,1530,4a7,45,0.029411764705882353
7,1530,4a9,45,0.029411764705882353
7,1530,5a11,45,0.029411764705882353
7,1530,5a12,45,0.029411764705882353
7,1530,5a6,45,0.029411764705882353
7,1530,5a7,45,0.029411764705882353
7,1530,5a8,45,0.029411764705882353
7,1530,5a9,45,0.029411764705882353
7,1530,6a11,45,0.029411764705882353
7,1530,6a7,45,0.029411764705882353
7,1530,7a10,45,0.029411764705882353
7,1530,7a11,45,0.029411764705882353
7,1530,7a12,45,0.029411764705882353
7,1530,7a8,45,0.029411764705882353
7,1530,7a9,45,0.029411764705882353
7,1530,8a11,45,0.029411764705882353
7,1530,8a9,45,0.029411764705882353
7,1530,9a10,45,0.029411764705882353
7,1530,9a11,45,0.029411764705882353
8,1530,10a11,45,0.029411764705882353
8,1530,11a12,45,0.029411764705882353
8,1530,2a11,45,0.029411764705882353
8,1530,2a3,45,0.029411764705882353
8,1530,2a5,45,0.029411764705882353
8,1530,2a7,45,0.029411764705882353
8,1530,2a9,45,0.029411764705882353
8,1530,3a10,45,0.029411764705882353
8,1530,3a11,45,0.029411764705882353
8,1530,3a4,45,0.029411764705882353
8,1530,3a5,45,0.029411764705882353
8,1530,3a7,45,0.029411764705882353
8,1530,3a8,45,0.029411764705882353
8,1530,4a11,45,0.029411764705882353
8,1530,4a5,45,0.029411764705882353
8,1530,4a7,45,0.029411764705882353
8,1530,4a9,45,0.029411764705882353
8,1530,5a11,45,0.029411764705882353
8,1530,5a12,45,0.029411764705882353
8,1530,5a6,45,0.029411764705882353
8,1530,5a7,45,0.029411764705882353
8,1530,5a8,45,0.029411764705882353
8,1530,5a9,45,0.029411764705882353
8,1530,6a11,45,0.029411764705882353
8,1530,6a7,45,0.029411764705882353
8,1530,7a10,45,0.029411764705882353
8,1530,7a11,45,0.029411764705882353
8,1530,7a12,45,0.029411764705882353
8,1530,7a8,45,0.029411764705882353
8,1530,7a9,45,0.029411764705882353
8,1530,8a11,45,0.029411764705882353
8,1530,8a9,45,0.029411764705882353
8,1530,9a10,45,0.029411764705882353
8,1530,9a11,45,0.029411764705882353
9,1530,10a11,45,0.029411764705882353
9,1530,11a12,45,0.029411764705882353
9,1530,2a11,45,0.029411764705882353
9,1530,2a3,45,0.029411764705882353
9,1530,2a5,45,0.029411764705882353
9,1530,2a7,45,0.029411764705882353
9,1530,2a9,45,0.029411764705882353
9,1530,3a10,45,0.029411764705882353
9,1530,3a11,45,0.029411764705882353
9,1530,3a4,45,0.029411764705882353
9,1530,3a5,45,0.029411764705882353
9,1530,3a7,45,0.029411764705882353
9,1530,3a8,45,0.029411764705882353
9,1530,4a11,45,0.029411764705882353
9,1530,4a5,45,0.029411764705882353
9,1530,4a7,45,0.029411764705882353
9,1530,4a9,45,0.029411764705882353
9,1530,5a11,45,0.029411764705882353
9,1530,5a12,45,0.029411764705882353
9,1530,5a6,45,0.029411764705882353
9,1530,5a7,45,0.029411764705882353
9,1530,5a8,45,0.029411764705882353
9,1530,5a9,45,0.029411764705882353
9,1530,6a11,45,0.029411764705882353
9,1530,6a7,45,0.029411764705882353
9,1530,7a10,45,0.029411764705882353
9,1530,7a11,45,0.029411764705882353
9,1530,7a12,45,0.029411764705882353
9,1530,7a8,45,0.029411764705882353
9,1530,7a9,45,0.029411764705882353
9,1530,8a11,45,0.029411764705882353
9,1530,8a9,45,0.029411764705882353
9,1530,9a10,45,0.029411764705882353
9,1530,9a11,45,0.029411764705882353
10,1530,10a11,45,0.029411764705882353
10,1530,11a12,45,0.029411764705882353
10,1530,2a11,45,0.029411764705882353
10,1530,2a3,45,0.029411764705882353
10,1530,2a5,45,0.029411764705882353
10,1530,2a7,45,0.029411764705882353
10,1530,2a9,45,0.029411764705882353
10,1530,3a10,45,0.029411764705882353
10,1530,3a11,45,0.029411764705882353
10,1530,3a4,45,0.029411764705882353
10,1530,3a5,45,0.029411764705882353
10,1530,3a7,45,0.029411764705882353
10,1530,3a8,45,0.029411764705882353
10,1530,4a11,45,0.029411764705882353
10,1530,4a5,45,0.029411764705882353
10,1530,4a7,45,0.029411764705882353
10,1530,4a9,45,0.029411764705882353
10,1530,5a11,45,0.029411764705882353
10,1530,5a12,45,0.029411764705882353
10,1530,5a6,45,0.029411764705882353
10,1530,5a7,45,0.029411764705882353
10,1530,5a8,45,0.029411764705882353
10,1530,5a9,45,0.029411764705882353
10,1530,6a11,45,0.029411764705882353
10,1530,6a7,45,0.029411764705882353
10,1530,7a10,45,0.029411764705882353
10,1530,7a11,45,0.029411764705882353
10,1530,7a12,45,0.029411764705882353
10,1530,7a8,45,0.029411764705882353
10,1530,7a9,45,0.029411764705882353
10,1530,8a11,45,0.029411764705882353
10,1530,8a9,45,0.029411764705882353
10,1530,9a10,45,0.029411764705882353
10,1530,9a11,45,0.029411764705882353
11,1530,10a11,45,0.029411764705882353
11,1530,11a12,45,0.029411764705882353
11,1530,2a11,45,0.029411764705882353
11,1530,2a3,45,0.029411764705882353
11,1530,2a5,45,0.029411764705882353
11,1530,2a7,45,0.029411764705882353
11,1530,2a9,45,0.029411764705882353
11,1530,3a10,45,0.029411764705882353
11,1530,3a11,45,0.029411764705882353
11,1530,3a4,45,0.029411764705882353
11,1530,3a5,45,0.029411764705882353
11,1530,3a7,45,0.029411764705882353
11,1530,3a8,45,0.029411764705882353
11,1530,4a11,45,0.029411764705882353
11,1530,4a5,45,0.029411764705882353
11,1530,4a7,45,0.029411764705882353
11,1530,4a9,45,0.029411764705882353
11,1530,5a11,45,0.029411764705882353
11,1530,5a12,45,0.029411764705882353
11,1530,5a6,45,0.029411764705882353
11,1530,5a7,45,0.029411764705882353
11,1530,5a8,45,0.029411764705882353
11,1530,5a9,45,0.029411764705882353
11,1530,6a11,45,0.029411764705882353
11,1530,6a7,45,0.029411764705882353
11,1530,7a10,45,0.029411764705882353
11,1530,7a11,45,0.029411764705882353
11,1530,7a12,45,0.029411764705882353
11,1530,7a8,45,0.029411764705882353
11,1530,7a9,45,0.029411764705882353
11,1530,8a11,45,0.029411764705882353
11,1530,8a9,45,0.029411764705882353
11,1530,9a10,45,0.029411764705882353
11,1530,9a11,45,0.029411764705882353
12,1530,10a11,45,0.029411764705882353
12,1530,11a12,45,0.029411764705882353
12,1530,2a11,45,0.029411764705882353
12,1530,2a3,45,0.029411764705882353
12,1530,2a5,45,0.029411764705882353
12,1530,2a7,45,0.029411764705882353
12,1530,2a9,45,0.029411764705882353
12,1530,3a10,45,0.029411764705882353
12,1530,3a11,45,0.029411764705882353
12,1530,3a4,45,0.029411764705882353
12,1530,3a5,45,0.029411764705882353
12,1530,3a7,45,0.029411764705882353
12,1530,3a8,45,0.029411764705882353
12,1530,4a11,45,0.029411764705882353
12,1530,4a5,45,0.029411764705882353
12,1530,4a7,45,0.029411764705882353
12,1530,4a9,45,0.029411764705882353
12,1530,5a11,45,0.029411764705882353
12,1530,5a12,45,0.029411764705882353
12,1530,5a6,45,0.029411764705882353
12,1530,5a7,45,0.029411764705882353
12,1530,5a8,45,0.029411764705882353
12,1530,5a9,45,0.029411764705882353
12,1530,6a11,45,0.029411764705882353
12,1530,6a7,45,0.029411764705882353
12,1530,7a10,45,0.029411764705882353
12,1530,7a11,45,0.029411764705882353
12,1530,7a12,45,0.029411764705882353
12,1530,7a8,45,0.029411764705882353
12,1530,7a9,45,0.029411764705882353
12,1530,8a11,45,0.029411764705882353
12,1530,8a9,45,0.029411764705882353
12,1530,9a10,45,0.029411764705882353
12,1530,9a11,45,0.029411764705882353
13,1530,10a11,45,0.029411764705882353
13,1530,11a12,45,0.029411764705882353
13,1530,2a11,45,0.029411764705882353
13,1530,2a3,45,0.029411764705882353
13,1530,2a5,45,0.029411764705882353
13,1530,2a7,45,0.029411764705882353
13,1530,2a9,45,0.029411764705882353
13,1530,3a10,45,0.029411764705882353
13,1530,3a11,45,0.029411764705882353
13,1530,3a4,45,0.029411764705882353
13,1530,3a5,45,0.029411764705882353
13,1530,3a7,45,0.029411764705882353
13,1530,3a8,45,0.029411764705882353
13,1530,4a11,45,0.029411764705882353
13,1530,4a5,45,0.029411764705882353
13,1530,4a7,45,0.029411764705882353
13,1530,4a9,45,0.029411764705882353
13,1530,5a11,45,0.029411764705882353
13,1530,5a12,45,0.029411764705882353
13,1530,5a6,45,0.029411764705882353
13,1530,5a7,45,0.029411764705882353
13,1530,5a8,45,0.029411764705882353
13,1530,5a9,45,0.029411764705882353
13,1530,6a11,45,0.029411764705882353
13,1530,6a7,45,0.029411764705882353
13,1530,7a10,45,0.029411764705882353
13,1530,7a11,45,0.029411764705882353
13,1530,7a12,45,0.029411764705882353
13,1530,7a8,45,0.029411764705882353
13,1530,7a9,45,0.029411764705882353
13,1530,8a11,45,0.029411764705882353
13,1530,8a9,45,0.029411764705882353
13,1530,9a10,45,0.029411764705882353
13,1530,9a11,45,0.029411764705882353
14,1530,10a11,45,0.029411764705882353
14,1530,11a12,45,0.029411764705882353
14,1530,2a11,45,0.029411764705882353
14,1530,2a3,45,0.029411764705882353
14,1530,2a5,45,0.029411764705882353
14,1530,2a7,45,0.029411764705882353
14,1530,2a9,45,0.029411764705882353
14,1530,3a10,45,0.029411764705882353
14,1530,3a11,45,0.029411764705882353
14,1530,3a4,45,0.029411764705882353
14,1530,3a5,45,0.029411764705882353
14,1530,3a7,45,0.029411764705882353
14,1530,3a8,45,0.029411764705882353
14,1530,4a11,45,0.029411764705882353
14,1530,4a5,45,0.029411764705882353
14,1530,4a7,45,0.029411764705882353
14,1530,4a9,45,0.029411764705882353
14,1530,5a11,45,0.029411764705882353
14,1530,5a12,45,0.029411764705882353
14,1530,5a6,45,0.029411764705882353
14,1530,5a7,45,0.029411764705882353
14,1530,5a8,45,0.029411764705882353
14,1530,5a9,45,0.029411764705882353
14,1530,6a11,45,0.029411764705882353
14,1530,6a7,45,0.029411764705882353
14,1530,7a10,45,0.029411764705882353
14,1530,7a11,45,0.029411764705882353
14,1530,7a12,45,0.029411764705882353
14,1530,7a8,45,0.029411764705882353
14,1530,7a9,45,0.029411764705882353
14,1530,8a11,45,0.029411764705882353
14,1530,8a9,45,0.029411764705882353
14,1530,9a10,45,0.029411764705882353
14,1530,9a11,45,0.029411764705882353
15,1530,10a11,45,0.029411764705882353
15,1530,11a12,45,0.029411764705882353
15,1530,2a11,45,0.029411764705882353
15,1530,2a3,45,0.029411764705882353
15,1530,2a5,45,0.029411764705882353
15,1530,2a7,45,0.029411764705882353
15,1530,2a9,45,0.029411764705882353
15,1530,3a10,45,0.029411764705882353
15,1530,3a11,45,0.029411764705882353
15,1530,3a4,45,0.029411764705882353
15,1530,3a5,45,0.029411764705882353
15,1530,3a7,45,0.029411764705882353
15,1530,3a8,45,0.029411764705882353
15,1530,4a11,45,0.029411764705882353
15,1530,4a5,45,0.029411764705882353
15,1530,4a7,45,0.029411764705882353
15,1530,4a9,45,0.029411764705882353
15,1530,5a11,45,0.029411764705882353
15,1530,5a12,45,0.029411764705882353
15,1530,5a6,45,0.029411764705882353
15,1530,5a7,45,0.029411764705882353
15,1530,5a8,45,0.029411764705882353
15,1530,5a9,45,0.029411764705882353
15,1530,6a11,45,0.029411764705882353
15,1530,6a7,45,0.029411764705882353
15,1530,7a10,45,0.029411764705882353
15,1530,7a11,45,0.029411764705882353
15,1530,7a12,45,0.029411764705882353
15,1530,7a8,45,0.029411764705882353
15,1530,7a9,45,0.029411764705882353
15,1530,8a11,45,0.029411764705882353
15,1530,8a9,45,0.029411764705882353
15,1530,9a10,45,0.029411764705882353
15,1530,9a11,45,0.029411764705882353
16,1530,10a11,45,0.029411764705882353
16,1530,11a12,45,0.029411764705882353
16,1530,2a11,45,0.029411764705882353
16,1530,2a3,45,0.029411764705882353
16,1530,2a5,45,0.029411764705882353
16,1530,2a7,45,0.029411764705882353
16,1530,2a9,45,0.029411764705882353
16,1530,3a10,45,0.029411764705882353
16,1530,3a11,45,0.029411764705882353
16,1530,3a4,45,0.029411764705882353
16,1530,3a5,45,0.029411764705882353
16,1530,3a7,45,0.029411764705882353
16,1530,3a8,45,0.029411764705882353
16,1530,4a11,45,0.029411764705882353
16,1530,4a5,45,0.029411764705882353
16,1530,4a7,45,0.029411764705882353
16,1530,4a9,45,0.029411764705882353
16,1530,5a11,45,0.029411764705882353
16,1530,5a12,45,0.029411764705882353
16,1530,5a6,45,0.029411764705882353
16,1530,5a7,45,0.029411764705882353
16,1530,5a8,45,0.029411764705882353
16,1530,5a9,45,0.029411764705882353
16,1530,6a11,45,0.029411764705882353
16,1530,6a7,45,0.029411764705882353
16,1530,7a10,45,0.029411764705882353
16,1530,7a11,45,0.029411764705882353
16,1530,7a12,45,0.029411764705882353
16,1530,7a8,45,0.029411764705882353
16,1530,7a9,45,0.029411764705882353
16,1530,8a11,45,0.029411764705882353
16,1530,8a9,45,0.029411764705882353
16,1530,9a10,45,0.029411764705882353
16,1530,9a11,45,0.029411764705882353
17,1530,10a11,45,0.029411764705882353
17,1530,11a12,45,0.029411764705882353
17,1530,2a11,45,0.029411764705882353
17,1530,2a3,45,0.029411764705882353
17,1530,2a5,45,0.029411764705882353
17,1530,2a7,45,0.029411764705882353
17,1530,2a9,45,0.029411764705882353
17,1530,3a10,45,0.029411764705882353
17,1530,3a11,45,0.029411764705882353
17,1530,3a4,45,0.029411764705882353
17,1530,3a5,45,0.029411764705882353
17,1530,3a7,45,0.029411764705882353
17,1530,3a8,45,0.029411764705882353
17,1530,4a11,45,0.029411764705882353
17,1530,4a5,45,0.029411764705882353
17,1530,4a7,45,0.029411764705882353
17,1530,4a9,45,0.029411764705882353
17,1530,5a11,45,0.029411764705882353
17,1530,5a12,45,0.029411764705882353
17,1530,5a6,45,0.029411764705882353
17,1530,5a7,45,0.029411764705882353
17,1530,5a8,45,0.029411764705882353
17,1530,5a9,45,0.029411764705882353
17,1530,6a11,45,0.029411764705882353
17,1530,6a7,45,0.029411764705882353
17,1530,7a10,45,0.029411764705882353
17,1530,7a11,45,0.029411764705882353
17,1530,7a12,45,0.029411764705882353
17,1530,7a8,45,0.029411764705882353
17,1530,7a9,45,0.029411764705882353
17,1530,8a11,45,0.029411764705882353
17,1530,8a9,45,0.029411764705882353
17,1530,9a10,45,0.029411764705882353
17,1530,9a11,45,0.029411764705882353
18,1530,10a11,45,0.029411764705882353
18,1530,11a12,45,0.029411764705882353
18,1530,2a11,45,0.029411764705882353
18,1530,2a3,45,0.029411764705882353
18,1530,2a5,45,0.029411764705882353
18,1530,2a7,45,0.029411764705882353
18,1530,2a9,45,0.029411764705882353
18,1530,3a10,45,0.029411764705882353
18,1530,3a11,45,0.029411764705882353
18,1530,3a4,45,0.029411764705882353
18,1530,3a5,45,0.029411764705882353
18,1530,3a7,45,0.029411764705882353
18,1530,3a8,45,0.029411764705882353
18,1530,4a11,45,0.029411764705882353
18,1530,4a5,45,0.029411764705882353
18,1530,4a7,45,0.029411764705882353
18,1530,4a9,45,0.029411764705882353
18,1530,5a11,45,0.029411764705882353
18,1530,5a12,45,0.029411764705882353
18,1530,5a6,45,0.029411764705882353
18,1530,5a7,45,0.029411764705882353
18,1530,5a8,45,0.029411764705882353
18,1530,5a9,45,0.029411764705882353
18,1530,6a11,45,0.029411764705882353
18,1530,6a7,45,0.029411764705882353
18,1530,7a10,45,0.029411764705882353
18,1530,7a11,45,0.029411764705882353
18,1530,7a12,45,0.029411764705882353
18,1530,7a8,45,0.029411764705882353
18,1530,7a9,45,0.029411764705882353
18,1530,8a11,45,0.029411764705882353
18,1530,8a9,45,0.029411764705882353
18,1530,9a10,45,0.029411764705882353
18,1530,9a11,45,0.029411764705882353
19,1530,10a11,45,0.029411764705882353
19,1530,11a12,45,0.029411764705882353
19,1530,2a11,45,0.029411764705882353
19,1530,2a3,45,0.029411764705882353
19,1530,2a5,45,0.029411764705882353
19,1530,2a7,45,0.029411764705882353
19,1530,2a9,45,0.029411764705882353
19,1530,3a10,45,0.029411764705882353
19,1530,3a11,45,0.029411764705882353
19,1530,3a4,45,0.029411764705882353
19,1530,3a5,45,0.029411764705882353
19,1530,3a7,45,0.029411764705882353
19,1530,3a8,45,0.029411764705882353
19,1530,4a11,45,0.029411764705882353
19,1530,4a5,45,0.029411764705882353
19,1530,4a7,45,0.029411764705882353
19,1530,4a9,45,0.029411764705882353
19,1530,5a11,45,0.029411764705882353
19,1530,5a12,45,0.029411764705882353
19,1530,5a6,45,0.029411764705882353
19,1530,5a7,45,0.029411764705882353
19,1530,5a8,45,0.029411764705882353
19,1530,5a9,45,0.029411764705882353
19,1530,6a11,45,0.029411764705882353
19,1530,6a7,45,0.029411764705882353
19,1530,7a10,45,0.029411764705882353
19,1530,7a11,45,0.029411764705882353
19,1530,7a12,45,0.029411764705882353
19,1530,7a8,45,0.029411764705882353
19,1530,7a9,45,0.029411764705882353
19,1530,8a11,45,0.029411764705882353
19,1530,8a9,45,0.029411764705882353
19,1530,9a10,45,0.029411764705882353
19,1530,9a11,45,0.029411764705882353
20,1530,10a11,45,0.029411764705882353
20,1530,11a12,45,0.029411764705882353
20,1530,2a11,45,0.029411764705882353
20,1530,2a3,45,0.029411764705882353
20,1530,2a5,45,0.029411764705882353
20,1530,2a7,45,0.029411764705882353
20,1530,2a9,45,0.029411764705882353
20,1530,3a10,45,0.029411764705882353
20,1530,3a11,45,0.029411764705882353
20,1530,3a4,45,0.029411764705882353
20,1530,3a5,45,0.029411764705882353
20,1530,3a7,45,0.029411764705882353
20,1530,3a8,45,0.029411764705882353
20,1530,4a11,45,0.029411764705882353
20,1530,4a5,45,0.029411764705882353
20,1530,4a7,45,0.029411764705882353
20,1530,4a9,45,0.029411764705882353
20,1530,5a11,45,0.029411764705882353
20,1530,5a12,45,0.029411764705882353
20,1530,5a6,45,0.029411764705882353
20,1530,5a7,45,0.029411764705882353
20,1530,5a8,45,0.029411764705882353
20,1530,5a9,45,0.029411764705882353
20,1530,6a11,45,0.029411764705882353
20,1530,6a7,45,0.029411764705882353
20,1530,7a10,45,0.029411764705882353
20,1530,7a11,45,0.029411764705882353
20,1530,7a12,45,0.029411764705882353
20,1530,7a8,45,0.029411764705882353
20,1530,7a9,45,0.029411764705882353
20,1530,8a11,45,0.029411764705882353
20,1530,8a9,45,0.029411764705882353
20,1530,9a10,45,0.029411764705882353
20,1530,9a11,45,0.029411764705882353
