fold,fold_count,sub_prog,count,proportion
10,994,mm1-4156,55,0.05533199195171026
10,994,mm1-5415,55,0.05533199195171026
10,994,mm1-5641,55,0.05533199195171026
10,994,mm1-6415,56,0.05633802816901409
11,994,maj-1451,55,0.05533199195171026
11,994,maj-1465,56,0.05633802816901409
11,994,maj-1564,55,0.05533199195171026
11,994,maj-1645,55,0.05533199195171026
11,994,maj-2516,55,0.05533199195171026
11,994,maj-4156,55,0.05533199195171026
11,994,maj-5415,56,0.05633802816901409
11,994,maj-5641,55,0.05533199195171026
11,994,maj-6415,55,0.05533199195171026
11,994,mm1-1451,55,0.05533199195171026
11,994,mm1-1465,55,0.05533199195171026
11,994,mm1-1564,55,0.05533199195171026
11,994,mm1-1645,56,0.05633802816901409
11,994,mm1-2516,55,0.05533199195171026
11,994,mm1-4156,55,0.05533199195171026
11,994,mm1-5415,55,0.05533199195171026
11,994,mm1-5641,55,0.05533199195171026
11,994,mm1-6415,56,0.05633802816901409
12,994,maj-1451,55,0.05533199195171026
12,994,maj-1465,56,0.05633802816901409
12,994,maj-1564,55,0.05533199195171026
12,994,maj-1645,55,0.05533199195171026
12,994,maj-2516,55,0.05533199195171026
12,994,maj-4156,55,0.05533199195171026
12,994,maj-5415,56,0.05633802816901409
12,994,maj-5641,55,0.05533199195171026
12,994,maj-6415,55,0.05533199195171026
12,994,mm1-1451,55,0.05533199195171026
12,994,mm1-1465,55,0.05533199195171026
12,994,mm1-1564,55,0.05533199195171026
12,994,mm1-1645,56,0.05633802816901409
12,994,mm1-2516,55,0.05533199195171026
12,994,mm1-4156,55,0.05533199195171026
12,994,mm1-5415,55,0.05533199195171026
12,994,mm1-5641,55,0.05533199195171026
12,994,mm1-6415,56,0.05633802816901409
13,993,maj-1451,55,0.0553877139979859
13,993,maj-1465,55,0.0553877139979859
13,993,maj-1564,55,0.0553877139979859
13,993,maj-1645,55,0.0553877139979859
13,993,maj-2516,56,0.05639476334340383
13,993,maj-4156,55,0.0553877139979859
13,993,maj-5415,55,0.0553877139979859
13,993,maj-5641,55,0.0553877139979859
13,993,maj-6415,55,0.0553877139979859
13,993,mm1-1451,55,0.0553877139979859
13,993,mm1-1465,56,0.05639476334340383
13,993,mm1-1564,55,0.0553877139979859
13,993,mm1-1645,55,0.0553877139979859
13,993,mm1-2516,55,0.0553877139979859
13,993,mm1-4156,55,0.0553877139979859
13,993,mm1-5415,56,0.05639476334340383
13,993,mm1-5641,55,0.0553877139979859
13,993,mm1-6415,55,0.0553877139979859
14,993,maj-1451,55,0.0553877139979859
14,993,maj-1465,55,0.0553877139979859
14,993,maj-1564,55,0.0553877139979859
14,993,maj-1645,55,0.0553877139979859
14,993,maj-2516,56,0.05639476334340383
14,993,maj-4156,55,0.0553877139979859
14,993,maj-5415,55,0.0553877139979859
14,993,maj-5641,55,0.0553877139979859
14,993,maj-6415,55,0.0553877139979859
14,993,mm1-1451,55,0.0553877139979859
14,993,mm1-1465,56,0.05639476334340383
14,993,mm1-1564,55,0.0553877139979859
14,993,mm1-1645,55,0.0553877139979859
14,993,mm1-2516,55,0.0553877139979859
14,993,mm1-4156,55,0.0553877139979859
14,993,mm1-5415,56,0.05639476334340383
14,993,mm1-5641,55,0.0553877139979859
14,993,mm1-6415,55,0.0553877139979859
15,993,maj-1451,55,0.0553877139979859
15,993,maj-1465,55,0.0553877139979859
15,993,maj-1564,55,0.0553877139979859
15,993,maj-1645,55,0.0553877139979859
15,993,maj-2516,56,0.05639476334340383
15,993,maj-4156,55,0.0553877139979859
15,993,maj-5415,55,0.0553877139979859
15,993,maj-5641,55,0.0553877139979859
15,993,maj-6415,55,0.0553877139979859
15,993,mm1-1451,55,0.0553877139979859
15,993,mm1-1465,56,0.05639476334340383
15,993,mm1-1564,55,0.0553877139979859
15,993,mm1-1645,55,0.0553877139979859
15,993,mm1-2516,55,0.0553877139979859
15,993,mm1-4156,55,0.0553877139979859
15,993,mm1-5415,56,0.05639476334340383
15,993,mm1-5641,55,0.0553877139979859
15,993,mm1-6415,55,0.0553877139979859
16,993,maj-1451,55,0.0553877139979859
16,993,maj-1465,55,0.0553877139979859
16,993,maj-1564,55,0.0553877139979859
16,993,maj-1645,55,0.0553877139979859
16,993,maj-2516,56,0.05639476334340383
16,993,maj-4156,55,0.0553877139979859
16,993,maj-5415,55,0.0553877139979859
16,993,maj-5641,55,0.0553877139979859
16,993,maj-6415,55,0.0553877139979859
16,993,mm1-1451,55,0.0553877139979859
16,993,mm1-1465,56,0.05639476334340383
16,993,mm1-1564,55,0.0553877139979859
16,993,mm1-1645,55,0.0553877139979859
16,993,mm1-2516,55,0.0553877139979859
16,993,mm1-4156,55,0.0553877139979859
16,993,mm1-5415,56,0.05639476334340383
16,993,mm1-5641,55,0.0553877139979859
16,993,mm1-6415,55,0.0553877139979859
17,993,maj-1451,55,0.0553877139979859
17,993,maj-1465,55,0.0553877139979859
17,993,maj-1564,56,0.05639476334340383
17,993,maj-1645,55,0.0553877139979859
17,993,maj-2516,55,0.0553877139979859
17,993,maj-4156,55,0.0553877139979859
17,993,maj-5415,55,0.0553877139979859
17,993,maj-5641,56,0.05639476334340383
17,993,maj-6415,55,0.0553877139979859
17,993,mm1-1451,55,0.0553877139979859
17,993,mm1-1465,55,0.0553877139979859
17,993,mm1-1564,55,0.0553877139979859
17,993,mm1-1645,55,0.0553877139979859
17,993,mm1-2516,56,0.05639476334340383
17,993,mm1-4156,55,0.0553877139979859
17,993,mm1-5415,55,0.0553877139979859
17,993,mm1-5641,55,0.0553877139979859
17,993,mm1-6415,55,0.0553877139979859
18,993,maj-1451,55,0.0553877139979859
18,993,maj-1465,55,0.0553877139979859
18,993,maj-1564,56,0.05639476334340383
18,993,maj-1645,55,0.0553877139979859
18,993,maj-2516,55,0.0553877139979859
18,993,maj-4156,55,0.0553877139979859
18,993,maj-5415,55,0.0553877139979859
18,993,maj-5641,56,0.05639476334340383
18,993,maj-6415,55,0.0553877139979859
18,993,mm1-1451,55,0.0553877139979859
18,993,mm1-1465,55,0.0553877139979859
18,993,mm1-1564,55,0.0553877139979859
18,993,mm1-1645,55,0.0553877139979859
18,993,mm1-2516,56,0.05639476334340383
18,993,mm1-4156,55,0.0553877139979859
18,993,mm1-5415,55,0.0553877139979859
18,993,mm1-5641,55,0.0553877139979859
18,993,mm1-6415,55,0.0553877139979859
19,993,maj-1451,55,0.0553877139979859
19,993,maj-1465,55,0.0553877139979859
19,993,maj-1564,56,0.05639476334340383
19,993,maj-1645,55,0.0553877139979859
19,993,maj-2516,55,0.0553877139979859
19,993,maj-4156,55,0.0553877139979859
19,993,maj-5415,55,0.0553877139979859
19,993,maj-5641,56,0.05639476334340383
19,993,maj-6415,55,0.0553877139979859
19,993,mm1-1451,55,0.0553877139979859
19,993,mm1-1465,55,0.0553877139979859
19,993,mm1-1564,55,0.0553877139979859
19,993,mm1-1645,55,0.0553877139979859
19,993,mm1-2516,56,0.05639476334340383
19,993,mm1-4156,55,0.0553877139979859
19,993,mm1-5415,55,0.0553877139979859
19,993,mm1-5641,55,0.0553877139979859
19,993,mm1-6415,55,0.0553877139979859
20,993,maj-1451,55,0.0553877139979859
20,993,maj-1465,55,0.0553877139979859
20,993,maj-1564,56,0.05639476334340383
20,993,maj-1645,55,0.0553877139979859
20,993,maj-2516,55,0.0553877139979859
20,993,maj-4156,55,0.0553877139979859
20,993,maj-5415,55,0.0553877139979859
20,993,maj-5641,56,0.05639476334340383
20,993,maj-6415,55,0.0553877139979859
20,993,mm1-1451,55,0.0553877139979859
20,993,mm1-1465,55,0.0553877139979859
20,993,mm1-1564,55,0.0553877139979859
20,993,mm1-1645,55,0.0553877139979859
20,993,mm1-2516,56,0.05639476334340383
20,993,mm1-4156,55,0.0553877139979859
20,993,mm1-5415,55,0.0553877139979859
20,993,mm1-5641,55,0.0553877139979859
20,993,mm1-6415,55,0.0553877139979859
