set_type,set_type_count,name,count,proportion
test,5298,AcousticBass-ds3-minormajor7_inv2,1,0.00018875047187617969
test,5298,AcousticBass-e3-augminor7_inv3,1,0.00018875047187617969
test,5298,AcousticBass-e3-fulldim7_inv2,1,0.00018875047187617969
test,5298,AcousticBass-e3-fulldim7_inv3,1,0.00018875047187617969
test,5298,AcousticBass-e3-halfdim7_inv2,1,0.00018875047187617969
test,5298,AcousticBass-f3-augmajor7_inv1,1,0.00018875047187617969
test,5298,AcousticBass-f3-halfdim7_inv1,1,0.00018875047187617969
test,5298,AcousticBass-f3-major7_inv3,1,0.00018875047187617969
test,5298,AcousticBass-fs3-augminor7_inv0,1,0.00018875047187617969
test,5298,AcousticBass-fs3-major7_inv2,1,0.00018875047187617969
test,5298,AcousticBass-fs3-majorminor7_inv0,1,0.00018875047187617969
test,5298,AcousticBass-fs3-majorminor7_inv1,1,0.00018875047187617969
test,5298,AcousticBass-g3-augminor7_inv3,1,0.00018875047187617969
test,5298,AcousticBass-g3-fulldim7_inv2,1,0.00018875047187617969
test,5298,AcousticBass-g3-major7_inv2,1,0.00018875047187617969
test,5298,AcousticBass-g3-minor7_inv2,1,0.00018875047187617969
test,5298,AcousticBass-g3-minormajor7_inv1,1,0.00018875047187617969
test,5298,AcousticBass-g3-minormajor7_inv2,1,0.00018875047187617969
test,5298,AcousticBass-gs3-augmajor7_inv0,1,0.00018875047187617969
test,5298,AcousticBass-gs3-fulldim7_inv3,1,0.00018875047187617969
test,5298,AcousticBass-gs3-minor7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-a3-augmajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGrandPiano-a3-augminor7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-a3-halfdim7_inv3,1,0.00018875047187617969
test,5298,AcousticGrandPiano-a3-major7_inv1,1,0.00018875047187617969
test,5298,AcousticGrandPiano-a3-major7_inv2,1,0.00018875047187617969
test,5298,AcousticGrandPiano-a3-minormajor7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-as3-major7_inv1,1,0.00018875047187617969
test,5298,AcousticGrandPiano-b3-augmajor7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-b3-fulldim7_inv2,1,0.00018875047187617969
test,5298,AcousticGrandPiano-b3-halfdim7_inv3,1,0.00018875047187617969
test,5298,AcousticGrandPiano-b3-majorminor7_inv1,1,0.00018875047187617969
test,5298,AcousticGrandPiano-b3-minor7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-b3-minormajor7_inv3,1,0.00018875047187617969
test,5298,AcousticGrandPiano-c3-major7_inv2,1,0.00018875047187617969
test,5298,AcousticGrandPiano-c4-augmajor7_inv1,1,0.00018875047187617969
test,5298,AcousticGrandPiano-c4-majorminor7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-cs3-augmajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGrandPiano-cs3-augmajor7_inv3,1,0.00018875047187617969
test,5298,AcousticGrandPiano-cs3-fulldim7_inv3,1,0.00018875047187617969
test,5298,AcousticGrandPiano-cs3-halfdim7_inv3,1,0.00018875047187617969
test,5298,AcousticGrandPiano-cs3-minormajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGrandPiano-cs4-augminor7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-cs4-augminor7_inv1,1,0.00018875047187617969
test,5298,AcousticGrandPiano-cs4-halfdim7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-cs4-major7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-cs4-majorminor7_inv1,1,0.00018875047187617969
test,5298,AcousticGrandPiano-cs4-minormajor7_inv1,1,0.00018875047187617969
test,5298,AcousticGrandPiano-d3-augmajor7_inv1,1,0.00018875047187617969
test,5298,AcousticGrandPiano-d3-augmajor7_inv3,1,0.00018875047187617969
test,5298,AcousticGrandPiano-d3-augminor7_inv2,1,0.00018875047187617969
test,5298,AcousticGrandPiano-d3-minormajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGrandPiano-d4-halfdim7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-ds3-halfdim7_inv1,1,0.00018875047187617969
test,5298,AcousticGrandPiano-ds3-majorminor7_inv1,1,0.00018875047187617969
test,5298,AcousticGrandPiano-ds3-minormajor7_inv1,1,0.00018875047187617969
test,5298,AcousticGrandPiano-ds4-augminor7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-ds4-major7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-ds4-minor7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-e3-major7_inv3,1,0.00018875047187617969
test,5298,AcousticGrandPiano-e3-minor7_inv2,1,0.00018875047187617969
test,5298,AcousticGrandPiano-e3-minormajor7_inv3,1,0.00018875047187617969
test,5298,AcousticGrandPiano-e4-halfdim7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-e4-major7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-e4-majorminor7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-f3-augminor7_inv2,1,0.00018875047187617969
test,5298,AcousticGrandPiano-f3-halfdim7_inv2,1,0.00018875047187617969
test,5298,AcousticGrandPiano-f3-major7_inv1,1,0.00018875047187617969
test,5298,AcousticGrandPiano-f3-minormajor7_inv1,1,0.00018875047187617969
test,5298,AcousticGrandPiano-f4-augminor7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-f4-minor7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-fs3-fulldim7_inv1,1,0.00018875047187617969
test,5298,AcousticGrandPiano-fs3-halfdim7_inv1,1,0.00018875047187617969
test,5298,AcousticGrandPiano-fs3-halfdim7_inv2,1,0.00018875047187617969
test,5298,AcousticGrandPiano-fs3-major7_inv2,1,0.00018875047187617969
test,5298,AcousticGrandPiano-g3-augminor7_inv3,1,0.00018875047187617969
test,5298,AcousticGrandPiano-g3-halfdim7_inv3,1,0.00018875047187617969
test,5298,AcousticGrandPiano-g3-minor7_inv1,1,0.00018875047187617969
test,5298,AcousticGrandPiano-gs3-augmajor7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-gs3-augmajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGrandPiano-gs3-augminor7_inv2,1,0.00018875047187617969
test,5298,AcousticGrandPiano-gs3-halfdim7_inv3,1,0.00018875047187617969
test,5298,AcousticGrandPiano-gs3-major7_inv3,1,0.00018875047187617969
test,5298,AcousticGrandPiano-gs3-minor7_inv0,1,0.00018875047187617969
test,5298,AcousticGrandPiano-gs3-minormajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-a3-augmajor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-a3-fulldim7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-a3-major7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-as3-halfdim7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-as3-halfdim7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-as3-major7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-as3-majorminor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-b3-augmajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-b3-halfdim7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-b3-halfdim7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-b3-majorminor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-b3-minor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-b3-minor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-c3-halfdim7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-c3-minormajor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-c4-augmajor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-c4-augminor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-c4-halfdim7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-cs3-major7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-cs3-minor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-cs4-augmajor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-cs4-augminor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-cs4-majorminor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-d3-majorminor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-d4-augminor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-d4-minor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-ds3-augmajor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-ds3-augminor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-ds3-fulldim7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-ds3-major7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-ds3-minormajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-ds4-augminor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-ds4-minor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-e3-majorminor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-e3-minor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-e4-fulldim7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-e4-majorminor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-f3-augmajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-f3-augminor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-f3-augminor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-f3-minor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-f3-minor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-fs3-augminor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-fs3-fulldim7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-fs3-minor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-fs3-minormajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-g3-augminor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-g3-halfdim7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-g3-major7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-g3-majorminor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-g3-majorminor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-gs3-augmajor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-gs3-fulldim7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-gs3-minor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(nylon)-gs3-minormajor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-a3-augmajor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-a3-augmajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-as3-augmajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-as3-augmajor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-as3-augminor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-as3-augminor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-b3-majorminor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-b3-minor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-b3-minor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-c3-augmajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-c3-fulldim7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-c3-major7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-c3-majorminor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-c4-halfdim7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-c4-minor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-cs3-halfdim7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-cs3-major7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-cs4-augmajor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-cs4-fulldim7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-d3-augmajor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-d3-major7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-d3-major7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-d3-minor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-ds3-augminor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-ds3-fulldim7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-ds3-halfdim7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-ds3-major7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-ds3-minor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-ds3-minor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-ds3-minormajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-ds4-fulldim7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-ds4-halfdim7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-e3-halfdim7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-e3-minor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-e3-minormajor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-e4-majorminor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-f3-augmajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-f3-fulldim7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-f3-majorminor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-f3-minor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-f3-minor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-f4-fulldim7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-f4-major7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-fs3-augmajor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-fs3-augminor7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-fs3-fulldim7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-fs3-halfdim7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-fs3-halfdim7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-fs3-halfdim7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-fs3-major7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-fs3-minor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-g3-augmajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-g3-fulldim7_inv3,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-g3-halfdim7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-g3-minormajor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-gs3-augmajor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-gs3-augminor7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-gs3-fulldim7_inv1,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-gs3-minor7_inv0,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-gs3-minormajor7_inv2,1,0.00018875047187617969
test,5298,AcousticGuitar(steel)-gs3-minormajor7_inv3,1,0.00018875047187617969
test,5298,AltoSax-a3-halfdim7_inv0,1,0.00018875047187617969
test,5298,AltoSax-as3-augmajor7_inv3,1,0.00018875047187617969
test,5298,AltoSax-as3-augminor7_inv0,1,0.00018875047187617969
test,5298,AltoSax-as3-fulldim7_inv1,1,0.00018875047187617969
test,5298,AltoSax-as3-fulldim7_inv2,1,0.00018875047187617969
test,5298,AltoSax-as3-halfdim7_inv1,1,0.00018875047187617969
test,5298,AltoSax-as3-halfdim7_inv2,1,0.00018875047187617969
test,5298,AltoSax-as3-major7_inv1,1,0.00018875047187617969
test,5298,AltoSax-as3-majorminor7_inv0,1,0.00018875047187617969
test,5298,AltoSax-as3-minor7_inv0,1,0.00018875047187617969
test,5298,AltoSax-as3-minor7_inv1,1,0.00018875047187617969
test,5298,AltoSax-as3-minormajor7_inv1,1,0.00018875047187617969
test,5298,AltoSax-b3-augmajor7_inv3,1,0.00018875047187617969
test,5298,AltoSax-b3-augminor7_inv0,1,0.00018875047187617969
test,5298,AltoSax-b3-augminor7_inv2,1,0.00018875047187617969
test,5298,AltoSax-b3-fulldim7_inv1,1,0.00018875047187617969
test,5298,AltoSax-b3-fulldim7_inv2,1,0.00018875047187617969
test,5298,AltoSax-b3-minor7_inv2,1,0.00018875047187617969
test,5298,AltoSax-b3-minor7_inv3,1,0.00018875047187617969
test,5298,AltoSax-b3-minormajor7_inv0,1,0.00018875047187617969
test,5298,AltoSax-c3-augmajor7_inv3,1,0.00018875047187617969
test,5298,AltoSax-c3-augminor7_inv3,1,0.00018875047187617969
test,5298,AltoSax-c3-major7_inv2,1,0.00018875047187617969
test,5298,AltoSax-c4-halfdim7_inv0,1,0.00018875047187617969
test,5298,AltoSax-c4-minor7_inv1,1,0.00018875047187617969
test,5298,AltoSax-cs3-augmajor7_inv2,1,0.00018875047187617969
test,5298,AltoSax-cs3-fulldim7_inv2,1,0.00018875047187617969
test,5298,AltoSax-cs3-fulldim7_inv3,1,0.00018875047187617969
test,5298,AltoSax-cs3-major7_inv3,1,0.00018875047187617969
test,5298,AltoSax-cs4-augminor7_inv0,1,0.00018875047187617969
test,5298,AltoSax-cs4-augminor7_inv1,1,0.00018875047187617969
test,5298,AltoSax-cs4-major7_inv0,1,0.00018875047187617969
test,5298,AltoSax-cs4-minor7_inv0,1,0.00018875047187617969
test,5298,AltoSax-d3-augmajor7_inv3,1,0.00018875047187617969
test,5298,AltoSax-d3-major7_inv3,1,0.00018875047187617969
test,5298,AltoSax-d3-minor7_inv2,1,0.00018875047187617969
test,5298,AltoSax-d3-minor7_inv3,1,0.00018875047187617969
test,5298,AltoSax-d4-halfdim7_inv1,1,0.00018875047187617969
test,5298,AltoSax-d4-minormajor7_inv0,1,0.00018875047187617969
test,5298,AltoSax-ds3-augminor7_inv3,1,0.00018875047187617969
test,5298,AltoSax-ds3-minormajor7_inv2,1,0.00018875047187617969
test,5298,AltoSax-e3-halfdim7_inv2,1,0.00018875047187617969
test,5298,AltoSax-e3-halfdim7_inv3,1,0.00018875047187617969
test,5298,AltoSax-e3-minormajor7_inv2,1,0.00018875047187617969
test,5298,AltoSax-e4-major7_inv0,1,0.00018875047187617969
test,5298,AltoSax-e4-majorminor7_inv0,1,0.00018875047187617969
test,5298,AltoSax-e4-minor7_inv0,1,0.00018875047187617969
test,5298,AltoSax-f3-augminor7_inv1,1,0.00018875047187617969
test,5298,AltoSax-f3-fulldim7_inv2,1,0.00018875047187617969
test,5298,AltoSax-f3-major7_inv1,1,0.00018875047187617969
test,5298,AltoSax-f3-minormajor7_inv1,1,0.00018875047187617969
test,5298,AltoSax-f4-fulldim7_inv0,1,0.00018875047187617969
test,5298,AltoSax-f4-halfdim7_inv0,1,0.00018875047187617969
test,5298,AltoSax-f4-minor7_inv0,1,0.00018875047187617969
test,5298,AltoSax-fs3-augmajor7_inv1,1,0.00018875047187617969
test,5298,AltoSax-fs3-augminor7_inv1,1,0.00018875047187617969
test,5298,AltoSax-fs3-fulldim7_inv0,1,0.00018875047187617969
test,5298,AltoSax-fs3-halfdim7_inv3,1,0.00018875047187617969
test,5298,AltoSax-fs3-majorminor7_inv0,1,0.00018875047187617969
test,5298,AltoSax-fs3-majorminor7_inv3,1,0.00018875047187617969
test,5298,AltoSax-g3-augmajor7_inv3,1,0.00018875047187617969
test,5298,AltoSax-g3-augminor7_inv0,1,0.00018875047187617969
test,5298,AltoSax-g3-halfdim7_inv0,1,0.00018875047187617969
test,5298,AltoSax-gs3-augmajor7_inv1,1,0.00018875047187617969
test,5298,AltoSax-gs3-majorminor7_inv3,1,0.00018875047187617969
test,5298,AltoSax-gs3-minor7_inv3,1,0.00018875047187617969
test,5298,AltoSax-gs3-minormajor7_inv0,1,0.00018875047187617969
test,5298,AltoSax-gs3-minormajor7_inv3,1,0.00018875047187617969
test,5298,Bagpipe-a3-augmajor7_inv0,1,0.00018875047187617969
test,5298,Bagpipe-a3-augmajor7_inv1,1,0.00018875047187617969
test,5298,Bagpipe-a3-fulldim7_inv2,1,0.00018875047187617969
test,5298,Bagpipe-a3-halfdim7_inv3,1,0.00018875047187617969
test,5298,Bagpipe-a3-major7_inv3,1,0.00018875047187617969
test,5298,Bagpipe-a3-minor7_inv3,1,0.00018875047187617969
test,5298,Bagpipe-as3-fulldim7_inv1,1,0.00018875047187617969
test,5298,Bagpipe-b3-halfdim7_inv0,1,0.00018875047187617969
test,5298,Bagpipe-b3-major7_inv3,1,0.00018875047187617969
test,5298,Bagpipe-b3-majorminor7_inv3,1,0.00018875047187617969
test,5298,Bagpipe-c3-augmajor7_inv2,1,0.00018875047187617969
test,5298,Bagpipe-c3-halfdim7_inv2,1,0.00018875047187617969
test,5298,Bagpipe-c3-minor7_inv3,1,0.00018875047187617969
test,5298,Bagpipe-c3-minormajor7_inv3,1,0.00018875047187617969
test,5298,Bagpipe-c4-augminor7_inv0,1,0.00018875047187617969
test,5298,Bagpipe-c4-fulldim7_inv0,1,0.00018875047187617969
test,5298,Bagpipe-c4-minormajor7_inv1,1,0.00018875047187617969
test,5298,Bagpipe-cs3-augmajor7_inv3,1,0.00018875047187617969
test,5298,Bagpipe-cs3-minormajor7_inv3,1,0.00018875047187617969
test,5298,Bagpipe-cs4-fulldim7_inv0,1,0.00018875047187617969
test,5298,Bagpipe-cs4-halfdim7_inv1,1,0.00018875047187617969
test,5298,Bagpipe-cs4-minormajor7_inv0,1,0.00018875047187617969
test,5298,Bagpipe-d3-augminor7_inv2,1,0.00018875047187617969
test,5298,Bagpipe-d3-halfdim7_inv3,1,0.00018875047187617969
test,5298,Bagpipe-d4-fulldim7_inv1,1,0.00018875047187617969
test,5298,Bagpipe-ds3-augmajor7_inv1,1,0.00018875047187617969
test,5298,Bagpipe-ds3-fulldim7_inv1,1,0.00018875047187617969
test,5298,Bagpipe-ds3-halfdim7_inv2,1,0.00018875047187617969
test,5298,Bagpipe-ds3-halfdim7_inv3,1,0.00018875047187617969
test,5298,Bagpipe-ds3-major7_inv3,1,0.00018875047187617969
test,5298,Bagpipe-ds4-fulldim7_inv0,1,0.00018875047187617969
test,5298,Bagpipe-e3-augmajor7_inv3,1,0.00018875047187617969
test,5298,Bagpipe-e3-fulldim7_inv2,1,0.00018875047187617969
test,5298,Bagpipe-e3-majorminor7_inv2,1,0.00018875047187617969
test,5298,Bagpipe-e4-fulldim7_inv0,1,0.00018875047187617969
test,5298,Bagpipe-f3-fulldim7_inv1,1,0.00018875047187617969
test,5298,Bagpipe-f3-halfdim7_inv2,1,0.00018875047187617969
test,5298,Bagpipe-f3-major7_inv1,1,0.00018875047187617969
test,5298,Bagpipe-f3-major7_inv3,1,0.00018875047187617969
test,5298,Bagpipe-f3-majorminor7_inv1,1,0.00018875047187617969
test,5298,Bagpipe-f3-minor7_inv1,1,0.00018875047187617969
test,5298,Bagpipe-f3-minor7_inv2,1,0.00018875047187617969
test,5298,Bagpipe-f3-minormajor7_inv1,1,0.00018875047187617969
test,5298,Bagpipe-f3-minormajor7_inv2,1,0.00018875047187617969
test,5298,Bagpipe-fs3-augmajor7_inv1,1,0.00018875047187617969
test,5298,Bagpipe-fs3-augmajor7_inv3,1,0.00018875047187617969
test,5298,Bagpipe-fs3-augminor7_inv0,1,0.00018875047187617969
test,5298,Bagpipe-fs3-augminor7_inv2,1,0.00018875047187617969
test,5298,Bagpipe-fs3-major7_inv0,1,0.00018875047187617969
