fold,fold_count,midi_program_num,count,proportion
1,1049,74,13,0.012392755004766444
1,1049,75,10,0.009532888465204958
1,1049,76,9,0.008579599618684462
1,1049,79,8,0.0076263107721639654
1,1049,80,11,0.010486177311725452
1,1049,81,8,0.0076263107721639654
1,1049,82,13,0.012392755004766444
1,1049,83,7,0.006673021925643469
1,1049,84,13,0.012392755004766444
1,1049,85,11,0.010486177311725452
1,1049,87,14,0.013346043851286939
1,1049,88,12,0.011439466158245948
1,1049,89,8,0.0076263107721639654
1,1049,90,9,0.008579599618684462
1,1049,91,18,0.017159199237368923
1,1049,92,13,0.012392755004766444
1,1049,93,8,0.0076263107721639654
1,1049,94,10,0.009532888465204958
1,1049,95,4,0.0038131553860819827
1,1049,104,11,0.010486177311725452
1,1049,105,17,0.016205910390848427
1,1049,106,6,0.005719733079122974
1,1049,107,8,0.0076263107721639654
1,1049,108,9,0.008579599618684462
1,1049,109,9,0.008579599618684462
1,1049,110,14,0.013346043851286939
1,1049,111,13,0.012392755004766444
2,1049,0,9,0.008579599618684462
2,1049,1,15,0.014299332697807435
2,1049,2,6,0.005719733079122974
2,1049,3,21,0.020019065776930408
2,1049,4,13,0.012392755004766444
2,1049,5,12,0.011439466158245948
2,1049,6,10,0.009532888465204958
2,1049,7,16,0.015252621544327931
2,1049,10,13,0.012392755004766444
2,1049,11,12,0.011439466158245948
2,1049,12,12,0.011439466158245948
2,1049,13,9,0.008579599618684462
2,1049,15,12,0.011439466158245948
2,1049,16,14,0.013346043851286939
2,1049,17,3,0.002859866539561487
2,1049,18,14,0.013346043851286939
2,1049,19,11,0.010486177311725452
2,1049,20,11,0.010486177311725452
2,1049,24,6,0.005719733079122974
2,1049,25,13,0.012392755004766444
2,1049,26,14,0.013346043851286939
2,1049,27,12,0.011439466158245948
2,1049,28,13,0.012392755004766444
2,1049,29,9,0.008579599618684462
2,1049,30,13,0.012392755004766444
2,1049,32,11,0.010486177311725452
2,1049,33,9,0.008579599618684462
2,1049,34,14,0.013346043851286939
2,1049,35,12,0.011439466158245948
2,1049,36,12,0.011439466158245948
2,1049,37,10,0.009532888465204958
2,1049,38,12,0.011439466158245948
2,1049,39,15,0.014299332697807435
2,1049,40,13,0.012392755004766444
2,1049,41,12,0.011439466158245948
2,1049,42,9,0.008579599618684462
2,1049,43,5,0.004766444232602479
2,1049,44,11,0.010486177311725452
2,1049,45,10,0.009532888465204958
2,1049,46,4,0.0038131553860819827
2,1049,48,13,0.012392755004766444
2,1049,49,13,0.012392755004766444
2,1049,50,14,0.013346043851286939
2,1049,51,11,0.010486177311725452
2,1049,52,14,0.013346043851286939
2,1049,53,9,0.008579599618684462
2,1049,54,4,0.0038131553860819827
2,1049,56,21,0.020019065776930408
2,1049,57,17,0.016205910390848427
2,1049,58,8,0.0076263107721639654
2,1049,59,17,0.016205910390848427
2,1049,60,15,0.014299332697807435
2,1049,61,13,0.012392755004766444
2,1049,62,6,0.005719733079122974
2,1049,63,10,0.009532888465204958
2,1049,64,13,0.012392755004766444
2,1049,65,13,0.012392755004766444
2,1049,66,8,0.0076263107721639654
2,1049,67,10,0.009532888465204958
2,1049,68,12,0.011439466158245948
2,1049,69,18,0.017159199237368923
2,1049,70,9,0.008579599618684462
2,1049,71,10,0.009532888465204958
2,1049,72,13,0.012392755004766444
2,1049,73,11,0.010486177311725452
2,1049,74,11,0.010486177311725452
2,1049,75,10,0.009532888465204958
2,1049,76,14,0.013346043851286939
2,1049,79,16,0.015252621544327931
2,1049,80,13,0.012392755004766444
2,1049,81,17,0.016205910390848427
2,1049,82,6,0.005719733079122974
2,1049,83,8,0.0076263107721639654
2,1049,84,8,0.0076263107721639654
2,1049,85,11,0.010486177311725452
2,1049,87,13,0.012392755004766444
2,1049,88,8,0.0076263107721639654
2,1049,89,12,0.011439466158245948
2,1049,90,6,0.005719733079122974
2,1049,91,10,0.009532888465204958
2,1049,92,13,0.012392755004766444
2,1049,93,13,0.012392755004766444
2,1049,94,14,0.013346043851286939
2,1049,95,6,0.005719733079122974
2,1049,104,6,0.005719733079122974
2,1049,105,15,0.014299332697807435
2,1049,106,19,0.01811248808388942
2,1049,107,15,0.014299332697807435
2,1049,108,10,0.009532888465204958
2,1049,109,8,0.0076263107721639654
2,1049,110,7,0.006673021925643469
2,1049,111,6,0.005719733079122974
3,1049,0,13,0.012392755004766444
3,1049,1,8,0.0076263107721639654
3,1049,2,7,0.006673021925643469
3,1049,3,11,0.010486177311725452
3,1049,4,6,0.005719733079122974
3,1049,5,8,0.0076263107721639654
3,1049,6,7,0.006673021925643469
3,1049,7,18,0.017159199237368923
3,1049,10,11,0.010486177311725452
3,1049,11,12,0.011439466158245948
3,1049,12,11,0.010486177311725452
3,1049,13,12,0.011439466158245948
3,1049,15,7,0.006673021925643469
3,1049,16,9,0.008579599618684462
3,1049,17,13,0.012392755004766444
3,1049,18,15,0.014299332697807435
3,1049,19,13,0.012392755004766444
3,1049,20,15,0.014299332697807435
3,1049,24,16,0.015252621544327931
3,1049,25,19,0.01811248808388942
3,1049,26,10,0.009532888465204958
3,1049,27,11,0.010486177311725452
3,1049,28,8,0.0076263107721639654
3,1049,29,16,0.015252621544327931
3,1049,30,10,0.009532888465204958
3,1049,32,10,0.009532888465204958
3,1049,33,13,0.012392755004766444
3,1049,34,8,0.0076263107721639654
3,1049,35,12,0.011439466158245948
3,1049,36,9,0.008579599618684462
3,1049,37,11,0.010486177311725452
3,1049,38,8,0.0076263107721639654
3,1049,39,12,0.011439466158245948
3,1049,40,14,0.013346043851286939
3,1049,41,25,0.023832221163012392
3,1049,42,13,0.012392755004766444
3,1049,43,8,0.0076263107721639654
3,1049,44,17,0.016205910390848427
3,1049,45,11,0.010486177311725452
3,1049,46,16,0.015252621544327931
3,1049,48,12,0.011439466158245948
3,1049,49,11,0.010486177311725452
3,1049,50,12,0.011439466158245948
3,1049,51,10,0.009532888465204958
3,1049,52,8,0.0076263107721639654
3,1049,53,12,0.011439466158245948
3,1049,54,16,0.015252621544327931
3,1049,56,7,0.006673021925643469
3,1049,57,12,0.011439466158245948
3,1049,58,9,0.008579599618684462
3,1049,59,23,0.0219256434699714
3,1049,60,4,0.0038131553860819827
3,1049,61,6,0.005719733079122974
3,1049,62,10,0.009532888465204958
3,1049,63,14,0.013346043851286939
3,1049,64,12,0.011439466158245948
3,1049,65,6,0.005719733079122974
3,1049,66,8,0.0076263107721639654
3,1049,67,11,0.010486177311725452
3,1049,68,9,0.008579599618684462
3,1049,69,18,0.017159199237368923
3,1049,70,9,0.008579599618684462
3,1049,71,10,0.009532888465204958
3,1049,72,6,0.005719733079122974
3,1049,73,11,0.010486177311725452
3,1049,74,14,0.013346043851286939
3,1049,75,7,0.006673021925643469
3,1049,76,11,0.010486177311725452
3,1049,79,3,0.002859866539561487
3,1049,80,6,0.005719733079122974
3,1049,81,8,0.0076263107721639654
3,1049,82,10,0.009532888465204958
3,1049,83,13,0.012392755004766444
3,1049,84,12,0.011439466158245948
3,1049,85,9,0.008579599618684462
3,1049,87,14,0.013346043851286939
3,1049,88,9,0.008579599618684462
3,1049,89,8,0.0076263107721639654
3,1049,90,14,0.013346043851286939
3,1049,91,18,0.017159199237368923
3,1049,92,11,0.010486177311725452
3,1049,93,11,0.010486177311725452
3,1049,94,13,0.012392755004766444
3,1049,95,10,0.009532888465204958
3,1049,104,12,0.011439466158245948
3,1049,105,16,0.015252621544327931
3,1049,106,10,0.009532888465204958
3,1049,107,12,0.011439466158245948
3,1049,108,15,0.014299332697807435
3,1049,109,13,0.012392755004766444
3,1049,110,17,0.016205910390848427
3,1049,111,14,0.013346043851286939
4,1049,0,10,0.009532888465204958
4,1049,1,7,0.006673021925643469
4,1049,2,8,0.0076263107721639654
4,1049,3,6,0.005719733079122974
4,1049,4,13,0.012392755004766444
4,1049,5,12,0.011439466158245948
4,1049,6,11,0.010486177311725452
4,1049,7,11,0.010486177311725452
4,1049,10,16,0.015252621544327931
4,1049,11,13,0.012392755004766444
4,1049,12,7,0.006673021925643469
4,1049,13,12,0.011439466158245948
4,1049,15,9,0.008579599618684462
4,1049,16,17,0.016205910390848427
4,1049,17,14,0.013346043851286939
4,1049,18,11,0.010486177311725452
4,1049,19,13,0.012392755004766444
4,1049,20,10,0.009532888465204958
4,1049,24,8,0.0076263107721639654
4,1049,25,12,0.011439466158245948
4,1049,26,11,0.010486177311725452
4,1049,27,13,0.012392755004766444
4,1049,28,10,0.009532888465204958
4,1049,29,9,0.008579599618684462
4,1049,30,10,0.009532888465204958
4,1049,32,13,0.012392755004766444
4,1049,33,7,0.006673021925643469
4,1049,34,13,0.012392755004766444
4,1049,35,10,0.009532888465204958
4,1049,36,10,0.009532888465204958
4,1049,37,7,0.006673021925643469
4,1049,38,9,0.008579599618684462
4,1049,39,15,0.014299332697807435
4,1049,40,8,0.0076263107721639654
4,1049,41,7,0.006673021925643469
4,1049,42,5,0.004766444232602479
4,1049,43,9,0.008579599618684462
4,1049,44,10,0.009532888465204958
4,1049,45,7,0.006673021925643469
4,1049,46,12,0.011439466158245948
4,1049,48,12,0.011439466158245948
4,1049,49,11,0.010486177311725452
4,1049,50,8,0.0076263107721639654
4,1049,51,12,0.011439466158245948
4,1049,52,12,0.011439466158245948
4,1049,53,13,0.012392755004766444
4,1049,54,13,0.012392755004766444
4,1049,56,10,0.009532888465204958
4,1049,57,15,0.014299332697807435
4,1049,58,13,0.012392755004766444
4,1049,59,10,0.009532888465204958
4,1049,60,11,0.010486177311725452
4,1049,61,17,0.016205910390848427
4,1049,62,11,0.010486177311725452
4,1049,63,10,0.009532888465204958
4,1049,64,14,0.013346043851286939
4,1049,65,12,0.011439466158245948
4,1049,66,15,0.014299332697807435
4,1049,67,12,0.011439466158245948
4,1049,68,11,0.010486177311725452
4,1049,69,11,0.010486177311725452
4,1049,70,12,0.011439466158245948
4,1049,71,10,0.009532888465204958
4,1049,72,13,0.012392755004766444
4,1049,73,13,0.012392755004766444
4,1049,74,10,0.009532888465204958
4,1049,75,17,0.016205910390848427
4,1049,76,6,0.005719733079122974
4,1049,79,11,0.010486177311725452
4,1049,80,12,0.011439466158245948
4,1049,81,18,0.017159199237368923
4,1049,82,18,0.017159199237368923
4,1049,83,7,0.006673021925643469
4,1049,84,16,0.015252621544327931
4,1049,85,14,0.013346043851286939
4,1049,87,14,0.013346043851286939
4,1049,88,15,0.014299332697807435
4,1049,89,14,0.013346043851286939
4,1049,90,14,0.013346043851286939
4,1049,91,15,0.014299332697807435
4,1049,92,11,0.010486177311725452
4,1049,93,9,0.008579599618684462
4,1049,94,11,0.010486177311725452
4,1049,95,14,0.013346043851286939
4,1049,104,22,0.020972354623450904
4,1049,105,8,0.0076263107721639654
4,1049,106,9,0.008579599618684462
4,1049,107,8,0.0076263107721639654
4,1049,108,7,0.006673021925643469
4,1049,109,10,0.009532888465204958
4,1049,110,13,0.012392755004766444
4,1049,111,10,0.009532888465204958
5,1049,0,14,0.013346043851286939
5,1049,1,14,0.013346043851286939
5,1049,2,11,0.010486177311725452
5,1049,3,15,0.014299332697807435
5,1049,4,11,0.010486177311725452
5,1049,5,9,0.008579599618684462
5,1049,6,16,0.015252621544327931
5,1049,7,16,0.015252621544327931
5,1049,10,16,0.015252621544327931
5,1049,11,13,0.012392755004766444
5,1049,12,12,0.011439466158245948
5,1049,13,12,0.011439466158245948
5,1049,15,16,0.015252621544327931
5,1049,16,10,0.009532888465204958
5,1049,17,9,0.008579599618684462
5,1049,18,12,0.011439466158245948
5,1049,19,11,0.010486177311725452
5,1049,20,13,0.012392755004766444
5,1049,24,12,0.011439466158245948
5,1049,25,12,0.011439466158245948
5,1049,26,12,0.011439466158245948
5,1049,27,11,0.010486177311725452
5,1049,28,13,0.012392755004766444
5,1049,29,12,0.011439466158245948
5,1049,30,11,0.010486177311725452
5,1049,32,11,0.010486177311725452
5,1049,33,12,0.011439466158245948
5,1049,34,15,0.014299332697807435
5,1049,35,12,0.011439466158245948
5,1049,36,11,0.010486177311725452
5,1049,37,12,0.011439466158245948
5,1049,38,11,0.010486177311725452
5,1049,39,11,0.010486177311725452
5,1049,40,16,0.015252621544327931
5,1049,41,12,0.011439466158245948
5,1049,42,13,0.012392755004766444
5,1049,43,9,0.008579599618684462
5,1049,44,10,0.009532888465204958
5,1049,45,6,0.005719733079122974
5,1049,46,12,0.011439466158245948
5,1049,48,7,0.006673021925643469
5,1049,49,9,0.008579599618684462
5,1049,50,7,0.006673021925643469
5,1049,51,13,0.012392755004766444
5,1049,52,9,0.008579599618684462
5,1049,53,12,0.011439466158245948
5,1049,54,12,0.011439466158245948
5,1049,56,5,0.004766444232602479
5,1049,57,12,0.011439466158245948
5,1049,58,7,0.006673021925643469
5,1049,59,4,0.0038131553860819827
5,1049,60,14,0.013346043851286939
5,1049,61,7,0.006673021925643469
5,1049,62,15,0.014299332697807435
5,1049,63,10,0.009532888465204958
5,1049,64,7,0.006673021925643469
5,1049,65,14,0.013346043851286939
5,1049,66,11,0.010486177311725452
5,1049,67,8,0.0076263107721639654
5,1049,68,14,0.013346043851286939
5,1049,69,12,0.011439466158245948
5,1049,70,14,0.013346043851286939
5,1049,71,13,0.012392755004766444
5,1049,72,8,0.0076263107721639654
5,1049,73,9,0.008579599618684462
5,1049,74,13,0.012392755004766444
5,1049,75,13,0.012392755004766444
5,1049,76,12,0.011439466158245948
5,1049,79,8,0.0076263107721639654
5,1049,80,9,0.008579599618684462
5,1049,81,12,0.011439466158245948
5,1049,82,10,0.009532888465204958
5,1049,83,14,0.013346043851286939
5,1049,84,16,0.015252621544327931
5,1049,85,9,0.008579599618684462
5,1049,87,16,0.015252621544327931
5,1049,88,20,0.019065776930409915
5,1049,89,8,0.0076263107721639654
5,1049,90,12,0.011439466158245948
5,1049,91,9,0.008579599618684462
5,1049,92,18,0.017159199237368923
5,1049,93,5,0.004766444232602479
5,1049,94,11,0.010486177311725452
5,1049,95,12,0.011439466158245948
5,1049,104,11,0.010486177311725452
5,1049,105,5,0.004766444232602479
5,1049,106,10,0.009532888465204958
5,1049,107,10,0.009532888465204958
5,1049,108,4,0.0038131553860819827
5,1049,109,14,0.013346043851286939
5,1049,110,11,0.010486177311725452
5,1049,111,18,0.017159199237368923
6,1049,0,11,0.010486177311725452
6,1049,1,10,0.009532888465204958
6,1049,2,11,0.010486177311725452
6,1049,3,8,0.0076263107721639654
6,1049,4,6,0.005719733079122974
6,1049,5,10,0.009532888465204958
6,1049,6,10,0.009532888465204958
6,1049,7,9,0.008579599618684462
6,1049,10,20,0.019065776930409915
6,1049,11,13,0.012392755004766444
6,1049,12,12,0.011439466158245948
6,1049,13,5,0.004766444232602479
6,1049,15,12,0.011439466158245948
6,1049,16,14,0.013346043851286939
6,1049,17,11,0.010486177311725452
6,1049,18,21,0.020019065776930408
6,1049,19,9,0.008579599618684462
6,1049,20,11,0.010486177311725452
6,1049,24,12,0.011439466158245948
6,1049,25,11,0.010486177311725452
6,1049,26,17,0.016205910390848427
6,1049,27,14,0.013346043851286939
6,1049,28,12,0.011439466158245948
6,1049,29,8,0.0076263107721639654
6,1049,30,4,0.0038131553860819827
6,1049,32,10,0.009532888465204958
6,1049,33,15,0.014299332697807435
6,1049,34,14,0.013346043851286939
6,1049,35,17,0.016205910390848427
6,1049,36,8,0.0076263107721639654
6,1049,37,16,0.015252621544327931
6,1049,38,15,0.014299332697807435
6,1049,39,11,0.010486177311725452
6,1049,40,10,0.009532888465204958
6,1049,41,16,0.015252621544327931
6,1049,42,7,0.006673021925643469
6,1049,43,13,0.012392755004766444
6,1049,44,13,0.012392755004766444
6,1049,45,13,0.012392755004766444
6,1049,46,7,0.006673021925643469
6,1049,48,14,0.013346043851286939
6,1049,49,8,0.0076263107721639654
6,1049,50,7,0.006673021925643469
6,1049,51,13,0.012392755004766444
6,1049,52,17,0.016205910390848427
6,1049,53,6,0.005719733079122974
6,1049,54,8,0.0076263107721639654
6,1049,56,18,0.017159199237368923
6,1049,57,12,0.011439466158245948
6,1049,58,10,0.009532888465204958
6,1049,59,13,0.012392755004766444
6,1049,60,15,0.014299332697807435
6,1049,61,10,0.009532888465204958
6,1049,62,12,0.011439466158245948
6,1049,63,11,0.010486177311725452
6,1049,64,6,0.005719733079122974
6,1049,65,16,0.015252621544327931
6,1049,66,9,0.008579599618684462
6,1049,67,12,0.011439466158245948
6,1049,68,13,0.012392755004766444
6,1049,69,10,0.009532888465204958
6,1049,70,13,0.012392755004766444
6,1049,71,16,0.015252621544327931
6,1049,72,15,0.014299332697807435
6,1049,73,13,0.012392755004766444
6,1049,74,11,0.010486177311725452
6,1049,75,12,0.011439466158245948
6,1049,76,14,0.013346043851286939
6,1049,79,7,0.006673021925643469
6,1049,80,12,0.011439466158245948
6,1049,81,12,0.011439466158245948
6,1049,82,17,0.016205910390848427
6,1049,83,14,0.013346043851286939
6,1049,84,10,0.009532888465204958
6,1049,85,7,0.006673021925643469
6,1049,87,14,0.013346043851286939
6,1049,88,16,0.015252621544327931
6,1049,89,12,0.011439466158245948
6,1049,90,13,0.012392755004766444
6,1049,91,8,0.0076263107721639654
6,1049,92,5,0.004766444232602479
6,1049,93,10,0.009532888465204958
6,1049,94,10,0.009532888465204958
6,1049,95,13,0.012392755004766444
6,1049,104,11,0.010486177311725452
6,1049,105,5,0.004766444232602479
6,1049,106,6,0.005719733079122974
6,1049,107,10,0.009532888465204958
6,1049,108,7,0.006673021925643469
6,1049,109,8,0.0076263107721639654
6,1049,110,10,0.009532888465204958
6,1049,111,12,0.011439466158245948
7,1049,0,12,0.011439466158245948
7,1049,1,10,0.009532888465204958
7,1049,2,12,0.011439466158245948
7,1049,3,8,0.0076263107721639654
7,1049,4,10,0.009532888465204958
7,1049,5,10,0.009532888465204958
7,1049,6,12,0.011439466158245948
7,1049,7,9,0.008579599618684462
7,1049,10,9,0.008579599618684462
7,1049,11,7,0.006673021925643469
7,1049,12,9,0.008579599618684462
7,1049,13,10,0.009532888465204958
7,1049,15,11,0.010486177311725452
7,1049,16,15,0.014299332697807435
7,1049,17,13,0.012392755004766444
7,1049,18,13,0.012392755004766444
7,1049,19,13,0.012392755004766444
7,1049,20,14,0.013346043851286939
7,1049,24,9,0.008579599618684462
7,1049,25,10,0.009532888465204958
7,1049,26,10,0.009532888465204958
7,1049,27,11,0.010486177311725452
7,1049,28,7,0.006673021925643469
7,1049,29,12,0.011439466158245948
7,1049,30,13,0.012392755004766444
7,1049,32,16,0.015252621544327931
7,1049,33,8,0.0076263107721639654
7,1049,34,10,0.009532888465204958
7,1049,35,8,0.0076263107721639654
7,1049,36,8,0.0076263107721639654
7,1049,37,10,0.009532888465204958
7,1049,38,11,0.010486177311725452
7,1049,39,7,0.006673021925643469
7,1049,40,6,0.005719733079122974
7,1049,41,11,0.010486177311725452
7,1049,42,19,0.01811248808388942
7,1049,43,9,0.008579599618684462
7,1049,44,17,0.016205910390848427
7,1049,45,19,0.01811248808388942
7,1049,46,14,0.013346043851286939
7,1049,48,19,0.01811248808388942
7,1049,49,8,0.0076263107721639654
7,1049,50,11,0.010486177311725452
7,1049,51,14,0.013346043851286939
7,1049,52,13,0.012392755004766444
7,1049,53,10,0.009532888465204958
7,1049,54,7,0.006673021925643469
7,1049,56,18,0.017159199237368923
7,1049,57,12,0.011439466158245948
7,1049,58,11,0.010486177311725452
7,1049,59,9,0.008579599618684462
7,1049,60,16,0.015252621544327931
7,1049,61,10,0.009532888465204958
7,1049,62,6,0.005719733079122974
7,1049,63,10,0.009532888465204958
7,1049,64,16,0.015252621544327931
7,1049,65,5,0.004766444232602479
7,1049,66,15,0.014299332697807435
7,1049,67,14,0.013346043851286939
7,1049,68,12,0.011439466158245948
7,1049,69,11,0.010486177311725452
7,1049,70,16,0.015252621544327931
7,1049,71,10,0.009532888465204958
7,1049,72,13,0.012392755004766444
7,1049,73,17,0.016205910390848427
7,1049,74,13,0.012392755004766444
7,1049,75,7,0.006673021925643469
7,1049,76,11,0.010486177311725452
7,1049,79,17,0.016205910390848427
7,1049,80,11,0.010486177311725452
7,1049,81,10,0.009532888465204958
7,1049,82,13,0.012392755004766444
7,1049,83,12,0.011439466158245948
7,1049,84,9,0.008579599618684462
7,1049,85,10,0.009532888465204958
7,1049,87,12,0.011439466158245948
7,1049,88,13,0.012392755004766444
7,1049,89,15,0.014299332697807435
7,1049,90,17,0.016205910390848427
7,1049,91,9,0.008579599618684462
7,1049,92,7,0.006673021925643469
7,1049,93,12,0.011439466158245948
7,1049,94,11,0.010486177311725452
7,1049,95,13,0.012392755004766444
7,1049,104,9,0.008579599618684462
7,1049,105,9,0.008579599618684462
7,1049,106,9,0.008579599618684462
7,1049,107,15,0.014299332697807435
7,1049,108,15,0.014299332697807435
7,1049,109,9,0.008579599618684462
7,1049,110,8,0.0076263107721639654
7,1049,111,8,0.0076263107721639654
8,1049,0,14,0.013346043851286939
8,1049,1,10,0.009532888465204958
8,1049,2,8,0.0076263107721639654
8,1049,3,11,0.010486177311725452
8,1049,4,16,0.015252621544327931
8,1049,5,11,0.010486177311725452
8,1049,6,18,0.017159199237368923
8,1049,7,10,0.009532888465204958
8,1049,10,9,0.008579599618684462
8,1049,11,12,0.011439466158245948
8,1049,12,16,0.015252621544327931
8,1049,13,9,0.008579599618684462
8,1049,15,9,0.008579599618684462
8,1049,16,10,0.009532888465204958
8,1049,17,14,0.013346043851286939
8,1049,18,7,0.006673021925643469
8,1049,19,12,0.011439466158245948
8,1049,20,13,0.012392755004766444
8,1049,24,12,0.011439466158245948
8,1049,25,8,0.0076263107721639654
8,1049,26,11,0.010486177311725452
8,1049,27,9,0.008579599618684462
8,1049,28,13,0.012392755004766444
8,1049,29,12,0.011439466158245948
8,1049,30,7,0.006673021925643469
8,1049,32,8,0.0076263107721639654
8,1049,33,9,0.008579599618684462
8,1049,34,18,0.017159199237368923
8,1049,35,12,0.011439466158245948
8,1049,36,19,0.01811248808388942
8,1049,37,14,0.013346043851286939
8,1049,38,19,0.01811248808388942
8,1049,39,17,0.016205910390848427
8,1049,40,9,0.008579599618684462
8,1049,41,13,0.012392755004766444
8,1049,42,13,0.012392755004766444
8,1049,43,11,0.010486177311725452
8,1049,44,5,0.004766444232602479
8,1049,45,15,0.014299332697807435
8,1049,46,15,0.014299332697807435
8,1049,48,10,0.009532888465204958
8,1049,49,9,0.008579599618684462
8,1049,50,10,0.009532888465204958
8,1049,51,16,0.015252621544327931
8,1049,52,13,0.012392755004766444
8,1049,53,5,0.004766444232602479
8,1049,54,8,0.0076263107721639654
8,1049,56,14,0.013346043851286939
8,1049,57,5,0.004766444232602479
8,1049,58,15,0.014299332697807435
8,1049,59,7,0.006673021925643469
8,1049,60,14,0.013346043851286939
8,1049,61,8,0.0076263107721639654
8,1049,62,11,0.010486177311725452
8,1049,63,14,0.013346043851286939
8,1049,64,17,0.016205910390848427
8,1049,65,13,0.012392755004766444
8,1049,66,8,0.0076263107721639654
8,1049,67,7,0.006673021925643469
8,1049,68,12,0.011439466158245948
8,1049,69,12,0.011439466158245948
8,1049,70,3,0.002859866539561487
8,1049,71,12,0.011439466158245948
8,1049,72,9,0.008579599618684462
8,1049,73,17,0.016205910390848427
8,1049,74,7,0.006673021925643469
8,1049,75,11,0.010486177311725452
8,1049,76,10,0.009532888465204958
8,1049,79,12,0.011439466158245948
8,1049,80,20,0.019065776930409915
8,1049,81,9,0.008579599618684462
8,1049,82,12,0.011439466158245948
8,1049,83,9,0.008579599618684462
8,1049,84,10,0.009532888465204958
8,1049,85,11,0.010486177311725452
8,1049,87,6,0.005719733079122974
8,1049,88,10,0.009532888465204958
8,1049,89,9,0.008579599618684462
8,1049,90,13,0.012392755004766444
8,1049,91,13,0.012392755004766444
8,1049,92,12,0.011439466158245948
8,1049,93,11,0.010486177311725452
8,1049,94,14,0.013346043851286939
8,1049,95,12,0.011439466158245948
8,1049,104,9,0.008579599618684462
8,1049,105,10,0.009532888465204958
8,1049,106,11,0.010486177311725452
8,1049,107,11,0.010486177311725452
8,1049,108,14,0.013346043851286939
8,1049,109,18,0.017159199237368923
8,1049,110,7,0.006673021925643469
8,1049,111,11,0.010486177311725452
9,1049,0,13,0.012392755004766444
9,1049,1,13,0.012392755004766444
9,1049,2,13,0.012392755004766444
9,1049,3,10,0.009532888465204958
9,1049,4,10,0.009532888465204958
9,1049,5,10,0.009532888465204958
9,1049,6,14,0.013346043851286939
9,1049,7,9,0.008579599618684462
9,1049,10,13,0.012392755004766444
9,1049,11,9,0.008579599618684462
9,1049,12,13,0.012392755004766444
9,1049,13,19,0.01811248808388942
9,1049,15,7,0.006673021925643469
9,1049,16,9,0.008579599618684462
9,1049,17,10,0.009532888465204958
9,1049,18,14,0.013346043851286939
9,1049,19,11,0.010486177311725452
9,1049,20,10,0.009532888465204958
9,1049,24,14,0.013346043851286939
9,1049,25,7,0.006673021925643469
9,1049,26,11,0.010486177311725452
9,1049,27,11,0.010486177311725452
9,1049,28,13,0.012392755004766444
9,1049,29,10,0.009532888465204958
9,1049,30,12,0.011439466158245948
9,1049,32,13,0.012392755004766444
9,1049,33,13,0.012392755004766444
9,1049,34,13,0.012392755004766444
9,1049,35,8,0.0076263107721639654
9,1049,36,6,0.005719733079122974
9,1049,37,13,0.012392755004766444
9,1049,38,12,0.011439466158245948
9,1049,39,8,0.0076263107721639654
9,1049,40,12,0.011439466158245948
9,1049,41,12,0.011439466158245948
