fold,fold_count,midi_program_name,count,proportion
1,773,Synth Brass 2,8,0.01034928848641656
1,773,Synth Strings 1,9,0.01164294954721863
1,773,Synth Strings 2,7,0.00905562742561449
1,773,Synth Voice,9,0.01164294954721863
1,773,Tenor Sax,6,0.00776196636481242
1,773,Tremolo Strings,6,0.00776196636481242
1,773,Trombone,6,0.00776196636481242
1,773,Trumpet,10,0.0129366106080207
1,773,Tuba,6,0.00776196636481242
1,773,Vibraphone,11,0.014230271668822769
1,773,Viola,10,0.0129366106080207
1,773,Violin,7,0.00905562742561449
1,773,Voice Lead,6,0.00776196636481242
1,773,Warm Pad,10,0.0129366106080207
1,773,Xylophone,6,0.00776196636481242
2,773,Acoustic Bass,12,0.01552393272962484
2,773,Acoustic Grand Piano,6,0.00776196636481242
2,773,Acoustic Nylon Guitar,4,0.00517464424320828
2,773,Acoustic Steel Guitar,7,0.00905562742561449
2,773,Alto Sax,7,0.00905562742561449
2,773,Bagpipe,7,0.00905562742561449
2,773,Banjo,10,0.0129366106080207
2,773,Baritone Sax,13,0.01681759379042691
2,773,Bass Lead,6,0.00776196636481242
2,773,Bassoon,8,0.01034928848641656
2,773,Bottle Blow,12,0.01552393272962484
2,773,Bowed Pad,7,0.00905562742561449
2,773,Brass Section,8,0.01034928848641656
2,773,Bright Acoustic Piano,6,0.00776196636481242
2,773,Calliope Lead,2,0.00258732212160414
2,773,Cello,5,0.00646830530401035
2,773,Charang Lead,7,0.00905562742561449
2,773,Chiff Lead,4,0.00517464424320828
2,773,"Choir ""Aah""",4,0.00517464424320828
2,773,"Choir ""Ooh""",2,0.00258732212160414
2,773,Choir Pad,12,0.01552393272962484
2,773,Chorused Piano,9,0.01164294954721863
2,773,Church Organ,14,0.01811125485122898
2,773,Clarinet,13,0.01681759379042691
2,773,Clavinet,6,0.00776196636481242
2,773,Contrabass,6,0.00776196636481242
2,773,Distortion Guitar,12,0.01552393272962484
2,773,Dulcimer,9,0.01164294954721863
2,773,Electric Clean Guitar,9,0.01164294954721863
2,773,Electric Grand Piano,6,0.00776196636481242
2,773,Electric Jazz Guitar,8,0.01034928848641656
2,773,Electric Muted Guitar,11,0.014230271668822769
2,773,English Horn,5,0.00646830530401035
2,773,Fiddle,11,0.014230271668822769
2,773,Fingered Electric Bass,10,0.0129366106080207
2,773,Flute,11,0.014230271668822769
2,773,French Horn,5,0.00646830530401035
2,773,Fretless Bass,9,0.01164294954721863
2,773,Halo Pad,5,0.00646830530401035
2,773,Hammond Organ,6,0.00776196636481242
2,773,Harpsichord,10,0.0129366106080207
2,773,Honky-tonk Piano,7,0.00905562742561449
2,773,Kalimba,6,0.00776196636481242
2,773,Koto,6,0.00776196636481242
2,773,Marimba,6,0.00776196636481242
2,773,Metallic Pad,9,0.01164294954721863
2,773,Music Box,10,0.0129366106080207
2,773,Muted Trumpet,8,0.01034928848641656
2,773,New Age Pad,9,0.01164294954721863
2,773,Oboe,11,0.014230271668822769
2,773,Ocarina,10,0.0129366106080207
2,773,Orchestral Harp,8,0.01034928848641656
2,773,Overdriven Guitar,9,0.01164294954721863
2,773,Pan Flute,6,0.00776196636481242
2,773,Percussive Organ,9,0.01164294954721863
2,773,Piccolo,6,0.00776196636481242
2,773,Pizzicato Strings,8,0.01034928848641656
2,773,Plucked Electric Bass,12,0.01552393272962484
2,773,Polysynth Pad,8,0.01034928848641656
2,773,Recorder,12,0.01552393272962484
2,773,Reed Organ,8,0.01034928848641656
2,773,Rhodes Piano,9,0.01164294954721863
2,773,Rock Organ,6,0.00776196636481242
2,773,Sawtooth Wave Lead,12,0.01552393272962484
2,773,Shamisen,7,0.00905562742561449
2,773,Shanai,10,0.0129366106080207
2,773,Sitar,10,0.0129366106080207
2,773,Slap Bass 1,9,0.01164294954721863
2,773,Slap Bass 2,11,0.014230271668822769
2,773,Soprano Sax,9,0.01164294954721863
2,773,Square Wave Lead,9,0.01164294954721863
2,773,String Ensemble 1,18,0.02328589909443726
2,773,String Ensemble 2,8,0.01034928848641656
2,773,Sweep Pad,6,0.00776196636481242
2,773,Synth Bass 1,8,0.01034928848641656
2,773,Synth Bass 2,4,0.00517464424320828
2,773,Synth Brass 1,9,0.01164294954721863
2,773,Synth Brass 2,8,0.01034928848641656
2,773,Synth Strings 1,8,0.01034928848641656
2,773,Synth Strings 2,9,0.01164294954721863
2,773,Synth Voice,8,0.01034928848641656
2,773,Tenor Sax,7,0.00905562742561449
2,773,Tremolo Strings,9,0.01164294954721863
2,773,Trombone,12,0.01552393272962484
2,773,Trumpet,7,0.00905562742561449
2,773,Tuba,9,0.01164294954721863
2,773,Vibraphone,10,0.0129366106080207
2,773,Viola,4,0.00517464424320828
2,773,Violin,13,0.01681759379042691
2,773,Voice Lead,5,0.00646830530401035
2,773,Warm Pad,16,0.02069857697283312
2,773,Xylophone,11,0.014230271668822769
3,773,Acoustic Bass,11,0.014230271668822769
3,773,Acoustic Grand Piano,4,0.00517464424320828
3,773,Acoustic Nylon Guitar,8,0.01034928848641656
3,773,Acoustic Steel Guitar,9,0.01164294954721863
3,773,Alto Sax,12,0.01552393272962484
3,773,Bagpipe,8,0.01034928848641656
3,773,Banjo,4,0.00517464424320828
3,773,Baritone Sax,11,0.014230271668822769
3,773,Bass Lead,15,0.01940491591203105
3,773,Bassoon,14,0.01811125485122898
3,773,Bottle Blow,10,0.0129366106080207
3,773,Bowed Pad,8,0.01034928848641656
3,773,Brass Section,4,0.00517464424320828
3,773,Bright Acoustic Piano,8,0.01034928848641656
3,773,Calliope Lead,8,0.01034928848641656
3,773,Cello,8,0.01034928848641656
3,773,Charang Lead,10,0.0129366106080207
3,773,Chiff Lead,8,0.01034928848641656
3,773,"Choir ""Aah""",7,0.00905562742561449
3,773,"Choir ""Ooh""",5,0.00646830530401035
3,773,Choir Pad,7,0.00905562742561449
3,773,Chorused Piano,18,0.02328589909443726
3,773,Church Organ,10,0.0129366106080207
3,773,Clarinet,11,0.014230271668822769
3,773,Clavinet,5,0.00646830530401035
3,773,Contrabass,6,0.00776196636481242
3,773,Distortion Guitar,3,0.00388098318240621
3,773,Dulcimer,10,0.0129366106080207
3,773,Electric Clean Guitar,9,0.01164294954721863
3,773,Electric Grand Piano,10,0.0129366106080207
3,773,Electric Jazz Guitar,4,0.00517464424320828
3,773,Electric Muted Guitar,4,0.00517464424320828
3,773,English Horn,8,0.01034928848641656
3,773,Fiddle,7,0.00905562742561449
3,773,Fingered Electric Bass,11,0.014230271668822769
3,773,Flute,14,0.01811125485122898
3,773,French Horn,8,0.01034928848641656
3,773,Fretless Bass,12,0.01552393272962484
3,773,Halo Pad,9,0.01164294954721863
3,773,Hammond Organ,6,0.00776196636481242
3,773,Harpsichord,8,0.01034928848641656
3,773,Honky-tonk Piano,13,0.01681759379042691
3,773,Kalimba,12,0.01552393272962484
3,773,Koto,8,0.01034928848641656
3,773,Marimba,9,0.01164294954721863
3,773,Metallic Pad,6,0.00776196636481242
3,773,Music Box,6,0.00776196636481242
3,773,Muted Trumpet,8,0.01034928848641656
3,773,New Age Pad,7,0.00905562742561449
3,773,Oboe,5,0.00646830530401035
3,773,Ocarina,4,0.00517464424320828
3,773,Orchestral Harp,8,0.01034928848641656
3,773,Overdriven Guitar,15,0.01940491591203105
3,773,Pan Flute,5,0.00646830530401035
3,773,Percussive Organ,6,0.00776196636481242
3,773,Piccolo,4,0.00517464424320828
3,773,Pizzicato Strings,8,0.01034928848641656
3,773,Plucked Electric Bass,9,0.01164294954721863
3,773,Polysynth Pad,12,0.01552393272962484
3,773,Recorder,12,0.01552393272962484
3,773,Reed Organ,13,0.01681759379042691
3,773,Rhodes Piano,6,0.00776196636481242
3,773,Rock Organ,7,0.00905562742561449
3,773,Sawtooth Wave Lead,12,0.01552393272962484
3,773,Shamisen,4,0.00517464424320828
3,773,Shanai,11,0.014230271668822769
3,773,Sitar,7,0.00905562742561449
3,773,Slap Bass 1,10,0.0129366106080207
3,773,Slap Bass 2,11,0.014230271668822769
3,773,Soprano Sax,9,0.01164294954721863
3,773,Square Wave Lead,5,0.00646830530401035
3,773,String Ensemble 1,5,0.00646830530401035
3,773,String Ensemble 2,14,0.01811125485122898
3,773,Sweep Pad,7,0.00905562742561449
3,773,Synth Bass 1,8,0.01034928848641656
3,773,Synth Bass 2,14,0.01811125485122898
3,773,Synth Brass 1,5,0.00646830530401035
3,773,Synth Brass 2,8,0.01034928848641656
3,773,Synth Strings 1,4,0.00517464424320828
3,773,Synth Strings 2,13,0.01681759379042691
3,773,Synth Voice,7,0.00905562742561449
3,773,Tenor Sax,7,0.00905562742561449
3,773,Tremolo Strings,6,0.00776196636481242
3,773,Trombone,11,0.014230271668822769
3,773,Trumpet,6,0.00776196636481242
3,773,Tuba,10,0.0129366106080207
3,773,Vibraphone,6,0.00776196636481242
3,773,Viola,13,0.01681759379042691
3,773,Violin,7,0.00905562742561449
3,773,Voice Lead,7,0.00905562742561449
3,773,Warm Pad,6,0.00776196636481242
3,773,Xylophone,5,0.00646830530401035
4,773,Acoustic Bass,8,0.01034928848641656
4,773,Acoustic Grand Piano,12,0.01552393272962484
4,773,Acoustic Nylon Guitar,12,0.01552393272962484
4,773,Acoustic Steel Guitar,7,0.00905562742561449
4,773,Alto Sax,14,0.01811125485122898
4,773,Bagpipe,12,0.01552393272962484
4,773,Banjo,8,0.01034928848641656
4,773,Baritone Sax,8,0.01034928848641656
4,773,Bass Lead,7,0.00905562742561449
4,773,Bassoon,9,0.01164294954721863
4,773,Bottle Blow,6,0.00776196636481242
4,773,Bowed Pad,8,0.01034928848641656
4,773,Brass Section,8,0.01034928848641656
4,773,Bright Acoustic Piano,11,0.014230271668822769
4,773,Calliope Lead,7,0.00905562742561449
4,773,Cello,5,0.00646830530401035
4,773,Charang Lead,8,0.01034928848641656
4,773,Chiff Lead,10,0.0129366106080207
4,773,"Choir ""Aah""",5,0.00646830530401035
4,773,"Choir ""Ooh""",9,0.01164294954721863
4,773,Choir Pad,7,0.00905562742561449
4,773,Chorused Piano,12,0.01552393272962484
4,773,Church Organ,10,0.0129366106080207
4,773,Clarinet,7,0.00905562742561449
4,773,Clavinet,6,0.00776196636481242
4,773,Contrabass,7,0.00905562742561449
4,773,Distortion Guitar,6,0.00776196636481242
4,773,Dulcimer,4,0.00517464424320828
4,773,Electric Clean Guitar,12,0.01552393272962484
4,773,Electric Grand Piano,12,0.01552393272962484
4,773,Electric Jazz Guitar,13,0.01681759379042691
4,773,Electric Muted Guitar,10,0.0129366106080207
4,773,English Horn,12,0.01552393272962484
4,773,Fiddle,10,0.0129366106080207
4,773,Fingered Electric Bass,8,0.01034928848641656
4,773,Flute,7,0.00905562742561449
4,773,French Horn,7,0.00905562742561449
4,773,Fretless Bass,10,0.0129366106080207
4,773,Halo Pad,6,0.00776196636481242
4,773,Hammond Organ,7,0.00905562742561449
4,773,Harpsichord,8,0.01034928848641656
4,773,Honky-tonk Piano,10,0.0129366106080207
4,773,Kalimba,10,0.0129366106080207
4,773,Koto,7,0.00905562742561449
4,773,Marimba,8,0.01034928848641656
4,773,Metallic Pad,8,0.01034928848641656
4,773,Music Box,8,0.01034928848641656
4,773,Muted Trumpet,4,0.00517464424320828
4,773,New Age Pad,5,0.00646830530401035
4,773,Oboe,10,0.0129366106080207
4,773,Ocarina,5,0.00646830530401035
4,773,Orchestral Harp,13,0.01681759379042691
4,773,Overdriven Guitar,13,0.01681759379042691
4,773,Pan Flute,11,0.014230271668822769
4,773,Percussive Organ,10,0.0129366106080207
4,773,Piccolo,4,0.00517464424320828
4,773,Pizzicato Strings,7,0.00905562742561449
4,773,Plucked Electric Bass,11,0.014230271668822769
4,773,Polysynth Pad,10,0.0129366106080207
4,773,Recorder,10,0.0129366106080207
4,773,Reed Organ,2,0.00258732212160414
4,773,Rhodes Piano,6,0.00776196636481242
4,773,Rock Organ,13,0.01681759379042691
4,773,Sawtooth Wave Lead,10,0.0129366106080207
4,773,Shamisen,5,0.00646830530401035
4,773,Shanai,6,0.00776196636481242
4,773,Sitar,10,0.0129366106080207
4,773,Slap Bass 1,9,0.01164294954721863
4,773,Slap Bass 2,3,0.00388098318240621
4,773,Soprano Sax,4,0.00517464424320828
4,773,Square Wave Lead,10,0.0129366106080207
4,773,String Ensemble 1,7,0.00905562742561449
4,773,String Ensemble 2,14,0.01811125485122898
4,773,Sweep Pad,6,0.00776196636481242
4,773,Synth Bass 1,8,0.01034928848641656
4,773,Synth Bass 2,7,0.00905562742561449
4,773,Synth Brass 1,10,0.0129366106080207
4,773,Synth Brass 2,7,0.00905562742561449
4,773,Synth Strings 1,13,0.01681759379042691
4,773,Synth Strings 2,9,0.01164294954721863
4,773,Synth Voice,7,0.00905562742561449
4,773,Tenor Sax,6,0.00776196636481242
4,773,Tremolo Strings,7,0.00905562742561449
4,773,Trombone,8,0.01034928848641656
4,773,Trumpet,10,0.0129366106080207
4,773,Tuba,4,0.00517464424320828
4,773,Vibraphone,10,0.0129366106080207
4,773,Viola,7,0.00905562742561449
4,773,Violin,11,0.014230271668822769
4,773,Voice Lead,4,0.00517464424320828
4,773,Warm Pad,7,0.00905562742561449
4,773,Xylophone,14,0.01811125485122898
5,773,Acoustic Bass,8,0.01034928848641656
5,773,Acoustic Grand Piano,5,0.00646830530401035
5,773,Acoustic Nylon Guitar,6,0.00776196636481242
5,773,Acoustic Steel Guitar,9,0.01164294954721863
5,773,Alto Sax,11,0.014230271668822769
5,773,Bagpipe,9,0.01164294954721863
5,773,Banjo,8,0.01034928848641656
5,773,Baritone Sax,5,0.00646830530401035
5,773,Bass Lead,16,0.02069857697283312
5,773,Bassoon,8,0.01034928848641656
5,773,Bottle Blow,6,0.00776196636481242
5,773,Bowed Pad,8,0.01034928848641656
5,773,Brass Section,5,0.00646830530401035
5,773,Bright Acoustic Piano,12,0.01552393272962484
5,773,Calliope Lead,8,0.01034928848641656
5,773,Cello,9,0.01164294954721863
5,773,Charang Lead,12,0.01552393272962484
5,773,Chiff Lead,4,0.00517464424320828
5,773,"Choir ""Aah""",8,0.01034928848641656
5,773,"Choir ""Ooh""",5,0.00646830530401035
5,773,Choir Pad,8,0.01034928848641656
5,773,Chorused Piano,8,0.01034928848641656
5,773,Church Organ,11,0.014230271668822769
5,773,Clarinet,5,0.00646830530401035
5,773,Clavinet,2,0.00258732212160414
5,773,Contrabass,7,0.00905562742561449
5,773,Distortion Guitar,7,0.00905562742561449
5,773,Dulcimer,8,0.01034928848641656
5,773,Electric Clean Guitar,7,0.00905562742561449
5,773,Electric Grand Piano,7,0.00905562742561449
5,773,Electric Jazz Guitar,9,0.01164294954721863
5,773,Electric Muted Guitar,5,0.00646830530401035
5,773,English Horn,7,0.00905562742561449
5,773,Fiddle,11,0.014230271668822769
5,773,Fingered Electric Bass,8,0.01034928848641656
5,773,Flute,6,0.00776196636481242
5,773,French Horn,5,0.00646830530401035
5,773,Fretless Bass,6,0.00776196636481242
5,773,Halo Pad,10,0.0129366106080207
5,773,Hammond Organ,7,0.00905562742561449
5,773,Harpsichord,3,0.00388098318240621
5,773,Honky-tonk Piano,11,0.014230271668822769
5,773,Kalimba,5,0.00646830530401035
5,773,Koto,14,0.01811125485122898
5,773,Marimba,7,0.00905562742561449
5,773,Metallic Pad,11,0.014230271668822769
5,773,Music Box,7,0.00905562742561449
5,773,Muted Trumpet,5,0.00646830530401035
5,773,New Age Pad,13,0.01681759379042691
5,773,Oboe,10,0.0129366106080207
5,773,Ocarina,14,0.01811125485122898
5,773,Orchestral Harp,9,0.01164294954721863
5,773,Overdriven Guitar,11,0.014230271668822769
5,773,Pan Flute,6,0.00776196636481242
5,773,Percussive Organ,11,0.014230271668822769
5,773,Piccolo,7,0.00905562742561449
5,773,Pizzicato Strings,12,0.01552393272962484
5,773,Plucked Electric Bass,8,0.01034928848641656
5,773,Polysynth Pad,9,0.01164294954721863
5,773,Recorder,9,0.01164294954721863
5,773,Reed Organ,17,0.02199223803363519
5,773,Rhodes Piano,5,0.00646830530401035
5,773,Rock Organ,4,0.00517464424320828
5,773,Sawtooth Wave Lead,12,0.01552393272962484
5,773,Shamisen,8,0.01034928848641656
5,773,Shanai,6,0.00776196636481242
5,773,Sitar,12,0.01552393272962484
5,773,Slap Bass 1,10,0.0129366106080207
5,773,Slap Bass 2,10,0.0129366106080207
5,773,Soprano Sax,11,0.014230271668822769
5,773,Square Wave Lead,8,0.01034928848641656
5,773,String Ensemble 1,4,0.00517464424320828
5,773,String Ensemble 2,6,0.00776196636481242
5,773,Sweep Pad,11,0.014230271668822769
5,773,Synth Bass 1,7,0.00905562742561449
5,773,Synth Bass 2,13,0.01681759379042691
5,773,Synth Brass 1,10,0.0129366106080207
5,773,Synth Brass 2,7,0.00905562742561449
5,773,Synth Strings 1,7,0.00905562742561449
5,773,Synth Strings 2,6,0.00776196636481242
5,773,Synth Voice,16,0.02069857697283312
5,773,Tenor Sax,9,0.01164294954721863
5,773,Tremolo Strings,9,0.01164294954721863
5,773,Trombone,7,0.00905562742561449
5,773,Trumpet,10,0.0129366106080207
5,773,Tuba,8,0.01034928848641656
5,773,Vibraphone,8,0.01034928848641656
5,773,Viola,9,0.01164294954721863
5,773,Violin,4,0.00517464424320828
5,773,Voice Lead,9,0.01164294954721863
5,773,Warm Pad,11,0.014230271668822769
5,773,Xylophone,11,0.014230271668822769
6,773,Acoustic Bass,13,0.01681759379042691
6,773,Acoustic Grand Piano,11,0.014230271668822769
6,773,Acoustic Nylon Guitar,10,0.0129366106080207
6,773,Acoustic Steel Guitar,5,0.00646830530401035
6,773,Alto Sax,6,0.00776196636481242
6,773,Bagpipe,9,0.01164294954721863
6,773,Banjo,8,0.01034928848641656
6,773,Baritone Sax,9,0.01164294954721863
6,773,Bass Lead,5,0.00646830530401035
6,773,Bassoon,3,0.00388098318240621
6,773,Bottle Blow,6,0.00776196636481242
6,773,Bowed Pad,8,0.01034928848641656
6,773,Brass Section,9,0.01164294954721863
6,773,Bright Acoustic Piano,7,0.00905562742561449
6,773,Calliope Lead,10,0.0129366106080207
6,773,Cello,8,0.01034928848641656
6,773,Charang Lead,11,0.014230271668822769
6,773,Chiff Lead,10,0.0129366106080207
6,773,"Choir ""Aah""",9,0.01164294954721863
6,773,"Choir ""Ooh""",15,0.01940491591203105
6,773,Choir Pad,5,0.00646830530401035
6,773,Chorused Piano,5,0.00646830530401035
6,773,Church Organ,5,0.00646830530401035
6,773,Clarinet,9,0.01164294954721863
6,773,Clavinet,9,0.01164294954721863
6,773,Contrabass,16,0.02069857697283312
6,773,Distortion Guitar,9,0.01164294954721863
6,773,Dulcimer,7,0.00905562742561449
6,773,Electric Clean Guitar,10,0.0129366106080207
6,773,Electric Grand Piano,3,0.00388098318240621
6,773,Electric Jazz Guitar,9,0.01164294954721863
6,773,Electric Muted Guitar,12,0.01552393272962484
6,773,English Horn,8,0.01034928848641656
6,773,Fiddle,4,0.00517464424320828
6,773,Fingered Electric Bass,10,0.0129366106080207
6,773,Flute,10,0.0129366106080207
6,773,French Horn,9,0.01164294954721863
6,773,Fretless Bass,6,0.00776196636481242
6,773,Halo Pad,9,0.01164294954721863
6,773,Hammond Organ,14,0.01811125485122898
6,773,Harpsichord,9,0.01164294954721863
6,773,Honky-tonk Piano,12,0.01552393272962484
6,773,Kalimba,6,0.00776196636481242
6,773,Koto,8,0.01034928848641656
6,773,Marimba,10,0.0129366106080207
6,773,Metallic Pad,5,0.00646830530401035
6,773,Music Box,4,0.00517464424320828
6,773,Muted Trumpet,7,0.00905562742561449
6,773,New Age Pad,4,0.00517464424320828
6,773,Oboe,6,0.00776196636481242
6,773,Ocarina,8,0.01034928848641656
6,773,Orchestral Harp,12,0.01552393272962484
6,773,Overdriven Guitar,4,0.00517464424320828
6,773,Pan Flute,11,0.014230271668822769
6,773,Percussive Organ,11,0.014230271668822769
6,773,Piccolo,9,0.01164294954721863
6,773,Pizzicato Strings,8,0.01034928848641656
6,773,Plucked Electric Bass,6,0.00776196636481242
6,773,Polysynth Pad,3,0.00388098318240621
6,773,Recorder,10,0.0129366106080207
6,773,Reed Organ,9,0.01164294954721863
6,773,Rhodes Piano,8,0.01034928848641656
6,773,Rock Organ,12,0.01552393272962484
6,773,Sawtooth Wave Lead,6,0.00776196636481242
6,773,Shamisen,6,0.00776196636481242
6,773,Shanai,9,0.01164294954721863
6,773,Sitar,13,0.01681759379042691
6,773,Slap Bass 1,8,0.01034928848641656
6,773,Slap Bass 2,11,0.014230271668822769
6,773,Soprano Sax,11,0.014230271668822769
6,773,Square Wave Lead,11,0.014230271668822769
6,773,String Ensemble 1,5,0.00646830530401035
6,773,String Ensemble 2,5,0.00646830530401035
6,773,Sweep Pad,6,0.00776196636481242
6,773,Synth Bass 1,11,0.014230271668822769
6,773,Synth Bass 2,6,0.00776196636481242
6,773,Synth Brass 1,8,0.01034928848641656
6,773,Synth Brass 2,9,0.01164294954721863
6,773,Synth Strings 1,18,0.02328589909443726
6,773,Synth Strings 2,5,0.00646830530401035
6,773,Synth Voice,11,0.014230271668822769
6,773,Tenor Sax,8,0.01034928848641656
6,773,Tremolo Strings,12,0.01552393272962484
6,773,Trombone,9,0.01164294954721863
6,773,Trumpet,10,0.0129366106080207
6,773,Tuba,13,0.01681759379042691
6,773,Vibraphone,4,0.00517464424320828
6,773,Viola,7,0.00905562742561449
6,773,Violin,6,0.00776196636481242
6,773,Voice Lead,7,0.00905562742561449
6,773,Warm Pad,5,0.00646830530401035
6,773,Xylophone,10,0.0129366106080207
7,773,Acoustic Bass,9,0.01164294954721863
7,773,Acoustic Grand Piano,6,0.00776196636481242
7,773,Acoustic Nylon Guitar,10,0.0129366106080207
7,773,Acoustic Steel Guitar,7,0.00905562742561449
7,773,Alto Sax,7,0.00905562742561449
7,773,Bagpipe,11,0.014230271668822769
7,773,Banjo,9,0.01164294954721863
7,773,Baritone Sax,5,0.00646830530401035
7,773,Bass Lead,5,0.00646830530401035
7,773,Bassoon,3,0.00388098318240621
7,773,Bottle Blow,8,0.01034928848641656
7,773,Bowed Pad,7,0.00905562742561449
7,773,Brass Section,7,0.00905562742561449
7,773,Bright Acoustic Piano,8,0.01034928848641656
7,773,Calliope Lead,5,0.00646830530401035
7,773,Cello,6,0.00776196636481242
7,773,Charang Lead,10,0.0129366106080207
7,773,Chiff Lead,5,0.00646830530401035
7,773,"Choir ""Aah""",3,0.00388098318240621
7,773,"Choir ""Ooh""",8,0.01034928848641656
7,773,Choir Pad,6,0.00776196636481242
7,773,Chorused Piano,8,0.01034928848641656
7,773,Church Organ,11,0.014230271668822769
7,773,Clarinet,12,0.01552393272962484
7,773,Clavinet,14,0.01811125485122898
7,773,Contrabass,11,0.014230271668822769
7,773,Distortion Guitar,15,0.01940491591203105
7,773,Dulcimer,9,0.01164294954721863
7,773,Electric Clean Guitar,7,0.00905562742561449
7,773,Electric Grand Piano,10,0.0129366106080207
7,773,Electric Jazz Guitar,11,0.014230271668822769
7,773,Electric Muted Guitar,12,0.01552393272962484
7,773,English Horn,13,0.01681759379042691
7,773,Fiddle,9,0.01164294954721863
7,773,Fingered Electric Bass,7,0.00905562742561449
7,773,Flute,18,0.02328589909443726
7,773,French Horn,7,0.00905562742561449
7,773,Fretless Bass,8,0.01034928848641656
7,773,Halo Pad,7,0.00905562742561449
7,773,Hammond Organ,12,0.01552393272962484
7,773,Harpsichord,14,0.01811125485122898
7,773,Honky-tonk Piano,4,0.00517464424320828
7,773,Kalimba,10,0.0129366106080207
7,773,Koto,7,0.00905562742561449
7,773,Marimba,6,0.00776196636481242
7,773,Metallic Pad,11,0.014230271668822769
7,773,Music Box,7,0.00905562742561449
7,773,Muted Trumpet,4,0.00517464424320828
7,773,New Age Pad,13,0.01681759379042691
7,773,Oboe,7,0.00905562742561449
7,773,Ocarina,8,0.01034928848641656
7,773,Orchestral Harp,11,0.014230271668822769
7,773,Overdriven Guitar,7,0.00905562742561449
7,773,Pan Flute,9,0.01164294954721863
7,773,Percussive Organ,5,0.00646830530401035
7,773,Piccolo,5,0.00646830530401035
7,773,Pizzicato Strings,13,0.01681759379042691
7,773,Plucked Electric Bass,12,0.01552393272962484
7,773,Polysynth Pad,6,0.00776196636481242
7,773,Recorder,9,0.01164294954721863
