set_type,set_type_count,midi_program_name,count,proportion
test,5961,Pan Flute,69,0.011575239053850024
test,5961,Percussive Organ,81,0.013588324106693507
test,5961,Piccolo,59,0.009897668176480455
test,5961,Pizzicato Strings,73,0.012246267404797851
test,5961,Plucked Electric Bass,76,0.012749538668008722
test,5961,Polysynth Pad,79,0.013252809931219594
test,5961,Recorder,69,0.011575239053850024
test,5961,Reed Organ,54,0.00905888273779567
test,5961,Rhodes Piano,68,0.011407481966113067
test,5961,Rock Organ,56,0.009394396913269584
test,5961,Sawtooth Wave Lead,69,0.011575239053850024
test,5961,Shamisen,53,0.008891125650058715
test,5961,Shanai,66,0.011071967790639153
test,5961,Sitar,59,0.009897668176480455
test,5961,Slap Bass 1,80,0.01342056701895655
test,5961,Slap Bass 2,80,0.01342056701895655
test,5961,Soprano Sax,66,0.011071967790639153
test,5961,Square Wave Lead,74,0.012414024492534809
test,5961,String Ensemble 1,67,0.011239724878376111
test,5961,String Ensemble 2,70,0.01174299614158698
test,5961,Sweep Pad,57,0.009562154001006542
test,5961,Synth Bass 1,69,0.011575239053850024
test,5961,Synth Bass 2,52,0.008723368562321757
test,5961,Synth Brass 1,57,0.009562154001006542
test,5961,Synth Brass 2,61,0.010233182351954369
test,5961,Synth Strings 1,71,0.011910753229323938
test,5961,Synth Strings 2,69,0.011575239053850024
test,5961,Synth Voice,56,0.009394396913269584
test,5961,Tenor Sax,60,0.010065425264217413
test,5961,Tremolo Strings,61,0.010233182351954369
test,5961,Trombone,70,0.01174299614158698
test,5961,Trumpet,59,0.009897668176480455
test,5961,Tuba,64,0.01073645361516524
test,5961,Vibraphone,60,0.010065425264217413
test,5961,Viola,67,0.011239724878376111
test,5961,Violin,61,0.010233182351954369
test,5961,Voice Lead,57,0.009562154001006542
test,5961,Warm Pad,61,0.010233182351954369
test,5961,Xylophone,61,0.010233182351954369
train,27822,Acoustic Bass,272,0.009776435914024871
train,27822,Acoustic Grand Piano,314,0.011286032636043419
train,27822,Acoustic Nylon Guitar,312,0.011214147077852059
train,27822,Acoustic Steel Guitar,295,0.010603119833225505
train,27822,Alto Sax,292,0.010495291495938466
train,27822,Bagpipe,308,0.01107037596146934
train,27822,Banjo,285,0.010243692042268708
train,27822,Baritone Sax,316,0.011357918194234777
train,27822,Bass Lead,321,0.011537632089713177
train,27822,Bassoon,315,0.011321975415139098
train,27822,Bottle Blow,306,0.01099849040327798
train,27822,Bowed Pad,301,0.010818776507799582
train,27822,Brass Section,309,0.01110631874056502
train,27822,Bright Acoustic Piano,320,0.011501689310617496
train,27822,Calliope Lead,292,0.010495291495938466
train,27822,Cello,303,0.010890662065990942
train,27822,Charang Lead,294,0.010567177054129824
train,27822,Chiff Lead,314,0.011286032636043419
train,27822,"Choir ""Aah""",278,0.00999209258859895
train,27822,"Choir ""Ooh""",301,0.010818776507799582
train,27822,Choir Pad,294,0.010567177054129824
train,27822,Chorused Piano,302,0.010854719286895262
train,27822,Church Organ,310,0.0111422615196607
train,27822,Clarinet,300,0.010782833728703903
train,27822,Clavinet,295,0.010603119833225505
train,27822,Contrabass,310,0.0111422615196607
train,27822,Distortion Guitar,304,0.010926604845086622
train,27822,Dulcimer,300,0.010782833728703903
train,27822,Electric Clean Guitar,315,0.011321975415139098
train,27822,Electric Grand Piano,315,0.011321975415139098
train,27822,Electric Jazz Guitar,319,0.011465746531521817
train,27822,Electric Muted Guitar,312,0.011214147077852059
train,27822,English Horn,302,0.010854719286895262
train,27822,Fiddle,303,0.010890662065990942
train,27822,Fingered Electric Bass,305,0.010962547624182301
train,27822,Flute,291,0.010459348716842785
train,27822,French Horn,303,0.010890662065990942
train,27822,Fretless Bass,287,0.010315577600460066
train,27822,Halo Pad,303,0.010890662065990942
train,27822,Hammond Organ,310,0.0111422615196607
train,27822,Harpsichord,294,0.010567177054129824
train,27822,Honky-tonk Piano,317,0.011393860973330457
train,27822,Kalimba,297,0.010675005391416864
train,27822,Koto,318,0.011429803752426138
train,27822,Marimba,302,0.010854719286895262
train,27822,Metallic Pad,291,0.010459348716842785
train,27822,Music Box,321,0.011537632089713177
train,27822,Muted Trumpet,287,0.010315577600460066
train,27822,New Age Pad,296,0.010639062612321185
train,27822,Oboe,292,0.010495291495938466
train,27822,Ocarina,307,0.011034433182373661
train,27822,Orchestral Harp,308,0.01107037596146934
train,27822,Overdriven Guitar,305,0.010962547624182301
train,27822,Pan Flute,297,0.010675005391416864
train,27822,Percussive Organ,288,0.010351520379555747
train,27822,Piccolo,312,0.011214147077852059
train,27822,Pizzicato Strings,299,0.010746890949608224
train,27822,Plucked Electric Bass,281,0.01009992092588599
train,27822,Polysynth Pad,291,0.010459348716842785
train,27822,Recorder,311,0.01117820429875638
train,27822,Reed Organ,328,0.011789231543382933
train,27822,Rhodes Piano,298,0.010710948170512543
train,27822,Rock Organ,314,0.011286032636043419
train,27822,Sawtooth Wave Lead,292,0.010495291495938466
train,27822,Shamisen,314,0.011286032636043419
train,27822,Shanai,307,0.011034433182373661
train,27822,Sitar,302,0.010854719286895262
train,27822,Slap Bass 1,290,0.010423405937747106
train,27822,Slap Bass 2,283,0.010171806484077348
train,27822,Soprano Sax,298,0.010710948170512543
train,27822,Square Wave Lead,290,0.010423405937747106
train,27822,String Ensemble 1,294,0.010567177054129824
train,27822,String Ensemble 2,292,0.010495291495938466
train,27822,Sweep Pad,308,0.01107037596146934
train,27822,Synth Bass 1,289,0.010387463158651427
train,27822,Synth Bass 2,306,0.01099849040327798
train,27822,Synth Brass 1,316,0.011357918194234777
train,27822,Synth Brass 2,313,0.011250089856947738
train,27822,Synth Strings 1,290,0.010423405937747106
train,27822,Synth Strings 2,278,0.00999209258859895
train,27822,Synth Voice,320,0.011501689310617496
train,27822,Tenor Sax,302,0.010854719286895262
train,27822,Tremolo Strings,308,0.01107037596146934
train,27822,Trombone,301,0.010818776507799582
train,27822,Trumpet,307,0.011034433182373661
train,27822,Tuba,296,0.010639062612321185
train,27822,Vibraphone,313,0.011250089856947738
train,27822,Viola,307,0.011034433182373661
train,27822,Violin,307,0.011034433182373661
train,27822,Voice Lead,303,0.010890662065990942
train,27822,Warm Pad,304,0.010926604845086622
train,27822,Xylophone,310,0.0111422615196607
valid,5961,Acoustic Bass,77,0.01291729575574568
valid,5961,Acoustic Grand Piano,54,0.00905888273779567
valid,5961,Acoustic Nylon Guitar,59,0.009897668176480455
valid,5961,Acoustic Steel Guitar,72,0.012078510317060896
valid,5961,Alto Sax,74,0.012414024492534809
valid,5961,Bagpipe,57,0.009562154001006542
valid,5961,Banjo,80,0.01342056701895655
valid,5961,Baritone Sax,63,0.010568696527428282
valid,5961,Bass Lead,55,0.009226639825532628
valid,5961,Bassoon,63,0.010568696527428282
valid,5961,Bottle Blow,70,0.01174299614158698
valid,5961,Bowed Pad,63,0.010568696527428282
valid,5961,Brass Section,67,0.011239724878376111
valid,5961,Bright Acoustic Piano,54,0.00905888273779567
valid,5961,Calliope Lead,78,0.013085052843482636
valid,5961,Cello,59,0.009897668176480455
valid,5961,Charang Lead,59,0.009897668176480455
valid,5961,Chiff Lead,57,0.009562154001006542
valid,5961,"Choir ""Aah""",65,0.010904210702902198
valid,5961,"Choir ""Ooh""",62,0.010400939439691326
valid,5961,Choir Pad,76,0.012749538668008722
valid,5961,Chorused Piano,61,0.010233182351954369
valid,5961,Church Organ,57,0.009562154001006542
valid,5961,Clarinet,68,0.011407481966113067
valid,5961,Clavinet,80,0.01342056701895655
valid,5961,Contrabass,65,0.010904210702902198
valid,5961,Distortion Guitar,63,0.010568696527428282
valid,5961,Dulcimer,69,0.011575239053850024
valid,5961,Electric Clean Guitar,62,0.010400939439691326
valid,5961,Electric Grand Piano,55,0.009226639825532628
valid,5961,Electric Jazz Guitar,57,0.009562154001006542
valid,5961,Electric Muted Guitar,56,0.009394396913269584
valid,5961,English Horn,68,0.011407481966113067
valid,5961,Fiddle,73,0.012246267404797851
valid,5961,Fingered Electric Bass,60,0.010065425264217413
valid,5961,Flute,71,0.011910753229323938
valid,5961,French Horn,70,0.01174299614158698
valid,5961,Fretless Bass,62,0.010400939439691326
valid,5961,Halo Pad,66,0.011071967790639153
valid,5961,Hammond Organ,52,0.008723368562321757
valid,5961,Harpsichord,60,0.010065425264217413
valid,5961,Honky-tonk Piano,65,0.010904210702902198
valid,5961,Kalimba,83,0.01392383828216742
valid,5961,Koto,60,0.010065425264217413
valid,5961,Marimba,53,0.008891125650058715
valid,5961,Metallic Pad,66,0.011071967790639153
valid,5961,Music Box,57,0.009562154001006542
valid,5961,Muted Trumpet,69,0.011575239053850024
valid,5961,New Age Pad,65,0.010904210702902198
valid,5961,Oboe,71,0.011910753229323938
valid,5961,Ocarina,63,0.010568696527428282
valid,5961,Orchestral Harp,65,0.010904210702902198
valid,5961,Overdriven Guitar,57,0.009562154001006542
valid,5961,Pan Flute,66,0.011071967790639153
valid,5961,Percussive Organ,63,0.010568696527428282
valid,5961,Piccolo,61,0.010233182351954369
valid,5961,Pizzicato Strings,60,0.010065425264217413
valid,5961,Plucked Electric Bass,75,0.012581781580271765
valid,5961,Polysynth Pad,62,0.010400939439691326
valid,5961,Recorder,52,0.008723368562321757
valid,5961,Reed Organ,50,0.008387854386847844
valid,5961,Rhodes Piano,66,0.011071967790639153
valid,5961,Rock Organ,62,0.010400939439691326
valid,5961,Sawtooth Wave Lead,71,0.011910753229323938
valid,5961,Shamisen,65,0.010904210702902198
valid,5961,Shanai,59,0.009897668176480455
valid,5961,Sitar,71,0.011910753229323938
valid,5961,Slap Bass 1,62,0.010400939439691326
valid,5961,Slap Bass 2,69,0.011575239053850024
valid,5961,Soprano Sax,68,0.011407481966113067
valid,5961,Square Wave Lead,68,0.011407481966113067
valid,5961,String Ensemble 1,71,0.011910753229323938
valid,5961,String Ensemble 2,70,0.01174299614158698
valid,5961,Sweep Pad,67,0.011239724878376111
valid,5961,Synth Bass 1,74,0.012414024492534809
valid,5961,Synth Bass 2,74,0.012414024492534809
valid,5961,Synth Brass 1,59,0.009897668176480455
valid,5961,Synth Brass 2,58,0.0097299110887435
valid,5961,Synth Strings 1,71,0.011910753229323938
valid,5961,Synth Strings 2,85,0.014259352457641334
valid,5961,Synth Voice,56,0.009394396913269584
valid,5961,Tenor Sax,70,0.01174299614158698
valid,5961,Tremolo Strings,63,0.010568696527428282
valid,5961,Trombone,61,0.010233182351954369
valid,5961,Trumpet,66,0.011071967790639153
valid,5961,Tuba,72,0.012078510317060896
valid,5961,Vibraphone,59,0.009897668176480455
valid,5961,Viola,58,0.0097299110887435
valid,5961,Violin,64,0.01073645361516524
valid,5961,Voice Lead,72,0.012078510317060896
valid,5961,Warm Pad,67,0.011239724878376111
valid,5961,Xylophone,61,0.010233182351954369
