fold,fold_count,chord_progression,count,proportion
4,1049,"aeolian-(1, 6, 7, 1)",55,0.052430886558627265
4,1049,"aeolian-(1, 6, 7, 3)",56,0.053384175405147755
4,1049,"aeolian-(1, 7, 6, 4)",55,0.052430886558627265
4,1049,"aeolian-(4, 7, 1, 1)",55,0.052430886558627265
4,1049,"aeolian-(7, 6, 7, 1)",55,0.052430886558627265
4,1049,"ionian-(1, 4, 5, 1)",56,0.053384175405147755
4,1049,"ionian-(1, 4, 6, 5)",55,0.052430886558627265
4,1049,"ionian-(1, 5, 6, 4)",55,0.052430886558627265
4,1049,"ionian-(1, 6, 4, 5)",55,0.052430886558627265
4,1049,"ionian-(2, 5, 1, 6)",55,0.052430886558627265
4,1049,"ionian-(4, 1, 5, 6)",56,0.053384175405147755
4,1049,"ionian-(4, 5, 3, 6)",55,0.052430886558627265
4,1049,"ionian-(5, 4, 1, 5)",55,0.052430886558627265
4,1049,"ionian-(5, 6, 4, 1)",55,0.052430886558627265
4,1049,"ionian-(6, 4, 1, 5)",55,0.052430886558627265
5,1049,"aeolian-(1, 2, 5, 1)",55,0.052430886558627265
5,1049,"aeolian-(1, 3, 4, 1)",56,0.053384175405147755
5,1049,"aeolian-(1, 4, 5, 1)",55,0.052430886558627265
5,1049,"aeolian-(1, 6, 3, 7)",55,0.052430886558627265
5,1049,"aeolian-(1, 6, 7, 1)",55,0.052430886558627265
5,1049,"aeolian-(1, 6, 7, 3)",55,0.052430886558627265
5,1049,"aeolian-(1, 7, 6, 4)",56,0.053384175405147755
5,1049,"aeolian-(4, 7, 1, 1)",55,0.052430886558627265
5,1049,"aeolian-(7, 6, 7, 1)",55,0.052430886558627265
5,1049,"ionian-(1, 4, 5, 1)",55,0.052430886558627265
5,1049,"ionian-(1, 4, 6, 5)",56,0.053384175405147755
5,1049,"ionian-(1, 5, 6, 4)",55,0.052430886558627265
5,1049,"ionian-(1, 6, 4, 5)",55,0.052430886558627265
5,1049,"ionian-(2, 5, 1, 6)",55,0.052430886558627265
5,1049,"ionian-(4, 1, 5, 6)",55,0.052430886558627265
5,1049,"ionian-(4, 5, 3, 6)",56,0.053384175405147755
5,1049,"ionian-(5, 4, 1, 5)",55,0.052430886558627265
5,1049,"ionian-(5, 6, 4, 1)",55,0.052430886558627265
5,1049,"ionian-(6, 4, 1, 5)",55,0.052430886558627265
6,1049,"aeolian-(1, 2, 5, 1)",55,0.052430886558627265
6,1049,"aeolian-(1, 3, 4, 1)",56,0.053384175405147755
6,1049,"aeolian-(1, 4, 5, 1)",55,0.052430886558627265
6,1049,"aeolian-(1, 6, 3, 7)",55,0.052430886558627265
6,1049,"aeolian-(1, 6, 7, 1)",55,0.052430886558627265
6,1049,"aeolian-(1, 6, 7, 3)",55,0.052430886558627265
6,1049,"aeolian-(1, 7, 6, 4)",56,0.053384175405147755
6,1049,"aeolian-(4, 7, 1, 1)",55,0.052430886558627265
6,1049,"aeolian-(7, 6, 7, 1)",55,0.052430886558627265
6,1049,"ionian-(1, 4, 5, 1)",55,0.052430886558627265
6,1049,"ionian-(1, 4, 6, 5)",56,0.053384175405147755
6,1049,"ionian-(1, 5, 6, 4)",55,0.052430886558627265
6,1049,"ionian-(1, 6, 4, 5)",55,0.052430886558627265
6,1049,"ionian-(2, 5, 1, 6)",55,0.052430886558627265
6,1049,"ionian-(4, 1, 5, 6)",55,0.052430886558627265
6,1049,"ionian-(4, 5, 3, 6)",56,0.053384175405147755
6,1049,"ionian-(5, 4, 1, 5)",55,0.052430886558627265
6,1049,"ionian-(5, 6, 4, 1)",55,0.052430886558627265
6,1049,"ionian-(6, 4, 1, 5)",55,0.052430886558627265
7,1049,"aeolian-(1, 2, 5, 1)",55,0.052430886558627265
7,1049,"aeolian-(1, 3, 4, 1)",56,0.053384175405147755
7,1049,"aeolian-(1, 4, 5, 1)",55,0.052430886558627265
7,1049,"aeolian-(1, 6, 3, 7)",55,0.052430886558627265
7,1049,"aeolian-(1, 6, 7, 1)",55,0.052430886558627265
7,1049,"aeolian-(1, 6, 7, 3)",55,0.052430886558627265
7,1049,"aeolian-(1, 7, 6, 4)",56,0.053384175405147755
7,1049,"aeolian-(4, 7, 1, 1)",55,0.052430886558627265
7,1049,"aeolian-(7, 6, 7, 1)",55,0.052430886558627265
7,1049,"ionian-(1, 4, 5, 1)",55,0.052430886558627265
7,1049,"ionian-(1, 4, 6, 5)",56,0.053384175405147755
7,1049,"ionian-(1, 5, 6, 4)",55,0.052430886558627265
7,1049,"ionian-(1, 6, 4, 5)",55,0.052430886558627265
7,1049,"ionian-(2, 5, 1, 6)",55,0.052430886558627265
7,1049,"ionian-(4, 1, 5, 6)",55,0.052430886558627265
7,1049,"ionian-(4, 5, 3, 6)",56,0.053384175405147755
7,1049,"ionian-(5, 4, 1, 5)",55,0.052430886558627265
7,1049,"ionian-(5, 6, 4, 1)",55,0.052430886558627265
7,1049,"ionian-(6, 4, 1, 5)",55,0.052430886558627265
8,1049,"aeolian-(1, 2, 5, 1)",55,0.052430886558627265
8,1049,"aeolian-(1, 3, 4, 1)",56,0.053384175405147755
8,1049,"aeolian-(1, 4, 5, 1)",55,0.052430886558627265
8,1049,"aeolian-(1, 6, 3, 7)",55,0.052430886558627265
8,1049,"aeolian-(1, 6, 7, 1)",55,0.052430886558627265
8,1049,"aeolian-(1, 6, 7, 3)",55,0.052430886558627265
8,1049,"aeolian-(1, 7, 6, 4)",56,0.053384175405147755
8,1049,"aeolian-(4, 7, 1, 1)",55,0.052430886558627265
8,1049,"aeolian-(7, 6, 7, 1)",55,0.052430886558627265
8,1049,"ionian-(1, 4, 5, 1)",55,0.052430886558627265
8,1049,"ionian-(1, 4, 6, 5)",56,0.053384175405147755
8,1049,"ionian-(1, 5, 6, 4)",55,0.052430886558627265
8,1049,"ionian-(1, 6, 4, 5)",55,0.052430886558627265
8,1049,"ionian-(2, 5, 1, 6)",55,0.052430886558627265
8,1049,"ionian-(4, 1, 5, 6)",55,0.052430886558627265
8,1049,"ionian-(4, 5, 3, 6)",56,0.053384175405147755
8,1049,"ionian-(5, 4, 1, 5)",55,0.052430886558627265
8,1049,"ionian-(5, 6, 4, 1)",55,0.052430886558627265
8,1049,"ionian-(6, 4, 1, 5)",55,0.052430886558627265
9,1049,"aeolian-(1, 2, 5, 1)",55,0.052430886558627265
9,1049,"aeolian-(1, 3, 4, 1)",55,0.052430886558627265
9,1049,"aeolian-(1, 4, 5, 1)",56,0.053384175405147755
9,1049,"aeolian-(1, 6, 3, 7)",55,0.052430886558627265
9,1049,"aeolian-(1, 6, 7, 1)",55,0.052430886558627265
9,1049,"aeolian-(1, 6, 7, 3)",55,0.052430886558627265
9,1049,"aeolian-(1, 7, 6, 4)",55,0.052430886558627265
9,1049,"aeolian-(4, 7, 1, 1)",56,0.053384175405147755
9,1049,"aeolian-(7, 6, 7, 1)",55,0.052430886558627265
9,1049,"ionian-(1, 4, 5, 1)",55,0.052430886558627265
9,1049,"ionian-(1, 4, 6, 5)",55,0.052430886558627265
9,1049,"ionian-(1, 5, 6, 4)",56,0.053384175405147755
9,1049,"ionian-(1, 6, 4, 5)",55,0.052430886558627265
9,1049,"ionian-(2, 5, 1, 6)",55,0.052430886558627265
9,1049,"ionian-(4, 1, 5, 6)",55,0.052430886558627265
9,1049,"ionian-(4, 5, 3, 6)",55,0.052430886558627265
9,1049,"ionian-(5, 4, 1, 5)",56,0.053384175405147755
9,1049,"ionian-(5, 6, 4, 1)",55,0.052430886558627265
9,1049,"ionian-(6, 4, 1, 5)",55,0.052430886558627265
10,1049,"aeolian-(1, 2, 5, 1)",55,0.052430886558627265
10,1049,"aeolian-(1, 3, 4, 1)",55,0.052430886558627265
10,1049,"aeolian-(1, 4, 5, 1)",56,0.053384175405147755
10,1049,"aeolian-(1, 6, 3, 7)",55,0.052430886558627265
10,1049,"aeolian-(1, 6, 7, 1)",55,0.052430886558627265
10,1049,"aeolian-(1, 6, 7, 3)",55,0.052430886558627265
10,1049,"aeolian-(1, 7, 6, 4)",55,0.052430886558627265
10,1049,"aeolian-(4, 7, 1, 1)",56,0.053384175405147755
10,1049,"aeolian-(7, 6, 7, 1)",55,0.052430886558627265
10,1049,"ionian-(1, 4, 5, 1)",55,0.052430886558627265
10,1049,"ionian-(1, 4, 6, 5)",55,0.052430886558627265
10,1049,"ionian-(1, 5, 6, 4)",56,0.053384175405147755
10,1049,"ionian-(1, 6, 4, 5)",55,0.052430886558627265
10,1049,"ionian-(2, 5, 1, 6)",55,0.052430886558627265
10,1049,"ionian-(4, 1, 5, 6)",55,0.052430886558627265
10,1049,"ionian-(4, 5, 3, 6)",55,0.052430886558627265
10,1049,"ionian-(5, 4, 1, 5)",56,0.053384175405147755
10,1049,"ionian-(5, 6, 4, 1)",55,0.052430886558627265
10,1049,"ionian-(6, 4, 1, 5)",55,0.052430886558627265
11,1049,"aeolian-(1, 2, 5, 1)",55,0.052430886558627265
11,1049,"aeolian-(1, 3, 4, 1)",55,0.052430886558627265
11,1049,"aeolian-(1, 4, 5, 1)",56,0.053384175405147755
11,1049,"aeolian-(1, 6, 3, 7)",55,0.052430886558627265
11,1049,"aeolian-(1, 6, 7, 1)",55,0.052430886558627265
11,1049,"aeolian-(1, 6, 7, 3)",55,0.052430886558627265
11,1049,"aeolian-(1, 7, 6, 4)",55,0.052430886558627265
11,1049,"aeolian-(4, 7, 1, 1)",56,0.053384175405147755
11,1049,"aeolian-(7, 6, 7, 1)",55,0.052430886558627265
11,1049,"ionian-(1, 4, 5, 1)",55,0.052430886558627265
11,1049,"ionian-(1, 4, 6, 5)",55,0.052430886558627265
11,1049,"ionian-(1, 5, 6, 4)",56,0.053384175405147755
11,1049,"ionian-(1, 6, 4, 5)",55,0.052430886558627265
11,1049,"ionian-(2, 5, 1, 6)",55,0.052430886558627265
11,1049,"ionian-(4, 1, 5, 6)",55,0.052430886558627265
11,1049,"ionian-(4, 5, 3, 6)",55,0.052430886558627265
11,1049,"ionian-(5, 4, 1, 5)",56,0.053384175405147755
11,1049,"ionian-(5, 6, 4, 1)",55,0.052430886558627265
11,1049,"ionian-(6, 4, 1, 5)",55,0.052430886558627265
12,1049,"aeolian-(1, 2, 5, 1)",55,0.052430886558627265
12,1049,"aeolian-(1, 3, 4, 1)",55,0.052430886558627265
12,1049,"aeolian-(1, 4, 5, 1)",56,0.053384175405147755
12,1049,"aeolian-(1, 6, 3, 7)",55,0.052430886558627265
12,1049,"aeolian-(1, 6, 7, 1)",55,0.052430886558627265
12,1049,"aeolian-(1, 6, 7, 3)",55,0.052430886558627265
12,1049,"aeolian-(1, 7, 6, 4)",55,0.052430886558627265
12,1049,"aeolian-(4, 7, 1, 1)",56,0.053384175405147755
12,1049,"aeolian-(7, 6, 7, 1)",55,0.052430886558627265
12,1049,"ionian-(1, 4, 5, 1)",55,0.052430886558627265
12,1049,"ionian-(1, 4, 6, 5)",55,0.052430886558627265
12,1049,"ionian-(1, 5, 6, 4)",56,0.053384175405147755
12,1049,"ionian-(1, 6, 4, 5)",55,0.052430886558627265
12,1049,"ionian-(2, 5, 1, 6)",55,0.052430886558627265
12,1049,"ionian-(4, 1, 5, 6)",55,0.052430886558627265
12,1049,"ionian-(4, 5, 3, 6)",55,0.052430886558627265
12,1049,"ionian-(5, 4, 1, 5)",56,0.053384175405147755
12,1049,"ionian-(5, 6, 4, 1)",55,0.052430886558627265
12,1049,"ionian-(6, 4, 1, 5)",55,0.052430886558627265
13,1049,"aeolian-(1, 2, 5, 1)",55,0.052430886558627265
13,1049,"aeolian-(1, 3, 4, 1)",55,0.052430886558627265
13,1049,"aeolian-(1, 4, 5, 1)",55,0.052430886558627265
13,1049,"aeolian-(1, 6, 3, 7)",56,0.053384175405147755
13,1049,"aeolian-(1, 6, 7, 1)",55,0.052430886558627265
13,1049,"aeolian-(1, 6, 7, 3)",55,0.052430886558627265
13,1049,"aeolian-(1, 7, 6, 4)",55,0.052430886558627265
13,1049,"aeolian-(4, 7, 1, 1)",55,0.052430886558627265
13,1049,"aeolian-(7, 6, 7, 1)",56,0.053384175405147755
13,1049,"ionian-(1, 4, 5, 1)",55,0.052430886558627265
13,1049,"ionian-(1, 4, 6, 5)",55,0.052430886558627265
13,1049,"ionian-(1, 5, 6, 4)",55,0.052430886558627265
13,1049,"ionian-(1, 6, 4, 5)",56,0.053384175405147755
13,1049,"ionian-(2, 5, 1, 6)",55,0.052430886558627265
13,1049,"ionian-(4, 1, 5, 6)",55,0.052430886558627265
13,1049,"ionian-(4, 5, 3, 6)",55,0.052430886558627265
13,1049,"ionian-(5, 4, 1, 5)",55,0.052430886558627265
13,1049,"ionian-(5, 6, 4, 1)",56,0.053384175405147755
13,1049,"ionian-(6, 4, 1, 5)",55,0.052430886558627265
14,1049,"aeolian-(1, 2, 5, 1)",55,0.052430886558627265
14,1049,"aeolian-(1, 3, 4, 1)",55,0.052430886558627265
14,1049,"aeolian-(1, 4, 5, 1)",55,0.052430886558627265
14,1049,"aeolian-(1, 6, 3, 7)",56,0.053384175405147755
14,1049,"aeolian-(1, 6, 7, 1)",55,0.052430886558627265
14,1049,"aeolian-(1, 6, 7, 3)",55,0.052430886558627265
14,1049,"aeolian-(1, 7, 6, 4)",55,0.052430886558627265
14,1049,"aeolian-(4, 7, 1, 1)",55,0.052430886558627265
14,1049,"aeolian-(7, 6, 7, 1)",56,0.053384175405147755
14,1049,"ionian-(1, 4, 5, 1)",55,0.052430886558627265
14,1049,"ionian-(1, 4, 6, 5)",55,0.052430886558627265
14,1049,"ionian-(1, 5, 6, 4)",55,0.052430886558627265
14,1049,"ionian-(1, 6, 4, 5)",56,0.053384175405147755
14,1049,"ionian-(2, 5, 1, 6)",55,0.052430886558627265
14,1049,"ionian-(4, 1, 5, 6)",55,0.052430886558627265
14,1049,"ionian-(4, 5, 3, 6)",55,0.052430886558627265
14,1049,"ionian-(5, 4, 1, 5)",55,0.052430886558627265
14,1049,"ionian-(5, 6, 4, 1)",56,0.053384175405147755
14,1049,"ionian-(6, 4, 1, 5)",55,0.052430886558627265
15,1049,"aeolian-(1, 2, 5, 1)",55,0.052430886558627265
15,1049,"aeolian-(1, 3, 4, 1)",55,0.052430886558627265
15,1049,"aeolian-(1, 4, 5, 1)",55,0.052430886558627265
15,1049,"aeolian-(1, 6, 3, 7)",56,0.053384175405147755
15,1049,"aeolian-(1, 6, 7, 1)",55,0.052430886558627265
15,1049,"aeolian-(1, 6, 7, 3)",55,0.052430886558627265
15,1049,"aeolian-(1, 7, 6, 4)",55,0.052430886558627265
15,1049,"aeolian-(4, 7, 1, 1)",55,0.052430886558627265
15,1049,"aeolian-(7, 6, 7, 1)",56,0.053384175405147755
15,1049,"ionian-(1, 4, 5, 1)",55,0.052430886558627265
15,1049,"ionian-(1, 4, 6, 5)",55,0.052430886558627265
15,1049,"ionian-(1, 5, 6, 4)",55,0.052430886558627265
15,1049,"ionian-(1, 6, 4, 5)",56,0.053384175405147755
15,1049,"ionian-(2, 5, 1, 6)",55,0.052430886558627265
15,1049,"ionian-(4, 1, 5, 6)",55,0.052430886558627265
15,1049,"ionian-(4, 5, 3, 6)",55,0.052430886558627265
15,1049,"ionian-(5, 4, 1, 5)",55,0.052430886558627265
15,1049,"ionian-(5, 6, 4, 1)",56,0.053384175405147755
15,1049,"ionian-(6, 4, 1, 5)",55,0.052430886558627265
16,1049,"aeolian-(1, 2, 5, 1)",55,0.052430886558627265
16,1049,"aeolian-(1, 3, 4, 1)",55,0.052430886558627265
16,1049,"aeolian-(1, 4, 5, 1)",55,0.052430886558627265
16,1049,"aeolian-(1, 6, 3, 7)",56,0.053384175405147755
16,1049,"aeolian-(1, 6, 7, 1)",55,0.052430886558627265
16,1049,"aeolian-(1, 6, 7, 3)",55,0.052430886558627265
16,1049,"aeolian-(1, 7, 6, 4)",55,0.052430886558627265
16,1049,"aeolian-(4, 7, 1, 1)",55,0.052430886558627265
16,1049,"aeolian-(7, 6, 7, 1)",56,0.053384175405147755
16,1049,"ionian-(1, 4, 5, 1)",55,0.052430886558627265
16,1049,"ionian-(1, 4, 6, 5)",55,0.052430886558627265
16,1049,"ionian-(1, 5, 6, 4)",55,0.052430886558627265
16,1049,"ionian-(1, 6, 4, 5)",56,0.053384175405147755
16,1049,"ionian-(2, 5, 1, 6)",55,0.052430886558627265
16,1049,"ionian-(4, 1, 5, 6)",55,0.052430886558627265
16,1049,"ionian-(4, 5, 3, 6)",55,0.052430886558627265
16,1049,"ionian-(5, 4, 1, 5)",55,0.052430886558627265
16,1049,"ionian-(5, 6, 4, 1)",56,0.053384175405147755
16,1049,"ionian-(6, 4, 1, 5)",55,0.052430886558627265
17,1048,"aeolian-(1, 2, 5, 1)",55,0.05248091603053435
17,1048,"aeolian-(1, 3, 4, 1)",55,0.05248091603053435
17,1048,"aeolian-(1, 4, 5, 1)",55,0.05248091603053435
17,1048,"aeolian-(1, 6, 3, 7)",55,0.05248091603053435
17,1048,"aeolian-(1, 6, 7, 1)",56,0.05343511450381679
17,1048,"aeolian-(1, 6, 7, 3)",55,0.05248091603053435
17,1048,"aeolian-(1, 7, 6, 4)",55,0.05248091603053435
17,1048,"aeolian-(4, 7, 1, 1)",55,0.05248091603053435
17,1048,"aeolian-(7, 6, 7, 1)",55,0.05248091603053435
17,1048,"ionian-(1, 4, 5, 1)",55,0.05248091603053435
17,1048,"ionian-(1, 4, 6, 5)",55,0.05248091603053435
17,1048,"ionian-(1, 5, 6, 4)",55,0.05248091603053435
17,1048,"ionian-(1, 6, 4, 5)",55,0.05248091603053435
17,1048,"ionian-(2, 5, 1, 6)",56,0.05343511450381679
17,1048,"ionian-(4, 1, 5, 6)",55,0.05248091603053435
17,1048,"ionian-(4, 5, 3, 6)",55,0.05248091603053435
17,1048,"ionian-(5, 4, 1, 5)",55,0.05248091603053435
17,1048,"ionian-(5, 6, 4, 1)",55,0.05248091603053435
17,1048,"ionian-(6, 4, 1, 5)",56,0.05343511450381679
18,1048,"aeolian-(1, 2, 5, 1)",55,0.05248091603053435
18,1048,"aeolian-(1, 3, 4, 1)",55,0.05248091603053435
18,1048,"aeolian-(1, 4, 5, 1)",55,0.05248091603053435
18,1048,"aeolian-(1, 6, 3, 7)",55,0.05248091603053435
18,1048,"aeolian-(1, 6, 7, 1)",56,0.05343511450381679
18,1048,"aeolian-(1, 6, 7, 3)",55,0.05248091603053435
18,1048,"aeolian-(1, 7, 6, 4)",55,0.05248091603053435
18,1048,"aeolian-(4, 7, 1, 1)",55,0.05248091603053435
18,1048,"aeolian-(7, 6, 7, 1)",55,0.05248091603053435
18,1048,"ionian-(1, 4, 5, 1)",55,0.05248091603053435
18,1048,"ionian-(1, 4, 6, 5)",55,0.05248091603053435
18,1048,"ionian-(1, 5, 6, 4)",55,0.05248091603053435
18,1048,"ionian-(1, 6, 4, 5)",55,0.05248091603053435
18,1048,"ionian-(2, 5, 1, 6)",56,0.05343511450381679
18,1048,"ionian-(4, 1, 5, 6)",55,0.05248091603053435
18,1048,"ionian-(4, 5, 3, 6)",55,0.05248091603053435
18,1048,"ionian-(5, 4, 1, 5)",55,0.05248091603053435
18,1048,"ionian-(5, 6, 4, 1)",55,0.05248091603053435
18,1048,"ionian-(6, 4, 1, 5)",56,0.05343511450381679
19,1048,"aeolian-(1, 2, 5, 1)",55,0.05248091603053435
19,1048,"aeolian-(1, 3, 4, 1)",55,0.05248091603053435
19,1048,"aeolian-(1, 4, 5, 1)",55,0.05248091603053435
19,1048,"aeolian-(1, 6, 3, 7)",55,0.05248091603053435
19,1048,"aeolian-(1, 6, 7, 1)",56,0.05343511450381679
19,1048,"aeolian-(1, 6, 7, 3)",55,0.05248091603053435
19,1048,"aeolian-(1, 7, 6, 4)",55,0.05248091603053435
19,1048,"aeolian-(4, 7, 1, 1)",55,0.05248091603053435
19,1048,"aeolian-(7, 6, 7, 1)",55,0.05248091603053435
19,1048,"ionian-(1, 4, 5, 1)",55,0.05248091603053435
19,1048,"ionian-(1, 4, 6, 5)",55,0.05248091603053435
19,1048,"ionian-(1, 5, 6, 4)",55,0.05248091603053435
19,1048,"ionian-(1, 6, 4, 5)",55,0.05248091603053435
19,1048,"ionian-(2, 5, 1, 6)",56,0.05343511450381679
19,1048,"ionian-(4, 1, 5, 6)",55,0.05248091603053435
19,1048,"ionian-(4, 5, 3, 6)",55,0.05248091603053435
19,1048,"ionian-(5, 4, 1, 5)",55,0.05248091603053435
19,1048,"ionian-(5, 6, 4, 1)",55,0.05248091603053435
19,1048,"ionian-(6, 4, 1, 5)",56,0.05343511450381679
20,1048,"aeolian-(1, 2, 5, 1)",55,0.05248091603053435
20,1048,"aeolian-(1, 3, 4, 1)",55,0.05248091603053435
20,1048,"aeolian-(1, 4, 5, 1)",55,0.05248091603053435
20,1048,"aeolian-(1, 6, 3, 7)",55,0.05248091603053435
20,1048,"aeolian-(1, 6, 7, 1)",56,0.05343511450381679
20,1048,"aeolian-(1, 6, 7, 3)",55,0.05248091603053435
20,1048,"aeolian-(1, 7, 6, 4)",55,0.05248091603053435
20,1048,"aeolian-(4, 7, 1, 1)",55,0.05248091603053435
20,1048,"aeolian-(7, 6, 7, 1)",55,0.05248091603053435
20,1048,"ionian-(1, 4, 5, 1)",55,0.05248091603053435
20,1048,"ionian-(1, 4, 6, 5)",55,0.05248091603053435
20,1048,"ionian-(1, 5, 6, 4)",55,0.05248091603053435
20,1048,"ionian-(1, 6, 4, 5)",55,0.05248091603053435
20,1048,"ionian-(2, 5, 1, 6)",56,0.05343511450381679
20,1048,"ionian-(4, 1, 5, 6)",55,0.05248091603053435
20,1048,"ionian-(4, 5, 3, 6)",55,0.05248091603053435
20,1048,"ionian-(5, 4, 1, 5)",55,0.05248091603053435
20,1048,"ionian-(5, 6, 4, 1)",55,0.05248091603053435
20,1048,"ionian-(6, 4, 1, 5)",56,0.05343511450381679
