set_type,set_type_count,midi_program_num,count,proportion
train,14686,6,152,0.010349993190793952
train,14686,7,157,0.010690453493122701
train,14686,10,185,0.012597031186163692
train,14686,11,157,0.010690453493122701
train,14686,12,155,0.010554269372191201
train,14686,13,162,0.01103091379545145
train,14686,15,162,0.01103091379545145
train,14686,16,167,0.011371374097780197
train,14686,17,153,0.010418085251259703
train,14686,18,163,0.011099005855917199
train,14686,19,168,0.011439466158245948
train,14686,20,156,0.01062236143265695
train,14686,24,161,0.0109628217349857
train,14686,25,155,0.010554269372191201
train,14686,26,173,0.011779926460574696
train,14686,27,162,0.01103091379545145
train,14686,28,163,0.011099005855917199
train,14686,29,156,0.01062236143265695
train,14686,30,147,0.010009532888465204
train,14686,32,151,0.010281901130328203
train,14686,33,153,0.010418085251259703
train,14686,34,170,0.011575650279177447
train,14686,35,157,0.010690453493122701
train,14686,36,166,0.011303282037314448
train,14686,37,156,0.01062236143265695
train,14686,38,162,0.01103091379545145
train,14686,39,159,0.0108266376140542
train,14686,40,153,0.010418085251259703
train,14686,41,172,0.011711834400108947
train,14686,42,165,0.011235189976848699
train,14686,43,138,0.009396704344273457
train,14686,44,159,0.0108266376140542
train,14686,45,162,0.01103091379545145
train,14686,46,164,0.01116709791638295
train,14686,48,172,0.011711834400108947
train,14686,49,157,0.010690453493122701
train,14686,50,155,0.010554269372191201
train,14686,51,161,0.0109628217349857
train,14686,52,170,0.011575650279177447
train,14686,53,154,0.010486177311725452
train,14686,54,157,0.010690453493122701
train,14686,56,171,0.011643742339643196
train,14686,57,165,0.011235189976848699
train,14686,58,161,0.0109628217349857
train,14686,59,165,0.011235189976848699
train,14686,60,160,0.01089472967451995
train,14686,61,163,0.011099005855917199
train,14686,62,159,0.0108266376140542
train,14686,63,161,0.0109628217349857
train,14686,64,161,0.0109628217349857
train,14686,65,156,0.01062236143265695
train,14686,66,151,0.010281901130328203
train,14686,67,156,0.01062236143265695
train,14686,68,165,0.011235189976848699
train,14686,69,165,0.011235189976848699
train,14686,70,159,0.0108266376140542
train,14686,71,161,0.0109628217349857
train,14686,72,157,0.010690453493122701
train,14686,73,165,0.011235189976848699
train,14686,74,165,0.011235189976848699
train,14686,75,152,0.010349993190793952
train,14686,76,155,0.010554269372191201
train,14686,79,154,0.010486177311725452
train,14686,80,162,0.01103091379545145
train,14686,81,151,0.010281901130328203
train,14686,82,163,0.011099005855917199
train,14686,83,156,0.01062236143265695
train,14686,84,153,0.010418085251259703
train,14686,85,159,0.0108266376140542
train,14686,87,164,0.01116709791638295
train,14686,88,163,0.011099005855917199
train,14686,89,153,0.010418085251259703
train,14686,90,165,0.011235189976848699
train,14686,91,160,0.01089472967451995
train,14686,92,161,0.0109628217349857
train,14686,93,159,0.0108266376140542
train,14686,94,170,0.011575650279177447
train,14686,95,144,0.009805256707067955
train,14686,104,162,0.01103091379545145
train,14686,105,166,0.011303282037314448
train,14686,106,151,0.010281901130328203
train,14686,107,159,0.0108266376140542
train,14686,108,148,0.010077624948930953
train,14686,109,153,0.010418085251259703
train,14686,110,163,0.011099005855917199
train,14686,111,163,0.011099005855917199
valid,3146,0,39,0.012396694214876033
valid,3146,1,30,0.009535918626827717
valid,3146,2,28,0.008900190718372537
valid,3146,3,34,0.01080737444373808
valid,3146,4,34,0.01080737444373808
valid,3146,5,35,0.011125238397965672
valid,3146,6,39,0.012396694214876033
valid,3146,7,33,0.01048951048951049
valid,3146,10,24,0.007628734901462174
valid,3146,11,46,0.014621741894469168
valid,3146,12,35,0.011125238397965672
valid,3146,13,37,0.011760966306420852
valid,3146,15,41,0.013032422123331215
valid,3146,16,31,0.009853782581055308
valid,3146,17,27,0.008582326764144946
valid,3146,18,26,0.008264462809917356
valid,3146,19,29,0.009218054672600126
valid,3146,20,40,0.012714558169103624
valid,3146,24,34,0.01080737444373808
valid,3146,25,34,0.01080737444373808
valid,3146,26,26,0.008264462809917356
valid,3146,27,32,0.010171646535282899
valid,3146,28,35,0.011125238397965672
valid,3146,29,30,0.009535918626827717
valid,3146,30,40,0.012714558169103624
valid,3146,32,40,0.012714558169103624
valid,3146,33,40,0.012714558169103624
valid,3146,34,29,0.009218054672600126
valid,3146,35,40,0.012714558169103624
valid,3146,36,32,0.010171646535282899
valid,3146,37,32,0.010171646535282899
valid,3146,38,38,0.012078830260648443
valid,3146,39,40,0.012714558169103624
valid,3146,40,37,0.011760966306420852
valid,3146,41,25,0.007946598855689765
valid,3146,42,26,0.008264462809917356
valid,3146,43,40,0.012714558169103624
valid,3146,44,38,0.012078830260648443
valid,3146,45,33,0.01048951048951049
valid,3146,46,36,0.01144310235219326
valid,3146,48,25,0.007946598855689765
valid,3146,49,36,0.01144310235219326
valid,3146,50,36,0.01144310235219326
valid,3146,51,34,0.01080737444373808
valid,3146,52,31,0.009853782581055308
valid,3146,53,41,0.013032422123331215
valid,3146,54,26,0.008264462809917356
valid,3146,56,27,0.008582326764144946
valid,3146,57,23,0.007310870947234584
valid,3146,58,37,0.011760966306420852
valid,3146,59,34,0.01080737444373808
valid,3146,60,32,0.010171646535282899
valid,3146,61,33,0.01048951048951049
valid,3146,62,31,0.009853782581055308
valid,3146,63,35,0.011125238397965672
valid,3146,64,35,0.011125238397965672
valid,3146,65,44,0.013986013986013986
valid,3146,66,37,0.011760966306420852
valid,3146,67,38,0.012078830260648443
valid,3146,68,35,0.011125238397965672
valid,3146,69,31,0.009853782581055308
valid,3146,70,40,0.012714558169103624
valid,3146,71,35,0.011125238397965672
valid,3146,72,41,0.013032422123331215
valid,3146,73,33,0.01048951048951049
valid,3146,74,30,0.009535918626827717
valid,3146,75,44,0.013986013986013986
valid,3146,76,37,0.011760966306420852
valid,3146,79,34,0.01080737444373808
valid,3146,80,35,0.011125238397965672
valid,3146,81,34,0.01080737444373808
valid,3146,82,33,0.01048951048951049
valid,3146,83,39,0.012396694214876033
valid,3146,84,33,0.01048951048951049
valid,3146,85,35,0.011125238397965672
valid,3146,87,33,0.01048951048951049
valid,3146,88,30,0.009535918626827717
valid,3146,89,31,0.009853782581055308
valid,3146,90,35,0.011125238397965672
valid,3146,91,31,0.009853782581055308
valid,3146,92,32,0.010171646535282899
valid,3146,93,41,0.013032422123331215
valid,3146,94,30,0.009535918626827717
valid,3146,95,44,0.013986013986013986
valid,3146,104,31,0.009853782581055308
valid,3146,105,28,0.008900190718372537
valid,3146,106,41,0.013032422123331215
valid,3146,107,37,0.011760966306420852
valid,3146,108,32,0.010171646535282899
valid,3146,109,38,0.012078830260648443
valid,3146,110,27,0.008582326764144946
valid,3146,111,36,0.01144310235219326
