fold,fold_count,midi_category,count,proportion
9,773,String Timbres,56,0.07244501940491592
9,773,Synth Lead,58,0.07503234152652005
9,773,Synth Pad,76,0.09831824062095731
10,773,Bass Timbres,64,0.08279430789133248
10,773,Brass Timbres,61,0.07891332470892627
10,773,Chromatic Percussion,41,0.05304010349288487
10,773,Ensemble Timbres,55,0.07115135834411385
10,773,Ethnic Timbres,71,0.09184993531694696
10,773,Guitar Timbres,65,0.08408796895213455
10,773,Organ Timbres,54,0.06985769728331177
10,773,Piano Timbres,71,0.09184993531694696
10,773,Pipe Timbres,54,0.06985769728331177
10,773,Reed Timbres,66,0.08538163001293662
10,773,String Timbres,48,0.06209573091849936
10,773,Synth Lead,65,0.08408796895213455
10,773,Synth Pad,58,0.07503234152652005
11,773,Bass Timbres,60,0.0776196636481242
11,773,Brass Timbres,66,0.08538163001293662
11,773,Chromatic Percussion,42,0.054333764553686936
11,773,Ensemble Timbres,62,0.08020698576972833
11,773,Ethnic Timbres,67,0.08667529107373868
11,773,Guitar Timbres,58,0.07503234152652005
11,773,Organ Timbres,44,0.056921086675291076
11,773,Piano Timbres,73,0.09443725743855111
11,773,Pipe Timbres,39,0.05045278137128073
11,773,Reed Timbres,65,0.08408796895213455
11,773,String Timbres,56,0.07244501940491592
11,773,Synth Lead,64,0.08279430789133248
11,773,Synth Pad,77,0.09961190168175939
12,773,Bass Timbres,72,0.09314359637774904
12,773,Brass Timbres,69,0.08926261319534283
12,773,Chromatic Percussion,50,0.0646830530401035
12,773,Ensemble Timbres,52,0.06727037516170764
12,773,Ethnic Timbres,72,0.09314359637774904
12,773,Guitar Timbres,46,0.059508408796895215
12,773,Organ Timbres,43,0.05562742561448901
12,773,Piano Timbres,73,0.09443725743855111
12,773,Pipe Timbres,61,0.07891332470892627
12,773,Reed Timbres,63,0.0815006468305304
12,773,String Timbres,56,0.07244501940491592
12,773,Synth Lead,50,0.0646830530401035
12,773,Synth Pad,66,0.08538163001293662
13,773,Bass Timbres,60,0.0776196636481242
13,773,Brass Timbres,79,0.10219922380336352
13,773,Chromatic Percussion,44,0.056921086675291076
13,773,Ensemble Timbres,55,0.07115135834411385
13,773,Ethnic Timbres,59,0.07632600258732213
13,773,Guitar Timbres,67,0.08667529107373868
13,773,Organ Timbres,31,0.040103492884864166
13,773,Piano Timbres,76,0.09831824062095731
13,773,Pipe Timbres,50,0.0646830530401035
13,773,Reed Timbres,91,0.11772315653298837
13,773,String Timbres,44,0.056921086675291076
13,773,Synth Lead,52,0.06727037516170764
13,773,Synth Pad,65,0.08408796895213455
14,773,Bass Timbres,64,0.08279430789133248
14,773,Brass Timbres,75,0.09702457956015524
14,773,Chromatic Percussion,41,0.05304010349288487
14,773,Ensemble Timbres,61,0.07891332470892627
14,773,Ethnic Timbres,59,0.07632600258732213
14,773,Guitar Timbres,60,0.0776196636481242
14,773,Organ Timbres,44,0.056921086675291076
14,773,Piano Timbres,62,0.08020698576972833
14,773,Pipe Timbres,44,0.056921086675291076
14,773,Reed Timbres,84,0.10866752910737387
14,773,String Timbres,70,0.0905562742561449
14,773,Synth Lead,52,0.06727037516170764
14,773,Synth Pad,57,0.07373868046571799
15,773,Bass Timbres,76,0.09831824062095731
15,773,Brass Timbres,73,0.09443725743855111
15,773,Chromatic Percussion,42,0.054333764553686936
15,773,Ensemble Timbres,59,0.07632600258732213
15,773,Ethnic Timbres,74,0.09573091849935318
15,773,Guitar Timbres,45,0.05821474773609315
15,773,Organ Timbres,26,0.03363518758085382
15,773,Piano Timbres,67,0.08667529107373868
15,773,Pipe Timbres,52,0.06727037516170764
15,773,Reed Timbres,65,0.08408796895213455
15,773,String Timbres,66,0.08538163001293662
15,773,Synth Lead,57,0.07373868046571799
15,773,Synth Pad,71,0.09184993531694696
16,773,Bass Timbres,62,0.08020698576972833
16,773,Brass Timbres,53,0.06856403622250971
16,773,Chromatic Percussion,39,0.05045278137128073
16,773,Ensemble Timbres,56,0.07244501940491592
16,773,Ethnic Timbres,71,0.09184993531694696
16,773,Guitar Timbres,63,0.0815006468305304
16,773,Organ Timbres,41,0.05304010349288487
16,773,Piano Timbres,71,0.09184993531694696
16,773,Pipe Timbres,62,0.08020698576972833
16,773,Reed Timbres,62,0.08020698576972833
16,773,String Timbres,71,0.09184993531694696
16,773,Synth Lead,58,0.07503234152652005
16,773,Synth Pad,64,0.08279430789133248
17,772,Bass Timbres,54,0.06994818652849741
17,772,Brass Timbres,76,0.09844559585492228
17,772,Chromatic Percussion,36,0.046632124352331605
17,772,Ensemble Timbres,57,0.07383419689119171
17,772,Ethnic Timbres,63,0.08160621761658031
17,772,Guitar Timbres,73,0.09455958549222798
17,772,Organ Timbres,37,0.04792746113989638
17,772,Piano Timbres,60,0.07772020725388601
17,772,Pipe Timbres,46,0.05958549222797928
17,772,Reed Timbres,59,0.07642487046632125
17,772,String Timbres,62,0.08031088082901555
17,772,Synth Lead,63,0.08160621761658031
17,772,Synth Pad,86,0.11139896373056996
18,772,Bass Timbres,70,0.09067357512953368
18,772,Brass Timbres,69,0.08937823834196891
18,772,Chromatic Percussion,44,0.05699481865284974
18,772,Ensemble Timbres,58,0.07512953367875648
18,772,Ethnic Timbres,76,0.09844559585492228
18,772,Guitar Timbres,57,0.07383419689119171
18,772,Organ Timbres,31,0.040155440414507776
18,772,Piano Timbres,67,0.08678756476683938
18,772,Pipe Timbres,53,0.06865284974093265
18,772,Reed Timbres,60,0.07772020725388601
18,772,String Timbres,52,0.06735751295336788
18,772,Synth Lead,60,0.07772020725388601
18,772,Synth Pad,75,0.09715025906735751
19,772,Bass Timbres,70,0.09067357512953368
19,772,Brass Timbres,73,0.09455958549222798
19,772,Chromatic Percussion,40,0.05181347150259068
19,772,Ensemble Timbres,61,0.07901554404145078
19,772,Ethnic Timbres,69,0.08937823834196891
19,772,Guitar Timbres,54,0.06994818652849741
19,772,Organ Timbres,33,0.042746113989637305
19,772,Piano Timbres,60,0.07772020725388601
19,772,Pipe Timbres,44,0.05699481865284974
19,772,Reed Timbres,56,0.07253886010362695
19,772,String Timbres,72,0.09326424870466321
19,772,Synth Lead,64,0.08290155440414508
19,772,Synth Pad,76,0.09844559585492228
20,772,Bass Timbres,67,0.08678756476683938
20,772,Brass Timbres,70,0.09067357512953368
20,772,Chromatic Percussion,39,0.050518134715025906
20,772,Ensemble Timbres,63,0.08160621761658031
20,772,Ethnic Timbres,66,0.08549222797927461
20,772,Guitar Timbres,56,0.07253886010362695
20,772,Organ Timbres,38,0.04922279792746114
20,772,Piano Timbres,75,0.09715025906735751
20,772,Pipe Timbres,45,0.05829015544041451
20,772,Reed Timbres,63,0.08160621761658031
20,772,String Timbres,60,0.07772020725388601
20,772,Synth Lead,65,0.08419689119170985
20,772,Synth Pad,65,0.08419689119170985
