fold,fold_count,bpm,count,proportion
1,202,181,2,0.009900990099009901
1,202,182,2,0.009900990099009901
1,202,183,2,0.009900990099009901
1,202,184,1,0.0049504950495049506
1,202,185,2,0.009900990099009901
1,202,186,2,0.009900990099009901
2,202,74,2,0.009900990099009901
2,202,75,2,0.009900990099009901
2,202,76,2,0.009900990099009901
2,202,77,1,0.0049504950495049506
2,202,78,2,0.009900990099009901
2,202,79,2,0.009900990099009901
2,202,80,2,0.009900990099009901
2,202,81,1,0.0049504950495049506
2,202,82,2,0.009900990099009901
2,202,83,2,0.009900990099009901
2,202,84,2,0.009900990099009901
2,202,85,2,0.009900990099009901
2,202,86,1,0.0049504950495049506
2,202,87,2,0.009900990099009901
2,202,88,2,0.009900990099009901
2,202,89,2,0.009900990099009901
2,202,90,2,0.009900990099009901
2,202,91,1,0.0049504950495049506
2,202,92,2,0.009900990099009901
2,202,93,2,0.009900990099009901
2,202,94,2,0.009900990099009901
2,202,95,1,0.0049504950495049506
2,202,96,2,0.009900990099009901
2,202,97,2,0.009900990099009901
2,202,98,2,0.009900990099009901
2,202,99,2,0.009900990099009901
2,202,100,1,0.0049504950495049506
2,202,101,2,0.009900990099009901
2,202,102,2,0.009900990099009901
2,202,103,2,0.009900990099009901
2,202,104,2,0.009900990099009901
2,202,105,1,0.0049504950495049506
2,202,106,2,0.009900990099009901
2,202,107,2,0.009900990099009901
2,202,108,2,0.009900990099009901
2,202,109,1,0.0049504950495049506
2,202,110,2,0.009900990099009901
2,202,111,2,0.009900990099009901
2,202,112,2,0.009900990099009901
2,202,113,2,0.009900990099009901
2,202,114,1,0.0049504950495049506
2,202,115,2,0.009900990099009901
2,202,116,2,0.009900990099009901
2,202,117,2,0.009900990099009901
2,202,118,2,0.009900990099009901
2,202,119,1,0.0049504950495049506
2,202,120,2,0.009900990099009901
2,202,121,2,0.009900990099009901
2,202,122,2,0.009900990099009901
2,202,123,1,0.0049504950495049506
2,202,124,2,0.009900990099009901
2,202,125,2,0.009900990099009901
2,202,126,2,0.009900990099009901
2,202,127,2,0.009900990099009901
2,202,128,1,0.0049504950495049506
2,202,129,2,0.009900990099009901
2,202,130,2,0.009900990099009901
2,202,131,2,0.009900990099009901
2,202,132,2,0.009900990099009901
2,202,133,1,0.0049504950495049506
2,202,134,2,0.009900990099009901
2,202,135,2,0.009900990099009901
2,202,136,2,0.009900990099009901
2,202,137,1,0.0049504950495049506
2,202,138,2,0.009900990099009901
2,202,139,2,0.009900990099009901
2,202,140,2,0.009900990099009901
2,202,141,2,0.009900990099009901
2,202,142,1,0.0049504950495049506
2,202,143,2,0.009900990099009901
2,202,144,2,0.009900990099009901
2,202,145,2,0.009900990099009901
2,202,146,2,0.009900990099009901
2,202,147,1,0.0049504950495049506
2,202,148,2,0.009900990099009901
2,202,149,2,0.009900990099009901
2,202,150,2,0.009900990099009901
2,202,151,1,0.0049504950495049506
2,202,152,2,0.009900990099009901
2,202,153,2,0.009900990099009901
2,202,154,2,0.009900990099009901
2,202,155,2,0.009900990099009901
2,202,156,1,0.0049504950495049506
2,202,157,2,0.009900990099009901
2,202,158,2,0.009900990099009901
2,202,159,2,0.009900990099009901
2,202,160,2,0.009900990099009901
2,202,161,1,0.0049504950495049506
2,202,162,2,0.009900990099009901
2,202,163,2,0.009900990099009901
2,202,164,2,0.009900990099009901
2,202,165,1,0.0049504950495049506
2,202,166,2,0.009900990099009901
2,202,167,2,0.009900990099009901
2,202,168,2,0.009900990099009901
2,202,169,2,0.009900990099009901
2,202,170,1,0.0049504950495049506
2,202,171,2,0.009900990099009901
2,202,172,2,0.009900990099009901
2,202,173,2,0.009900990099009901
2,202,174,2,0.009900990099009901
2,202,175,1,0.0049504950495049506
2,202,176,2,0.009900990099009901
2,202,177,2,0.009900990099009901
2,202,178,2,0.009900990099009901
2,202,179,1,0.0049504950495049506
2,202,180,2,0.009900990099009901
2,202,181,2,0.009900990099009901
2,202,182,2,0.009900990099009901
2,202,183,2,0.009900990099009901
2,202,184,1,0.0049504950495049506
2,202,185,2,0.009900990099009901
2,202,186,2,0.009900990099009901
3,202,74,2,0.009900990099009901
3,202,75,2,0.009900990099009901
3,202,76,1,0.0049504950495049506
3,202,77,2,0.009900990099009901
3,202,78,2,0.009900990099009901
3,202,79,2,0.009900990099009901
3,202,80,2,0.009900990099009901
3,202,81,1,0.0049504950495049506
3,202,82,2,0.009900990099009901
3,202,83,2,0.009900990099009901
3,202,84,2,0.009900990099009901
3,202,85,2,0.009900990099009901
3,202,86,1,0.0049504950495049506
3,202,87,2,0.009900990099009901
3,202,88,2,0.009900990099009901
3,202,89,2,0.009900990099009901
3,202,90,1,0.0049504950495049506
3,202,91,2,0.009900990099009901
3,202,92,2,0.009900990099009901
3,202,93,2,0.009900990099009901
3,202,94,2,0.009900990099009901
3,202,95,1,0.0049504950495049506
3,202,96,2,0.009900990099009901
3,202,97,2,0.009900990099009901
3,202,98,2,0.009900990099009901
3,202,99,2,0.009900990099009901
3,202,100,1,0.0049504950495049506
3,202,101,2,0.009900990099009901
3,202,102,2,0.009900990099009901
3,202,103,2,0.009900990099009901
3,202,104,1,0.0049504950495049506
3,202,105,2,0.009900990099009901
3,202,106,2,0.009900990099009901
3,202,107,2,0.009900990099009901
3,202,108,2,0.009900990099009901
3,202,109,1,0.0049504950495049506
3,202,110,2,0.009900990099009901
3,202,111,2,0.009900990099009901
3,202,112,2,0.009900990099009901
3,202,113,2,0.009900990099009901
3,202,114,1,0.0049504950495049506
3,202,115,2,0.009900990099009901
3,202,116,2,0.009900990099009901
3,202,117,2,0.009900990099009901
3,202,118,1,0.0049504950495049506
3,202,119,2,0.009900990099009901
3,202,120,2,0.009900990099009901
3,202,121,2,0.009900990099009901
3,202,122,2,0.009900990099009901
3,202,123,1,0.0049504950495049506
3,202,124,2,0.009900990099009901
3,202,125,2,0.009900990099009901
3,202,126,2,0.009900990099009901
3,202,127,2,0.009900990099009901
3,202,128,1,0.0049504950495049506
3,202,129,2,0.009900990099009901
3,202,130,2,0.009900990099009901
3,202,131,2,0.009900990099009901
3,202,132,1,0.0049504950495049506
3,202,133,2,0.009900990099009901
3,202,134,2,0.009900990099009901
3,202,135,2,0.009900990099009901
3,202,136,2,0.009900990099009901
3,202,137,1,0.0049504950495049506
3,202,138,2,0.009900990099009901
3,202,139,2,0.009900990099009901
3,202,140,2,0.009900990099009901
3,202,141,2,0.009900990099009901
3,202,142,1,0.0049504950495049506
3,202,143,2,0.009900990099009901
3,202,144,2,0.009900990099009901
3,202,145,2,0.009900990099009901
3,202,146,1,0.0049504950495049506
3,202,147,2,0.009900990099009901
3,202,148,2,0.009900990099009901
3,202,149,2,0.009900990099009901
3,202,150,2,0.009900990099009901
3,202,151,1,0.0049504950495049506
3,202,152,2,0.009900990099009901
3,202,153,2,0.009900990099009901
3,202,154,2,0.009900990099009901
3,202,155,2,0.009900990099009901
3,202,156,1,0.0049504950495049506
3,202,157,2,0.009900990099009901
3,202,158,2,0.009900990099009901
3,202,159,2,0.009900990099009901
3,202,160,1,0.0049504950495049506
3,202,161,2,0.009900990099009901
3,202,162,2,0.009900990099009901
3,202,163,2,0.009900990099009901
3,202,164,2,0.009900990099009901
3,202,165,1,0.0049504950495049506
3,202,166,2,0.009900990099009901
3,202,167,2,0.009900990099009901
3,202,168,2,0.009900990099009901
3,202,169,2,0.009900990099009901
3,202,170,1,0.0049504950495049506
3,202,171,2,0.009900990099009901
3,202,172,2,0.009900990099009901
3,202,173,2,0.009900990099009901
3,202,174,1,0.0049504950495049506
3,202,175,2,0.009900990099009901
3,202,176,2,0.009900990099009901
3,202,177,2,0.009900990099009901
3,202,178,2,0.009900990099009901
3,202,179,1,0.0049504950495049506
3,202,180,2,0.009900990099009901
3,202,181,2,0.009900990099009901
3,202,182,2,0.009900990099009901
3,202,183,2,0.009900990099009901
3,202,184,1,0.0049504950495049506
3,202,185,2,0.009900990099009901
3,202,186,2,0.009900990099009901
4,202,74,2,0.009900990099009901
4,202,75,2,0.009900990099009901
4,202,76,1,0.0049504950495049506
4,202,77,2,0.009900990099009901
4,202,78,2,0.009900990099009901
4,202,79,2,0.009900990099009901
4,202,80,2,0.009900990099009901
4,202,81,1,0.0049504950495049506
4,202,82,2,0.009900990099009901
4,202,83,2,0.009900990099009901
4,202,84,2,0.009900990099009901
4,202,85,1,0.0049504950495049506
4,202,86,2,0.009900990099009901
4,202,87,2,0.009900990099009901
4,202,88,2,0.009900990099009901
4,202,89,2,0.009900990099009901
4,202,90,1,0.0049504950495049506
4,202,91,2,0.009900990099009901
4,202,92,2,0.009900990099009901
4,202,93,2,0.009900990099009901
4,202,94,2,0.009900990099009901
4,202,95,1,0.0049504950495049506
4,202,96,2,0.009900990099009901
4,202,97,2,0.009900990099009901
4,202,98,2,0.009900990099009901
4,202,99,1,0.0049504950495049506
4,202,100,2,0.009900990099009901
4,202,101,2,0.009900990099009901
4,202,102,2,0.009900990099009901
4,202,103,2,0.009900990099009901
4,202,104,1,0.0049504950495049506
4,202,105,2,0.009900990099009901
4,202,106,2,0.009900990099009901
4,202,107,2,0.009900990099009901
4,202,108,2,0.009900990099009901
4,202,109,1,0.0049504950495049506
4,202,110,2,0.009900990099009901
4,202,111,2,0.009900990099009901
4,202,112,2,0.009900990099009901
4,202,113,1,0.0049504950495049506
4,202,114,2,0.009900990099009901
4,202,115,2,0.009900990099009901
4,202,116,2,0.009900990099009901
4,202,117,2,0.009900990099009901
4,202,118,1,0.0049504950495049506
4,202,119,2,0.009900990099009901
4,202,120,2,0.009900990099009901
4,202,121,2,0.009900990099009901
4,202,122,2,0.009900990099009901
4,202,123,1,0.0049504950495049506
4,202,124,2,0.009900990099009901
4,202,125,2,0.009900990099009901
4,202,126,2,0.009900990099009901
4,202,127,1,0.0049504950495049506
4,202,128,2,0.009900990099009901
4,202,129,2,0.009900990099009901
4,202,130,2,0.009900990099009901
4,202,131,2,0.009900990099009901
4,202,132,1,0.0049504950495049506
4,202,133,2,0.009900990099009901
4,202,134,2,0.009900990099009901
4,202,135,2,0.009900990099009901
4,202,136,2,0.009900990099009901
4,202,137,1,0.0049504950495049506
4,202,138,2,0.009900990099009901
4,202,139,2,0.009900990099009901
4,202,140,2,0.009900990099009901
4,202,141,1,0.0049504950495049506
4,202,142,2,0.009900990099009901
4,202,143,2,0.009900990099009901
4,202,144,2,0.009900990099009901
4,202,145,2,0.009900990099009901
4,202,146,1,0.0049504950495049506
4,202,147,2,0.009900990099009901
4,202,148,2,0.009900990099009901
4,202,149,2,0.009900990099009901
4,202,150,2,0.009900990099009901
4,202,151,1,0.0049504950495049506
4,202,152,2,0.009900990099009901
4,202,153,2,0.009900990099009901
4,202,154,2,0.009900990099009901
4,202,155,1,0.0049504950495049506
4,202,156,2,0.009900990099009901
4,202,157,2,0.009900990099009901
4,202,158,2,0.009900990099009901
4,202,159,2,0.009900990099009901
4,202,160,1,0.0049504950495049506
4,202,161,2,0.009900990099009901
4,202,162,2,0.009900990099009901
4,202,163,2,0.009900990099009901
4,202,164,2,0.009900990099009901
4,202,165,1,0.0049504950495049506
4,202,166,2,0.009900990099009901
4,202,167,2,0.009900990099009901
4,202,168,2,0.009900990099009901
4,202,169,1,0.0049504950495049506
4,202,170,2,0.009900990099009901
4,202,171,2,0.009900990099009901
4,202,172,2,0.009900990099009901
4,202,173,2,0.009900990099009901
4,202,174,1,0.0049504950495049506
4,202,175,2,0.009900990099009901
4,202,176,2,0.009900990099009901
4,202,177,2,0.009900990099009901
4,202,178,2,0.009900990099009901
4,202,179,1,0.0049504950495049506
4,202,180,2,0.009900990099009901
4,202,181,2,0.009900990099009901
4,202,182,2,0.009900990099009901
4,202,183,1,0.0049504950495049506
4,202,184,2,0.009900990099009901
4,202,185,2,0.009900990099009901
4,202,186,2,0.009900990099009901
5,201,74,2,0.009950248756218905
5,201,75,2,0.009950248756218905
5,201,76,1,0.004975124378109453
5,201,77,2,0.009950248756218905
5,201,78,2,0.009950248756218905
5,201,79,2,0.009950248756218905
5,201,80,1,0.004975124378109453
5,201,81,2,0.009950248756218905
5,201,82,2,0.009950248756218905
5,201,83,2,0.009950248756218905
5,201,84,2,0.009950248756218905
5,201,85,1,0.004975124378109453
5,201,86,2,0.009950248756218905
5,201,87,2,0.009950248756218905
5,201,88,2,0.009950248756218905
5,201,89,2,0.009950248756218905
5,201,90,1,0.004975124378109453
5,201,91,2,0.009950248756218905
5,201,92,2,0.009950248756218905
5,201,93,2,0.009950248756218905
5,201,94,1,0.004975124378109453
5,201,95,2,0.009950248756218905
5,201,96,2,0.009950248756218905
5,201,97,2,0.009950248756218905
5,201,98,2,0.009950248756218905
5,201,99,1,0.004975124378109453
5,201,100,2,0.009950248756218905
5,201,101,2,0.009950248756218905
5,201,102,2,0.009950248756218905
5,201,103,2,0.009950248756218905
5,201,104,1,0.004975124378109453
5,201,105,2,0.009950248756218905
5,201,106,2,0.009950248756218905
5,201,107,2,0.009950248756218905
5,201,108,1,0.004975124378109453
5,201,109,2,0.009950248756218905
5,201,110,2,0.009950248756218905
5,201,111,2,0.009950248756218905
5,201,112,2,0.009950248756218905
5,201,113,1,0.004975124378109453
5,201,114,2,0.009950248756218905
5,201,115,2,0.009950248756218905
5,201,116,2,0.009950248756218905
5,201,117,2,0.009950248756218905
5,201,118,1,0.004975124378109453
5,201,119,2,0.009950248756218905
5,201,120,2,0.009950248756218905
5,201,121,2,0.009950248756218905
5,201,122,1,0.004975124378109453
5,201,123,2,0.009950248756218905
5,201,124,2,0.009950248756218905
5,201,125,2,0.009950248756218905
5,201,126,2,0.009950248756218905
5,201,127,1,0.004975124378109453
5,201,128,2,0.009950248756218905
5,201,129,2,0.009950248756218905
5,201,130,2,0.009950248756218905
5,201,131,2,0.009950248756218905
5,201,132,1,0.004975124378109453
5,201,133,2,0.009950248756218905
5,201,134,2,0.009950248756218905
5,201,135,2,0.009950248756218905
5,201,136,1,0.004975124378109453
5,201,137,2,0.009950248756218905
5,201,138,2,0.009950248756218905
5,201,139,2,0.009950248756218905
5,201,140,2,0.009950248756218905
5,201,141,1,0.004975124378109453
5,201,142,2,0.009950248756218905
5,201,143,2,0.009950248756218905
5,201,144,2,0.009950248756218905
5,201,145,2,0.009950248756218905
5,201,146,1,0.004975124378109453
5,201,147,2,0.009950248756218905
5,201,148,2,0.009950248756218905
5,201,149,2,0.009950248756218905
5,201,150,1,0.004975124378109453
5,201,151,2,0.009950248756218905
5,201,152,2,0.009950248756218905
5,201,153,2,0.009950248756218905
5,201,154,2,0.009950248756218905
5,201,155,1,0.004975124378109453
5,201,156,2,0.009950248756218905
5,201,157,2,0.009950248756218905
5,201,158,2,0.009950248756218905
5,201,159,2,0.009950248756218905
5,201,160,1,0.004975124378109453
5,201,161,2,0.009950248756218905
5,201,162,2,0.009950248756218905
5,201,163,2,0.009950248756218905
5,201,164,1,0.004975124378109453
5,201,165,2,0.009950248756218905
5,201,166,2,0.009950248756218905
5,201,167,2,0.009950248756218905
5,201,168,2,0.009950248756218905
5,201,169,1,0.004975124378109453
5,201,170,2,0.009950248756218905
5,201,171,2,0.009950248756218905
5,201,172,2,0.009950248756218905
5,201,173,2,0.009950248756218905
5,201,174,1,0.004975124378109453
5,201,175,2,0.009950248756218905
5,201,176,2,0.009950248756218905
5,201,177,2,0.009950248756218905
5,201,178,1,0.004975124378109453
5,201,179,2,0.009950248756218905
5,201,180,2,0.009950248756218905
5,201,181,2,0.009950248756218905
5,201,182,2,0.009950248756218905
5,201,183,1,0.004975124378109453
5,201,184,2,0.009950248756218905
5,201,185,2,0.009950248756218905
5,201,186,1,0.004975124378109453
6,201,74,2,0.009950248756218905
6,201,75,1,0.004975124378109453
6,201,76,2,0.009950248756218905
6,201,77,2,0.009950248756218905
6,201,78,2,0.009950248756218905
6,201,79,2,0.009950248756218905
6,201,80,1,0.004975124378109453
6,201,81,2,0.009950248756218905
6,201,82,2,0.009950248756218905
6,201,83,2,0.009950248756218905
6,201,84,2,0.009950248756218905
6,201,85,1,0.004975124378109453
6,201,86,2,0.009950248756218905
6,201,87,2,0.009950248756218905
6,201,88,2,0.009950248756218905
6,201,89,1,0.004975124378109453
6,201,90,2,0.009950248756218905
6,201,91,2,0.009950248756218905
6,201,92,2,0.009950248756218905
6,201,93,2,0.009950248756218905
6,201,94,1,0.004975124378109453
6,201,95,2,0.009950248756218905
6,201,96,2,0.009950248756218905
6,201,97,2,0.009950248756218905
6,201,98,2,0.009950248756218905
6,201,99,1,0.004975124378109453
6,201,100,2,0.009950248756218905
6,201,101,2,0.009950248756218905
6,201,102,2,0.009950248756218905
6,201,103,1,0.004975124378109453
6,201,104,2,0.009950248756218905
6,201,105,2,0.009950248756218905
6,201,106,2,0.009950248756218905
6,201,107,2,0.009950248756218905
6,201,108,1,0.004975124378109453
6,201,109,2,0.009950248756218905
6,201,110,2,0.009950248756218905
6,201,111,2,0.009950248756218905
6,201,112,2,0.009950248756218905
6,201,113,1,0.004975124378109453
6,201,114,2,0.009950248756218905
6,201,115,2,0.009950248756218905
6,201,116,2,0.009950248756218905
6,201,117,1,0.004975124378109453
6,201,118,2,0.009950248756218905
6,201,119,2,0.009950248756218905
6,201,120,2,0.009950248756218905
6,201,121,2,0.009950248756218905
6,201,122,1,0.004975124378109453
6,201,123,2,0.009950248756218905
6,201,124,2,0.009950248756218905
6,201,125,2,0.009950248756218905
6,201,126,2,0.009950248756218905
6,201,127,1,0.004975124378109453
6,201,128,2,0.009950248756218905
6,201,129,2,0.009950248756218905
6,201,130,2,0.009950248756218905
6,201,131,1,0.004975124378109453
6,201,132,2,0.009950248756218905
6,201,133,2,0.009950248756218905
6,201,134,2,0.009950248756218905
6,201,135,2,0.009950248756218905
6,201,136,1,0.004975124378109453
6,201,137,2,0.009950248756218905
6,201,138,2,0.009950248756218905
6,201,139,2,0.009950248756218905
6,201,140,2,0.009950248756218905
6,201,141,1,0.004975124378109453
6,201,142,2,0.009950248756218905
6,201,143,2,0.009950248756218905
6,201,144,2,0.009950248756218905
6,201,145,1,0.004975124378109453
6,201,146,2,0.009950248756218905
6,201,147,2,0.009950248756218905
6,201,148,2,0.009950248756218905
6,201,149,2,0.009950248756218905
6,201,150,1,0.004975124378109453
6,201,151,2,0.009950248756218905
6,201,152,2,0.009950248756218905
6,201,153,2,0.009950248756218905
6,201,154,2,0.009950248756218905
6,201,155,1,0.004975124378109453
6,201,156,2,0.009950248756218905
6,201,157,2,0.009950248756218905
6,201,158,2,0.009950248756218905
6,201,159,1,0.004975124378109453
6,201,160,2,0.009950248756218905
6,201,161,2,0.009950248756218905
6,201,162,2,0.009950248756218905
6,201,163,2,0.009950248756218905
6,201,164,1,0.004975124378109453
6,201,165,2,0.009950248756218905
6,201,166,2,0.009950248756218905
6,201,167,2,0.009950248756218905
6,201,168,2,0.009950248756218905
6,201,169,1,0.004975124378109453
6,201,170,2,0.009950248756218905
6,201,171,2,0.009950248756218905
6,201,172,2,0.009950248756218905
6,201,173,1,0.004975124378109453
6,201,174,2,0.009950248756218905
6,201,175,2,0.009950248756218905
6,201,176,2,0.009950248756218905
6,201,177,2,0.009950248756218905
6,201,178,1,0.004975124378109453
6,201,179,2,0.009950248756218905
6,201,180,2,0.009950248756218905
6,201,181,2,0.009950248756218905
6,201,182,2,0.009950248756218905
6,201,183,1,0.004975124378109453
6,201,184,2,0.009950248756218905
6,201,185,2,0.009950248756218905
6,201,186,1,0.004975124378109453
7,201,74,2,0.009950248756218905
7,201,75,1,0.004975124378109453
7,201,76,2,0.009950248756218905
7,201,77,2,0.009950248756218905
7,201,78,2,0.009950248756218905
7,201,79,2,0.009950248756218905
7,201,80,1,0.004975124378109453
7,201,81,2,0.009950248756218905
7,201,82,2,0.009950248756218905
7,201,83,2,0.009950248756218905
7,201,84,1,0.004975124378109453
7,201,85,2,0.009950248756218905
7,201,86,2,0.009950248756218905
7,201,87,2,0.009950248756218905
7,201,88,2,0.009950248756218905
7,201,89,1,0.004975124378109453
7,201,90,2,0.009950248756218905
7,201,91,2,0.009950248756218905
7,201,92,2,0.009950248756218905
7,201,93,2,0.009950248756218905
7,201,94,1,0.004975124378109453
7,201,95,2,0.009950248756218905
7,201,96,2,0.009950248756218905
7,201,97,2,0.009950248756218905
7,201,98,1,0.004975124378109453
7,201,99,2,0.009950248756218905
7,201,100,2,0.009950248756218905
7,201,101,2,0.009950248756218905
7,201,102,2,0.009950248756218905
7,201,103,1,0.004975124378109453
7,201,104,2,0.009950248756218905
7,201,105,2,0.009950248756218905
7,201,106,2,0.009950248756218905
7,201,107,2,0.009950248756218905
7,201,108,1,0.004975124378109453
7,201,109,2,0.009950248756218905
7,201,110,2,0.009950248756218905
7,201,111,2,0.009950248756218905
7,201,112,1,0.004975124378109453
7,201,113,2,0.009950248756218905
7,201,114,2,0.009950248756218905
7,201,115,2,0.009950248756218905
7,201,116,2,0.009950248756218905
7,201,117,1,0.004975124378109453
7,201,118,2,0.009950248756218905
7,201,119,2,0.009950248756218905
7,201,120,2,0.009950248756218905
7,201,121,2,0.009950248756218905
7,201,122,1,0.004975124378109453
7,201,123,2,0.009950248756218905
7,201,124,2,0.009950248756218905
7,201,125,2,0.009950248756218905
7,201,126,1,0.004975124378109453
7,201,127,2,0.009950248756218905
7,201,128,2,0.009950248756218905
7,201,129,2,0.009950248756218905
7,201,130,2,0.009950248756218905
7,201,131,1,0.004975124378109453
7,201,132,2,0.009950248756218905
7,201,133,2,0.009950248756218905
7,201,134,2,0.009950248756218905
7,201,135,2,0.009950248756218905
7,201,136,1,0.004975124378109453
7,201,137,2,0.009950248756218905
7,201,138,2,0.009950248756218905
7,201,139,2,0.009950248756218905
7,201,140,1,0.004975124378109453
7,201,141,2,0.009950248756218905
7,201,142,2,0.009950248756218905
7,201,143,2,0.009950248756218905
7,201,144,2,0.009950248756218905
7,201,145,1,0.004975124378109453
7,201,146,2,0.009950248756218905
7,201,147,2,0.009950248756218905
7,201,148,2,0.009950248756218905
7,201,149,2,0.009950248756218905
7,201,150,1,0.004975124378109453
7,201,151,2,0.009950248756218905
7,201,152,2,0.009950248756218905
7,201,153,2,0.009950248756218905
7,201,154,1,0.004975124378109453
7,201,155,2,0.009950248756218905
7,201,156,2,0.009950248756218905
7,201,157,2,0.009950248756218905
7,201,158,2,0.009950248756218905
7,201,159,1,0.004975124378109453
7,201,160,2,0.009950248756218905
7,201,161,2,0.009950248756218905
7,201,162,2,0.009950248756218905
7,201,163,2,0.009950248756218905
7,201,164,1,0.004975124378109453
7,201,165,2,0.009950248756218905
7,201,166,2,0.009950248756218905
7,201,167,2,0.009950248756218905
7,201,168,1,0.004975124378109453
7,201,169,2,0.009950248756218905
7,201,170,2,0.009950248756218905
7,201,171,2,0.009950248756218905
7,201,172,2,0.009950248756218905
7,201,173,1,0.004975124378109453
7,201,174,2,0.009950248756218905
7,201,175,2,0.009950248756218905
7,201,176,2,0.009950248756218905
7,201,177,2,0.009950248756218905
7,201,178,1,0.004975124378109453
7,201,179,2,0.009950248756218905
7,201,180,2,0.009950248756218905
7,201,181,2,0.009950248756218905
7,201,182,1,0.004975124378109453
7,201,183,2,0.009950248756218905
7,201,184,2,0.009950248756218905
7,201,185,2,0.009950248756218905
7,201,186,1,0.004975124378109453
8,201,74,2,0.009950248756218905
8,201,75,1,0.004975124378109453
8,201,76,2,0.009950248756218905
8,201,77,2,0.009950248756218905
8,201,78,2,0.009950248756218905
8,201,79,1,0.004975124378109453
8,201,80,2,0.009950248756218905
8,201,81,2,0.009950248756218905
8,201,82,2,0.009950248756218905
8,201,83,2,0.009950248756218905
8,201,84,1,0.004975124378109453
8,201,85,2,0.009950248756218905
8,201,86,2,0.009950248756218905
8,201,87,2,0.009950248756218905
8,201,88,2,0.009950248756218905
8,201,89,1,0.004975124378109453
8,201,90,2,0.009950248756218905
8,201,91,2,0.009950248756218905
8,201,92,2,0.009950248756218905
8,201,93,1,0.004975124378109453
8,201,94,2,0.009950248756218905
8,201,95,2,0.009950248756218905
8,201,96,2,0.009950248756218905
8,201,97,2,0.009950248756218905
