fold,fold_count,midi_program_num,count,proportion
1,663,107,6,0.00904977375565611
1,663,108,6,0.00904977375565611
1,663,109,4,0.006033182503770739
1,663,110,5,0.007541478129713424
1,663,111,8,0.012066365007541479
2,663,0,10,0.015082956259426848
2,663,1,10,0.015082956259426848
2,663,2,8,0.012066365007541479
2,663,3,8,0.012066365007541479
2,663,4,4,0.006033182503770739
2,663,5,5,0.007541478129713424
2,663,6,5,0.007541478129713424
2,663,7,5,0.007541478129713424
2,663,10,11,0.016591251885369532
2,663,11,3,0.004524886877828055
2,663,12,8,0.012066365007541479
2,663,13,8,0.012066365007541479
2,663,15,8,0.012066365007541479
2,663,16,4,0.006033182503770739
2,663,17,8,0.012066365007541479
2,663,18,5,0.007541478129713424
2,663,19,7,0.010558069381598794
2,663,20,14,0.021116138763197588
2,663,24,9,0.013574660633484163
2,663,25,4,0.006033182503770739
2,663,26,6,0.00904977375565611
2,663,27,9,0.013574660633484163
2,663,28,4,0.006033182503770739
2,663,29,2,0.0030165912518853697
2,663,30,6,0.00904977375565611
2,663,32,8,0.012066365007541479
2,663,33,6,0.00904977375565611
2,663,34,6,0.00904977375565611
2,663,35,12,0.01809954751131222
2,663,36,2,0.0030165912518853697
2,663,37,11,0.016591251885369532
2,663,38,9,0.013574660633484163
2,663,39,5,0.007541478129713424
2,663,40,7,0.010558069381598794
2,663,41,8,0.012066365007541479
2,663,42,6,0.00904977375565611
2,663,43,7,0.010558069381598794
2,663,44,12,0.01809954751131222
2,663,45,3,0.004524886877828055
2,663,46,5,0.007541478129713424
2,663,48,10,0.015082956259426848
2,663,49,9,0.013574660633484163
2,663,50,7,0.010558069381598794
2,663,51,7,0.010558069381598794
2,663,52,6,0.00904977375565611
2,663,53,12,0.01809954751131222
2,663,54,9,0.013574660633484163
2,663,56,5,0.007541478129713424
2,663,57,3,0.004524886877828055
2,663,58,7,0.010558069381598794
2,663,59,4,0.006033182503770739
2,663,60,10,0.015082956259426848
2,663,61,5,0.007541478129713424
2,663,62,7,0.010558069381598794
2,663,63,7,0.010558069381598794
2,663,64,9,0.013574660633484163
2,663,65,6,0.00904977375565611
2,663,66,10,0.015082956259426848
2,663,67,7,0.010558069381598794
2,663,68,5,0.007541478129713424
2,663,69,6,0.00904977375565611
2,663,70,11,0.016591251885369532
2,663,71,8,0.012066365007541479
2,663,72,11,0.016591251885369532
2,663,73,12,0.01809954751131222
2,663,74,4,0.006033182503770739
2,663,75,3,0.004524886877828055
2,663,76,9,0.013574660633484163
2,663,79,10,0.015082956259426848
2,663,80,4,0.006033182503770739
2,663,81,10,0.015082956259426848
2,663,82,6,0.00904977375565611
2,663,83,4,0.006033182503770739
2,663,84,7,0.010558069381598794
2,663,85,5,0.007541478129713424
2,663,87,4,0.006033182503770739
2,663,88,12,0.01809954751131222
2,663,89,6,0.00904977375565611
2,663,90,10,0.015082956259426848
2,663,91,8,0.012066365007541479
2,663,92,11,0.016591251885369532
2,663,93,6,0.00904977375565611
2,663,94,5,0.007541478129713424
2,663,95,12,0.01809954751131222
2,663,104,9,0.013574660633484163
2,663,105,5,0.007541478129713424
2,663,106,8,0.012066365007541479
2,663,107,6,0.00904977375565611
2,663,108,9,0.013574660633484163
2,663,109,6,0.00904977375565611
2,663,110,6,0.00904977375565611
2,663,111,7,0.010558069381598794
3,663,0,10,0.015082956259426848
3,663,1,4,0.006033182503770739
3,663,2,12,0.01809954751131222
3,663,3,7,0.010558069381598794
3,663,4,6,0.00904977375565611
3,663,5,3,0.004524886877828055
3,663,6,7,0.010558069381598794
3,663,7,6,0.00904977375565611
3,663,10,9,0.013574660633484163
3,663,11,4,0.006033182503770739
3,663,12,8,0.012066365007541479
3,663,13,10,0.015082956259426848
3,663,15,6,0.00904977375565611
3,663,16,9,0.013574660633484163
3,663,17,8,0.012066365007541479
3,663,18,11,0.016591251885369532
3,663,19,6,0.00904977375565611
3,663,20,10,0.015082956259426848
3,663,24,10,0.015082956259426848
3,663,25,6,0.00904977375565611
3,663,26,5,0.007541478129713424
3,663,27,7,0.010558069381598794
3,663,28,7,0.010558069381598794
3,663,29,6,0.00904977375565611
3,663,30,5,0.007541478129713424
3,663,32,5,0.007541478129713424
3,663,33,9,0.013574660633484163
3,663,34,12,0.01809954751131222
3,663,35,5,0.007541478129713424
3,663,36,10,0.015082956259426848
3,663,37,4,0.006033182503770739
3,663,38,5,0.007541478129713424
3,663,39,3,0.004524886877828055
3,663,40,7,0.010558069381598794
3,663,41,8,0.012066365007541479
3,663,42,5,0.007541478129713424
3,663,43,9,0.013574660633484163
3,663,44,2,0.0030165912518853697
3,663,45,9,0.013574660633484163
3,663,46,3,0.004524886877828055
3,663,48,5,0.007541478129713424
3,663,49,7,0.010558069381598794
3,663,50,9,0.013574660633484163
3,663,51,9,0.013574660633484163
3,663,52,8,0.012066365007541479
3,663,53,9,0.013574660633484163
3,663,54,5,0.007541478129713424
3,663,56,8,0.012066365007541479
3,663,57,13,0.0196078431372549
3,663,58,4,0.006033182503770739
3,663,59,3,0.004524886877828055
3,663,60,1,0.0015082956259426848
3,663,61,11,0.016591251885369532
3,663,62,7,0.010558069381598794
3,663,63,7,0.010558069381598794
3,663,64,8,0.012066365007541479
3,663,65,3,0.004524886877828055
3,663,66,7,0.010558069381598794
3,663,67,8,0.012066365007541479
3,663,68,11,0.016591251885369532
3,663,69,9,0.013574660633484163
3,663,70,5,0.007541478129713424
3,663,71,3,0.004524886877828055
3,663,72,12,0.01809954751131222
3,663,73,7,0.010558069381598794
3,663,74,9,0.013574660633484163
3,663,75,9,0.013574660633484163
3,663,76,8,0.012066365007541479
3,663,79,9,0.013574660633484163
3,663,80,12,0.01809954751131222
3,663,81,7,0.010558069381598794
3,663,82,5,0.007541478129713424
3,663,83,10,0.015082956259426848
3,663,84,9,0.013574660633484163
3,663,85,5,0.007541478129713424
3,663,87,6,0.00904977375565611
3,663,88,9,0.013574660633484163
3,663,89,5,0.007541478129713424
3,663,90,4,0.006033182503770739
3,663,91,5,0.007541478129713424
3,663,92,8,0.012066365007541479
3,663,93,7,0.010558069381598794
3,663,94,7,0.010558069381598794
3,663,95,10,0.015082956259426848
3,663,104,11,0.016591251885369532
3,663,105,9,0.013574660633484163
3,663,106,7,0.010558069381598794
3,663,107,11,0.016591251885369532
3,663,108,4,0.006033182503770739
3,663,109,7,0.010558069381598794
3,663,110,6,0.00904977375565611
3,663,111,7,0.010558069381598794
4,663,0,9,0.013574660633484163
4,663,1,5,0.007541478129713424
4,663,2,4,0.006033182503770739
4,663,3,14,0.021116138763197588
4,663,4,6,0.00904977375565611
4,663,5,9,0.013574660633484163
4,663,6,7,0.010558069381598794
4,663,7,8,0.012066365007541479
4,663,10,5,0.007541478129713424
4,663,11,4,0.006033182503770739
4,663,12,9,0.013574660633484163
4,663,13,11,0.016591251885369532
4,663,15,12,0.01809954751131222
4,663,16,5,0.007541478129713424
4,663,17,12,0.01809954751131222
4,663,18,9,0.013574660633484163
4,663,19,4,0.006033182503770739
4,663,20,5,0.007541478129713424
4,663,24,9,0.013574660633484163
4,663,25,7,0.010558069381598794
4,663,26,9,0.013574660633484163
4,663,27,6,0.00904977375565611
4,663,28,6,0.00904977375565611
4,663,29,5,0.007541478129713424
4,663,30,7,0.010558069381598794
4,663,32,14,0.021116138763197588
4,663,33,5,0.007541478129713424
4,663,34,10,0.015082956259426848
4,663,35,4,0.006033182503770739
4,663,36,9,0.013574660633484163
4,663,37,3,0.004524886877828055
4,663,38,5,0.007541478129713424
4,663,39,9,0.013574660633484163
4,663,40,6,0.00904977375565611
4,663,41,7,0.010558069381598794
4,663,42,4,0.006033182503770739
4,663,43,9,0.013574660633484163
4,663,44,3,0.004524886877828055
4,663,45,7,0.010558069381598794
4,663,46,2,0.0030165912518853697
4,663,48,5,0.007541478129713424
4,663,49,9,0.013574660633484163
4,663,50,5,0.007541478129713424
4,663,51,8,0.012066365007541479
4,663,52,11,0.016591251885369532
4,663,53,11,0.016591251885369532
4,663,54,9,0.013574660633484163
4,663,56,8,0.012066365007541479
4,663,57,4,0.006033182503770739
4,663,58,8,0.012066365007541479
4,663,59,10,0.015082956259426848
4,663,60,6,0.00904977375565611
4,663,61,6,0.00904977375565611
4,663,62,6,0.00904977375565611
4,663,63,9,0.013574660633484163
4,663,64,8,0.012066365007541479
4,663,65,4,0.006033182503770739
4,663,66,7,0.010558069381598794
4,663,67,9,0.013574660633484163
4,663,68,11,0.016591251885369532
4,663,69,10,0.015082956259426848
4,663,70,6,0.00904977375565611
4,663,71,8,0.012066365007541479
4,663,72,4,0.006033182503770739
4,663,73,6,0.00904977375565611
4,663,74,6,0.00904977375565611
4,663,75,3,0.004524886877828055
4,663,76,7,0.010558069381598794
4,663,79,2,0.0030165912518853697
4,663,80,7,0.010558069381598794
4,663,81,5,0.007541478129713424
4,663,82,10,0.015082956259426848
4,663,83,11,0.016591251885369532
4,663,84,10,0.015082956259426848
4,663,85,10,0.015082956259426848
4,663,87,10,0.015082956259426848
4,663,88,7,0.010558069381598794
4,663,89,12,0.01809954751131222
4,663,90,9,0.013574660633484163
4,663,91,8,0.012066365007541479
4,663,92,4,0.006033182503770739
4,663,93,7,0.010558069381598794
4,663,94,5,0.007541478129713424
4,663,95,4,0.006033182503770739
4,663,104,6,0.00904977375565611
4,663,105,8,0.012066365007541479
4,663,106,2,0.0030165912518853697
4,663,107,5,0.007541478129713424
4,663,108,10,0.015082956259426848
4,663,109,6,0.00904977375565611
4,663,110,9,0.013574660633484163
4,663,111,8,0.012066365007541479
5,663,0,11,0.016591251885369532
5,663,1,7,0.010558069381598794
5,663,2,11,0.016591251885369532
5,663,3,4,0.006033182503770739
5,663,4,9,0.013574660633484163
5,663,5,8,0.012066365007541479
5,663,6,9,0.013574660633484163
5,663,7,6,0.00904977375565611
5,663,10,5,0.007541478129713424
5,663,11,9,0.013574660633484163
5,663,12,4,0.006033182503770739
5,663,13,7,0.010558069381598794
5,663,15,7,0.010558069381598794
5,663,16,5,0.007541478129713424
5,663,17,6,0.00904977375565611
5,663,18,11,0.016591251885369532
5,663,19,8,0.012066365007541479
5,663,20,2,0.0030165912518853697
5,663,24,5,0.007541478129713424
5,663,25,13,0.0196078431372549
5,663,26,11,0.016591251885369532
5,663,27,5,0.007541478129713424
5,663,28,6,0.00904977375565611
5,663,29,7,0.010558069381598794
5,663,30,6,0.00904977375565611
5,663,32,12,0.01809954751131222
5,663,33,5,0.007541478129713424
5,663,34,4,0.006033182503770739
5,663,35,5,0.007541478129713424
5,663,36,10,0.015082956259426848
5,663,37,8,0.012066365007541479
5,663,38,4,0.006033182503770739
5,663,39,8,0.012066365007541479
5,663,40,7,0.010558069381598794
5,663,41,6,0.00904977375565611
5,663,42,5,0.007541478129713424
5,663,43,11,0.016591251885369532
5,663,44,8,0.012066365007541479
5,663,45,11,0.016591251885369532
5,663,46,3,0.004524886877828055
5,663,48,7,0.010558069381598794
5,663,49,5,0.007541478129713424
5,663,50,6,0.00904977375565611
5,663,51,5,0.007541478129713424
5,663,52,7,0.010558069381598794
5,663,53,7,0.010558069381598794
5,663,54,9,0.013574660633484163
5,663,56,8,0.012066365007541479
5,663,57,8,0.012066365007541479
5,663,58,5,0.007541478129713424
5,663,59,7,0.010558069381598794
5,663,60,11,0.016591251885369532
5,663,61,15,0.02262443438914027
5,663,62,6,0.00904977375565611
5,663,63,5,0.007541478129713424
5,663,64,4,0.006033182503770739
5,663,65,8,0.012066365007541479
5,663,66,8,0.012066365007541479
5,663,67,10,0.015082956259426848
5,663,68,6,0.00904977375565611
5,663,69,4,0.006033182503770739
5,663,70,8,0.012066365007541479
5,663,71,4,0.006033182503770739
5,663,72,13,0.0196078431372549
5,663,73,4,0.006033182503770739
5,663,74,8,0.012066365007541479
5,663,75,6,0.00904977375565611
5,663,76,8,0.012066365007541479
5,663,79,11,0.016591251885369532
5,663,80,7,0.010558069381598794
5,663,81,6,0.00904977375565611
5,663,82,3,0.004524886877828055
5,663,83,6,0.00904977375565611
5,663,84,7,0.010558069381598794
5,663,85,7,0.010558069381598794
5,663,87,9,0.013574660633484163
5,663,88,2,0.0030165912518853697
5,663,89,6,0.00904977375565611
5,663,90,8,0.012066365007541479
5,663,91,7,0.010558069381598794
5,663,92,7,0.010558069381598794
5,663,93,9,0.013574660633484163
5,663,94,5,0.007541478129713424
5,663,95,4,0.006033182503770739
5,663,104,10,0.015082956259426848
5,663,105,8,0.012066365007541479
5,663,106,11,0.016591251885369532
5,663,107,5,0.007541478129713424
5,663,108,10,0.015082956259426848
5,663,109,7,0.010558069381598794
5,663,110,6,0.00904977375565611
5,663,111,11,0.016591251885369532
6,663,0,7,0.010558069381598794
6,663,1,9,0.013574660633484163
6,663,2,6,0.00904977375565611
6,663,3,4,0.006033182503770739
6,663,4,10,0.015082956259426848
6,663,5,6,0.00904977375565611
6,663,6,14,0.021116138763197588
6,663,7,8,0.012066365007541479
6,663,10,8,0.012066365007541479
6,663,11,10,0.015082956259426848
6,663,12,8,0.012066365007541479
6,663,13,8,0.012066365007541479
6,663,15,4,0.006033182503770739
6,663,16,7,0.010558069381598794
6,663,17,7,0.010558069381598794
6,663,18,11,0.016591251885369532
6,663,19,5,0.007541478129713424
6,663,20,10,0.015082956259426848
6,663,24,6,0.00904977375565611
6,663,25,9,0.013574660633484163
6,663,26,10,0.015082956259426848
6,663,27,10,0.015082956259426848
6,663,28,5,0.007541478129713424
6,663,29,8,0.012066365007541479
6,663,30,5,0.007541478129713424
6,663,32,4,0.006033182503770739
6,663,33,5,0.007541478129713424
6,663,34,6,0.00904977375565611
6,663,35,10,0.015082956259426848
6,663,36,6,0.00904977375565611
6,663,37,12,0.01809954751131222
6,663,38,10,0.015082956259426848
6,663,39,8,0.012066365007541479
6,663,40,6,0.00904977375565611
6,663,41,7,0.010558069381598794
6,663,42,13,0.0196078431372549
6,663,43,5,0.007541478129713424
6,663,44,3,0.004524886877828055
6,663,45,10,0.015082956259426848
6,663,46,14,0.021116138763197588
6,663,48,7,0.010558069381598794
6,663,49,7,0.010558069381598794
6,663,50,4,0.006033182503770739
6,663,51,6,0.00904977375565611
6,663,52,6,0.00904977375565611
6,663,53,9,0.013574660633484163
6,663,54,6,0.00904977375565611
6,663,56,9,0.013574660633484163
6,663,57,6,0.00904977375565611
6,663,58,8,0.012066365007541479
6,663,59,6,0.00904977375565611
6,663,60,7,0.010558069381598794
6,663,61,5,0.007541478129713424
6,663,62,6,0.00904977375565611
6,663,63,3,0.004524886877828055
6,663,64,4,0.006033182503770739
6,663,65,6,0.00904977375565611
6,663,66,6,0.00904977375565611
6,663,67,8,0.012066365007541479
6,663,68,6,0.00904977375565611
6,663,69,9,0.013574660633484163
6,663,70,11,0.016591251885369532
6,663,71,8,0.012066365007541479
6,663,72,7,0.010558069381598794
6,663,73,7,0.010558069381598794
6,663,74,8,0.012066365007541479
6,663,75,6,0.00904977375565611
6,663,76,8,0.012066365007541479
6,663,79,6,0.00904977375565611
6,663,80,7,0.010558069381598794
6,663,81,6,0.00904977375565611
6,663,82,5,0.007541478129713424
6,663,83,6,0.00904977375565611
6,663,84,6,0.00904977375565611
6,663,85,6,0.00904977375565611
6,663,87,6,0.00904977375565611
6,663,88,9,0.013574660633484163
6,663,89,7,0.010558069381598794
6,663,90,7,0.010558069381598794
6,663,91,5,0.007541478129713424
6,663,92,8,0.012066365007541479
6,663,93,4,0.006033182503770739
6,663,94,9,0.013574660633484163
6,663,95,3,0.004524886877828055
6,663,104,9,0.013574660633484163
6,663,105,4,0.006033182503770739
6,663,106,9,0.013574660633484163
6,663,107,9,0.013574660633484163
6,663,108,9,0.013574660633484163
6,663,109,8,0.012066365007541479
6,663,110,9,0.013574660633484163
6,663,111,3,0.004524886877828055
7,663,0,7,0.010558069381598794
7,663,1,6,0.00904977375565611
7,663,2,6,0.00904977375565611
7,663,3,4,0.006033182503770739
7,663,4,5,0.007541478129713424
7,663,5,3,0.004524886877828055
7,663,6,6,0.00904977375565611
7,663,7,9,0.013574660633484163
7,663,10,7,0.010558069381598794
7,663,11,7,0.010558069381598794
7,663,12,10,0.015082956259426848
7,663,13,5,0.007541478129713424
7,663,15,14,0.021116138763197588
7,663,16,7,0.010558069381598794
7,663,17,10,0.015082956259426848
7,663,18,10,0.015082956259426848
7,663,19,13,0.0196078431372549
7,663,20,10,0.015082956259426848
7,663,24,7,0.010558069381598794
7,663,25,6,0.00904977375565611
7,663,26,5,0.007541478129713424
7,663,27,8,0.012066365007541479
7,663,28,7,0.010558069381598794
7,663,29,4,0.006033182503770739
7,663,30,10,0.015082956259426848
7,663,32,4,0.006033182503770739
7,663,33,9,0.013574660633484163
7,663,34,7,0.010558069381598794
7,663,35,7,0.010558069381598794
7,663,36,6,0.00904977375565611
7,663,37,6,0.00904977375565611
7,663,38,7,0.010558069381598794
7,663,39,7,0.010558069381598794
7,663,40,9,0.013574660633484163
7,663,41,9,0.013574660633484163
7,663,42,6,0.00904977375565611
7,663,43,6,0.00904977375565611
7,663,44,7,0.010558069381598794
7,663,45,6,0.00904977375565611
7,663,46,12,0.01809954751131222
7,663,48,13,0.0196078431372549
7,663,49,6,0.00904977375565611
7,663,50,7,0.010558069381598794
7,663,51,7,0.010558069381598794
7,663,52,4,0.006033182503770739
7,663,53,10,0.015082956259426848
7,663,54,5,0.007541478129713424
7,663,56,9,0.013574660633484163
7,663,57,9,0.013574660633484163
7,663,58,7,0.010558069381598794
7,663,59,3,0.004524886877828055
7,663,60,8,0.012066365007541479
7,663,61,7,0.010558069381598794
7,663,62,7,0.010558069381598794
7,663,63,10,0.015082956259426848
7,663,64,5,0.007541478129713424
7,663,65,6,0.00904977375565611
7,663,66,5,0.007541478129713424
7,663,67,6,0.00904977375565611
7,663,68,4,0.006033182503770739
7,663,69,6,0.00904977375565611
7,663,70,11,0.016591251885369532
7,663,71,9,0.013574660633484163
7,663,72,7,0.010558069381598794
7,663,73,7,0.010558069381598794
7,663,74,10,0.015082956259426848
7,663,75,8,0.012066365007541479
7,663,76,8,0.012066365007541479
7,663,79,4,0.006033182503770739
7,663,80,3,0.004524886877828055
7,663,81,7,0.010558069381598794
7,663,82,8,0.012066365007541479
7,663,83,4,0.006033182503770739
7,663,84,6,0.00904977375565611
7,663,85,8,0.012066365007541479
7,663,87,7,0.010558069381598794
7,663,88,6,0.00904977375565611
7,663,89,6,0.00904977375565611
7,663,90,9,0.013574660633484163
7,663,91,7,0.010558069381598794
7,663,92,8,0.012066365007541479
7,663,93,8,0.012066365007541479
7,663,94,5,0.007541478129713424
7,663,95,8,0.012066365007541479
7,663,104,5,0.007541478129713424
7,663,105,8,0.012066365007541479
7,663,106,5,0.007541478129713424
7,663,107,8,0.012066365007541479
7,663,108,11,0.016591251885369532
7,663,109,9,0.013574660633484163
7,663,110,8,0.012066365007541479
7,663,111,7,0.010558069381598794
8,663,0,6,0.00904977375565611
8,663,1,6,0.00904977375565611
8,663,2,8,0.012066365007541479
8,663,3,9,0.013574660633484163
8,663,4,4,0.006033182503770739
8,663,5,13,0.0196078431372549
8,663,6,5,0.007541478129713424
8,663,7,5,0.007541478129713424
8,663,10,5,0.007541478129713424
8,663,11,6,0.00904977375565611
8,663,12,8,0.012066365007541479
8,663,13,11,0.016591251885369532
8,663,15,9,0.013574660633484163
8,663,16,4,0.006033182503770739
8,663,17,9,0.013574660633484163
8,663,18,7,0.010558069381598794
8,663,19,6,0.00904977375565611
8,663,20,8,0.012066365007541479
8,663,24,5,0.007541478129713424
8,663,25,7,0.010558069381598794
8,663,26,9,0.013574660633484163
8,663,27,11,0.016591251885369532
8,663,28,5,0.007541478129713424
8,663,29,8,0.012066365007541479
8,663,30,9,0.013574660633484163
8,663,32,8,0.012066365007541479
8,663,33,5,0.007541478129713424
8,663,34,6,0.00904977375565611
8,663,35,4,0.006033182503770739
8,663,36,2,0.0030165912518853697
8,663,37,9,0.013574660633484163
8,663,38,4,0.006033182503770739
8,663,39,8,0.012066365007541479
8,663,40,9,0.013574660633484163
8,663,41,7,0.010558069381598794
8,663,42,9,0.013574660633484163
8,663,43,11,0.016591251885369532
8,663,44,8,0.012066365007541479
8,663,45,8,0.012066365007541479
8,663,46,6,0.00904977375565611
8,663,48,5,0.007541478129713424
8,663,49,11,0.016591251885369532
8,663,50,4,0.006033182503770739
8,663,51,8,0.012066365007541479
8,663,52,3,0.004524886877828055
8,663,53,5,0.007541478129713424
8,663,54,7,0.010558069381598794
8,663,56,3,0.004524886877828055
8,663,57,7,0.010558069381598794
8,663,58,5,0.007541478129713424
8,663,59,8,0.012066365007541479
8,663,60,7,0.010558069381598794
8,663,61,7,0.010558069381598794
8,663,62,7,0.010558069381598794
8,663,63,9,0.013574660633484163
8,663,64,4,0.006033182503770739
8,663,65,8,0.012066365007541479
8,663,66,10,0.015082956259426848
8,663,67,9,0.013574660633484163
8,663,68,7,0.010558069381598794
8,663,69,9,0.013574660633484163
8,663,70,4,0.006033182503770739
8,663,71,13,0.0196078431372549
8,663,72,9,0.013574660633484163
8,663,73,6,0.00904977375565611
8,663,74,8,0.012066365007541479
8,663,75,12,0.01809954751131222
8,663,76,8,0.012066365007541479
8,663,79,10,0.015082956259426848
8,663,80,8,0.012066365007541479
8,663,81,8,0.012066365007541479
8,663,82,6,0.00904977375565611
8,663,83,13,0.0196078431372549
8,663,84,6,0.00904977375565611
8,663,85,4,0.006033182503770739
8,663,87,10,0.015082956259426848
8,663,88,3,0.004524886877828055
8,663,89,8,0.012066365007541479
8,663,90,5,0.007541478129713424
8,663,91,9,0.013574660633484163
8,663,92,4,0.006033182503770739
8,663,93,9,0.013574660633484163
8,663,94,9,0.013574660633484163
8,663,95,6,0.00904977375565611
8,663,104,6,0.00904977375565611
8,663,105,8,0.012066365007541479
8,663,106,7,0.010558069381598794
8,663,107,8,0.012066365007541479
8,663,108,5,0.007541478129713424
8,663,109,5,0.007541478129713424
8,663,110,11,0.016591251885369532
8,663,111,5,0.007541478129713424
9,662,0,6,0.00906344410876133
9,662,1,7,0.010574018126888218
9,662,2,9,0.013595166163141994
9,662,3,12,0.01812688821752266
9,662,4,13,0.019637462235649546
9,662,5,8,0.012084592145015106
9,662,6,9,0.013595166163141994
9,662,7,5,0.007552870090634441
9,662,10,9,0.013595166163141994
9,662,11,5,0.007552870090634441
9,662,12,10,0.015105740181268881
9,662,13,8,0.012084592145015106
9,662,15,5,0.007552870090634441
9,662,16,9,0.013595166163141994
9,662,17,5,0.007552870090634441
9,662,18,8,0.012084592145015106
9,662,19,6,0.00906344410876133
9,662,20,11,0.01661631419939577
9,662,24,7,0.010574018126888218
9,662,25,4,0.006042296072507553
9,662,26,8,0.012084592145015106
9,662,27,6,0.00906344410876133
9,662,28,8,0.012084592145015106
9,662,29,8,0.012084592145015106
9,662,30,13,0.019637462235649546
9,662,32,4,0.006042296072507553
9,662,33,5,0.007552870090634441
9,662,34,8,0.012084592145015106
9,662,35,4,0.006042296072507553
9,662,36,6,0.00906344410876133
9,662,37,6,0.00906344410876133
9,662,38,10,0.015105740181268881
9,662,39,2,0.0030211480362537764
9,662,40,9,0.013595166163141994
9,662,41,7,0.010574018126888218
9,662,42,5,0.007552870090634441
9,662,43,7,0.010574018126888218
9,662,44,3,0.004531722054380665
9,662,45,9,0.013595166163141994
9,662,46,6,0.00906344410876133
9,662,48,5,0.007552870090634441
9,662,49,3,0.004531722054380665
9,662,50,7,0.010574018126888218
9,662,51,3,0.004531722054380665
9,662,52,8,0.012084592145015106
9,662,53,8,0.012084592145015106
9,662,54,15,0.022658610271903322
9,662,56,7,0.010574018126888218
9,662,57,5,0.007552870090634441
9,662,58,16,0.02416918429003021
9,662,59,9,0.013595166163141994
9,662,60,7,0.010574018126888218
9,662,61,8,0.012084592145015106
9,662,62,6,0.00906344410876133
9,662,63,9,0.013595166163141994
9,662,64,4,0.006042296072507553
9,662,65,5,0.007552870090634441
9,662,66,5,0.007552870090634441
9,662,67,10,0.015105740181268881
9,662,68,6,0.00906344410876133
9,662,69,2,0.0030211480362537764
9,662,70,5,0.007552870090634441
9,662,71,7,0.010574018126888218
9,662,72,7,0.010574018126888218
9,662,73,9,0.013595166163141994
9,662,74,8,0.012084592145015106
9,662,75,9,0.013595166163141994
9,662,76,6,0.00906344410876133
9,662,79,6,0.00906344410876133
9,662,80,5,0.007552870090634441
9,662,81,8,0.012084592145015106
9,662,82,7,0.010574018126888218
9,662,83,11,0.01661631419939577
9,662,84,6,0.00906344410876133
9,662,85,12,0.01812688821752266
9,662,87,6,0.00906344410876133
9,662,88,8,0.012084592145015106
9,662,89,7,0.010574018126888218
9,662,90,6,0.00906344410876133
9,662,91,5,0.007552870090634441
9,662,92,7,0.010574018126888218
9,662,93,7,0.010574018126888218
9,662,94,5,0.007552870090634441
9,662,95,6,0.00906344410876133
