set_type,set_type_count,midi_program_num,count,proportion
train,10822,65,121,0.011180927739789319
train,10822,66,116,0.010718905932360008
train,10822,67,119,0.010996119016817595
train,10822,68,129,0.011920162631676216
train,10822,69,120,0.011088523378303456
train,10822,70,126,0.01164294954721863
train,10822,71,116,0.010718905932360008
train,10822,72,112,0.01034928848641656
train,10822,73,126,0.01164294954721863
train,10822,74,123,0.011365736462761043
train,10822,75,111,0.010256884124930697
train,10822,76,113,0.01044169284790242
train,10822,79,121,0.011180927739789319
train,10822,80,113,0.01044169284790242
train,10822,81,123,0.011365736462761043
train,10822,82,120,0.011088523378303456
train,10822,83,105,0.009702457956015525
train,10822,84,116,0.010718905932360008
train,10822,85,110,0.010164479763444836
train,10822,87,122,0.011273332101275181
train,10822,88,116,0.010718905932360008
train,10822,89,123,0.011365736462761043
train,10822,90,102,0.009425244871557938
train,10822,91,111,0.010256884124930697
train,10822,92,114,0.010534097209388284
train,10822,93,112,0.01034928848641656
train,10822,94,115,0.010626501570874145
train,10822,95,114,0.010534097209388284
train,10822,104,121,0.011180927739789319
train,10822,105,121,0.011180927739789319
train,10822,106,110,0.010164479763444836
train,10822,107,115,0.010626501570874145
train,10822,108,119,0.010996119016817595
train,10822,109,119,0.010996119016817595
train,10822,110,108,0.00997967104047311
train,10822,111,112,0.01034928848641656
valid,2318,0,21,0.0090595340811044
valid,2318,1,26,0.011216566005176877
valid,2318,2,27,0.011647972389991372
valid,2318,3,20,0.008628127696289905
valid,2318,4,32,0.013805004314063849
valid,2318,5,22,0.009490940465918895
valid,2318,6,29,0.012510785159620364
valid,2318,7,21,0.0090595340811044
valid,2318,10,29,0.012510785159620364
valid,2318,11,18,0.007765314926660915
valid,2318,12,20,0.008628127696289905
valid,2318,13,21,0.0090595340811044
valid,2318,15,29,0.012510785159620364
valid,2318,16,21,0.0090595340811044
valid,2318,17,20,0.008628127696289905
valid,2318,18,24,0.010353753235547887
valid,2318,19,18,0.007765314926660915
valid,2318,20,21,0.0090595340811044
valid,2318,24,32,0.013805004314063849
valid,2318,25,29,0.012510785159620364
valid,2318,26,28,0.012079378774805867
valid,2318,27,24,0.010353753235547887
valid,2318,28,28,0.012079378774805867
valid,2318,29,20,0.008628127696289905
valid,2318,30,20,0.008628127696289905
valid,2318,32,22,0.009490940465918895
valid,2318,33,22,0.009490940465918895
valid,2318,34,15,0.006471095772217429
valid,2318,35,24,0.010353753235547887
valid,2318,36,24,0.010353753235547887
valid,2318,37,32,0.013805004314063849
valid,2318,38,26,0.011216566005176877
valid,2318,39,27,0.011647972389991372
valid,2318,40,31,0.013373597929249354
valid,2318,41,33,0.014236410698878344
valid,2318,42,28,0.012079378774805867
valid,2318,43,27,0.011647972389991372
valid,2318,44,31,0.013373597929249354
valid,2318,45,23,0.009922346850733392
valid,2318,46,26,0.011216566005176877
valid,2318,48,30,0.012942191544434859
valid,2318,49,24,0.010353753235547887
valid,2318,50,19,0.00819672131147541
valid,2318,51,23,0.009922346850733392
valid,2318,52,31,0.013373597929249354
valid,2318,53,28,0.012079378774805867
valid,2318,54,17,0.007333908541846419
valid,2318,56,22,0.009490940465918895
valid,2318,57,27,0.011647972389991372
valid,2318,58,27,0.011647972389991372
valid,2318,59,29,0.012510785159620364
valid,2318,60,27,0.011647972389991372
valid,2318,61,27,0.011647972389991372
valid,2318,62,19,0.00819672131147541
valid,2318,63,24,0.010353753235547887
valid,2318,64,19,0.00819672131147541
valid,2318,65,25,0.010785159620362382
valid,2318,66,25,0.010785159620362382
valid,2318,67,21,0.0090595340811044
valid,2318,68,20,0.008628127696289905
valid,2318,69,23,0.009922346850733392
valid,2318,70,23,0.009922346850733392
valid,2318,71,30,0.012942191544434859
valid,2318,72,30,0.012942191544434859
valid,2318,73,25,0.010785159620362382
valid,2318,74,26,0.011216566005176877
valid,2318,75,28,0.012079378774805867
valid,2318,76,27,0.011647972389991372
valid,2318,79,24,0.010353753235547887
valid,2318,80,26,0.011216566005176877
valid,2318,81,26,0.011216566005176877
valid,2318,82,19,0.00819672131147541
valid,2318,83,33,0.014236410698878344
valid,2318,84,21,0.0090595340811044
valid,2318,85,31,0.013373597929249354
valid,2318,87,22,0.009490940465918895
valid,2318,88,22,0.009490940465918895
valid,2318,89,21,0.0090595340811044
valid,2318,90,36,0.01553062985332183
valid,2318,91,27,0.011647972389991372
valid,2318,92,30,0.012942191544434859
valid,2318,93,31,0.013373597929249354
valid,2318,94,27,0.011647972389991372
valid,2318,95,27,0.011647972389991372
valid,2318,104,23,0.009922346850733392
valid,2318,105,25,0.010785159620362382
valid,2318,106,23,0.009922346850733392
valid,2318,107,25,0.010785159620362382
valid,2318,108,22,0.009490940465918895
valid,2318,109,31,0.013373597929249354
valid,2318,110,32,0.013805004314063849
valid,2318,111,27,0.011647972389991372
