fold,fold_count,root_note_name,count,proportion
13,1987,D#,187,0.09411172622043282
13,1987,E,171,0.08605938600905888
13,1987,F,183,0.09209864116758933
13,1987,F#,142,0.07146451937594363
13,1987,G,141,0.07096124811273276
13,1987,G#,141,0.07096124811273276
14,1987,A,153,0.0770005032712632
14,1987,A#,167,0.0840463009562154
14,1987,B,182,0.09159536990437846
14,1987,C,172,0.08656265727226975
14,1987,C#,168,0.08454957221942627
14,1987,D,167,0.0840463009562154
14,1987,D#,174,0.08756919979869149
14,1987,E,159,0.08002013085052843
14,1987,F,138,0.06945143432310015
14,1987,F#,155,0.07800704579768496
14,1987,G,165,0.08303975842979365
14,1987,G#,187,0.09411172622043282
15,1987,A,183,0.09209864116758933
15,1987,A#,169,0.08505284348263714
15,1987,B,153,0.0770005032712632
15,1987,C,171,0.08605938600905888
15,1987,C#,161,0.08102667337695017
15,1987,D,168,0.08454957221942627
15,1987,D#,153,0.0770005032712632
15,1987,E,158,0.07951685958731756
15,1987,F,180,0.09058882737795672
15,1987,F#,162,0.08152994464016104
15,1987,G,172,0.08656265727226975
15,1987,G#,157,0.0790135883241067
16,1987,A,157,0.0790135883241067
16,1987,A#,172,0.08656265727226975
16,1987,B,154,0.07750377453447407
16,1987,C,147,0.07398087569199799
16,1987,C#,178,0.08958228485153498
16,1987,D,158,0.07951685958731756
16,1987,D#,167,0.0840463009562154
16,1987,E,178,0.08958228485153498
16,1987,F,157,0.0790135883241067
16,1987,F#,150,0.0754906894816306
16,1987,G,177,0.08907901358832411
16,1987,G#,192,0.09662808253648716
17,1987,A,171,0.08605938600905888
17,1987,A#,148,0.07448414695520886
17,1987,B,171,0.08605938600905888
17,1987,C,154,0.07750377453447407
17,1987,C#,165,0.08303975842979365
17,1987,D,160,0.0805234021137393
17,1987,D#,174,0.08756919979869149
17,1987,E,175,0.08807247106190236
17,1987,F,189,0.09511826874685456
17,1987,F#,170,0.08555611474584801
17,1987,G,148,0.07448414695520886
17,1987,G#,162,0.08152994464016104
18,1987,A,171,0.08605938600905888
18,1987,A#,167,0.0840463009562154
18,1987,B,146,0.07347760442878712
18,1987,C,164,0.08253648716658278
18,1987,C#,141,0.07096124811273276
18,1987,D,178,0.08958228485153498
18,1987,D#,178,0.08958228485153498
18,1987,E,175,0.08807247106190236
18,1987,F,166,0.08354302969300453
18,1987,F#,191,0.0961248112732763
18,1987,G,159,0.08002013085052843
18,1987,G#,151,0.07599396074484147
19,1987,A,144,0.07247106190236538
19,1987,A#,168,0.08454957221942627
19,1987,B,159,0.08002013085052843
19,1987,C,165,0.08303975842979365
19,1987,C#,160,0.0805234021137393
19,1987,D,164,0.08253648716658278
19,1987,D#,175,0.08807247106190236
19,1987,E,173,0.08706592853548062
19,1987,F,176,0.08857574232511323
19,1987,F#,175,0.08807247106190236
19,1987,G,153,0.0770005032712632
19,1987,G#,175,0.08807247106190236
20,1987,A,164,0.08253648716658278
20,1987,A#,158,0.07951685958731756
20,1987,B,162,0.08152994464016104
20,1987,C,162,0.08152994464016104
20,1987,C#,161,0.08102667337695017
20,1987,D,179,0.09008555611474585
20,1987,D#,158,0.07951685958731756
20,1987,E,177,0.08907901358832411
20,1987,F,147,0.07398087569199799
20,1987,F#,177,0.08907901358832411
20,1987,G,178,0.08958228485153498
20,1987,G#,164,0.08253648716658278
