fold,fold_count,orig_prog,count,proportion
16,1049,min-1764,55,0.052430886558627265
16,1049,min-4711,55,0.052430886558627265
16,1049,min-7671,56,0.053384175405147755
17,1048,maj-1451,55,0.05248091603053435
17,1048,maj-1465,55,0.05248091603053435
17,1048,maj-1564,55,0.05248091603053435
17,1048,maj-1645,55,0.05248091603053435
17,1048,maj-2516,56,0.05343511450381679
17,1048,maj-4156,55,0.05248091603053435
17,1048,maj-4536,55,0.05248091603053435
17,1048,maj-5415,55,0.05248091603053435
17,1048,maj-5641,55,0.05248091603053435
17,1048,maj-6415,56,0.05343511450381679
17,1048,min-1251,55,0.05248091603053435
17,1048,min-1341,55,0.05248091603053435
17,1048,min-1451,55,0.05248091603053435
17,1048,min-1637,55,0.05248091603053435
17,1048,min-1671,56,0.05343511450381679
17,1048,min-1673,55,0.05248091603053435
17,1048,min-1764,55,0.05248091603053435
17,1048,min-4711,55,0.05248091603053435
17,1048,min-7671,55,0.05248091603053435
18,1048,maj-1451,55,0.05248091603053435
18,1048,maj-1465,55,0.05248091603053435
18,1048,maj-1564,55,0.05248091603053435
18,1048,maj-1645,55,0.05248091603053435
18,1048,maj-2516,56,0.05343511450381679
18,1048,maj-4156,55,0.05248091603053435
18,1048,maj-4536,55,0.05248091603053435
18,1048,maj-5415,55,0.05248091603053435
18,1048,maj-5641,55,0.05248091603053435
18,1048,maj-6415,56,0.05343511450381679
18,1048,min-1251,55,0.05248091603053435
18,1048,min-1341,55,0.05248091603053435
18,1048,min-1451,55,0.05248091603053435
18,1048,min-1637,55,0.05248091603053435
18,1048,min-1671,56,0.05343511450381679
18,1048,min-1673,55,0.05248091603053435
18,1048,min-1764,55,0.05248091603053435
18,1048,min-4711,55,0.05248091603053435
18,1048,min-7671,55,0.05248091603053435
19,1048,maj-1451,55,0.05248091603053435
19,1048,maj-1465,55,0.05248091603053435
19,1048,maj-1564,55,0.05248091603053435
19,1048,maj-1645,55,0.05248091603053435
19,1048,maj-2516,56,0.05343511450381679
19,1048,maj-4156,55,0.05248091603053435
19,1048,maj-4536,55,0.05248091603053435
19,1048,maj-5415,55,0.05248091603053435
19,1048,maj-5641,55,0.05248091603053435
19,1048,maj-6415,56,0.05343511450381679
19,1048,min-1251,55,0.05248091603053435
19,1048,min-1341,55,0.05248091603053435
19,1048,min-1451,55,0.05248091603053435
19,1048,min-1637,55,0.05248091603053435
19,1048,min-1671,56,0.05343511450381679
19,1048,min-1673,55,0.05248091603053435
19,1048,min-1764,55,0.05248091603053435
19,1048,min-4711,55,0.05248091603053435
19,1048,min-7671,55,0.05248091603053435
20,1048,maj-1451,55,0.05248091603053435
20,1048,maj-1465,55,0.05248091603053435
20,1048,maj-1564,55,0.05248091603053435
20,1048,maj-1645,55,0.05248091603053435
20,1048,maj-2516,56,0.05343511450381679
20,1048,maj-4156,55,0.05248091603053435
20,1048,maj-4536,55,0.05248091603053435
20,1048,maj-5415,55,0.05248091603053435
20,1048,maj-5641,55,0.05248091603053435
20,1048,maj-6415,56,0.05343511450381679
20,1048,min-1251,55,0.05248091603053435
20,1048,min-1341,55,0.05248091603053435
20,1048,min-1451,55,0.05248091603053435
20,1048,min-1637,55,0.05248091603053435
20,1048,min-1671,56,0.05343511450381679
20,1048,min-1673,55,0.05248091603053435
20,1048,min-1764,55,0.05248091603053435
20,1048,min-4711,55,0.05248091603053435
20,1048,min-7671,55,0.05248091603053435
