fold,fold_count,midi_program_num,count,proportion
1,1988,80,23,0.011569416498993965
1,1988,81,20,0.01006036217303823
1,1988,82,22,0.011066398390342054
1,1988,83,25,0.012575452716297788
1,1988,84,15,0.007545271629778673
1,1988,85,19,0.009557344064386318
1,1988,87,27,0.01358148893360161
1,1988,88,22,0.011066398390342054
1,1988,89,24,0.012072434607645876
1,1988,90,19,0.009557344064386318
1,1988,91,20,0.01006036217303823
1,1988,92,28,0.014084507042253523
1,1988,93,17,0.008551307847082495
1,1988,94,21,0.010563380281690142
1,1988,95,28,0.014084507042253523
1,1988,104,21,0.010563380281690142
1,1988,105,15,0.007545271629778673
1,1988,106,21,0.010563380281690142
1,1988,107,23,0.011569416498993965
1,1988,108,24,0.012072434607645876
1,1988,109,17,0.008551307847082495
1,1988,110,27,0.01358148893360161
1,1988,111,17,0.008551307847082495
2,1988,0,19,0.009557344064386318
2,1988,1,33,0.01659959758551308
2,1988,2,24,0.012072434607645876
2,1988,3,28,0.014084507042253523
2,1988,4,23,0.011569416498993965
2,1988,5,21,0.010563380281690142
2,1988,6,18,0.009054325955734407
2,1988,7,21,0.010563380281690142
2,1988,10,28,0.014084507042253523
2,1988,11,17,0.008551307847082495
2,1988,12,24,0.012072434607645876
2,1988,13,25,0.012575452716297788
2,1988,15,16,0.008048289738430584
2,1988,16,23,0.011569416498993965
2,1988,17,25,0.012575452716297788
2,1988,18,22,0.011066398390342054
2,1988,19,18,0.009054325955734407
2,1988,20,29,0.014587525150905434
2,1988,24,25,0.012575452716297788
2,1988,25,12,0.006036217303822938
2,1988,26,20,0.01006036217303823
2,1988,27,25,0.012575452716297788
2,1988,28,24,0.012072434607645876
2,1988,29,9,0.004527162977867203
2,1988,30,21,0.010563380281690142
2,1988,32,22,0.011066398390342054
2,1988,33,20,0.01006036217303823
2,1988,34,19,0.009557344064386318
2,1988,35,23,0.011569416498993965
2,1988,36,15,0.007545271629778673
2,1988,37,21,0.010563380281690142
2,1988,38,20,0.01006036217303823
2,1988,39,18,0.009054325955734407
2,1988,40,16,0.008048289738430584
2,1988,41,22,0.011066398390342054
2,1988,42,18,0.009054325955734407
2,1988,43,19,0.009557344064386318
2,1988,44,27,0.01358148893360161
2,1988,45,21,0.010563380281690142
2,1988,46,14,0.007042253521126762
2,1988,48,19,0.009557344064386318
2,1988,49,20,0.01006036217303823
2,1988,50,26,0.013078470824949699
2,1988,51,18,0.009054325955734407
2,1988,52,17,0.008551307847082495
2,1988,53,26,0.013078470824949699
2,1988,54,23,0.011569416498993965
2,1988,56,20,0.01006036217303823
2,1988,57,20,0.01006036217303823
2,1988,58,22,0.011066398390342054
2,1988,59,21,0.010563380281690142
2,1988,60,24,0.012072434607645876
2,1988,61,21,0.010563380281690142
2,1988,62,24,0.012072434607645876
2,1988,63,13,0.006539235412474849
2,1988,64,25,0.012575452716297788
2,1988,65,18,0.009054325955734407
2,1988,66,29,0.014587525150905434
2,1988,67,25,0.012575452716297788
2,1988,68,19,0.009557344064386318
2,1988,69,18,0.009054325955734407
2,1988,70,32,0.01609657947686117
2,1988,71,21,0.010563380281690142
2,1988,72,26,0.013078470824949699
2,1988,73,24,0.012072434607645876
2,1988,74,24,0.012072434607645876
2,1988,75,24,0.012072434607645876
2,1988,76,24,0.012072434607645876
2,1988,79,25,0.012575452716297788
2,1988,80,18,0.009054325955734407
2,1988,81,28,0.014084507042253523
2,1988,82,18,0.009054325955734407
2,1988,83,21,0.010563380281690142
2,1988,84,20,0.01006036217303823
2,1988,85,29,0.014587525150905434
2,1988,87,23,0.011569416498993965
2,1988,88,17,0.008551307847082495
2,1988,89,20,0.01006036217303823
2,1988,90,19,0.009557344064386318
2,1988,91,18,0.009054325955734407
2,1988,92,20,0.01006036217303823
2,1988,93,21,0.010563380281690142
2,1988,94,16,0.008048289738430584
2,1988,95,26,0.013078470824949699
2,1988,104,21,0.010563380281690142
2,1988,105,23,0.011569416498993965
2,1988,106,23,0.011569416498993965
2,1988,107,23,0.011569416498993965
2,1988,108,21,0.010563380281690142
2,1988,109,17,0.008551307847082495
2,1988,110,22,0.011066398390342054
2,1988,111,31,0.015593561368209257
3,1988,0,20,0.01006036217303823
3,1988,1,16,0.008048289738430584
3,1988,2,25,0.012575452716297788
3,1988,3,29,0.014587525150905434
3,1988,4,19,0.009557344064386318
3,1988,5,19,0.009557344064386318
3,1988,6,20,0.01006036217303823
3,1988,7,19,0.009557344064386318
3,1988,10,27,0.01358148893360161
3,1988,11,21,0.010563380281690142
3,1988,12,30,0.015090543259557346
3,1988,13,28,0.014084507042253523
3,1988,15,18,0.009054325955734407
3,1988,16,24,0.012072434607645876
3,1988,17,27,0.01358148893360161
3,1988,18,26,0.013078470824949699
3,1988,19,19,0.009557344064386318
3,1988,20,18,0.009054325955734407
3,1988,24,20,0.01006036217303823
3,1988,25,20,0.01006036217303823
3,1988,26,22,0.011066398390342054
3,1988,27,20,0.01006036217303823
3,1988,28,21,0.010563380281690142
3,1988,29,27,0.01358148893360161
3,1988,30,20,0.01006036217303823
3,1988,32,22,0.011066398390342054
3,1988,33,25,0.012575452716297788
3,1988,34,25,0.012575452716297788
3,1988,35,22,0.011066398390342054
3,1988,36,22,0.011066398390342054
3,1988,37,13,0.006539235412474849
3,1988,38,20,0.01006036217303823
3,1988,39,21,0.010563380281690142
3,1988,40,23,0.011569416498993965
3,1988,41,18,0.009054325955734407
3,1988,42,18,0.009054325955734407
3,1988,43,23,0.011569416498993965
3,1988,44,17,0.008551307847082495
3,1988,45,20,0.01006036217303823
3,1988,46,16,0.008048289738430584
3,1988,48,17,0.008551307847082495
3,1988,49,20,0.01006036217303823
3,1988,50,27,0.01358148893360161
3,1988,51,21,0.010563380281690142
3,1988,52,24,0.012072434607645876
3,1988,53,21,0.010563380281690142
3,1988,54,14,0.007042253521126762
3,1988,56,19,0.009557344064386318
3,1988,57,32,0.01609657947686117
3,1988,58,18,0.009054325955734407
3,1988,59,19,0.009557344064386318
3,1988,60,10,0.005030181086519115
3,1988,61,27,0.01358148893360161
3,1988,62,16,0.008048289738430584
3,1988,63,24,0.012072434607645876
3,1988,64,20,0.01006036217303823
3,1988,65,17,0.008551307847082495
3,1988,66,19,0.009557344064386318
3,1988,67,27,0.01358148893360161
3,1988,68,23,0.011569416498993965
3,1988,69,25,0.012575452716297788
3,1988,70,29,0.014587525150905434
3,1988,71,15,0.007545271629778673
3,1988,72,29,0.014587525150905434
3,1988,73,23,0.011569416498993965
3,1988,74,23,0.011569416498993965
3,1988,75,20,0.01006036217303823
3,1988,76,24,0.012072434607645876
3,1988,79,22,0.011066398390342054
3,1988,80,23,0.011569416498993965
3,1988,81,23,0.011569416498993965
3,1988,82,23,0.011569416498993965
3,1988,83,24,0.012072434607645876
3,1988,84,27,0.01358148893360161
3,1988,85,18,0.009054325955734407
3,1988,87,26,0.013078470824949699
3,1988,88,21,0.010563380281690142
3,1988,89,25,0.012575452716297788
3,1988,90,13,0.006539235412474849
3,1988,91,18,0.009054325955734407
3,1988,92,23,0.011569416498993965
3,1988,93,23,0.011569416498993965
3,1988,94,21,0.010563380281690142
3,1988,95,24,0.012072434607645876
3,1988,104,22,0.011066398390342054
3,1988,105,23,0.011569416498993965
3,1988,106,25,0.012575452716297788
3,1988,107,23,0.011569416498993965
3,1988,108,17,0.008551307847082495
3,1988,109,22,0.011066398390342054
3,1988,110,16,0.008048289738430584
3,1988,111,23,0.011569416498993965
4,1988,0,25,0.012575452716297788
4,1988,1,19,0.009557344064386318
4,1988,2,21,0.010563380281690142
4,1988,3,30,0.015090543259557346
4,1988,4,18,0.009054325955734407
4,1988,5,30,0.015090543259557346
4,1988,6,18,0.009054325955734407
4,1988,7,21,0.010563380281690142
4,1988,10,16,0.008048289738430584
4,1988,11,16,0.008048289738430584
4,1988,12,19,0.009557344064386318
4,1988,13,23,0.011569416498993965
4,1988,15,33,0.01659959758551308
4,1988,16,18,0.009054325955734407
4,1988,17,31,0.015593561368209257
4,1988,18,28,0.014084507042253523
4,1988,19,11,0.005533199195171027
4,1988,20,21,0.010563380281690142
4,1988,24,22,0.011066398390342054
4,1988,25,18,0.009054325955734407
4,1988,26,23,0.011569416498993965
4,1988,27,18,0.009054325955734407
4,1988,28,20,0.01006036217303823
4,1988,29,20,0.01006036217303823
4,1988,30,20,0.01006036217303823
4,1988,32,20,0.01006036217303823
4,1988,33,15,0.007545271629778673
4,1988,34,22,0.011066398390342054
4,1988,35,16,0.008048289738430584
4,1988,36,26,0.013078470824949699
4,1988,37,13,0.006539235412474849
4,1988,38,20,0.01006036217303823
4,1988,39,25,0.012575452716297788
4,1988,40,20,0.01006036217303823
4,1988,41,20,0.01006036217303823
4,1988,42,17,0.008551307847082495
4,1988,43,33,0.01659959758551308
4,1988,44,17,0.008551307847082495
4,1988,45,15,0.007545271629778673
4,1988,46,16,0.008048289738430584
4,1988,48,19,0.009557344064386318
4,1988,49,26,0.013078470824949699
4,1988,50,28,0.014084507042253523
4,1988,51,20,0.01006036217303823
4,1988,52,26,0.013078470824949699
4,1988,53,22,0.011066398390342054
4,1988,54,21,0.010563380281690142
4,1988,56,29,0.014587525150905434
4,1988,57,18,0.009054325955734407
4,1988,58,22,0.011066398390342054
4,1988,59,24,0.012072434607645876
4,1988,60,22,0.011066398390342054
4,1988,61,21,0.010563380281690142
4,1988,62,16,0.008048289738430584
4,1988,63,19,0.009557344064386318
4,1988,64,25,0.012575452716297788
4,1988,65,23,0.011569416498993965
4,1988,66,23,0.011569416498993965
4,1988,67,20,0.01006036217303823
4,1988,68,31,0.015593561368209257
4,1988,69,23,0.011569416498993965
4,1988,70,21,0.010563380281690142
4,1988,71,16,0.008048289738430584
4,1988,72,23,0.011569416498993965
4,1988,73,21,0.010563380281690142
4,1988,74,14,0.007042253521126762
4,1988,75,11,0.005533199195171027
4,1988,76,25,0.012575452716297788
4,1988,79,12,0.006036217303822938
4,1988,80,27,0.01358148893360161
4,1988,81,18,0.009054325955734407
4,1988,82,31,0.015593561368209257
4,1988,83,25,0.012575452716297788
4,1988,84,16,0.008048289738430584
4,1988,85,28,0.014084507042253523
4,1988,87,26,0.013078470824949699
4,1988,88,22,0.011066398390342054
4,1988,89,24,0.012072434607645876
4,1988,90,28,0.014084507042253523
4,1988,91,24,0.012072434607645876
4,1988,92,20,0.01006036217303823
4,1988,93,25,0.012575452716297788
4,1988,94,22,0.011066398390342054
4,1988,95,22,0.011066398390342054
4,1988,104,18,0.009054325955734407
4,1988,105,19,0.009557344064386318
4,1988,106,17,0.008551307847082495
4,1988,107,24,0.012072434607645876
4,1988,108,28,0.014084507042253523
4,1988,109,22,0.011066398390342054
4,1988,110,23,0.011569416498993965
4,1988,111,24,0.012072434607645876
5,1987,0,24,0.012078510317060896
5,1987,1,22,0.011071967790639153
5,1987,2,26,0.013085052843482638
5,1987,3,22,0.011071967790639153
5,1987,4,16,0.00805234021137393
5,1987,5,24,0.012078510317060896
5,1987,6,28,0.014091595369904378
5,1987,7,16,0.00805234021137393
5,1987,10,21,0.010568696527428284
5,1987,11,26,0.013085052843482638
5,1987,12,15,0.007549068948163059
5,1987,13,18,0.009058882737795673
5,1987,15,22,0.011071967790639153
5,1987,16,22,0.011071967790639153
5,1987,17,20,0.010065425264217413
5,1987,18,34,0.017111222949169603
5,1987,19,28,0.014091595369904378
5,1987,20,15,0.007549068948163059
5,1987,24,17,0.008555611474584801
5,1987,25,32,0.01610468042274786
5,1987,26,27,0.013588324106693507
5,1987,27,15,0.007549068948163059
5,1987,28,22,0.011071967790639153
5,1987,29,22,0.011071967790639153
5,1987,30,23,0.011575239053850024
5,1987,32,20,0.010065425264217413
5,1987,33,21,0.010568696527428284
5,1987,34,19,0.009562154001006542
5,1987,35,19,0.009562154001006542
5,1987,36,21,0.010568696527428284
5,1987,37,17,0.008555611474584801
5,1987,38,18,0.009058882737795673
5,1987,39,23,0.011575239053850024
5,1987,40,29,0.01459486663311525
5,1987,41,19,0.009562154001006542
5,1987,42,18,0.009058882737795673
5,1987,43,23,0.011575239053850024
5,1987,44,19,0.009562154001006542
5,1987,45,30,0.015098137896326119
5,1987,46,17,0.008555611474584801
5,1987,48,20,0.010065425264217413
5,1987,49,18,0.009058882737795673
5,1987,50,22,0.011071967790639153
5,1987,51,26,0.013085052843482638
5,1987,52,17,0.008555611474584801
5,1987,53,27,0.013588324106693507
5,1987,54,24,0.012078510317060896
5,1987,56,27,0.013588324106693507
5,1987,57,29,0.01459486663311525
5,1987,58,30,0.015098137896326119
5,1987,59,10,0.0050327126321087065
5,1987,60,21,0.010568696527428284
5,1987,61,30,0.015098137896326119
5,1987,62,12,0.006039255158530448
5,1987,63,17,0.008555611474584801
5,1987,64,20,0.010065425264217413
5,1987,65,24,0.012078510317060896
5,1987,66,26,0.013085052843482638
5,1987,67,21,0.010568696527428284
5,1987,68,26,0.013085052843482638
5,1987,69,13,0.006542526421741319
5,1987,70,20,0.010065425264217413
5,1987,71,19,0.009562154001006542
5,1987,72,25,0.012581781580271767
5,1987,73,19,0.009562154001006542
5,1987,74,24,0.012078510317060896
5,1987,75,15,0.007549068948163059
5,1987,76,21,0.010568696527428284
5,1987,79,29,0.01459486663311525
5,1987,80,15,0.007549068948163059
5,1987,81,22,0.011071967790639153
5,1987,82,15,0.007549068948163059
5,1987,83,20,0.010065425264217413
5,1987,84,23,0.011575239053850024
5,1987,85,19,0.009562154001006542
5,1987,87,23,0.011575239053850024
5,1987,88,19,0.009562154001006542
5,1987,89,19,0.009562154001006542
5,1987,90,19,0.009562154001006542
5,1987,91,22,0.011071967790639153
5,1987,92,22,0.011071967790639153
5,1987,93,24,0.012078510317060896
5,1987,94,21,0.010568696527428284
5,1987,95,15,0.007549068948163059
5,1987,104,19,0.009562154001006542
5,1987,105,29,0.01459486663311525
5,1987,106,25,0.012581781580271767
5,1987,107,23,0.011575239053850024
5,1987,108,26,0.013085052843482638
5,1987,109,24,0.012078510317060896
5,1987,110,17,0.008555611474584801
5,1987,111,24,0.012078510317060896
6,1987,0,28,0.014091595369904378
6,1987,1,27,0.013588324106693507
6,1987,2,24,0.012078510317060896
6,1987,3,13,0.006542526421741319
6,1987,4,26,0.013085052843482638
6,1987,5,22,0.011071967790639153
6,1987,6,29,0.01459486663311525
6,1987,7,16,0.00805234021137393
6,1987,10,23,0.011575239053850024
6,1987,11,20,0.010065425264217413
6,1987,12,14,0.007045797684952189
6,1987,13,21,0.010568696527428284
6,1987,15,19,0.009562154001006542
6,1987,16,31,0.01560140915953699
6,1987,17,19,0.009562154001006542
6,1987,18,29,0.01459486663311525
6,1987,19,14,0.007045797684952189
6,1987,20,26,0.013085052843482638
6,1987,24,19,0.009562154001006542
6,1987,25,28,0.014091595369904378
6,1987,26,22,0.011071967790639153
6,1987,27,21,0.010568696527428284
6,1987,28,22,0.011071967790639153
6,1987,29,22,0.011071967790639153
6,1987,30,21,0.010568696527428284
6,1987,32,14,0.007045797684952189
6,1987,33,22,0.011071967790639153
6,1987,34,20,0.010065425264217413
6,1987,35,25,0.012581781580271767
6,1987,36,23,0.011575239053850024
6,1987,37,25,0.012581781580271767
6,1987,38,23,0.011575239053850024
6,1987,39,31,0.01560140915953699
6,1987,40,22,0.011071967790639153
6,1987,41,19,0.009562154001006542
6,1987,42,28,0.014091595369904378
6,1987,43,27,0.013588324106693507
6,1987,44,12,0.006039255158530448
6,1987,45,19,0.009562154001006542
6,1987,46,35,0.017614494212380472
6,1987,48,21,0.010568696527428284
6,1987,49,25,0.012581781580271767
6,1987,50,18,0.009058882737795673
6,1987,51,22,0.011071967790639153
6,1987,52,23,0.011575239053850024
6,1987,53,23,0.011575239053850024
6,1987,54,17,0.008555611474584801
6,1987,56,23,0.011575239053850024
6,1987,57,19,0.009562154001006542
6,1987,58,21,0.010568696527428284
6,1987,59,24,0.012078510317060896
6,1987,60,23,0.011575239053850024
6,1987,61,21,0.010568696527428284
6,1987,62,26,0.013085052843482638
6,1987,63,14,0.007045797684952189
6,1987,64,11,0.005535983895319577
6,1987,65,24,0.012078510317060896
6,1987,66,19,0.009562154001006542
6,1987,67,22,0.011071967790639153
6,1987,68,18,0.009058882737795673
6,1987,69,32,0.01610468042274786
6,1987,70,23,0.011575239053850024
6,1987,71,22,0.011071967790639153
6,1987,72,22,0.011071967790639153
6,1987,73,15,0.007549068948163059
6,1987,74,25,0.012581781580271767
6,1987,75,18,0.009058882737795673
6,1987,76,24,0.012078510317060896
6,1987,79,15,0.007549068948163059
6,1987,80,22,0.011071967790639153
6,1987,81,17,0.008555611474584801
6,1987,82,17,0.008555611474584801
6,1987,83,15,0.007549068948163059
6,1987,84,20,0.010065425264217413
6,1987,85,23,0.011575239053850024
6,1987,87,19,0.009562154001006542
6,1987,88,23,0.011575239053850024
6,1987,89,20,0.010065425264217413
6,1987,90,26,0.013085052843482638
6,1987,91,19,0.009562154001006542
6,1987,92,23,0.011575239053850024
6,1987,93,14,0.007045797684952189
6,1987,94,21,0.010568696527428284
6,1987,95,19,0.009562154001006542
6,1987,104,20,0.010065425264217413
6,1987,105,15,0.007549068948163059
6,1987,106,26,0.013085052843482638
6,1987,107,24,0.012078510317060896
6,1987,108,31,0.01560140915953699
6,1987,109,26,0.013085052843482638
6,1987,110,21,0.010568696527428284
6,1987,111,15,0.007549068948163059
7,1987,0,23,0.011575239053850024
7,1987,1,24,0.012078510317060896
7,1987,2,20,0.010065425264217413
7,1987,3,19,0.009562154001006542
7,1987,4,22,0.011071967790639153
7,1987,5,15,0.007549068948163059
7,1987,6,18,0.009058882737795673
7,1987,7,22,0.011071967790639153
7,1987,10,18,0.009058882737795673
7,1987,11,25,0.012581781580271767
7,1987,12,31,0.01560140915953699
7,1987,13,15,0.007549068948163059
7,1987,15,24,0.012078510317060896
7,1987,16,17,0.008555611474584801
7,1987,17,19,0.009562154001006542
7,1987,18,24,0.012078510317060896
7,1987,19,31,0.01560140915953699
7,1987,20,28,0.014091595369904378
7,1987,24,23,0.011575239053850024
7,1987,25,22,0.011071967790639153
7,1987,26,17,0.008555611474584801
7,1987,27,26,0.013085052843482638
7,1987,28,15,0.007549068948163059
7,1987,29,15,0.007549068948163059
7,1987,30,30,0.015098137896326119
7,1987,32,22,0.011071967790639153
7,1987,33,24,0.012078510317060896
7,1987,34,17,0.008555611474584801
7,1987,35,15,0.007549068948163059
7,1987,36,12,0.006039255158530448
7,1987,37,26,0.013085052843482638
7,1987,38,17,0.008555611474584801
7,1987,39,16,0.00805234021137393
7,1987,40,18,0.009058882737795673
7,1987,41,20,0.010065425264217413
7,1987,42,14,0.007045797684952189
7,1987,43,21,0.010568696527428284
7,1987,44,25,0.012581781580271767
7,1987,45,19,0.009562154001006542
7,1987,46,29,0.01459486663311525
7,1987,48,25,0.012581781580271767
7,1987,49,23,0.011575239053850024
7,1987,50,20,0.010065425264217413
7,1987,51,19,0.009562154001006542
7,1987,52,10,0.0050327126321087065
7,1987,53,29,0.01459486663311525
7,1987,54,21,0.010568696527428284
7,1987,56,28,0.014091595369904378
7,1987,57,16,0.00805234021137393
7,1987,58,22,0.011071967790639153
7,1987,59,26,0.013085052843482638
7,1987,60,24,0.012078510317060896
7,1987,61,24,0.012078510317060896
7,1987,62,20,0.010065425264217413
7,1987,63,31,0.01560140915953699
7,1987,64,16,0.00805234021137393
7,1987,65,21,0.010568696527428284
7,1987,66,18,0.009058882737795673
7,1987,67,18,0.009058882737795673
7,1987,68,17,0.008555611474584801
7,1987,69,21,0.010568696527428284
7,1987,70,27,0.013588324106693507
7,1987,71,28,0.014091595369904378
7,1987,72,28,0.014091595369904378
7,1987,73,22,0.011071967790639153
7,1987,74,30,0.015098137896326119
7,1987,75,23,0.011575239053850024
7,1987,76,23,0.011575239053850024
7,1987,79,20,0.010065425264217413
7,1987,80,14,0.007045797684952189
7,1987,81,18,0.009058882737795673
7,1987,82,24,0.012078510317060896
7,1987,83,19,0.009562154001006542
7,1987,84,23,0.011575239053850024
7,1987,85,23,0.011575239053850024
7,1987,87,22,0.011071967790639153
7,1987,88,24,0.012078510317060896
7,1987,89,27,0.013588324106693507
7,1987,90,20,0.010065425264217413
7,1987,91,23,0.011575239053850024
7,1987,92,20,0.010065425264217413
7,1987,93,20,0.010065425264217413
7,1987,94,20,0.010065425264217413
7,1987,95,24,0.012078510317060896
7,1987,104,19,0.009562154001006542
7,1987,105,18,0.009058882737795673
7,1987,106,27,0.013588324106693507
7,1987,107,30,0.015098137896326119
7,1987,108,19,0.009562154001006542
7,1987,109,22,0.011071967790639153
7,1987,110,22,0.011071967790639153
7,1987,111,21,0.010568696527428284
8,1987,0,24,0.012078510317060896
8,1987,1,23,0.011575239053850024
8,1987,2,25,0.012581781580271767
8,1987,3,18,0.009058882737795673
8,1987,4,23,0.011575239053850024
8,1987,5,24,0.012078510317060896
8,1987,6,23,0.011575239053850024
8,1987,7,24,0.012078510317060896
8,1987,10,25,0.012581781580271767
8,1987,11,15,0.007549068948163059
8,1987,12,15,0.007549068948163059
8,1987,13,20,0.010065425264217413
8,1987,15,22,0.011071967790639153
8,1987,16,15,0.007549068948163059
8,1987,17,17,0.008555611474584801
8,1987,18,22,0.011071967790639153
8,1987,19,21,0.010568696527428284
8,1987,20,27,0.013588324106693507
8,1987,24,18,0.009058882737795673
8,1987,25,21,0.010568696527428284
8,1987,26,27,0.013588324106693507
8,1987,27,32,0.01610468042274786
8,1987,28,21,0.010568696527428284
8,1987,29,30,0.015098137896326119
8,1987,30,22,0.011071967790639153
8,1987,32,16,0.00805234021137393
8,1987,33,17,0.008555611474584801
8,1987,34,21,0.010568696527428284
8,1987,35,17,0.008555611474584801
8,1987,36,17,0.008555611474584801
8,1987,37,21,0.010568696527428284
8,1987,38,18,0.009058882737795673
8,1987,39,20,0.010065425264217413
8,1987,40,21,0.010568696527428284
8,1987,41,21,0.010568696527428284
8,1987,42,21,0.010568696527428284
8,1987,43,22,0.011071967790639153
8,1987,44,24,0.012078510317060896
8,1987,45,14,0.007045797684952189
8,1987,46,27,0.013588324106693507
8,1987,48,19,0.009562154001006542
8,1987,49,25,0.012581781580271767
8,1987,50,15,0.007549068948163059
8,1987,51,18,0.009058882737795673
8,1987,52,10,0.0050327126321087065
8,1987,53,18,0.009058882737795673
8,1987,54,24,0.012078510317060896
8,1987,56,22,0.011071967790639153
8,1987,57,25,0.012581781580271767
8,1987,58,18,0.009058882737795673
8,1987,59,18,0.009058882737795673
8,1987,60,22,0.011071967790639153
8,1987,61,13,0.006542526421741319
8,1987,62,25,0.012581781580271767
8,1987,63,29,0.01459486663311525
8,1987,64,19,0.009562154001006542
8,1987,65,20,0.010065425264217413
8,1987,66,23,0.011575239053850024
8,1987,67,21,0.010568696527428284
8,1987,68,23,0.011575239053850024
8,1987,69,24,0.012078510317060896
8,1987,70,25,0.012581781580271767
8,1987,71,32,0.01610468042274786
8,1987,72,20,0.010065425264217413
8,1987,73,20,0.010065425264217413
8,1987,74,24,0.012078510317060896
8,1987,75,27,0.013588324106693507
8,1987,76,20,0.010065425264217413
8,1987,79,25,0.012581781580271767
8,1987,80,25,0.012581781580271767
8,1987,81,23,0.011575239053850024
8,1987,82,18,0.009058882737795673
8,1987,83,34,0.017111222949169603
8,1987,84,19,0.009562154001006542
8,1987,85,16,0.00805234021137393
8,1987,87,29,0.01459486663311525
8,1987,88,14,0.007045797684952189
8,1987,89,18,0.009058882737795673
8,1987,90,23,0.011575239053850024
8,1987,91,26,0.013085052843482638
8,1987,92,14,0.007045797684952189
8,1987,93,25,0.012581781580271767
8,1987,94,25,0.012581781580271767
8,1987,95,20,0.010065425264217413
8,1987,104,24,0.012078510317060896
8,1987,105,20,0.010065425264217413
8,1987,106,24,0.012078510317060896
8,1987,107,16,0.00805234021137393
8,1987,108,25,0.012581781580271767
8,1987,109,22,0.011071967790639153
8,1987,110,29,0.01459486663311525
8,1987,111,23,0.011575239053850024
9,1987,0,18,0.009058882737795673
9,1987,1,28,0.014091595369904378
9,1987,2,20,0.010065425264217413
9,1987,3,28,0.014091595369904378
9,1987,4,29,0.01459486663311525
9,1987,5,20,0.010065425264217413
9,1987,6,23,0.011575239053850024
9,1987,7,24,0.012078510317060896
9,1987,10,25,0.012581781580271767
9,1987,11,18,0.009058882737795673
9,1987,12,30,0.015098137896326119
9,1987,13,28,0.014091595369904378
9,1987,15,18,0.009058882737795673
9,1987,16,23,0.011575239053850024
9,1987,17,17,0.008555611474584801
9,1987,18,20,0.010065425264217413
9,1987,19,21,0.010568696527428284
9,1987,20,23,0.011575239053850024
9,1987,24,23,0.011575239053850024
9,1987,25,14,0.007045797684952189
9,1987,26,24,0.012078510317060896
9,1987,27,24,0.012078510317060896
9,1987,28,20,0.010065425264217413
9,1987,29,17,0.008555611474584801
9,1987,30,27,0.013588324106693507
9,1987,32,17,0.008555611474584801
9,1987,33,13,0.006542526421741319
9,1987,34,27,0.013588324106693507
9,1987,35,15,0.007549068948163059
9,1987,36,19,0.009562154001006542
9,1987,37,20,0.010065425264217413
9,1987,38,24,0.012078510317060896
9,1987,39,12,0.006039255158530448
9,1987,40,26,0.013085052843482638
9,1987,41,22,0.011071967790639153
9,1987,42,21,0.010568696527428284
9,1987,43,17,0.008555611474584801
9,1987,44,16,0.00805234021137393
9,1987,45,28,0.014091595369904378
