fold,fold_count,midi_category,count,proportion
18,1987,Ensemble Timbres,150,0.0754906894816306
18,1987,Ethnic Timbres,161,0.08102667337695017
18,1987,Guitar Timbres,133,0.06693507800704579
18,1987,Organ Timbres,113,0.05686965274282838
18,1987,Piano Timbres,164,0.08253648716658278
18,1987,Pipe Timbres,124,0.06240563663814796
18,1987,Reed Timbres,171,0.08605938600905888
18,1987,String Timbres,151,0.07599396074484147
18,1987,Synth Lead,150,0.0754906894816306
18,1987,Synth Pad,195,0.09813789632611977
19,1987,Bass Timbres,194,0.0976346250629089
19,1987,Brass Timbres,155,0.07800704579768496
19,1987,Chromatic Percussion,112,0.05636638147961751
19,1987,Ensemble Timbres,186,0.09360845495722193
19,1987,Ethnic Timbres,165,0.08303975842979365
19,1987,Guitar Timbres,159,0.08002013085052843
19,1987,Organ Timbres,101,0.050830397584297936
19,1987,Piano Timbres,164,0.08253648716658278
19,1987,Pipe Timbres,125,0.06290890790135883
19,1987,Reed Timbres,165,0.08303975842979365
19,1987,String Timbres,147,0.07398087569199799
19,1987,Synth Lead,154,0.07750377453447407
19,1987,Synth Pad,160,0.0805234021137393
20,1987,Bass Timbres,193,0.09713135379969803
20,1987,Brass Timbres,173,0.08706592853548062
20,1987,Chromatic Percussion,105,0.05284348263714142
20,1987,Ensemble Timbres,155,0.07800704579768496
20,1987,Ethnic Timbres,148,0.07448414695520886
20,1987,Guitar Timbres,144,0.07247106190236538
20,1987,Organ Timbres,112,0.05636638147961751
20,1987,Piano Timbres,178,0.08958228485153498
20,1987,Pipe Timbres,136,0.06844489179667841
20,1987,Reed Timbres,158,0.07951685958731756
20,1987,String Timbres,150,0.0754906894816306
20,1987,Synth Lead,154,0.07750377453447407
20,1987,Synth Pad,181,0.09109209864116759
