set_type,set_type_count,midi_program_num,count,proportion
valid,5961,62,59,0.009897668176480455
valid,5961,63,58,0.0097299110887435
valid,5961,64,68,0.011407481966113067
valid,5961,65,74,0.012414024492534809
valid,5961,66,70,0.01174299614158698
valid,5961,67,63,0.010568696527428282
valid,5961,68,71,0.011910753229323938
valid,5961,69,68,0.011407481966113067
valid,5961,70,63,0.010568696527428282
valid,5961,71,68,0.011407481966113067
valid,5961,72,61,0.010233182351954369
valid,5961,73,71,0.011910753229323938
valid,5961,74,52,0.008723368562321757
valid,5961,75,66,0.011071967790639153
valid,5961,76,70,0.01174299614158698
valid,5961,79,63,0.010568696527428282
valid,5961,80,68,0.011407481966113067
valid,5961,81,71,0.011910753229323938
valid,5961,82,78,0.013085052843482636
valid,5961,83,57,0.009562154001006542
valid,5961,84,59,0.009897668176480455
valid,5961,85,72,0.012078510317060896
valid,5961,87,55,0.009226639825532628
valid,5961,88,65,0.010904210702902198
valid,5961,89,67,0.011239724878376111
valid,5961,90,62,0.010400939439691326
valid,5961,91,76,0.012749538668008722
valid,5961,92,63,0.010568696527428282
valid,5961,93,66,0.011071967790639153
valid,5961,94,66,0.011071967790639153
valid,5961,95,67,0.011239724878376111
valid,5961,104,71,0.011910753229323938
valid,5961,105,80,0.01342056701895655
valid,5961,106,65,0.010904210702902198
valid,5961,107,60,0.010065425264217413
valid,5961,108,83,0.01392383828216742
valid,5961,109,57,0.009562154001006542
valid,5961,110,73,0.012246267404797851
valid,5961,111,59,0.009897668176480455
