fold,fold_count,midi_program_num,count,proportion
3,497,30,1,0.002012072434607646
3,497,32,7,0.014084507042253523
3,497,33,9,0.018108651911468814
3,497,34,5,0.01006036217303823
3,497,35,7,0.014084507042253523
3,497,36,7,0.014084507042253523
3,497,37,4,0.008048289738430584
3,497,38,10,0.02012072434607646
3,497,39,2,0.004024144869215292
3,497,40,7,0.014084507042253523
3,497,41,3,0.006036217303822938
3,497,42,5,0.01006036217303823
3,497,43,7,0.014084507042253523
3,497,44,8,0.01609657947686117
3,497,45,5,0.01006036217303823
3,497,46,7,0.014084507042253523
3,497,48,7,0.014084507042253523
3,497,49,4,0.008048289738430584
3,497,50,4,0.008048289738430584
3,497,51,6,0.012072434607645876
3,497,52,5,0.01006036217303823
3,497,53,6,0.012072434607645876
3,497,54,6,0.012072434607645876
3,497,56,7,0.014084507042253523
3,497,57,8,0.01609657947686117
3,497,58,4,0.008048289738430584
3,497,59,6,0.012072434607645876
3,497,60,4,0.008048289738430584
3,497,61,6,0.012072434607645876
3,497,62,8,0.01609657947686117
3,497,63,5,0.01006036217303823
3,497,64,12,0.024144869215291753
3,497,65,5,0.01006036217303823
3,497,66,4,0.008048289738430584
3,497,67,5,0.01006036217303823
3,497,68,6,0.012072434607645876
3,497,69,3,0.006036217303822938
3,497,70,8,0.01609657947686117
3,497,71,3,0.006036217303822938
3,497,72,1,0.002012072434607646
3,497,73,2,0.004024144869215292
3,497,74,7,0.014084507042253523
3,497,75,4,0.008048289738430584
3,497,76,8,0.01609657947686117
3,497,79,10,0.02012072434607646
3,497,80,4,0.008048289738430584
3,497,81,5,0.01006036217303823
3,497,82,3,0.006036217303822938
3,497,83,8,0.01609657947686117
3,497,84,2,0.004024144869215292
3,497,85,4,0.008048289738430584
3,497,87,8,0.01609657947686117
3,497,88,8,0.01609657947686117
3,497,89,5,0.01006036217303823
3,497,90,4,0.008048289738430584
3,497,91,3,0.006036217303822938
3,497,92,4,0.008048289738430584
3,497,93,5,0.01006036217303823
3,497,94,5,0.01006036217303823
3,497,95,7,0.014084507042253523
3,497,104,4,0.008048289738430584
3,497,105,4,0.008048289738430584
3,497,106,6,0.012072434607645876
3,497,107,5,0.01006036217303823
3,497,108,5,0.01006036217303823
3,497,109,2,0.004024144869215292
3,497,110,1,0.002012072434607646
3,497,111,5,0.01006036217303823
4,497,0,5,0.01006036217303823
4,497,2,3,0.006036217303822938
4,497,3,5,0.01006036217303823
4,497,4,5,0.01006036217303823
4,497,5,4,0.008048289738430584
4,497,6,8,0.01609657947686117
4,497,7,5,0.01006036217303823
4,497,10,5,0.01006036217303823
4,497,11,2,0.004024144869215292
4,497,12,3,0.006036217303822938
4,497,13,10,0.02012072434607646
4,497,15,4,0.008048289738430584
4,497,16,2,0.004024144869215292
4,497,17,6,0.012072434607645876
4,497,18,4,0.008048289738430584
4,497,19,7,0.014084507042253523
4,497,20,3,0.006036217303822938
4,497,24,5,0.01006036217303823
4,497,25,6,0.012072434607645876
4,497,26,6,0.012072434607645876
4,497,27,1,0.002012072434607646
4,497,28,6,0.012072434607645876
4,497,29,6,0.012072434607645876
4,497,30,4,0.008048289738430584
4,497,32,8,0.01609657947686117
4,497,33,6,0.012072434607645876
4,497,34,4,0.008048289738430584
4,497,35,4,0.008048289738430584
4,497,36,7,0.014084507042253523
4,497,37,6,0.012072434607645876
4,497,38,4,0.008048289738430584
4,497,39,6,0.012072434607645876
4,497,40,9,0.018108651911468814
4,497,41,8,0.01609657947686117
4,497,42,3,0.006036217303822938
4,497,43,4,0.008048289738430584
4,497,44,2,0.004024144869215292
4,497,45,1,0.002012072434607646
4,497,46,8,0.01609657947686117
4,497,48,3,0.006036217303822938
4,497,49,3,0.006036217303822938
4,497,50,5,0.01006036217303823
4,497,51,4,0.008048289738430584
4,497,52,11,0.022132796780684107
4,497,53,8,0.01609657947686117
4,497,54,8,0.01609657947686117
4,497,56,6,0.012072434607645876
4,497,57,7,0.014084507042253523
4,497,58,4,0.008048289738430584
4,497,59,7,0.014084507042253523
4,497,60,6,0.012072434607645876
4,497,61,11,0.022132796780684107
4,497,62,6,0.012072434607645876
4,497,63,2,0.004024144869215292
4,497,64,6,0.012072434607645876
4,497,65,6,0.012072434607645876
4,497,66,7,0.014084507042253523
4,497,67,4,0.008048289738430584
4,497,68,4,0.008048289738430584
4,497,69,8,0.01609657947686117
4,497,70,6,0.012072434607645876
4,497,71,6,0.012072434607645876
4,497,72,5,0.01006036217303823
4,497,73,5,0.01006036217303823
4,497,74,9,0.018108651911468814
4,497,75,4,0.008048289738430584
4,497,76,6,0.012072434607645876
4,497,79,5,0.01006036217303823
4,497,80,10,0.02012072434607646
4,497,81,2,0.004024144869215292
4,497,82,7,0.014084507042253523
4,497,83,6,0.012072434607645876
4,497,84,10,0.02012072434607646
4,497,85,5,0.01006036217303823
4,497,87,3,0.006036217303822938
4,497,88,3,0.006036217303822938
4,497,89,5,0.01006036217303823
4,497,90,3,0.006036217303822938
4,497,91,4,0.008048289738430584
4,497,92,6,0.012072434607645876
4,497,93,9,0.018108651911468814
4,497,94,5,0.01006036217303823
4,497,95,12,0.024144869215291753
4,497,104,3,0.006036217303822938
4,497,105,5,0.01006036217303823
4,497,106,3,0.006036217303822938
4,497,107,2,0.004024144869215292
4,497,108,5,0.01006036217303823
4,497,109,10,0.02012072434607646
4,497,110,7,0.014084507042253523
4,497,111,5,0.01006036217303823
5,497,0,7,0.014084507042253523
5,497,1,4,0.008048289738430584
5,497,2,7,0.014084507042253523
5,497,3,6,0.012072434607645876
5,497,4,6,0.012072434607645876
5,497,5,4,0.008048289738430584
5,497,6,2,0.004024144869215292
5,497,7,8,0.01609657947686117
5,497,10,6,0.012072434607645876
5,497,11,3,0.006036217303822938
5,497,12,3,0.006036217303822938
5,497,13,7,0.014084507042253523
5,497,15,6,0.012072434607645876
5,497,16,7,0.014084507042253523
5,497,17,3,0.006036217303822938
5,497,18,5,0.01006036217303823
5,497,19,5,0.01006036217303823
5,497,20,7,0.014084507042253523
5,497,24,9,0.018108651911468814
5,497,25,2,0.004024144869215292
5,497,26,7,0.014084507042253523
5,497,27,9,0.018108651911468814
5,497,28,5,0.01006036217303823
5,497,29,3,0.006036217303822938
5,497,30,5,0.01006036217303823
5,497,32,8,0.01609657947686117
5,497,33,3,0.006036217303822938
5,497,34,2,0.004024144869215292
5,497,35,3,0.006036217303822938
5,497,36,6,0.012072434607645876
5,497,37,7,0.014084507042253523
5,497,38,2,0.004024144869215292
5,497,39,6,0.012072434607645876
5,497,40,6,0.012072434607645876
5,497,41,9,0.018108651911468814
5,497,42,3,0.006036217303822938
5,497,43,10,0.02012072434607646
5,497,44,5,0.01006036217303823
5,497,45,4,0.008048289738430584
5,497,46,7,0.014084507042253523
5,497,48,6,0.012072434607645876
5,497,49,8,0.01609657947686117
5,497,50,4,0.008048289738430584
5,497,51,6,0.012072434607645876
5,497,52,6,0.012072434607645876
5,497,53,5,0.01006036217303823
5,497,54,6,0.012072434607645876
5,497,56,2,0.004024144869215292
5,497,57,9,0.018108651911468814
5,497,58,6,0.012072434607645876
5,497,59,3,0.006036217303822938
5,497,60,8,0.01609657947686117
5,497,61,2,0.004024144869215292
5,497,62,6,0.012072434607645876
5,497,63,4,0.008048289738430584
5,497,64,1,0.002012072434607646
5,497,65,7,0.014084507042253523
5,497,66,8,0.01609657947686117
5,497,67,6,0.012072434607645876
5,497,68,6,0.012072434607645876
5,497,69,5,0.01006036217303823
5,497,70,1,0.002012072434607646
5,497,71,5,0.01006036217303823
5,497,72,4,0.008048289738430584
5,497,73,6,0.012072434607645876
5,497,74,7,0.014084507042253523
5,497,75,3,0.006036217303822938
5,497,76,7,0.014084507042253523
5,497,79,6,0.012072434607645876
5,497,80,2,0.004024144869215292
5,497,81,6,0.012072434607645876
5,497,82,6,0.012072434607645876
5,497,83,4,0.008048289738430584
5,497,84,2,0.004024144869215292
5,497,85,7,0.014084507042253523
5,497,87,7,0.014084507042253523
5,497,88,6,0.012072434607645876
5,497,89,4,0.008048289738430584
5,497,90,11,0.022132796780684107
5,497,91,11,0.022132796780684107
5,497,92,6,0.012072434607645876
5,497,93,7,0.014084507042253523
5,497,94,4,0.008048289738430584
5,497,95,3,0.006036217303822938
5,497,104,6,0.012072434607645876
5,497,105,4,0.008048289738430584
5,497,106,8,0.01609657947686117
5,497,107,6,0.012072434607645876
5,497,108,4,0.008048289738430584
5,497,109,6,0.012072434607645876
5,497,110,4,0.008048289738430584
5,497,111,3,0.006036217303822938
6,497,0,3,0.006036217303822938
6,497,1,6,0.012072434607645876
6,497,2,6,0.012072434607645876
6,497,3,4,0.008048289738430584
6,497,4,6,0.012072434607645876
6,497,5,7,0.014084507042253523
6,497,6,4,0.008048289738430584
6,497,7,3,0.006036217303822938
6,497,10,8,0.01609657947686117
6,497,11,6,0.012072434607645876
6,497,12,1,0.002012072434607646
6,497,13,5,0.01006036217303823
6,497,15,9,0.018108651911468814
6,497,16,6,0.012072434607645876
6,497,17,11,0.022132796780684107
6,497,18,3,0.006036217303822938
6,497,19,9,0.018108651911468814
6,497,20,3,0.006036217303822938
6,497,24,5,0.01006036217303823
6,497,25,6,0.012072434607645876
6,497,26,6,0.012072434607645876
6,497,27,4,0.008048289738430584
6,497,28,6,0.012072434607645876
6,497,29,8,0.01609657947686117
6,497,30,3,0.006036217303822938
6,497,32,2,0.004024144869215292
6,497,33,7,0.014084507042253523
6,497,34,5,0.01006036217303823
6,497,35,2,0.004024144869215292
6,497,36,2,0.004024144869215292
6,497,37,3,0.006036217303822938
6,497,38,3,0.006036217303822938
6,497,39,5,0.01006036217303823
6,497,40,8,0.01609657947686117
6,497,41,5,0.01006036217303823
6,497,42,7,0.014084507042253523
6,497,43,4,0.008048289738430584
6,497,44,3,0.006036217303822938
6,497,45,3,0.006036217303822938
6,497,46,7,0.014084507042253523
6,497,48,7,0.014084507042253523
6,497,49,10,0.02012072434607646
6,497,50,7,0.014084507042253523
6,497,51,9,0.018108651911468814
6,497,52,3,0.006036217303822938
6,497,53,3,0.006036217303822938
6,497,54,5,0.01006036217303823
6,497,56,3,0.006036217303822938
6,497,57,2,0.004024144869215292
6,497,58,7,0.014084507042253523
6,497,59,6,0.012072434607645876
6,497,60,5,0.01006036217303823
6,497,61,9,0.018108651911468814
6,497,62,5,0.01006036217303823
6,497,63,2,0.004024144869215292
6,497,64,5,0.01006036217303823
6,497,65,7,0.014084507042253523
6,497,66,3,0.006036217303822938
6,497,67,7,0.014084507042253523
6,497,68,3,0.006036217303822938
6,497,69,11,0.022132796780684107
6,497,70,8,0.01609657947686117
6,497,71,6,0.012072434607645876
6,497,72,4,0.008048289738430584
6,497,73,10,0.02012072434607646
6,497,74,11,0.022132796780684107
6,497,75,13,0.026156941649899398
6,497,76,1,0.002012072434607646
6,497,79,9,0.018108651911468814
6,497,80,6,0.012072434607645876
6,497,81,7,0.014084507042253523
6,497,82,5,0.01006036217303823
6,497,83,3,0.006036217303822938
6,497,84,2,0.004024144869215292
6,497,85,10,0.02012072434607646
6,497,87,3,0.006036217303822938
6,497,88,7,0.014084507042253523
6,497,89,9,0.018108651911468814
6,497,90,6,0.012072434607645876
6,497,91,1,0.002012072434607646
6,497,92,4,0.008048289738430584
6,497,93,2,0.004024144869215292
6,497,94,6,0.012072434607645876
6,497,95,6,0.012072434607645876
6,497,104,3,0.006036217303822938
6,497,105,6,0.012072434607645876
6,497,106,2,0.004024144869215292
6,497,107,3,0.006036217303822938
6,497,108,5,0.01006036217303823
6,497,109,6,0.012072434607645876
6,497,110,4,0.008048289738430584
6,497,111,6,0.012072434607645876
7,497,0,11,0.022132796780684107
7,497,2,2,0.004024144869215292
7,497,3,5,0.01006036217303823
7,497,4,3,0.006036217303822938
7,497,5,4,0.008048289738430584
7,497,6,8,0.01609657947686117
7,497,7,8,0.01609657947686117
7,497,10,4,0.008048289738430584
7,497,11,7,0.014084507042253523
7,497,12,4,0.008048289738430584
7,497,13,5,0.01006036217303823
7,497,15,1,0.002012072434607646
7,497,16,6,0.012072434607645876
7,497,17,3,0.006036217303822938
7,497,18,9,0.018108651911468814
7,497,19,4,0.008048289738430584
7,497,20,2,0.004024144869215292
7,497,24,5,0.01006036217303823
7,497,25,5,0.01006036217303823
7,497,26,6,0.012072434607645876
7,497,27,5,0.01006036217303823
7,497,28,6,0.012072434607645876
7,497,29,4,0.008048289738430584
7,497,30,9,0.018108651911468814
7,497,32,5,0.01006036217303823
7,497,33,4,0.008048289738430584
7,497,34,7,0.014084507042253523
7,497,35,5,0.01006036217303823
7,497,36,5,0.01006036217303823
7,497,37,4,0.008048289738430584
7,497,38,4,0.008048289738430584
7,497,39,7,0.014084507042253523
7,497,40,9,0.018108651911468814
7,497,41,6,0.012072434607645876
7,497,42,3,0.006036217303822938
7,497,43,3,0.006036217303822938
7,497,45,11,0.022132796780684107
7,497,46,2,0.004024144869215292
7,497,48,7,0.014084507042253523
7,497,49,2,0.004024144869215292
7,497,50,6,0.012072434607645876
7,497,51,4,0.008048289738430584
7,497,52,12,0.024144869215291753
7,497,53,6,0.012072434607645876
7,497,54,7,0.014084507042253523
7,497,56,3,0.006036217303822938
7,497,57,3,0.006036217303822938
7,497,58,9,0.018108651911468814
7,497,59,8,0.01609657947686117
7,497,60,3,0.006036217303822938
7,497,61,3,0.006036217303822938
7,497,62,6,0.012072434607645876
7,497,63,7,0.014084507042253523
7,497,64,10,0.02012072434607646
7,497,65,3,0.006036217303822938
7,497,66,5,0.01006036217303823
7,497,67,7,0.014084507042253523
7,497,68,6,0.012072434607645876
7,497,69,4,0.008048289738430584
7,497,70,5,0.01006036217303823
7,497,71,2,0.004024144869215292
7,497,72,10,0.02012072434607646
7,497,73,8,0.01609657947686117
7,497,74,5,0.01006036217303823
7,497,75,9,0.018108651911468814
7,497,76,6,0.012072434607645876
7,497,79,5,0.01006036217303823
7,497,80,8,0.01609657947686117
7,497,81,3,0.006036217303822938
7,497,82,4,0.008048289738430584
7,497,83,8,0.01609657947686117
7,497,84,4,0.008048289738430584
7,497,85,3,0.006036217303822938
7,497,87,5,0.01006036217303823
7,497,88,9,0.018108651911468814
7,497,89,5,0.01006036217303823
7,497,90,5,0.01006036217303823
7,497,91,4,0.008048289738430584
7,497,92,1,0.002012072434607646
7,497,93,3,0.006036217303822938
7,497,94,4,0.008048289738430584
7,497,95,4,0.008048289738430584
7,497,104,12,0.024144869215291753
7,497,105,3,0.006036217303822938
7,497,106,7,0.014084507042253523
7,497,107,6,0.012072434607645876
7,497,108,10,0.02012072434607646
7,497,109,5,0.01006036217303823
7,497,110,3,0.006036217303822938
7,497,111,9,0.018108651911468814
8,497,0,2,0.004024144869215292
8,497,1,1,0.002012072434607646
8,497,2,6,0.012072434607645876
8,497,3,6,0.012072434607645876
8,497,4,12,0.024144869215291753
8,497,5,7,0.014084507042253523
8,497,6,4,0.008048289738430584
8,497,7,6,0.012072434607645876
8,497,10,7,0.014084507042253523
8,497,11,6,0.012072434607645876
8,497,12,3,0.006036217303822938
8,497,13,3,0.006036217303822938
8,497,15,4,0.008048289738430584
8,497,16,6,0.012072434607645876
8,497,17,10,0.02012072434607646
8,497,18,5,0.01006036217303823
8,497,19,6,0.012072434607645876
8,497,20,7,0.014084507042253523
8,497,24,4,0.008048289738430584
8,497,25,10,0.02012072434607646
8,497,26,3,0.006036217303822938
8,497,27,1,0.002012072434607646
8,497,28,2,0.004024144869215292
8,497,29,4,0.008048289738430584
8,497,30,10,0.02012072434607646
8,497,32,5,0.01006036217303823
8,497,33,10,0.02012072434607646
8,497,34,8,0.01609657947686117
8,497,35,6,0.012072434607645876
8,497,36,6,0.012072434607645876
8,497,37,8,0.01609657947686117
8,497,38,3,0.006036217303822938
8,497,39,5,0.01006036217303823
8,497,40,5,0.01006036217303823
8,497,41,1,0.002012072434607646
8,497,42,5,0.01006036217303823
8,497,43,1,0.002012072434607646
8,497,44,4,0.008048289738430584
8,497,45,6,0.012072434607645876
8,497,46,3,0.006036217303822938
8,497,48,4,0.008048289738430584
8,497,49,5,0.01006036217303823
8,497,50,3,0.006036217303822938
8,497,51,8,0.01609657947686117
8,497,52,6,0.012072434607645876
8,497,53,4,0.008048289738430584
8,497,54,6,0.012072434607645876
8,497,56,11,0.022132796780684107
8,497,57,4,0.008048289738430584
8,497,58,8,0.01609657947686117
8,497,59,5,0.01006036217303823
8,497,60,2,0.004024144869215292
8,497,61,7,0.014084507042253523
8,497,62,2,0.004024144869215292
8,497,63,6,0.012072434607645876
8,497,64,7,0.014084507042253523
8,497,65,9,0.018108651911468814
8,497,66,3,0.006036217303822938
8,497,67,3,0.006036217303822938
8,497,68,2,0.004024144869215292
8,497,69,3,0.006036217303822938
8,497,70,7,0.014084507042253523
8,497,71,6,0.012072434607645876
8,497,72,5,0.01006036217303823
8,497,73,8,0.01609657947686117
8,497,74,5,0.01006036217303823
8,497,75,5,0.01006036217303823
8,497,76,4,0.008048289738430584
8,497,79,3,0.006036217303822938
8,497,80,5,0.01006036217303823
8,497,81,6,0.012072434607645876
8,497,82,4,0.008048289738430584
8,497,83,5,0.01006036217303823
8,497,84,6,0.012072434607645876
8,497,85,2,0.004024144869215292
8,497,87,2,0.004024144869215292
8,497,88,5,0.01006036217303823
8,497,89,3,0.006036217303822938
8,497,90,4,0.008048289738430584
8,497,91,9,0.018108651911468814
8,497,92,5,0.01006036217303823
8,497,93,6,0.012072434607645876
8,497,94,8,0.01609657947686117
8,497,95,5,0.01006036217303823
8,497,104,10,0.02012072434607646
8,497,105,7,0.014084507042253523
8,497,106,9,0.018108651911468814
8,497,107,6,0.012072434607645876
8,497,108,9,0.018108651911468814
8,497,109,9,0.018108651911468814
8,497,110,4,0.008048289738430584
8,497,111,6,0.012072434607645876
9,497,0,9,0.018108651911468814
9,497,1,5,0.01006036217303823
9,497,2,7,0.014084507042253523
9,497,3,5,0.01006036217303823
9,497,4,3,0.006036217303822938
9,497,5,9,0.018108651911468814
9,497,6,8,0.01609657947686117
9,497,7,2,0.004024144869215292
9,497,10,6,0.012072434607645876
9,497,11,6,0.012072434607645876
9,497,12,11,0.022132796780684107
9,497,13,6,0.012072434607645876
9,497,15,6,0.012072434607645876
9,497,16,5,0.01006036217303823
9,497,17,5,0.01006036217303823
9,497,18,4,0.008048289738430584
9,497,19,5,0.01006036217303823
9,497,20,4,0.008048289738430584
9,497,24,4,0.008048289738430584
9,497,25,5,0.01006036217303823
9,497,26,7,0.014084507042253523
9,497,27,12,0.024144869215291753
9,497,28,6,0.012072434607645876
9,497,29,5,0.01006036217303823
9,497,30,5,0.01006036217303823
9,497,32,5,0.01006036217303823
9,497,33,2,0.004024144869215292
9,497,34,5,0.01006036217303823
9,497,35,4,0.008048289738430584
9,497,36,7,0.014084507042253523
9,497,37,4,0.008048289738430584
9,497,38,5,0.01006036217303823
9,497,39,4,0.008048289738430584
9,497,40,3,0.006036217303822938
9,497,41,4,0.008048289738430584
9,497,42,4,0.008048289738430584
9,497,43,6,0.012072434607645876
9,497,44,4,0.008048289738430584
9,497,45,4,0.008048289738430584
9,497,46,2,0.004024144869215292
9,497,48,7,0.014084507042253523
9,497,49,3,0.006036217303822938
9,497,50,7,0.014084507042253523
9,497,51,2,0.004024144869215292
9,497,52,4,0.008048289738430584
9,497,53,4,0.008048289738430584
9,497,54,4,0.008048289738430584
9,497,56,5,0.01006036217303823
9,497,57,2,0.004024144869215292
9,497,58,3,0.006036217303822938
9,497,59,7,0.014084507042253523
9,497,60,9,0.018108651911468814
9,497,61,7,0.014084507042253523
9,497,62,9,0.018108651911468814
9,497,63,5,0.01006036217303823
9,497,64,4,0.008048289738430584
9,497,65,9,0.018108651911468814
9,497,66,8,0.01609657947686117
9,497,67,5,0.01006036217303823
9,497,68,4,0.008048289738430584
9,497,69,4,0.008048289738430584
9,497,70,3,0.006036217303822938
9,497,71,7,0.014084507042253523
9,497,72,6,0.012072434607645876
9,497,73,6,0.012072434607645876
9,497,74,2,0.004024144869215292
9,497,75,8,0.01609657947686117
9,497,76,3,0.006036217303822938
9,497,79,4,0.008048289738430584
9,497,80,5,0.01006036217303823
9,497,81,4,0.008048289738430584
9,497,82,11,0.022132796780684107
9,497,83,5,0.01006036217303823
9,497,84,9,0.018108651911468814
9,497,85,9,0.018108651911468814
9,497,87,2,0.004024144869215292
9,497,88,5,0.01006036217303823
9,497,89,7,0.014084507042253523
9,497,90,7,0.014084507042253523
9,497,91,7,0.014084507042253523
9,497,92,9,0.018108651911468814
9,497,93,3,0.006036217303822938
9,497,94,5,0.01006036217303823
9,497,95,6,0.012072434607645876
9,497,104,6,0.012072434607645876
9,497,105,8,0.01609657947686117
9,497,106,6,0.012072434607645876
9,497,107,6,0.012072434607645876
