fold,fold_count,midi_category,count,proportion
12,662,Organ Timbres,35,0.052870090634441085
12,662,Piano Timbres,58,0.08761329305135952
12,662,Pipe Timbres,47,0.07099697885196375
12,662,Reed Timbres,63,0.09516616314199396
12,662,String Timbres,50,0.0755287009063444
12,662,Synth Lead,61,0.09214501510574018
12,662,Synth Pad,64,0.09667673716012085
13,662,Bass Timbres,70,0.10574018126888217
13,662,Brass Timbres,56,0.08459214501510574
13,662,Chromatic Percussion,34,0.0513595166163142
13,662,Ensemble Timbres,42,0.0634441087613293
13,662,Ethnic Timbres,60,0.09063444108761329
13,662,Guitar Timbres,49,0.07401812688821752
13,662,Organ Timbres,30,0.045317220543806644
13,662,Piano Timbres,60,0.09063444108761329
13,662,Pipe Timbres,49,0.07401812688821752
13,662,Reed Timbres,42,0.0634441087613293
13,662,String Timbres,57,0.08610271903323263
13,662,Synth Lead,58,0.08761329305135952
13,662,Synth Pad,55,0.08308157099697885
14,662,Bass Timbres,64,0.09667673716012085
14,662,Brass Timbres,65,0.09818731117824774
14,662,Chromatic Percussion,33,0.04984894259818731
14,662,Ensemble Timbres,46,0.06948640483383686
14,662,Ethnic Timbres,54,0.08157099697885196
14,662,Guitar Timbres,55,0.08308157099697885
14,662,Organ Timbres,32,0.04833836858006042
14,662,Piano Timbres,71,0.10725075528700906
14,662,Pipe Timbres,44,0.06646525679758308
14,662,Reed Timbres,52,0.07854984894259819
14,662,String Timbres,52,0.07854984894259819
14,662,Synth Lead,40,0.060422960725075525
14,662,Synth Pad,54,0.08157099697885196
15,662,Bass Timbres,66,0.09969788519637462
15,662,Brass Timbres,61,0.09214501510574018
15,662,Chromatic Percussion,26,0.03927492447129909
15,662,Ensemble Timbres,56,0.08459214501510574
15,662,Ethnic Timbres,67,0.10120845921450151
15,662,Guitar Timbres,47,0.07099697885196375
15,662,Organ Timbres,37,0.055891238670694864
15,662,Piano Timbres,56,0.08459214501510574
15,662,Pipe Timbres,37,0.055891238670694864
15,662,Reed Timbres,60,0.09063444108761329
15,662,String Timbres,43,0.0649546827794562
15,662,Synth Lead,53,0.08006042296072508
15,662,Synth Pad,53,0.08006042296072508
16,662,Bass Timbres,56,0.08459214501510574
16,662,Brass Timbres,66,0.09969788519637462
16,662,Chromatic Percussion,24,0.03625377643504532
16,662,Ensemble Timbres,65,0.09818731117824774
16,662,Ethnic Timbres,56,0.08459214501510574
16,662,Guitar Timbres,42,0.0634441087613293
16,662,Organ Timbres,26,0.03927492447129909
16,662,Piano Timbres,56,0.08459214501510574
16,662,Pipe Timbres,43,0.0649546827794562
16,662,Reed Timbres,57,0.08610271903323263
16,662,String Timbres,53,0.08006042296072508
16,662,Synth Lead,50,0.0755287009063444
16,662,Synth Pad,68,0.1027190332326284
17,662,Bass Timbres,45,0.06797583081570997
17,662,Brass Timbres,48,0.07250755287009064
17,662,Chromatic Percussion,38,0.05740181268882175
17,662,Ensemble Timbres,54,0.08157099697885196
17,662,Ethnic Timbres,65,0.09818731117824774
17,662,Guitar Timbres,40,0.060422960725075525
17,662,Organ Timbres,36,0.054380664652567974
17,662,Piano Timbres,51,0.0770392749244713
17,662,Pipe Timbres,38,0.05740181268882175
17,662,Reed Timbres,77,0.1163141993957704
17,662,String Timbres,50,0.0755287009063444
17,662,Synth Lead,55,0.08308157099697885
17,662,Synth Pad,65,0.09818731117824774
18,662,Bass Timbres,56,0.08459214501510574
18,662,Brass Timbres,65,0.09818731117824774
18,662,Chromatic Percussion,37,0.055891238670694864
18,662,Ensemble Timbres,45,0.06797583081570997
18,662,Ethnic Timbres,49,0.07401812688821752
18,662,Guitar Timbres,45,0.06797583081570997
18,662,Organ Timbres,40,0.060422960725075525
18,662,Piano Timbres,60,0.09063444108761329
18,662,Pipe Timbres,44,0.06646525679758308
18,662,Reed Timbres,56,0.08459214501510574
18,662,String Timbres,53,0.08006042296072508
18,662,Synth Lead,54,0.08157099697885196
18,662,Synth Pad,58,0.08761329305135952
19,662,Bass Timbres,64,0.09667673716012085
19,662,Brass Timbres,50,0.0755287009063444
19,662,Chromatic Percussion,32,0.04833836858006042
19,662,Ensemble Timbres,61,0.09214501510574018
19,662,Ethnic Timbres,53,0.08006042296072508
19,662,Guitar Timbres,59,0.0891238670694864
19,662,Organ Timbres,33,0.04984894259818731
19,662,Piano Timbres,53,0.08006042296072508
19,662,Pipe Timbres,42,0.0634441087613293
19,662,Reed Timbres,64,0.09667673716012085
19,662,String Timbres,49,0.07401812688821752
19,662,Synth Lead,47,0.07099697885196375
19,662,Synth Pad,55,0.08308157099697885
20,662,Bass Timbres,64,0.09667673716012085
20,662,Brass Timbres,64,0.09667673716012085
20,662,Chromatic Percussion,36,0.054380664652567974
20,662,Ensemble Timbres,52,0.07854984894259819
20,662,Ethnic Timbres,51,0.0770392749244713
20,662,Guitar Timbres,53,0.08006042296072508
20,662,Organ Timbres,34,0.0513595166163142
20,662,Piano Timbres,57,0.08610271903323263
20,662,Pipe Timbres,45,0.06797583081570997
20,662,Reed Timbres,50,0.0755287009063444
20,662,String Timbres,45,0.06797583081570997
20,662,Synth Lead,48,0.07250755287009064
20,662,Synth Pad,63,0.09516616314199396
