fold,fold_count,midi_program_name,count,proportion
2,497,Acoustic Nylon Guitar,4,0.008048289738430584
2,497,Acoustic Steel Guitar,7,0.014084507042253523
2,497,Alto Sax,6,0.012072434607645876
2,497,Bagpipe,2,0.004024144869215292
2,497,Banjo,3,0.006036217303822938
2,497,Baritone Sax,10,0.02012072434607646
2,497,Bass Lead,8,0.01609657947686117
2,497,Bassoon,4,0.008048289738430584
2,497,Bottle Blow,4,0.008048289738430584
2,497,Bowed Pad,7,0.014084507042253523
2,497,Brass Section,4,0.008048289738430584
2,497,Bright Acoustic Piano,6,0.012072434607645876
2,497,Calliope Lead,7,0.014084507042253523
2,497,Cello,4,0.008048289738430584
2,497,Charang Lead,7,0.014084507042253523
2,497,Chiff Lead,5,0.01006036217303823
2,497,"Choir ""Aah""",2,0.004024144869215292
2,497,"Choir ""Ooh""",4,0.008048289738430584
2,497,Choir Pad,7,0.014084507042253523
2,497,Chorused Piano,5,0.01006036217303823
2,497,Church Organ,3,0.006036217303822938
2,497,Clarinet,8,0.01609657947686117
2,497,Clavinet,4,0.008048289738430584
2,497,Contrabass,5,0.01006036217303823
2,497,Distortion Guitar,6,0.012072434607645876
2,497,Dulcimer,8,0.01609657947686117
2,497,Electric Clean Guitar,8,0.01609657947686117
2,497,Electric Grand Piano,2,0.004024144869215292
2,497,Electric Jazz Guitar,6,0.012072434607645876
2,497,Electric Muted Guitar,8,0.01609657947686117
2,497,English Horn,11,0.022132796780684107
2,497,Fiddle,7,0.014084507042253523
2,497,Fingered Electric Bass,1,0.002012072434607646
2,497,Flute,4,0.008048289738430584
2,497,French Horn,5,0.01006036217303823
2,497,Fretless Bass,9,0.018108651911468814
2,497,Halo Pad,3,0.006036217303822938
2,497,Hammond Organ,3,0.006036217303822938
2,497,Harpsichord,4,0.008048289738430584
2,497,Honky-tonk Piano,6,0.012072434607645876
2,497,Kalimba,10,0.02012072434607646
2,497,Koto,7,0.014084507042253523
2,497,Marimba,4,0.008048289738430584
2,497,Metallic Pad,10,0.02012072434607646
2,497,Music Box,4,0.008048289738430584
2,497,Muted Trumpet,5,0.01006036217303823
2,497,New Age Pad,7,0.014084507042253523
2,497,Oboe,5,0.01006036217303823
2,497,Ocarina,2,0.004024144869215292
2,497,Orchestral Harp,4,0.008048289738430584
2,497,Overdriven Guitar,10,0.02012072434607646
2,497,Pan Flute,3,0.006036217303822938
2,497,Percussive Organ,4,0.008048289738430584
2,497,Piccolo,9,0.018108651911468814
2,497,Pizzicato Strings,5,0.01006036217303823
2,497,Plucked Electric Bass,3,0.006036217303822938
2,497,Polysynth Pad,4,0.008048289738430584
2,497,Recorder,2,0.004024144869215292
2,497,Reed Organ,6,0.012072434607645876
2,497,Rhodes Piano,7,0.014084507042253523
2,497,Rock Organ,7,0.014084507042253523
2,497,Sawtooth Wave Lead,4,0.008048289738430584
2,497,Shamisen,3,0.006036217303822938
2,497,Shanai,7,0.014084507042253523
2,497,Sitar,6,0.012072434607645876
2,497,Slap Bass 1,7,0.014084507042253523
2,497,Slap Bass 2,4,0.008048289738430584
2,497,Soprano Sax,1,0.002012072434607646
2,497,Square Wave Lead,6,0.012072434607645876
2,497,String Ensemble 1,1,0.002012072434607646
2,497,String Ensemble 2,9,0.018108651911468814
2,497,Sweep Pad,7,0.014084507042253523
2,497,Synth Bass 1,5,0.01006036217303823
2,497,Synth Bass 2,6,0.012072434607645876
2,497,Synth Brass 1,6,0.012072434607645876
2,497,Synth Brass 2,5,0.01006036217303823
2,497,Synth Strings 1,2,0.004024144869215292
2,497,Synth Strings 2,7,0.014084507042253523
2,497,Synth Voice,3,0.006036217303822938
2,497,Tenor Sax,5,0.01006036217303823
2,497,Tremolo Strings,6,0.012072434607645876
2,497,Trombone,9,0.018108651911468814
2,497,Trumpet,4,0.008048289738430584
2,497,Tuba,6,0.012072434607645876
2,497,Vibraphone,7,0.014084507042253523
2,497,Viola,6,0.012072434607645876
2,497,Violin,4,0.008048289738430584
2,497,Voice Lead,2,0.004024144869215292
2,497,Warm Pad,6,0.012072434607645876
2,497,Xylophone,5,0.01006036217303823
3,497,Acoustic Bass,7,0.014084507042253523
3,497,Acoustic Grand Piano,2,0.004024144869215292
3,497,Acoustic Nylon Guitar,9,0.018108651911468814
3,497,Acoustic Steel Guitar,2,0.004024144869215292
3,497,Alto Sax,5,0.01006036217303823
3,497,Bagpipe,2,0.004024144869215292
3,497,Banjo,4,0.008048289738430584
3,497,Baritone Sax,5,0.01006036217303823
3,497,Bass Lead,8,0.01609657947686117
3,497,Bassoon,8,0.01609657947686117
3,497,Bottle Blow,8,0.01609657947686117
3,497,Bowed Pad,4,0.008048289738430584
3,497,Brass Section,6,0.012072434607645876
3,497,Bright Acoustic Piano,7,0.014084507042253523
3,497,Calliope Lead,3,0.006036217303822938
3,497,Cello,5,0.01006036217303823
3,497,Charang Lead,2,0.004024144869215292
3,497,Chiff Lead,8,0.01609657947686117
3,497,"Choir ""Aah""",5,0.01006036217303823
3,497,"Choir ""Ooh""",6,0.012072434607645876
3,497,Choir Pad,3,0.006036217303822938
3,497,Chorused Piano,9,0.018108651911468814
3,497,Church Organ,3,0.006036217303822938
3,497,Clarinet,3,0.006036217303822938
3,497,Clavinet,7,0.014084507042253523
3,497,Contrabass,7,0.014084507042253523
3,497,Distortion Guitar,1,0.002012072434607646
3,497,Dulcimer,8,0.01609657947686117
3,497,Electric Clean Guitar,2,0.004024144869215292
3,497,Electric Grand Piano,3,0.006036217303822938
3,497,Electric Jazz Guitar,8,0.01609657947686117
3,497,Electric Muted Guitar,6,0.012072434607645876
3,497,English Horn,3,0.006036217303822938
3,497,Fiddle,1,0.002012072434607646
3,497,Fingered Electric Bass,9,0.018108651911468814
3,497,Flute,2,0.004024144869215292
3,497,French Horn,4,0.008048289738430584
3,497,Fretless Bass,7,0.014084507042253523
3,497,Halo Pad,5,0.01006036217303823
3,497,Hammond Organ,4,0.008048289738430584
3,497,Harpsichord,7,0.014084507042253523
3,497,Honky-tonk Piano,8,0.01609657947686117
3,497,Kalimba,5,0.01006036217303823
3,497,Koto,5,0.01006036217303823
3,497,Marimba,6,0.012072434607645876
3,497,Metallic Pad,5,0.01006036217303823
3,497,Music Box,6,0.012072434607645876
3,497,Muted Trumpet,6,0.012072434607645876
3,497,New Age Pad,8,0.01609657947686117
3,497,Oboe,6,0.012072434607645876
3,497,Ocarina,10,0.02012072434607646
3,497,Orchestral Harp,7,0.014084507042253523
3,497,Overdriven Guitar,4,0.008048289738430584
3,497,Pan Flute,4,0.008048289738430584
3,497,Percussive Organ,3,0.006036217303822938
3,497,Piccolo,1,0.002012072434607646
3,497,Pizzicato Strings,5,0.01006036217303823
3,497,Plucked Electric Bass,5,0.01006036217303823
3,497,Polysynth Pad,4,0.008048289738430584
3,497,Recorder,7,0.014084507042253523
3,497,Reed Organ,7,0.014084507042253523
3,497,Rhodes Piano,6,0.012072434607645876
3,497,Rock Organ,7,0.014084507042253523
3,497,Sawtooth Wave Lead,5,0.01006036217303823
3,497,Shamisen,6,0.012072434607645876
3,497,Shanai,5,0.01006036217303823
3,497,Sitar,4,0.008048289738430584
3,497,Slap Bass 1,7,0.014084507042253523
3,497,Slap Bass 2,4,0.008048289738430584
3,497,Soprano Sax,12,0.024144869215291753
3,497,Square Wave Lead,4,0.008048289738430584
3,497,String Ensemble 1,7,0.014084507042253523
3,497,String Ensemble 2,4,0.008048289738430584
3,497,Sweep Pad,7,0.014084507042253523
3,497,Synth Bass 1,10,0.02012072434607646
3,497,Synth Bass 2,2,0.004024144869215292
3,497,Synth Brass 1,8,0.01609657947686117
3,497,Synth Brass 2,5,0.01006036217303823
3,497,Synth Strings 1,4,0.008048289738430584
3,497,Synth Strings 2,6,0.012072434607645876
3,497,Synth Voice,6,0.012072434607645876
3,497,Tenor Sax,4,0.008048289738430584
3,497,Tremolo Strings,8,0.01609657947686117
3,497,Trombone,8,0.01609657947686117
3,497,Trumpet,7,0.014084507042253523
3,497,Tuba,4,0.008048289738430584
3,497,Vibraphone,4,0.008048289738430584
3,497,Viola,3,0.006036217303822938
3,497,Violin,7,0.014084507042253523
3,497,Voice Lead,4,0.008048289738430584
3,497,Warm Pad,5,0.01006036217303823
3,497,Xylophone,4,0.008048289738430584
4,497,Acoustic Bass,8,0.01609657947686117
4,497,Acoustic Grand Piano,5,0.01006036217303823
4,497,Acoustic Nylon Guitar,5,0.01006036217303823
4,497,Acoustic Steel Guitar,6,0.012072434607645876
4,497,Alto Sax,6,0.012072434607645876
4,497,Bagpipe,10,0.02012072434607646
4,497,Banjo,5,0.01006036217303823
4,497,Baritone Sax,4,0.008048289738430584
4,497,Bass Lead,3,0.006036217303822938
4,497,Bassoon,6,0.012072434607645876
4,497,Bottle Blow,6,0.012072434607645876
4,497,Bowed Pad,6,0.012072434607645876
4,497,Brass Section,11,0.022132796780684107
4,497,Calliope Lead,7,0.014084507042253523
4,497,Cello,3,0.006036217303822938
4,497,Charang Lead,10,0.02012072434607646
4,497,Chiff Lead,6,0.012072434607645876
4,497,"Choir ""Aah""",11,0.022132796780684107
4,497,"Choir ""Ooh""",8,0.01609657947686117
4,497,Choir Pad,4,0.008048289738430584
4,497,Chorused Piano,4,0.008048289738430584
4,497,Church Organ,7,0.014084507042253523
4,497,Clarinet,6,0.012072434607645876
4,497,Clavinet,5,0.01006036217303823
4,497,Contrabass,4,0.008048289738430584
4,497,Distortion Guitar,4,0.008048289738430584
4,497,Dulcimer,4,0.008048289738430584
4,497,Electric Clean Guitar,1,0.002012072434607646
4,497,Electric Grand Piano,3,0.006036217303822938
4,497,Electric Jazz Guitar,6,0.012072434607645876
4,497,Electric Muted Guitar,6,0.012072434607645876
4,497,English Horn,8,0.01609657947686117
4,497,Fiddle,7,0.014084507042253523
4,497,Fingered Electric Bass,6,0.012072434607645876
4,497,Flute,5,0.01006036217303823
4,497,French Horn,6,0.012072434607645876
4,497,Fretless Bass,4,0.008048289738430584
4,497,Halo Pad,5,0.01006036217303823
4,497,Hammond Organ,2,0.004024144869215292
4,497,Harpsichord,8,0.01609657947686117
4,497,Honky-tonk Piano,5,0.01006036217303823
4,497,Kalimba,5,0.01006036217303823
4,497,Koto,2,0.004024144869215292
4,497,Marimba,3,0.006036217303822938
4,497,Metallic Pad,9,0.018108651911468814
4,497,Music Box,5,0.01006036217303823
4,497,Muted Trumpet,7,0.014084507042253523
4,497,New Age Pad,3,0.006036217303822938
4,497,Oboe,4,0.008048289738430584
4,497,Ocarina,5,0.01006036217303823
4,497,Orchestral Harp,8,0.01609657947686117
4,497,Overdriven Guitar,6,0.012072434607645876
4,497,Pan Flute,4,0.008048289738430584
4,497,Percussive Organ,6,0.012072434607645876
4,497,Piccolo,5,0.01006036217303823
4,497,Pizzicato Strings,1,0.002012072434607646
4,497,Plucked Electric Bass,4,0.008048289738430584
4,497,Polysynth Pad,3,0.006036217303822938
4,497,Recorder,9,0.018108651911468814
4,497,Reed Organ,3,0.006036217303822938
4,497,Rhodes Piano,5,0.01006036217303823
4,497,Rock Organ,4,0.008048289738430584
4,497,Sawtooth Wave Lead,2,0.004024144869215292
4,497,Shamisen,3,0.006036217303822938
4,497,Shanai,5,0.01006036217303823
4,497,Sitar,3,0.006036217303822938
4,497,Slap Bass 1,7,0.014084507042253523
4,497,Slap Bass 2,6,0.012072434607645876
4,497,Soprano Sax,6,0.012072434607645876
4,497,Square Wave Lead,10,0.02012072434607646
4,497,String Ensemble 1,3,0.006036217303822938
4,497,String Ensemble 2,3,0.006036217303822938
4,497,Sweep Pad,12,0.024144869215291753
4,497,Synth Bass 1,4,0.008048289738430584
4,497,Synth Bass 2,6,0.012072434607645876
4,497,Synth Brass 1,6,0.012072434607645876
4,497,Synth Brass 2,2,0.004024144869215292
4,497,Synth Strings 1,5,0.01006036217303823
4,497,Synth Strings 2,4,0.008048289738430584
4,497,Synth Voice,8,0.01609657947686117
4,497,Tenor Sax,7,0.014084507042253523
4,497,Tremolo Strings,2,0.004024144869215292
4,497,Trombone,7,0.014084507042253523
4,497,Trumpet,6,0.012072434607645876
4,497,Tuba,4,0.008048289738430584
4,497,Vibraphone,2,0.004024144869215292
4,497,Viola,8,0.01609657947686117
4,497,Violin,9,0.018108651911468814
4,497,Voice Lead,5,0.01006036217303823
4,497,Warm Pad,5,0.01006036217303823
4,497,Xylophone,10,0.02012072434607646
5,497,Acoustic Bass,8,0.01609657947686117
5,497,Acoustic Grand Piano,7,0.014084507042253523
5,497,Acoustic Nylon Guitar,9,0.018108651911468814
5,497,Acoustic Steel Guitar,2,0.004024144869215292
5,497,Alto Sax,7,0.014084507042253523
5,497,Bagpipe,6,0.012072434607645876
5,497,Banjo,4,0.008048289738430584
5,497,Baritone Sax,6,0.012072434607645876
5,497,Bass Lead,7,0.014084507042253523
5,497,Bassoon,1,0.002012072434607646
5,497,Bottle Blow,7,0.014084507042253523
5,497,Bowed Pad,6,0.012072434607645876
5,497,Brass Section,2,0.004024144869215292
5,497,Bright Acoustic Piano,4,0.008048289738430584
5,497,Calliope Lead,6,0.012072434607645876
5,497,Cello,3,0.006036217303822938
5,497,Charang Lead,2,0.004024144869215292
5,497,Chiff Lead,4,0.008048289738430584
5,497,"Choir ""Aah""",6,0.012072434607645876
5,497,"Choir ""Ooh""",5,0.01006036217303823
5,497,Choir Pad,11,0.022132796780684107
5,497,Chorused Piano,4,0.008048289738430584
5,497,Church Organ,5,0.01006036217303823
5,497,Clarinet,5,0.01006036217303823
5,497,Clavinet,8,0.01609657947686117
5,497,Contrabass,10,0.02012072434607646
5,497,Distortion Guitar,5,0.01006036217303823
5,497,Dulcimer,6,0.012072434607645876
5,497,Electric Clean Guitar,9,0.018108651911468814
5,497,Electric Grand Piano,7,0.014084507042253523
5,497,Electric Jazz Guitar,7,0.014084507042253523
5,497,Electric Muted Guitar,5,0.01006036217303823
5,497,English Horn,5,0.01006036217303823
5,497,Fiddle,4,0.008048289738430584
5,497,Fingered Electric Bass,3,0.006036217303822938
5,497,Flute,6,0.012072434607645876
5,497,French Horn,8,0.01609657947686117
5,497,Fretless Bass,3,0.006036217303822938
5,497,Halo Pad,4,0.008048289738430584
5,497,Hammond Organ,7,0.014084507042253523
5,497,Harpsichord,2,0.004024144869215292
5,497,Honky-tonk Piano,6,0.012072434607645876
5,497,Kalimba,4,0.008048289738430584
5,497,Koto,6,0.012072434607645876
5,497,Marimba,3,0.006036217303822938
5,497,Metallic Pad,7,0.014084507042253523
5,497,Music Box,6,0.012072434607645876
5,497,Muted Trumpet,3,0.006036217303822938
5,497,New Age Pad,6,0.012072434607645876
5,497,Oboe,6,0.012072434607645876
5,497,Ocarina,6,0.012072434607645876
5,497,Orchestral Harp,7,0.014084507042253523
5,497,Overdriven Guitar,3,0.006036217303822938
5,497,Pan Flute,3,0.006036217303822938
5,497,Percussive Organ,3,0.006036217303822938
5,497,Piccolo,4,0.008048289738430584
5,497,Pizzicato Strings,4,0.008048289738430584
5,497,Plucked Electric Bass,2,0.004024144869215292
5,497,Polysynth Pad,11,0.022132796780684107
5,497,Recorder,7,0.014084507042253523
5,497,Reed Organ,7,0.014084507042253523
5,497,Rhodes Piano,6,0.012072434607645876
5,497,Rock Organ,5,0.01006036217303823
5,497,Sawtooth Wave Lead,6,0.012072434607645876
5,497,Shamisen,8,0.01609657947686117
5,497,Shanai,3,0.006036217303822938
5,497,Sitar,6,0.012072434607645876
5,497,Slap Bass 1,6,0.012072434607645876
5,497,Slap Bass 2,7,0.014084507042253523
5,497,Soprano Sax,1,0.002012072434607646
5,497,Square Wave Lead,2,0.004024144869215292
5,497,String Ensemble 1,6,0.012072434607645876
5,497,String Ensemble 2,8,0.01609657947686117
5,497,Sweep Pad,3,0.006036217303822938
5,497,Synth Bass 1,2,0.004024144869215292
5,497,Synth Bass 2,6,0.012072434607645876
5,497,Synth Brass 1,6,0.012072434607645876
5,497,Synth Brass 2,4,0.008048289738430584
5,497,Synth Strings 1,4,0.008048289738430584
5,497,Synth Strings 2,6,0.012072434607645876
5,497,Synth Voice,6,0.012072434607645876
5,497,Tenor Sax,8,0.01609657947686117
5,497,Tremolo Strings,5,0.01006036217303823
5,497,Trombone,9,0.018108651911468814
5,497,Trumpet,2,0.004024144869215292
5,497,Tuba,6,0.012072434607645876
5,497,Vibraphone,3,0.006036217303822938
5,497,Viola,9,0.018108651911468814
5,497,Violin,6,0.012072434607645876
5,497,Voice Lead,7,0.014084507042253523
5,497,Warm Pad,4,0.008048289738430584
5,497,Xylophone,7,0.014084507042253523
6,497,Acoustic Bass,2,0.004024144869215292
6,497,Acoustic Grand Piano,3,0.006036217303822938
6,497,Acoustic Nylon Guitar,5,0.01006036217303823
6,497,Acoustic Steel Guitar,6,0.012072434607645876
6,497,Alto Sax,7,0.014084507042253523
6,497,Bagpipe,6,0.012072434607645876
6,497,Banjo,6,0.012072434607645876
6,497,Baritone Sax,7,0.014084507042253523
6,497,Bass Lead,3,0.006036217303822938
6,497,Bassoon,8,0.01609657947686117
6,497,Bottle Blow,1,0.002012072434607646
6,497,Bowed Pad,4,0.008048289738430584
6,497,Brass Section,9,0.018108651911468814
6,497,Bright Acoustic Piano,6,0.012072434607645876
6,497,Calliope Lead,5,0.01006036217303823
6,497,Cello,7,0.014084507042253523
6,497,Charang Lead,2,0.004024144869215292
6,497,Chiff Lead,3,0.006036217303822938
6,497,"Choir ""Aah""",3,0.006036217303822938
6,497,"Choir ""Ooh""",3,0.006036217303822938
6,497,Choir Pad,1,0.002012072434607646
6,497,Chorused Piano,7,0.014084507042253523
6,497,Church Organ,9,0.018108651911468814
6,497,Clarinet,6,0.012072434607645876
6,497,Clavinet,3,0.006036217303822938
6,497,Contrabass,4,0.008048289738430584
6,497,Distortion Guitar,3,0.006036217303822938
6,497,Dulcimer,9,0.018108651911468814
6,497,Electric Clean Guitar,4,0.008048289738430584
6,497,Electric Grand Piano,6,0.012072434607645876
6,497,Electric Jazz Guitar,6,0.012072434607645876
6,497,Electric Muted Guitar,6,0.012072434607645876
6,497,English Horn,11,0.022132796780684107
6,497,Fiddle,4,0.008048289738430584
6,497,Fingered Electric Bass,7,0.014084507042253523
6,497,Flute,10,0.02012072434607646
6,497,French Horn,5,0.01006036217303823
6,497,Fretless Bass,2,0.004024144869215292
6,497,Halo Pad,6,0.012072434607645876
6,497,Hammond Organ,6,0.012072434607645876
6,497,Harpsichord,4,0.008048289738430584
6,497,Honky-tonk Piano,4,0.008048289738430584
6,497,Kalimba,5,0.01006036217303823
6,497,Koto,3,0.006036217303822938
6,497,Marimba,1,0.002012072434607646
6,497,Metallic Pad,2,0.004024144869215292
6,497,Music Box,8,0.01609657947686117
6,497,Muted Trumpet,6,0.012072434607645876
6,497,New Age Pad,7,0.014084507042253523
6,497,Oboe,3,0.006036217303822938
6,497,Ocarina,9,0.018108651911468814
6,497,Orchestral Harp,7,0.014084507042253523
6,497,Overdriven Guitar,8,0.01609657947686117
6,497,Pan Flute,13,0.026156941649899398
6,497,Percussive Organ,11,0.022132796780684107
6,497,Piccolo,4,0.008048289738430584
6,497,Pizzicato Strings,3,0.006036217303822938
6,497,Plucked Electric Bass,5,0.01006036217303823
6,497,Polysynth Pad,6,0.012072434607645876
6,497,Recorder,11,0.022132796780684107
6,497,Reed Organ,3,0.006036217303822938
6,497,Rhodes Piano,6,0.012072434607645876
6,497,Rock Organ,3,0.006036217303822938
6,497,Sawtooth Wave Lead,7,0.014084507042253523
6,497,Shamisen,2,0.004024144869215292
6,497,Shanai,6,0.012072434607645876
6,497,Sitar,3,0.006036217303822938
6,497,Slap Bass 1,2,0.004024144869215292
6,497,Slap Bass 2,3,0.006036217303822938
6,497,Soprano Sax,5,0.01006036217303823
6,497,Square Wave Lead,6,0.012072434607645876
6,497,String Ensemble 1,7,0.014084507042253523
6,497,String Ensemble 2,10,0.02012072434607646
6,497,Sweep Pad,6,0.012072434607645876
6,497,Synth Bass 1,3,0.006036217303822938
6,497,Synth Bass 2,5,0.01006036217303823
6,497,Synth Brass 1,5,0.01006036217303823
6,497,Synth Brass 2,2,0.004024144869215292
6,497,Synth Strings 1,7,0.014084507042253523
6,497,Synth Strings 2,9,0.018108651911468814
6,497,Synth Voice,5,0.01006036217303823
6,497,Tenor Sax,3,0.006036217303822938
6,497,Tremolo Strings,3,0.006036217303822938
6,497,Trombone,2,0.004024144869215292
6,497,Trumpet,3,0.006036217303822938
6,497,Tuba,7,0.014084507042253523
6,497,Vibraphone,6,0.012072434607645876
6,497,Viola,5,0.01006036217303823
6,497,Violin,8,0.01609657947686117
6,497,Voice Lead,10,0.02012072434607646
6,497,Warm Pad,9,0.018108651911468814
6,497,Xylophone,5,0.01006036217303823
7,497,Acoustic Bass,5,0.01006036217303823
7,497,Acoustic Grand Piano,11,0.022132796780684107
7,497,Acoustic Nylon Guitar,5,0.01006036217303823
7,497,Acoustic Steel Guitar,5,0.01006036217303823
7,497,Alto Sax,3,0.006036217303822938
7,497,Bagpipe,5,0.01006036217303823
7,497,Banjo,3,0.006036217303822938
7,497,Baritone Sax,7,0.014084507042253523
7,497,Bass Lead,5,0.01006036217303823
7,497,Bassoon,5,0.01006036217303823
7,497,Bottle Blow,6,0.012072434607645876
7,497,Bowed Pad,1,0.002012072434607646
7,497,Brass Section,3,0.006036217303822938
7,497,Calliope Lead,4,0.008048289738430584
7,497,Cello,3,0.006036217303822938
7,497,Charang Lead,4,0.008048289738430584
7,497,Chiff Lead,8,0.01609657947686117
7,497,"Choir ""Aah""",12,0.024144869215291753
7,497,"Choir ""Ooh""",6,0.012072434607645876
7,497,Choir Pad,4,0.008048289738430584
7,497,Chorused Piano,4,0.008048289738430584
7,497,Church Organ,4,0.008048289738430584
7,497,Clarinet,2,0.004024144869215292
7,497,Clavinet,8,0.01609657947686117
7,497,Contrabass,3,0.006036217303822938
7,497,Distortion Guitar,9,0.018108651911468814
7,497,Dulcimer,1,0.002012072434607646
7,497,Electric Clean Guitar,5,0.01006036217303823
7,497,Electric Grand Piano,2,0.004024144869215292
7,497,Electric Jazz Guitar,6,0.012072434607645876
7,497,Electric Muted Guitar,6,0.012072434607645876
7,497,English Horn,4,0.008048289738430584
7,497,Fiddle,3,0.006036217303822938
7,497,Fingered Electric Bass,4,0.008048289738430584
7,497,Flute,8,0.01609657947686117
7,497,French Horn,3,0.006036217303822938
7,497,Fretless Bass,5,0.01006036217303823
7,497,Halo Pad,4,0.008048289738430584
7,497,Hammond Organ,6,0.012072434607645876
7,497,Harpsichord,8,0.01609657947686117
7,497,Honky-tonk Piano,5,0.01006036217303823
7,497,Kalimba,10,0.02012072434607646
7,497,Koto,6,0.012072434607645876
7,497,Marimba,4,0.008048289738430584
7,497,Metallic Pad,3,0.006036217303822938
7,497,Music Box,4,0.008048289738430584
7,497,Muted Trumpet,8,0.01609657947686117
7,497,New Age Pad,9,0.018108651911468814
7,497,Oboe,6,0.012072434607645876
7,497,Ocarina,5,0.01006036217303823
7,497,Orchestral Harp,2,0.004024144869215292
7,497,Overdriven Guitar,4,0.008048289738430584
7,497,Pan Flute,9,0.018108651911468814
7,497,Percussive Organ,3,0.006036217303822938
7,497,Piccolo,10,0.02012072434607646
7,497,Pizzicato Strings,11,0.022132796780684107
7,497,Plucked Electric Bass,7,0.014084507042253523
7,497,Polysynth Pad,5,0.01006036217303823
7,497,Recorder,5,0.01006036217303823
7,497,Reed Organ,2,0.004024144869215292
7,497,Rhodes Piano,3,0.006036217303822938
7,497,Rock Organ,9,0.018108651911468814
