set_type,set_type_count,offset_time,count,proportion
test,603,1.973576224928544,1,0.001658374792703151
test,603,1.9853673762280204,1,0.001658374792703151
test,603,2.0128474276117,1,0.001658374792703151
test,603,2.0549108415637263,1,0.001658374792703151
test,603,2.080200451444201,1,0.001658374792703151
test,603,2.084332473919197,1,0.001658374792703151
test,603,2.0870706777947468,1,0.001658374792703151
test,603,2.1359255640721293,1,0.001658374792703151
test,603,2.165399449672012,1,0.001658374792703151
test,603,2.178190938484672,1,0.001658374792703151
test,603,2.2269656676011733,1,0.001658374792703151
test,603,2.241353551840624,1,0.001658374792703151
test,603,2.2834596503632234,1,0.001658374792703151
test,603,2.2905403200989776,1,0.001658374792703151
test,603,2.3042242448968286,1,0.001658374792703151
test,603,2.3056121537809027,1,0.001658374792703151
test,603,2.305882676592728,1,0.001658374792703151
test,603,2.338941350498369,1,0.001658374792703151
test,603,2.366396870447496,1,0.001658374792703151
test,603,2.3719960422600628,1,0.001658374792703151
test,603,2.3758768115630247,1,0.001658374792703151
test,603,2.388737929547795,1,0.001658374792703151
test,603,2.429517910358013,1,0.001658374792703151
test,603,2.4698750245950563,1,0.001658374792703151
test,603,2.496420666605909,1,0.001658374792703151
test,603,2.5040563020032844,1,0.001658374792703151
test,603,2.5108143843847923,1,0.001658374792703151
test,603,2.513776566781296,1,0.001658374792703151
test,603,2.5627349707386315,1,0.001658374792703151
test,603,2.583658609925512,1,0.001658374792703151
test,603,2.651265210167976,1,0.001658374792703151
test,603,2.6651510352319447,1,0.001658374792703151
test,603,2.771421006166353,1,0.001658374792703151
test,603,2.785827313306549,1,0.001658374792703151
test,603,2.806679749028059,1,0.001658374792703151
test,603,2.873247509831179,1,0.001658374792703151
test,603,2.933315976345221,1,0.001658374792703151
test,603,2.9752235327778647,1,0.001658374792703151
test,603,2.9846399055184194,1,0.001658374792703151
test,603,3.0070660266787086,1,0.001658374792703151
test,603,3.01727183887664,1,0.001658374792703151
test,603,3.0410838207520023,1,0.001658374792703151
test,603,3.0731675861483128,1,0.001658374792703151
test,603,3.0733882058009336,1,0.001658374792703151
test,603,3.074233466040343,1,0.001658374792703151
test,603,3.108418622760873,1,0.001658374792703151
test,603,3.110659602639782,1,0.001658374792703151
test,603,3.159847690944671,1,0.001658374792703151
test,603,3.161777048507989,1,0.001658374792703151
test,603,3.1785760734934168,1,0.001658374792703151
test,603,3.2100849157044675,1,0.001658374792703151
test,603,3.307905273501972,1,0.001658374792703151
test,603,3.310845933380684,1,0.001658374792703151
test,603,3.35815719383427,1,0.001658374792703151
test,603,3.359247184575681,1,0.001658374792703151
test,603,3.3670082157878825,1,0.001658374792703151
test,603,3.387623319856731,1,0.001658374792703151
test,603,3.3891222021400744,1,0.001658374792703151
test,603,3.4692515988824053,1,0.001658374792703151
test,603,3.517213942084142,1,0.001658374792703151
test,603,3.5260804633878067,1,0.001658374792703151
test,603,3.6208986645557455,1,0.001658374792703151
test,603,3.6692660148153777,1,0.001658374792703151
test,603,3.6997773392425226,1,0.001658374792703151
test,603,3.721141848809269,1,0.001658374792703151
test,603,3.730602827885028,1,0.001658374792703151
test,603,3.749054617792976,1,0.001658374792703151
test,603,3.816517529869,1,0.001658374792703151
test,603,3.833780339139043,1,0.001658374792703151
test,603,3.842306214736417,1,0.001658374792703151
test,603,3.8475995485517593,1,0.001658374792703151
test,603,3.84844575180199,1,0.001658374792703151
test,603,3.879909240678926,1,0.001658374792703151
test,603,3.904578845664145,1,0.001658374792703151
test,603,4.070286866937602,1,0.001658374792703151
test,603,4.0703039264168615,1,0.001658374792703151
test,603,4.086006933603448,1,0.001658374792703151
test,603,4.11031584296875,1,0.001658374792703151
test,603,4.1237772179744745,1,0.001658374792703151
test,603,4.190952516660919,1,0.001658374792703151
test,603,4.206614435772885,1,0.001658374792703151
test,603,4.221102628613681,1,0.001658374792703151
test,603,4.245267763890927,1,0.001658374792703151
test,603,4.281507876680784,1,0.001658374792703151
test,603,4.367256955846847,1,0.001658374792703151
test,603,4.380273254511904,1,0.001658374792703151
test,603,4.390236219756913,1,0.001658374792703151
test,603,4.402792806323166,1,0.001658374792703151
test,603,4.403267719513732,1,0.001658374792703151
test,603,4.406755198811988,1,0.001658374792703151
test,603,4.409773391185183,1,0.001658374792703151
test,603,4.4688596062078245,1,0.001658374792703151
test,603,4.500521647809008,1,0.001658374792703151
test,603,4.507472857743475,1,0.001658374792703151
test,603,4.524447183695608,1,0.001658374792703151
test,603,4.538403874937194,1,0.001658374792703151
test,603,4.558320640760062,1,0.001658374792703151
test,603,4.561238645837459,1,0.001658374792703151
test,603,4.625626877424986,1,0.001658374792703151
test,603,4.6353843657584495,1,0.001658374792703151
test,603,4.639604730074722,1,0.001658374792703151
test,603,4.648831020124338,1,0.001658374792703151
test,603,4.712515674020385,1,0.001658374792703151
test,603,4.717837771991531,1,0.001658374792703151
test,603,4.735943536151375,1,0.001658374792703151
test,603,4.795165481574602,1,0.001658374792703151
test,603,4.796572392049492,1,0.001658374792703151
test,603,4.815211734307642,1,0.001658374792703151
test,603,4.829617127913277,1,0.001658374792703151
test,603,4.830086073690813,1,0.001658374792703151
test,603,4.876024292711654,1,0.001658374792703151
test,603,4.909631657893025,1,0.001658374792703151
test,603,4.91708413288938,1,0.001658374792703151
test,603,4.945041400751601,1,0.001658374792703151
test,603,4.9806809735005375,1,0.001658374792703151
test,603,5.040129874935087,1,0.001658374792703151
test,603,5.122210033153047,1,0.001658374792703151
test,603,5.129220856521425,1,0.001658374792703151
test,603,5.153058080105698,1,0.001658374792703151
test,603,5.156878747304432,1,0.001658374792703151
test,603,5.175100810003671,1,0.001658374792703151
test,603,5.180464629563902,1,0.001658374792703151
test,603,5.187873975245625,1,0.001658374792703151
test,603,5.208125483750098,1,0.001658374792703151
test,603,5.243053093412582,1,0.001658374792703151
test,603,5.250728762672196,1,0.001658374792703151
test,603,5.306503974638658,1,0.001658374792703151
test,603,5.31392954109797,1,0.001658374792703151
test,603,5.342403083235638,1,0.001658374792703151
test,603,5.364913047046637,1,0.001658374792703151
test,603,5.365435203586473,1,0.001658374792703151
test,603,5.379240933351087,1,0.001658374792703151
test,603,5.4137857588299685,1,0.001658374792703151
test,603,5.490676848055058,1,0.001658374792703151
test,603,5.511858632654109,1,0.001658374792703151
test,603,5.543180016158565,1,0.001658374792703151
test,603,5.553459313685875,1,0.001658374792703151
test,603,5.559046675250583,1,0.001658374792703151
test,603,5.593651232150669,1,0.001658374792703151
test,603,5.611131957310057,1,0.001658374792703151
test,603,5.624026354971725,1,0.001658374792703151
test,603,5.632825674181367,1,0.001658374792703151
test,603,5.657531890322146,1,0.001658374792703151
test,603,5.66424497501045,1,0.001658374792703151
test,603,5.671427242973256,1,0.001658374792703151
test,603,5.676469702350552,1,0.001658374792703151
test,603,5.730972469933144,1,0.001658374792703151
test,603,5.743241743586249,1,0.001658374792703151
test,603,5.793844858510731,1,0.001658374792703151
test,603,5.841732225255597,1,0.001658374792703151
test,603,5.931799054564992,1,0.001658374792703151
test,603,5.969859238204823,1,0.001658374792703151
test,603,5.984176107914341,1,0.001658374792703151
test,603,6.028291002881401,1,0.001658374792703151
test,603,6.034146402671799,1,0.001658374792703151
test,603,6.062091520338818,1,0.001658374792703151
test,603,6.066028799857086,1,0.001658374792703151
test,603,6.072460635994852,1,0.001658374792703151
test,603,6.08637515078764,1,0.001658374792703151
test,603,6.117726175800843,1,0.001658374792703151
test,603,6.202863091475347,1,0.001658374792703151
test,603,6.27603218961827,1,0.001658374792703151
test,603,6.303719829228156,1,0.001658374792703151
test,603,6.308602194404469,1,0.001658374792703151
test,603,6.37933663279404,1,0.001658374792703151
test,603,6.416207711250214,1,0.001658374792703151
test,603,6.420045996610828,1,0.001658374792703151
test,603,6.451622358426561,1,0.001658374792703151
test,603,6.515899034811617,1,0.001658374792703151
test,603,6.5162027090244905,1,0.001658374792703151
test,603,6.532717473109368,1,0.001658374792703151
test,603,6.542962596452662,1,0.001658374792703151
test,603,6.543578379628265,1,0.001658374792703151
test,603,6.55510794234993,1,0.001658374792703151
test,603,6.578664771878955,1,0.001658374792703151
test,603,6.581458430632432,1,0.001658374792703151
test,603,6.625418352447768,1,0.001658374792703151
test,603,6.652653639875454,1,0.001658374792703151
test,603,6.654254312808642,1,0.001658374792703151
test,603,6.680331301051559,1,0.001658374792703151
test,603,6.725243033177454,1,0.001658374792703151
test,603,6.838479751976428,1,0.001658374792703151
test,603,6.872723996413651,1,0.001658374792703151
test,603,6.926588321489814,1,0.001658374792703151
test,603,6.9477867404032265,1,0.001658374792703151
test,603,6.981567472712844,1,0.001658374792703151
test,603,6.981684803471941,1,0.001658374792703151
test,603,6.994495651693155,1,0.001658374792703151
test,603,7.0297197153206765,1,0.001658374792703151
test,603,7.057916034647739,1,0.001658374792703151
test,603,7.075479402961199,1,0.001658374792703151
test,603,7.102724776328157,1,0.001658374792703151
test,603,7.108760260151439,1,0.001658374792703151
test,603,7.109954294786438,1,0.001658374792703151
test,603,7.11136535844795,1,0.001658374792703151
test,603,7.172616999669404,1,0.001658374792703151
test,603,7.17911730575936,1,0.001658374792703151
test,603,7.186120758130784,1,0.001658374792703151
test,603,7.186434520845175,1,0.001658374792703151
test,603,7.228135638347762,1,0.001658374792703151
test,603,7.229531969860576,1,0.001658374792703151
test,603,7.231837580426185,1,0.001658374792703151
test,603,7.239573205508153,1,0.001658374792703151
test,603,7.27109656491614,1,0.001658374792703151
test,603,7.277146737206236,1,0.001658374792703151
test,603,7.299559742793393,1,0.001658374792703151
test,603,7.367193019363974,1,0.001658374792703151
test,603,7.40496818297634,1,0.001658374792703151
test,603,7.420107411241873,1,0.001658374792703151
test,603,7.4250219358525795,1,0.001658374792703151
test,603,7.470590283810078,1,0.001658374792703151
test,603,7.479228745719967,1,0.001658374792703151
test,603,7.515431800753466,1,0.001658374792703151
test,603,7.525009050881805,1,0.001658374792703151
test,603,7.535411494111689,1,0.001658374792703151
test,603,7.564632775771594,1,0.001658374792703151
test,603,7.5748500424331615,1,0.001658374792703151
test,603,7.5910304562130095,1,0.001658374792703151
test,603,7.591051428535167,1,0.001658374792703151
test,603,7.595250918733184,1,0.001658374792703151
test,603,7.604620741959136,1,0.001658374792703151
test,603,7.626218003813529,1,0.001658374792703151
test,603,7.658627849232766,1,0.001658374792703151
test,603,7.670097794278214,1,0.001658374792703151
test,603,7.678998024199727,1,0.001658374792703151
test,603,7.704133750035895,1,0.001658374792703151
test,603,7.75606039004679,1,0.001658374792703151
test,603,7.80889527463289,1,0.001658374792703151
test,603,7.935429360495445,1,0.001658374792703151
test,603,7.944794774492157,1,0.001658374792703151
test,603,7.982346909010316,1,0.001658374792703151
test,603,8.021345927644793,1,0.001658374792703151
test,603,8.034473294066505,1,0.001658374792703151
test,603,8.048848506305614,1,0.001658374792703151
test,603,8.08671464057668,1,0.001658374792703151
test,603,8.180104438598564,1,0.001658374792703151
test,603,8.221890762787254,1,0.001658374792703151
test,603,8.248882105634314,1,0.001658374792703151
test,603,8.350560758985186,1,0.001658374792703151
test,603,8.363344045638096,1,0.001658374792703151
test,603,8.395509501617118,1,0.001658374792703151
test,603,8.401897235997748,1,0.001658374792703151
test,603,8.443208610272318,1,0.001658374792703151
test,603,8.4854551455136,1,0.001658374792703151
test,603,8.52600202815064,1,0.001658374792703151
test,603,8.534846835785025,1,0.001658374792703151
test,603,8.56020125371523,1,0.001658374792703151
test,603,8.564253382622086,1,0.001658374792703151
test,603,8.568851311885622,1,0.001658374792703151
test,603,8.569752079766227,1,0.001658374792703151
test,603,8.622582682164078,1,0.001658374792703151
test,603,8.633790557153482,1,0.001658374792703151
test,603,8.669114413636441,1,0.001658374792703151
test,603,8.68735512990005,1,0.001658374792703151
test,603,8.72198579307259,1,0.001658374792703151
test,603,8.735706217512988,1,0.001658374792703151
test,603,8.746866744477625,1,0.001658374792703151
test,603,8.76992054783065,1,0.001658374792703151
test,603,8.77891965692378,1,0.001658374792703151
test,603,8.79452333658865,1,0.001658374792703151
test,603,8.828577563894124,1,0.001658374792703151
test,603,8.851064763624032,1,0.001658374792703151
test,603,8.855437107277698,1,0.001658374792703151
test,603,8.890653147850632,1,0.001658374792703151
test,603,8.940412204559292,1,0.001658374792703151
test,603,8.942235753496687,1,0.001658374792703151
test,603,8.956244994752584,1,0.001658374792703151
test,603,8.999621780383357,1,0.001658374792703151
test,603,9.013063779111896,1,0.001658374792703151
test,603,9.02547213234025,1,0.001658374792703151
test,603,9.082802586546403,1,0.001658374792703151
test,603,9.089933980304522,1,0.001658374792703151
test,603,9.10081673885614,1,0.001658374792703151
test,603,9.150507960959372,1,0.001658374792703151
test,603,9.212915673257626,1,0.001658374792703151
test,603,9.27296162030351,1,0.001658374792703151
test,603,9.288264771175657,1,0.001658374792703151
test,603,9.386795384873675,1,0.001658374792703151
test,603,9.389833240781288,1,0.001658374792703151
test,603,9.43668533926766,1,0.001658374792703151
test,603,9.472636780658044,1,0.001658374792703151
test,603,9.507814093402766,1,0.001658374792703151
test,603,9.536920013049702,1,0.001658374792703151
test,603,9.567361219440327,1,0.001658374792703151
test,603,9.574493886154617,1,0.001658374792703151
test,603,9.58118492310393,1,0.001658374792703151
test,603,9.603644745218345,1,0.001658374792703151
test,603,9.621476330191294,1,0.001658374792703151
test,603,9.62856920956504,1,0.001658374792703151
test,603,9.639784601409431,1,0.001658374792703151
test,603,9.68563787153996,1,0.001658374792703151
test,603,9.764923401199752,1,0.001658374792703151
test,603,9.813159518189789,1,0.001658374792703151
test,603,9.839085692819658,1,0.001658374792703151
test,603,9.843831770949103,1,0.001658374792703151
test,603,9.8554251503526,1,0.001658374792703151
test,603,9.864714114156042,1,0.001658374792703151
test,603,9.89769418011616,1,0.001658374792703151
test,603,9.899757654215945,1,0.001658374792703151
test,603,9.91348278037996,1,0.001658374792703151
test,603,9.926912738471463,1,0.001658374792703151
test,603,9.960214436773386,1,0.001658374792703151
test,603,9.971834239101678,1,0.001658374792703151
test,603,9.9726444979874,1,0.001658374792703151
test,603,10.025894316583884,1,0.001658374792703151
test,603,10.02636963897972,1,0.001658374792703151
test,603,10.037017925625976,1,0.001658374792703151
test,603,10.045293661642242,1,0.001658374792703151
test,603,10.15752645181873,1,0.001658374792703151
test,603,10.184355869375691,1,0.001658374792703151
test,603,10.185398716934968,1,0.001658374792703151
test,603,10.300042418723882,1,0.001658374792703151
test,603,10.309724187363752,1,0.001658374792703151
test,603,10.31591903764154,1,0.001658374792703151
test,603,10.319767893089873,1,0.001658374792703151
test,603,10.32633828482267,1,0.001658374792703151
test,603,10.346010843296355,1,0.001658374792703151
test,603,10.382469443518744,1,0.001658374792703151
test,603,10.459029675613522,1,0.001658374792703151
test,603,10.495505466374274,1,0.001658374792703151
test,603,10.518568689404653,1,0.001658374792703151
test,603,10.550640290616329,1,0.001658374792703151
test,603,10.582758756849987,1,0.001658374792703151
test,603,10.582980113260094,1,0.001658374792703151
test,603,10.648329745737303,1,0.001658374792703151
test,603,10.67975303832649,1,0.001658374792703151
test,603,10.68774530664836,1,0.001658374792703151
test,603,10.687978293179242,1,0.001658374792703151
test,603,10.692554559308196,1,0.001658374792703151
test,603,10.694565666447527,1,0.001658374792703151
test,603,10.704426298112589,1,0.001658374792703151
test,603,10.772990544928394,1,0.001658374792703151
test,603,10.85969187915446,1,0.001658374792703151
test,603,10.86749350536488,1,0.001658374792703151
test,603,10.934131404180729,1,0.001658374792703151
test,603,10.942432894289842,1,0.001658374792703151
test,603,10.962219277333558,1,0.001658374792703151
test,603,11.000201586943165,1,0.001658374792703151
test,603,11.047444002095366,1,0.001658374792703151
test,603,11.08317112786738,1,0.001658374792703151
test,603,11.084382423301191,1,0.001658374792703151
test,603,11.095696463092136,1,0.001658374792703151
test,603,11.14718880273244,1,0.001658374792703151
test,603,11.188310728281708,1,0.001658374792703151
test,603,11.210689662693603,1,0.001658374792703151
test,603,11.222847301959426,1,0.001658374792703151
test,603,11.255681143783812,1,0.001658374792703151
test,603,11.271957077896372,1,0.001658374792703151
test,603,11.329550219686,1,0.001658374792703151
test,603,11.359754372202149,1,0.001658374792703151
test,603,11.361727783085408,1,0.001658374792703151
test,603,11.420176996432126,1,0.001658374792703151
test,603,11.441684804425686,1,0.001658374792703151
test,603,11.444124390258253,1,0.001658374792703151
test,603,11.451118919723305,1,0.001658374792703151
test,603,11.493321567837,1,0.001658374792703151
test,603,11.522853149365904,1,0.001658374792703151
test,603,11.530034481005403,1,0.001658374792703151
test,603,11.54341205153825,1,0.001658374792703151
test,603,11.565263616218967,1,0.001658374792703151
test,603,11.56577855492,1,0.001658374792703151
test,603,11.56857907977552,1,0.001658374792703151
test,603,11.592632357372338,1,0.001658374792703151
test,603,11.59781147984968,1,0.001658374792703151
test,603,11.621084132664851,1,0.001658374792703151
test,603,11.624710211263665,1,0.001658374792703151
test,603,11.642476301390136,1,0.001658374792703151
test,603,11.655515681213778,1,0.001658374792703151
test,603,11.6614462965824,1,0.001658374792703151
test,603,11.717893490662828,1,0.001658374792703151
test,603,11.73411796402686,1,0.001658374792703151
test,603,11.768621770948869,1,0.001658374792703151
test,603,11.771718200798656,1,0.001658374792703151
test,603,11.820655159485735,1,0.001658374792703151
test,603,11.84246005804916,1,0.001658374792703151
test,603,12.024236677809771,1,0.001658374792703151
test,603,12.049951147797753,1,0.001658374792703151
test,603,12.05399697680399,1,0.001658374792703151
test,603,12.098953506471933,1,0.001658374792703151
test,603,12.101594631058004,1,0.001658374792703151
test,603,12.180323964417164,1,0.001658374792703151
test,603,12.190742397289393,1,0.001658374792703151
test,603,12.193130375544197,1,0.001658374792703151
test,603,12.203634237318104,1,0.001658374792703151
test,603,12.20801831526675,1,0.001658374792703151
test,603,12.216568801690238,1,0.001658374792703151
test,603,12.236855545067105,1,0.001658374792703151
test,603,12.28923441468774,1,0.001658374792703151
test,603,12.29319817916167,1,0.001658374792703151
test,603,12.306868790773867,1,0.001658374792703151
test,603,12.34582962046246,1,0.001658374792703151
test,603,12.35853422132109,1,0.001658374792703151
test,603,12.57549440039772,1,0.001658374792703151
test,603,12.592061246390138,1,0.001658374792703151
test,603,12.596004016378016,1,0.001658374792703151
test,603,12.609587161979302,1,0.001658374792703151
test,603,12.64046608854471,1,0.001658374792703151
test,603,12.652894377674976,1,0.001658374792703151
test,603,12.670749508028727,1,0.001658374792703151
test,603,12.673721537680429,1,0.001658374792703151
test,603,12.69704272383757,1,0.001658374792703151
test,603,12.705835000561814,1,0.001658374792703151
test,603,12.720209317303452,1,0.001658374792703151
test,603,12.778890494045395,1,0.001658374792703151
test,603,12.819825524351495,1,0.001658374792703151
test,603,12.822761566295492,1,0.001658374792703151
test,603,12.846202525940042,1,0.001658374792703151
test,603,12.85980353993214,1,0.001658374792703151
test,603,12.868923917676158,1,0.001658374792703151
test,603,12.878369545572829,1,0.001658374792703151
test,603,12.87911439318468,1,0.001658374792703151
test,603,12.92262266815165,1,0.001658374792703151
test,603,12.932850199555126,1,0.001658374792703151
test,603,12.93649938398973,1,0.001658374792703151
test,603,12.947964247778865,1,0.001658374792703151
test,603,12.992098154413409,1,0.001658374792703151
test,603,12.993521522947928,1,0.001658374792703151
test,603,13.036439390582998,1,0.001658374792703151
test,603,13.105407992417376,1,0.001658374792703151
test,603,13.11084517265924,1,0.001658374792703151
test,603,13.11210994736142,1,0.001658374792703151
test,603,13.161949704590098,1,0.001658374792703151
test,603,13.164595509693848,1,0.001658374792703151
test,603,13.181397484919769,1,0.001658374792703151
test,603,13.292125424555278,1,0.001658374792703151
test,603,13.304057403017543,1,0.001658374792703151
test,603,13.307930834189449,1,0.001658374792703151
test,603,13.366230850930776,1,0.001658374792703151
test,603,13.384668593966476,1,0.001658374792703151
test,603,13.428909884789562,1,0.001658374792703151
test,603,13.435542318761264,1,0.001658374792703151
test,603,13.448125626707355,1,0.001658374792703151
test,603,13.454153241258192,1,0.001658374792703151
test,603,13.524342842661175,1,0.001658374792703151
test,603,13.532092761178497,1,0.001658374792703151
test,603,13.554911117485997,1,0.001658374792703151
test,603,13.578594990827437,1,0.001658374792703151
test,603,13.63943584132554,1,0.001658374792703151
test,603,13.68608395968968,1,0.001658374792703151
test,603,13.712657946883713,1,0.001658374792703151
test,603,13.71352441497158,1,0.001658374792703151
test,603,13.769995252915672,1,0.001658374792703151
test,603,13.77890399960557,1,0.001658374792703151
test,603,13.793892664498737,1,0.001658374792703151
test,603,13.812897323846936,1,0.001658374792703151
test,603,13.877446554775773,1,0.001658374792703151
test,603,13.9445342834849,1,0.001658374792703151
test,603,13.973736899290667,1,0.001658374792703151
test,603,13.981076389783375,1,0.001658374792703151
test,603,13.988329573507889,1,0.001658374792703151
test,603,13.98971303879244,1,0.001658374792703151
test,603,13.99323093887108,1,0.001658374792703151
test,603,14.052563766732256,1,0.001658374792703151
test,603,14.130802395805135,1,0.001658374792703151
test,603,14.193349866991802,1,0.001658374792703151
test,603,14.201753435434323,1,0.001658374792703151
test,603,14.203646974346215,1,0.001658374792703151
test,603,14.231491034697443,1,0.001658374792703151
test,603,14.294774194610762,1,0.001658374792703151
test,603,14.32432200152156,1,0.001658374792703151
test,603,14.381013415961366,1,0.001658374792703151
test,603,14.387610485804275,1,0.001658374792703151
test,603,14.423939771363475,1,0.001658374792703151
test,603,14.436442732779945,1,0.001658374792703151
test,603,14.526536990386044,1,0.001658374792703151
test,603,14.53301622708416,1,0.001658374792703151
test,603,14.5366347428467,1,0.001658374792703151
test,603,14.543211334917745,1,0.001658374792703151
test,603,14.602397354150972,1,0.001658374792703151
test,603,14.602591182534082,1,0.001658374792703151
test,603,14.6259101476735,1,0.001658374792703151
test,603,14.64226111067951,1,0.001658374792703151
test,603,14.656220974641911,1,0.001658374792703151
test,603,14.689410908687654,1,0.001658374792703151
test,603,14.707306265791972,1,0.001658374792703151
test,603,14.720429448507623,1,0.001658374792703151
test,603,14.731689883048668,1,0.001658374792703151
test,603,14.775162216025675,1,0.001658374792703151
test,603,14.792207723749364,1,0.001658374792703151
test,603,14.80188930378824,1,0.001658374792703151
test,603,14.851062190806664,1,0.001658374792703151
test,603,14.852860599837308,1,0.001658374792703151
test,603,14.874631145717792,1,0.001658374792703151
test,603,14.904027594201326,1,0.001658374792703151
test,603,14.941818393830928,1,0.001658374792703151
test,603,14.94902129443408,1,0.001658374792703151
test,603,14.985816306034147,1,0.001658374792703151
test,603,14.994769075730115,1,0.001658374792703151
test,603,15.018595817386087,1,0.001658374792703151
test,603,15.054000830316246,1,0.001658374792703151
test,603,15.06533682884457,1,0.001658374792703151
test,603,15.071606269066574,1,0.001658374792703151
test,603,15.073344481995395,1,0.001658374792703151
test,603,15.10749266110212,1,0.001658374792703151
test,603,15.125808486999455,1,0.001658374792703151
test,603,15.14364479588852,1,0.001658374792703151
test,603,15.189543209306455,1,0.001658374792703151
test,603,15.214064588615608,1,0.001658374792703151
test,603,15.292693206647945,1,0.001658374792703151
test,603,15.296018139270345,1,0.001658374792703151
test,603,15.301540583156974,1,0.001658374792703151
test,603,15.317622844718183,1,0.001658374792703151
test,603,15.32363734572241,1,0.001658374792703151
test,603,15.423255024486618,1,0.001658374792703151
test,603,15.437074863594324,1,0.001658374792703151
test,603,15.447450464013638,1,0.001658374792703151
test,603,15.455924060325902,1,0.001658374792703151
test,603,15.45678909007142,1,0.001658374792703151
test,603,15.557615219957295,1,0.001658374792703151
test,603,15.599582457453732,1,0.001658374792703151
test,603,15.635715639643529,1,0.001658374792703151
test,603,15.738387519696612,1,0.001658374792703151
test,603,15.7497710715063,1,0.001658374792703151
test,603,15.752441510426204,1,0.001658374792703151
test,603,15.752758010441664,1,0.001658374792703151
test,603,15.752895608465552,1,0.001658374792703151
test,603,15.786453580170257,1,0.001658374792703151
test,603,15.787841565346064,1,0.001658374792703151
test,603,15.79604636454696,1,0.001658374792703151
test,603,15.813227294075295,1,0.001658374792703151
test,603,15.855819457215675,1,0.001658374792703151
test,603,15.87387825800598,1,0.001658374792703151
test,603,15.8986185943716,1,0.001658374792703151
test,603,15.98759434318388,1,0.001658374792703151
test,603,15.996711274369284,1,0.001658374792703151
test,603,16.010396116222996,1,0.001658374792703151
test,603,16.038192321656506,1,0.001658374792703151
test,603,16.042419513238872,1,0.001658374792703151
test,603,16.04369755863558,1,0.001658374792703151
test,603,16.04421644590476,1,0.001658374792703151
test,603,16.054369365822485,1,0.001658374792703151
test,603,16.129010414065565,1,0.001658374792703151
test,603,16.148644132054347,1,0.001658374792703151
test,603,16.151014768723222,1,0.001658374792703151
test,603,16.317125114810914,1,0.001658374792703151
test,603,16.56524269986453,1,0.001658374792703151
test,603,16.57128555981153,1,0.001658374792703151
test,603,16.62329520981024,1,0.001658374792703151
test,603,16.748957380000306,1,0.001658374792703151
test,603,17.11163766697615,1,0.001658374792703151
