set_type,set_type_count,midi_program_name,count,proportion
train,10822,Electric Muted Guitar,122,0.011273332101275181
train,10822,English Horn,120,0.011088523378303456
train,10822,Fiddle,108,0.00997967104047311
train,10822,Fingered Electric Bass,113,0.01044169284790242
train,10822,Flute,126,0.01164294954721863
train,10822,French Horn,113,0.01044169284790242
train,10822,Fretless Bass,121,0.011180927739789319
train,10822,Halo Pad,115,0.010626501570874145
train,10822,Hammond Organ,128,0.011827758270190353
train,10822,Harpsichord,114,0.010534097209388284
train,10822,Honky-tonk Piano,121,0.011180927739789319
train,10822,Kalimba,119,0.010996119016817595
train,10822,Koto,115,0.010626501570874145
train,10822,Marimba,119,0.010996119016817595
train,10822,Metallic Pad,112,0.01034928848641656
train,10822,Music Box,115,0.010626501570874145
train,10822,Muted Trumpet,119,0.010996119016817595
train,10822,New Age Pad,116,0.010718905932360008
train,10822,Oboe,129,0.011920162631676216
train,10822,Ocarina,121,0.011180927739789319
train,10822,Orchestral Harp,118,0.010903714655331732
train,10822,Overdriven Guitar,125,0.011550545185732767
train,10822,Pan Flute,111,0.010256884124930697
train,10822,Percussive Organ,129,0.011920162631676216
train,10822,Piccolo,112,0.01034928848641656
train,10822,Pizzicato Strings,118,0.010903714655331732
train,10822,Plucked Electric Bass,129,0.011920162631676216
train,10822,Polysynth Pad,102,0.009425244871557938
train,10822,Recorder,123,0.011365736462761043
train,10822,Reed Organ,125,0.011550545185732767
train,10822,Rhodes Piano,110,0.010164479763444836
train,10822,Rock Organ,124,0.011458140824246905
train,10822,Sawtooth Wave Lead,123,0.011365736462761043
train,10822,Shamisen,110,0.010164479763444836
train,10822,Shanai,112,0.01034928848641656
train,10822,Sitar,121,0.011180927739789319
train,10822,Slap Bass 1,117,0.01081131029384587
train,10822,Slap Bass 2,117,0.01081131029384587
train,10822,Soprano Sax,132,0.012197375716133801
train,10822,Square Wave Lead,113,0.01044169284790242
train,10822,String Ensemble 1,116,0.010718905932360008
train,10822,String Ensemble 2,124,0.011458140824246905
train,10822,Sweep Pad,114,0.010534097209388284
train,10822,Synth Bass 1,118,0.010903714655331732
train,10822,Synth Bass 2,115,0.010626501570874145
train,10822,Synth Brass 1,119,0.010996119016817595
train,10822,Synth Brass 2,118,0.010903714655331732
train,10822,Synth Strings 1,122,0.011273332101275181
train,10822,Synth Strings 2,118,0.010903714655331732
train,10822,Synth Voice,118,0.010903714655331732
train,10822,Tenor Sax,116,0.010718905932360008
train,10822,Tremolo Strings,107,0.009887266678987249
train,10822,Trombone,107,0.009887266678987249
train,10822,Trumpet,121,0.011180927739789319
train,10822,Tuba,119,0.010996119016817595
train,10822,Vibraphone,124,0.011458140824246905
train,10822,Viola,109,0.010072075401958973
train,10822,Violin,114,0.010534097209388284
train,10822,Voice Lead,110,0.010164479763444836
train,10822,Warm Pad,123,0.011365736462761043
train,10822,Xylophone,123,0.011365736462761043
valid,2318,Acoustic Bass,22,0.009490940465918895
valid,2318,Acoustic Grand Piano,21,0.0090595340811044
valid,2318,Acoustic Nylon Guitar,32,0.013805004314063849
valid,2318,Acoustic Steel Guitar,29,0.012510785159620364
valid,2318,Alto Sax,25,0.010785159620362382
valid,2318,Bagpipe,31,0.013373597929249354
valid,2318,Banjo,25,0.010785159620362382
valid,2318,Baritone Sax,21,0.0090595340811044
valid,2318,Bass Lead,22,0.009490940465918895
valid,2318,Bassoon,23,0.009922346850733392
valid,2318,Bottle Blow,27,0.011647972389991372
valid,2318,Bowed Pad,30,0.012942191544434859
valid,2318,Brass Section,27,0.011647972389991372
valid,2318,Bright Acoustic Piano,26,0.011216566005176877
valid,2318,Calliope Lead,19,0.00819672131147541
valid,2318,Cello,28,0.012079378774805867
valid,2318,Charang Lead,21,0.0090595340811044
valid,2318,Chiff Lead,33,0.014236410698878344
valid,2318,"Choir ""Aah""",31,0.013373597929249354
valid,2318,"Choir ""Ooh""",28,0.012079378774805867
valid,2318,Choir Pad,27,0.011647972389991372
valid,2318,Chorused Piano,22,0.009490940465918895
valid,2318,Church Organ,18,0.007765314926660915
valid,2318,Clarinet,30,0.012942191544434859
valid,2318,Clavinet,21,0.0090595340811044
valid,2318,Contrabass,27,0.011647972389991372
valid,2318,Distortion Guitar,20,0.008628127696289905
valid,2318,Dulcimer,29,0.012510785159620364
valid,2318,Electric Clean Guitar,24,0.010353753235547887
valid,2318,Electric Grand Piano,27,0.011647972389991372
valid,2318,Electric Jazz Guitar,28,0.012079378774805867
valid,2318,Electric Muted Guitar,28,0.012079378774805867
valid,2318,English Horn,23,0.009922346850733392
valid,2318,Fiddle,32,0.013805004314063849
valid,2318,Fingered Electric Bass,22,0.009490940465918895
valid,2318,Flute,25,0.010785159620362382
valid,2318,French Horn,27,0.011647972389991372
valid,2318,Fretless Bass,24,0.010353753235547887
valid,2318,Halo Pad,27,0.011647972389991372
valid,2318,Hammond Organ,21,0.0090595340811044
valid,2318,Harpsichord,29,0.012510785159620364
valid,2318,Honky-tonk Piano,20,0.008628127696289905
valid,2318,Kalimba,22,0.009490940465918895
valid,2318,Koto,25,0.010785159620362382
valid,2318,Marimba,20,0.008628127696289905
valid,2318,Metallic Pad,31,0.013373597929249354
valid,2318,Music Box,29,0.012510785159620364
valid,2318,Muted Trumpet,29,0.012510785159620364
valid,2318,New Age Pad,22,0.009490940465918895
valid,2318,Oboe,20,0.008628127696289905
valid,2318,Ocarina,24,0.010353753235547887
valid,2318,Orchestral Harp,26,0.011216566005176877
valid,2318,Overdriven Guitar,20,0.008628127696289905
valid,2318,Pan Flute,28,0.012079378774805867
valid,2318,Percussive Organ,20,0.008628127696289905
valid,2318,Piccolo,30,0.012942191544434859
valid,2318,Pizzicato Strings,23,0.009922346850733392
valid,2318,Plucked Electric Bass,15,0.006471095772217429
valid,2318,Polysynth Pad,36,0.01553062985332183
valid,2318,Recorder,26,0.011216566005176877
valid,2318,Reed Organ,21,0.0090595340811044
valid,2318,Rhodes Piano,32,0.013805004314063849
valid,2318,Rock Organ,24,0.010353753235547887
valid,2318,Sawtooth Wave Lead,26,0.011216566005176877
valid,2318,Shamisen,23,0.009922346850733392
valid,2318,Shanai,27,0.011647972389991372
valid,2318,Sitar,23,0.009922346850733392
valid,2318,Slap Bass 1,24,0.010353753235547887
valid,2318,Slap Bass 2,32,0.013805004314063849
valid,2318,Soprano Sax,19,0.00819672131147541
valid,2318,Square Wave Lead,26,0.011216566005176877
valid,2318,String Ensemble 1,30,0.012942191544434859
valid,2318,String Ensemble 2,24,0.010353753235547887
valid,2318,Sweep Pad,27,0.011647972389991372
valid,2318,Synth Bass 1,26,0.011216566005176877
valid,2318,Synth Bass 2,27,0.011647972389991372
valid,2318,Synth Brass 1,19,0.00819672131147541
valid,2318,Synth Brass 2,24,0.010353753235547887
valid,2318,Synth Strings 1,19,0.00819672131147541
valid,2318,Synth Strings 2,23,0.009922346850733392
valid,2318,Synth Voice,17,0.007333908541846419
valid,2318,Tenor Sax,25,0.010785159620362382
valid,2318,Tremolo Strings,31,0.013373597929249354
valid,2318,Trombone,27,0.011647972389991372
valid,2318,Trumpet,22,0.009490940465918895
valid,2318,Tuba,27,0.011647972389991372
valid,2318,Vibraphone,18,0.007765314926660915
valid,2318,Viola,33,0.014236410698878344
valid,2318,Violin,31,0.013373597929249354
valid,2318,Voice Lead,31,0.013373597929249354
valid,2318,Warm Pad,21,0.0090595340811044
valid,2318,Xylophone,21,0.0090595340811044
